"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_val","iter_var"
"55","7.1","0",0,"a",0,0.00742072250654325,14.5,0,59,0.0367879579001669,0.25,"N"
"56","7.6","0",0,"a",0,0.00774078457034566,15.4,0,59,0.0415013637172435,0.25,"N"
"57","8.2","0",0,"a",0,0.00807000460862019,16.3,0,59,0.0470886013779075,0.25,"N"
"58","8.8","0",0,"a",0,0.00840016961203765,17.3,0,59,0.0536864019714559,0.25,"N"
"59","9.4","0",0,"a",0,0.00873426233403479,18.5,0,59,0.0609610677654568,0.25,"N"
"60","10","0",0,"a",0,0.0094726998140848,19,0,59,0.0663541490840469,0.25,"N"
"61","7.1","1",0.125,"a",0.0169491525423729,0.00742072250654325,14.5,0,59,0.0367879579001669,0.25,"N"
"62","7.6","1",0.125,"a",0.0169491525423729,0.00774078457034566,15.4,0,59,0.0415013637172435,0.25,"N"
"63","8.2","1",0.125,"a",0.0169491525423729,0.00807000460862019,16.3,0,59,0.0470886013779075,0.25,"N"
"64","8.8","1",0.125,"a",0.0169491525423729,0.00840016961203765,17.3,0,59,0.0536864019714559,0.25,"N"
"65","9.4","1",0.125,"a",0.0169491525423729,0.00873426233403479,18.5,0,59,0.0609610677654568,0.25,"N"
"66","10","1",0.25,"a",0.0338983050847458,0.0094726998140848,19,0,59,0.0663541490840469,0.25,"N"
"67","7.1","2",0.875,"a",0.11864406779661,0.00742072250654325,14.5,0,59,0.0367879579001669,0.25,"N"
"68","7.6","2",0.875,"a",0.11864406779661,0.00774078457034566,15.4,0,59,0.0415013637172435,0.25,"N"
"69","8.2","2",0.875,"a",0.11864406779661,0.00807000460862019,16.3,0,59,0.0470886013779075,0.25,"N"
"70","8.8","2",0.875,"a",0.11864406779661,0.00840016961203765,17.3,0,59,0.0536864019714559,0.25,"N"
"71","9.4","2",0.875,"a",0.11864406779661,0.00873426233403479,18.5,0,59,0.0609610677654568,0.25,"N"
"72","10","2",0.75,"a",0.101694915254237,0.0094726998140848,19,0,59,0.0663541490840469,0.25,"N"
"73","7.1","0",0.818181818181818,"n",0.76271186440678,0.00843273805398478,14.5,0,59,0.0367879579001669,0.5,"N"
"74","7.6","0",0.818181818181818,"n",0.76271186440678,0.00874442280159959,15.1,0,59,0.0404514076099742,0.5,"N"
"75","8.2","0",0.785714285714286,"n",0.745762711864407,0.00909294948514271,16.2,0,59,0.0470886013779075,0.5,"N"
"76","8.8","0",0.785714285714286,"n",0.745762711864407,0.00957568570095928,17.1,0,59,0.0532543700327885,0.5,"N"
"77","9.4","0",0.785714285714286,"n",0.745762711864407,0.00995021113672978,18,0,59,0.0606940716487946,0.5,"N"
"78","10","0",0.785714285714286,"n",0.745762711864407,0.0103293949958501,19.2,0,59,0.0696222803625339,0.5,"N"
"79","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.00843273805398478,14.5,0,59,0.0367879579001669,0.5,"N"
"80","7.6","1",0.0545454545454545,"n",0.0508474576271186,0.00874442280159959,15.1,0,59,0.0404514076099742,0.5,"N"
"81","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.00909294948514271,16.2,0,59,0.0470886013779075,0.5,"N"
"82","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.00957568570095928,17.1,0,59,0.0532543700327885,0.5,"N"
"83","9.4","1",0.0714285714285714,"n",0.0677966101694915,0.00995021113672978,18,0,59,0.0606940716487946,0.5,"N"
"84","10","1",0.0714285714285714,"n",0.0677966101694915,0.0103293949958501,19.2,0,59,0.0696222803625339,0.5,"N"
"85","7.1","2",0.127272727272727,"n",0.11864406779661,0.00843273805398478,14.5,0,59,0.0367879579001669,0.5,"N"
"86","7.6","2",0.127272727272727,"n",0.11864406779661,0.00874442280159959,15.1,0,59,0.0404514076099742,0.5,"N"
"87","8.2","2",0.125,"n",0.11864406779661,0.00909294948514271,16.2,0,59,0.0470886013779075,0.5,"N"
"88","8.8","2",0.125,"n",0.11864406779661,0.00957568570095928,17.1,0,59,0.0532543700327885,0.5,"N"
"89","9.4","2",0.142857142857143,"n",0.135593220338983,0.00995021113672978,18,0,59,0.0606940716487946,0.5,"N"
"90","10","2",0.142857142857143,"n",0.135593220338983,0.0103293949958501,19.2,0,59,0.0696222803625339,0.5,"N"
"91","7.1","0",0,"a",0,0.00843273805398478,14.5,0,59,0.0367879579001669,0.5,"N"
"92","7.6","0",0,"a",0,0.00874442280159959,15.1,0,59,0.0404514076099742,0.5,"N"
"93","8.2","0",0,"a",0,0.00909294948514271,16.2,0,59,0.0470886013779075,0.5,"N"
"94","8.8","0",0,"a",0,0.00957568570095928,17.1,0,59,0.0532543700327885,0.5,"N"
"95","9.4","0",0,"a",0,0.00995021113672978,18,0,59,0.0606940716487946,0.5,"N"
"96","10","0",0,"a",0,0.0103293949958501,19.2,0,59,0.0696222803625339,0.5,"N"
"97","7.1","1",0,"a",0,0.00843273805398478,14.5,0,59,0.0367879579001669,0.5,"N"
"98","7.6","1",0,"a",0,0.00874442280159959,15.1,0,59,0.0404514076099742,0.5,"N"
"99","8.2","1",0,"a",0,0.00909294948514271,16.2,0,59,0.0470886013779075,0.5,"N"
"100","8.8","1",0,"a",0,0.00957568570095928,17.1,0,59,0.0532543700327885,0.5,"N"
"101","9.4","1",0.333333333333333,"a",0.0169491525423729,0.00995021113672978,18,0,59,0.0606940716487946,0.5,"N"
"102","10","1",0.333333333333333,"a",0.0169491525423729,0.0103293949958501,19.2,0,59,0.0696222803625339,0.5,"N"
"103","7.1","2",1,"a",0.0677966101694915,0.00843273805398478,14.5,0,59,0.0367879579001669,0.5,"N"
"104","7.6","2",1,"a",0.0677966101694915,0.00874442280159959,15.1,0,59,0.0404514076099742,0.5,"N"
"105","8.2","2",1,"a",0.0508474576271186,0.00909294948514271,16.2,0,59,0.0470886013779075,0.5,"N"
"106","8.8","2",1,"a",0.0508474576271186,0.00957568570095928,17.1,0,59,0.0532543700327885,0.5,"N"
"107","9.4","2",0.666666666666667,"a",0.0338983050847458,0.00995021113672978,18,0,59,0.0606940716487946,0.5,"N"
"108","10","2",0.666666666666667,"a",0.0338983050847458,0.0103293949958501,19.2,0,59,0.0696222803625339,0.5,"N"
"109","7.1","0",0.789473684210526,"n",0.76271186440678,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,"N"
"110","7.6","0",0.821428571428571,"n",0.779661016949153,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,"N"
"111","8.2","0",0.789473684210526,"n",0.76271186440678,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,"N"
"112","8.8","0",0.789473684210526,"n",0.76271186440678,0.0101310678064065,17,0,59,0.0538946825479564,0.75,"N"
"113","9.4","0",0.789473684210526,"n",0.76271186440678,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,"N"
"114","10","0",0.789473684210526,"n",0.76271186440678,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,"N"
"115","7.1","1",0.0526315789473684,"n",0.0508474576271186,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,"N"
"116","7.6","1",0.0178571428571429,"n",0.0169491525423729,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,"N"
"117","8.2","1",0.0526315789473684,"n",0.0508474576271186,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,"N"
"118","8.8","1",0.0526315789473684,"n",0.0508474576271186,0.0101310678064065,17,0,59,0.0538946825479564,0.75,"N"
"119","9.4","1",0.0350877192982456,"n",0.0338983050847458,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,"N"
"120","10","1",0.0175438596491228,"n",0.0169491525423729,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,"N"
"121","7.1","2",0.157894736842105,"n",0.152542372881356,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,"N"
"122","7.6","2",0.160714285714286,"n",0.152542372881356,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,"N"
"123","8.2","2",0.157894736842105,"n",0.152542372881356,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,"N"
"124","8.8","2",0.157894736842105,"n",0.152542372881356,0.0101310678064065,17,0,59,0.0538946825479564,0.75,"N"
"125","9.4","2",0.175438596491228,"n",0.169491525423729,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,"N"
"126","10","2",0.192982456140351,"n",0.186440677966102,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,"N"
"127","7.1","0",0,"a",0,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,"N"
"128","7.6","0",0,"a",0,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,"N"
"129","8.2","0",0,"a",0,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,"N"
"130","8.8","0",0,"a",0,0.0101310678064065,17,0,59,0.0538946825479564,0.75,"N"
"131","9.4","0",0,"a",0,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,"N"
"132","10","0",0,"a",0,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,"N"
"133","7.1","1",0,"a",0,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,"N"
"134","7.6","1",0,"a",0,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,"N"
"135","8.2","1",0,"a",0,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,"N"
"136","8.8","1",0,"a",0,0.0101310678064065,17,0,59,0.0538946825479564,0.75,"N"
"137","9.4","1",0.5,"a",0.0169491525423729,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,"N"
"138","10","1",1,"a",0.0338983050847458,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,"N"
"139","7.1","2",1,"a",0.0338983050847458,0.00872702800202482,14.5,0,59,0.037860250062648,0.75,"N"
"140","7.6","2",1,"a",0.0508474576271186,0.00932433534447386,15.1,0,59,0.0409182330521651,0.75,"N"
"141","8.2","2",1,"a",0.0338983050847458,0.00970401436021678,16.1,0,59,0.0476438613611569,0.75,"N"
"142","8.8","2",1,"a",0.0338983050847458,0.0101310678064065,17,0,59,0.0538946825479564,0.75,"N"
"143","9.4","2",0.5,"a",0.0169491525423729,0.01052017756633,18.1,0,59,0.0621937242512389,0.75,"N"
"144","10","2",0,"a",0,0.0110120487245589,19.2,0,59,0.0708335297903978,0.75,"N"
"145","7.1","0",0.779661016949153,"n",0.779661016949153,0.00953684125658892,14.5,0,59,0.0381902941385124,1,"N"
"146","7.6","0",0.779661016949153,"n",0.779661016949153,0.00991079892890024,15.1,0,59,0.0419819636249305,1,"N"
"147","8.2","0",0.779661016949153,"n",0.779661016949153,0.010370244240771,16.1,0,59,0.048042036930072,1,"N"
"148","8.8","0",0.779661016949153,"n",0.779661016949153,0.0108284656569937,17.1,0,59,0.0547735675861004,1,"N"
"149","9.4","0",0.779661016949153,"n",0.779661016949153,0.011296324154703,18.3,0,59,0.0631699313537312,1,"N"
"150","10","0",0.779661016949153,"n",0.779661016949153,0.0117678283122429,19.5,0,59,0.0724378301829455,1,"N"
"151","7.1","1",0.0169491525423729,"n",0.0169491525423729,0.00953684125658892,14.5,0,59,0.0381902941385124,1,"N"
"152","7.6","1",0.0169491525423729,"n",0.0169491525423729,0.00991079892890024,15.1,0,59,0.0419819636249305,1,"N"
"153","8.2","1",0.0169491525423729,"n",0.0169491525423729,0.010370244240771,16.1,0,59,0.048042036930072,1,"N"
"154","8.8","1",0.0169491525423729,"n",0.0169491525423729,0.0108284656569937,17.1,0,59,0.0547735675861004,1,"N"
"155","9.4","1",0.0169491525423729,"n",0.0169491525423729,0.011296324154703,18.3,0,59,0.0631699313537312,1,"N"
"156","10","1",0.0169491525423729,"n",0.0169491525423729,0.0117678283122429,19.5,0,59,0.0724378301829455,1,"N"
"157","7.1","2",0.203389830508475,"n",0.203389830508475,0.00953684125658892,14.5,0,59,0.0381902941385124,1,"N"
"158","7.6","2",0.203389830508475,"n",0.203389830508475,0.00991079892890024,15.1,0,59,0.0419819636249305,1,"N"
"159","8.2","2",0.203389830508475,"n",0.203389830508475,0.010370244240771,16.1,0,59,0.048042036930072,1,"N"
"160","8.8","2",0.203389830508475,"n",0.203389830508475,0.0108284656569937,17.1,0,59,0.0547735675861004,1,"N"
"161","9.4","2",0.203389830508475,"n",0.203389830508475,0.011296324154703,18.3,0,59,0.0631699313537312,1,"N"
"162","10","2",0.203389830508475,"n",0.203389830508475,0.0117678283122429,19.5,0,59,0.0724378301829455,1,"N"
"163","7.1","0",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,"N"
"164","7.6","0",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,"N"
"165","8.2","0",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,"N"
"166","8.8","0",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,"N"
"167","9.4","0",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,"N"
"168","10","0",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,"N"
"169","7.1","1",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,"N"
"170","7.6","1",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,"N"
"171","8.2","1",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,"N"
"172","8.8","1",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,"N"
"173","9.4","1",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,"N"
"174","10","1",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,"N"
"175","7.1","2",0,"a",0,0.00953684125658892,14.5,0,59,0.0381902941385124,1,"N"
"176","7.6","2",0,"a",0,0.00991079892890024,15.1,0,59,0.0419819636249305,1,"N"
"177","8.2","2",0,"a",0,0.010370244240771,16.1,0,59,0.048042036930072,1,"N"
"178","8.8","2",0,"a",0,0.0108284656569937,17.1,0,59,0.0547735675861004,1,"N"
"179","9.4","2",0,"a",0,0.011296324154703,18.3,0,59,0.0631699313537312,1,"N"
"180","10","2",0,"a",0,0.0117678283122429,19.5,0,59,0.0724378301829455,1,"N"
