"","Time","Wstart","A","h","S.day","Fit","Beh","S.cum","W","iter_index","seeds"
"1100",20,"7.1",17,"n",0.912777606033941,0.00135127935139481,0,0.148713549125565,9.3,4,4
"1101",21,"7.1",17,"n",0.913029702549071,0.00148040370673222,2,0.135779887523132,9.5,4,4
"1102",22,"7.1",19,"n",0.913029702549071,0.00162141899940288,2,0.123971070317391,9.5,4,4
"1103",23,"7.1",21,"n",0.913029702549071,0.00177586665020433,2,0.113189269456578,9.5,4,4
"1104",24,"7.1",23,"n",0.913029702549071,0.00194502615330731,2,0.103345165023686,9.5,4,4
"1105",25,"7.1",25,"n",0.902086183057953,0.00213029888061366,1,0.093226245453711,9.5,4,4
"1106",26,"7.1",26,"o",0.902208140147447,0.00236152478623741,0,0.0841094775237219,9.6,4,4
"1107",27,"7.1",26,"o",0.902563898421186,0.00261749443521034,0,0.0759141779279796,9.9,4,4
"1108",28,"7.1",26,"o",0.902905311302148,0.0029000655131332,0,0.0685433144543091,10.2,4,4
"1109",29,"7.1",26,"o",0.903233353029144,0.00321192651857458,0,0.0619106077422966,10.5,4,4
"1110",30,"7.1",26,"o",0.903548906277751,0.00355603179156621,0,0.0559392619125429,10.8,4,4
"1111",31,"7.1",26,"o",0.903951593111238,0.00393562735437929,0,0.05056638492331,11.2,4,4
"1112",32,"7.1",26,"o",0.904335203045735,0.00435380321730898,0,0.0457289619769103,11.6,4,4
"1113",33,"7.1",26,"o",0.904701250446272,0.00481436883430579,0,0.0413710490821208,12,4,4
"1114",34,"7.1",26,"o",0.905051084102993,0.00532150124909295,0,0.0374429128222516,12.4,4,4
"1115",35,"7.1",26,"o",0.905385909983916,0.00587977998431675,0,0.0339002856980226,12.8,4,4
"1116",36,"7.1",26,"o",0.905706810261013,0.00649422519113557,0,0.0307037196264931,13.2,4,4
"1117",37,"7.1",26,"o",0.906089827984434,0.00717033936099478,0,0.0278203280348514,13.7,4,4
"1118",38,"7.1",26,"o",0.906454301688849,0.007913497248882,0,0.025217856021586,14.2,4,4
"1119",39,"7.1",26,"o",0.906801734472765,0.0087301667984123,0,0.0228675955800586,14.7,4,4
"1120",40,"7.1",26,"o",0.907133461753876,0.00962742622397851,0,0.0207439611405262,15.2,4,4
"1121",41,"7.1",26,"o",0.907450674763154,0.0106130207184339,0,0.0188241215342312,15.7,4,4
"1122",42,"7.1",26,"o",0.907754440117825,0.0116954243504242,0,0.0170876799040159,16.2,4,4
"1123",43,"7.1",26,"o",0.908045716226358,0.0128839076225352,0,0.0155163945370888,16.7,4,4
"1124",44,"7.1",26,"o",0.908379972365075,0.0141886112034953,0,0.0140947820408064,17.3,4,4
"1125",45,"7.1",26,"o",0.908698821667984,0.0156196873942008,0,0.0128079118321478,17.9,4,4
"1126",46,"7.1",26,"o",0.909003454801613,0.017189069713472,0,0.0116424361042168,18.5,4,4
"1127",47,"7.1",26,"o",0.9092949356047,0.018909795801847,0,0.0105864081876657,19.1,4,4
"1128",48,"7.1",26,"o",0.909574218079459,0.0207961081288456,0,0.00962912394956598,19.7,4,4
"1129",49,"7.1",26,"o",0.909842160667752,0.0228635637592675,0,0.00876098293961071,20.3,4,4
"1130",50,"7.1",26,"o",0.910099538312034,0.0251291539869811,0,0.00797336652849931,20.9,4,4
"1131",51,"7.1",26,"o",0.91034705269752,0.0276114347157985,0,0.00725853071929641,21.5,4,4
"1132",52,"7.1",26,"o",0.910585340992123,0.0303306685444643,0,0.00660951167013232,22.1,4,4
"1133",53,"7.1",26,"o",0.910814983338624,0.0333089795970334,0,0.00602004226170801,22.7,4,4
"1134",54,"7.1",26,"o",0.911036509304996,0.0365705222315713,0,0.00548447828797502,23.3,4,4
"1135",55,"7.1",26,"o",0.911250403460448,0.0401416648598088,0,0.00499773305268731,23.9,4,4
"1136",56,"7.1",26,"o",0.911457110214323,0.0440511902188158,0,0.00455521932582498,24.5,4,4
"1137",57,"7.1",26,"o",0.911657038030695,0.0483305135536849,0,0.00415279775816178,25.1,4,4
"1138",58,"7.1",26,"o",0.911850563112019,0.0530139202984551,0,0.00378673097427015,25.7,4,4
"1139",59,"7.1",26,"o",0.912038032629352,0.0581388249819421,0,0.00345364266786998,26.3,4,4
"1140",60,"7.1",26,"o",NA,NA,NA,NA,26.9,4,4
"1141",1,"7.6",1,"n",0.910288062339384,0.000238746642935054,2,0.910288062339384,7.6,4,4
"1142",2,"7.6",3,"a",0.899375772655235,0.000262275924306301,2,0.818691029405321,7.6,4,4
"1143",3,"7.6",5,"n",0.910118356753198,0.000291619957175388,2,0.745105734370954,7.5,4,4
"1144",4,"7.6",7,"n",0.910118356753198,0.000320419816841985,2,0.678134406573078,7.5,4,4
"1145",5,"7.6",9,"n",0.910118356753198,0.000352063898573661,2,0.617182571768094,7.5,4,4
"1146",6,"7.6",11,"n",0.910118356753198,0.000386833092598672,2,0.56170918803429,7.5,4,4
"1147",7,"7.6",13,"a",0.899208000325557,0.000425036029356314,2,0.505093395736806,7.5,4,4
"1148",8,"7.6",15,"a",0.899208000325557,0.000472678211495483,2,0.454184022358139,7.5,4,4
"1149",9,"7.6",17,"n",0.910118356753198,0.000525660593905248,0,0.413361216092147,7.5,4,4
"1150",10,"7.6",17,"n",0.910454765281691,0.000577573883665545,0,0.37634668897373,7.7,4,4
"1151",11,"7.6",17,"n",0.910779523208342,0.000634379549308906,0,0.342768857944532,7.9,4,4
"1152",12,"7.6",17,"n",0.911093312996945,0.000696523728458694,0,0.312294414376863,8.1,4,4
"1153",13,"7.6",17,"n",0.911396761568301,0.000764492196927176,0,0.284624117918942,8.3,4,4
"1154",14,"7.6",17,"n",0.911690446028205,0.000838813817608551,0,0.259489089015904,8.5,4,4
"1155",15,"7.6",17,"n",0.911974898685877,0.000920064284168884,0,0.23664753566537,8.7,4,4
"1156",16,"7.6",17,"n",0.912250611464856,0.00100887018435997,0,0.215881859112385,8.9,4,4
"1157",17,"7.6",17,"n",0.912518039791641,0.00110591340984684,0,0.196996090903809,9.1,4,4
"1158",18,"7.6",17,"n",0.912777606033941,0.0012119359416712,0,0.179813620253223,9.3,4,4
"1159",19,"7.6",17,"n",0.913029702549071,0.00132774504288851,2,0.164175176214072,9.5,4,4
"1160",20,"7.6",19,"n",0.913029702549071,0.00145421889253066,2,0.149896812304675,9.5,4,4
"1161",21,"7.6",21,"n",0.913029702549071,0.00159273996067231,2,0.136860241951592,9.5,4,4
"1162",22,"7.6",23,"n",0.913029702549071,0.00174445580053482,2,0.124957465999856,9.5,4,4
"1163",23,"7.6",25,"n",0.902086183057953,0.00191062327508569,1,0.112722403548404,9.5,4,4
"1164",24,"7.6",26,"o",0.902208140147447,0.00211800525378732,0,0.101699070058355,9.6,4,4
"1165",25,"7.6",26,"o",0.902563898421186,0.00234757941049077,0,0.0917899091376785,9.9,4,4
"1166",26,"7.6",26,"o",0.902905311302148,0.00260101186696841,0,0.0828775964843515,10.2,4,4
"1167",27,"7.6",26,"o",0.903233353029144,0.00288071388484501,0,0.0748578093635572,10.5,4,4
"1168",28,"7.6",26,"o",0.903548906277751,0.00318933515373858,0,0.0676376917767905,10.8,4,4
"1169",29,"7.6",26,"o",0.90385277302424,0.0035297869673456,0,0.0611345152734109,11.1,4,4
"1170",30,"7.6",26,"o",0.904241003182327,0.003905267619565,0,0.0552803354198944,11.5,4,4
"1171",31,"7.6",26,"o",0.904611308720388,0.00431883491881153,0,0.0500072165706927,11.9,4,4
"1172",32,"7.6",26,"o",0.904965077525625,0.00477424378534545,0,0.0452547846207376,12.3,4,4
"1173",33,"7.6",26,"o",0.905303549355658,0.00527561107484865,0,0.0409693171424796,12.7,4,4
"1174",34,"7.6",26,"o",0.905627835723606,0.00582744989633977,0,0.0371029540148178,13.1,4,4
"1175",35,"7.6",26,"o",0.905938936599268,0.00643470713517057,0,0.0336130107048756,13.5,4,4
"1176",36,"7.6",26,"o",0.906310637255117,0.00710280447744668,0,0.0304638291519989,14,4,4
"1177",37,"7.6",26,"o",0.906664717340745,0.00783705297662453,0,0.0276204790472138,14.5,4,4
"1178",38,"7.6",26,"o",0.907002576277466,0.008643827014258,0,0.0250518456538407,15,4,4
"1179",39,"7.6",26,"o",0.9073254604215,0.00953010194274655,0,0.0227301773922793,15.5,4,4
"1180",40,"7.6",26,"o",0.907634484104337,0.0105035098853275,0,0.0206306928310415,16,4,4
"1181",41,"7.6",26,"o",0.907930647225932,0.0115724006406527,0,0.0187312382948069,16.5,4,4
"1182",42,"7.6",26,"o",0.908270328344957,0.0127459081550014,0,0.0170130279563319,17.1,4,4
"1183",43,"7.6",26,"o",0.908594174150538,0.0140331658507736,0,0.0154579380857834,17.7,4,4
"1184",44,"7.6",26,"o",0.908903421918614,0.0154449216713209,0,0.0140497728219746,18.3,4,4
"1185",45,"7.6",26,"o",0.909199175725054,0.0169929183880924,0,0.0127740418688636,18.9,4,4
"1186",46,"7.6",26,"o",0.90948242447536,0.0186899843750311,0,0.0116177665692438,19.5,4,4
"1187",47,"7.6",26,"o",0.909754057024378,0.0205501325501837,0,0.0105693102699318,20.1,4,4
"1188",48,"7.6",26,"o",0.910014874927059,0.0225886682136918,0,0.00961822956335722,20.7,4,4
"1189",49,"7.6",26,"o",0.910265603248176,0.0248223065754858,0,0.0087551435356688,21.3,4,4
"1190",50,"7.6",26,"o",0.910506899771985,0.0272693008358333,0,0.00797161859772054,21.9,4,4
"1191",51,"7.6",26,"o",0.910739362885267,0.0299495817578782,0,0.00726006684285235,22.5,4,4
"1192",52,"7.6",26,"o",0.910963538354615,0.0328849097539789,0,0.00661365617985579,23.1,4,4
"1193",53,"7.6",26,"o",0.911179925177304,0.0360990405975805,0,0.00602623074310941,23.7,4,4
"1194",54,"7.6",26,"o",0.911388980652266,0.0396179059701695,0,0.00549224029413784,24.3,4,4
"1195",55,"7.6",26,"o",0.911591124791551,0.0434698101592315,0,0.00500667750735859,24.9,4,4
"1196",56,"7.6",26,"o",0.911786744171629,0.0476856443388165,0,0.00456502218355181,25.5,4,4
"1197",57,"7.6",26,"o",0.911976195306975,0.052299119990102,0,0.00416319156244752,26.1,4,4
"1198",58,"7.6",26,"o",0.912159807614681,0.057347023156123,0,0.00379749601466519,26.7,4,4
"1199",59,"7.6",26,"o",0.912337886027595,0.062869491373542,0,0.00346459948621786,27.3,4,4
"1200",60,"7.6",26,"o",NA,NA,NA,NA,27.9,4,4
"1201",1,"8.2",1,"n",0.911246292760133,0.000289312782995777,0,0.911246292760133,8.2,4,4
"1202",2,"8.2",1,"n",0.911544790047371,0.000317491314142369,0,0.83064181061548,8.4,4,4
"1203",3,"8.2",1,"n",0.911833794688491,0.000348300289364684,0,0.757407274200433,8.6,4,4
"1204",4,"8.2",1,"n",0.91211381828298,0.000381977824679851,0,0.690841640866261,8.8,4,4
"1205",5,"8.2",1,"n",0.912385334049469,0.000418783069638074,0,0.630313781277047,9,4,4
"1206",6,"8.2",1,"n",0.912648780480947,0.000458998028584453,0,0.575255103802831,9.2,4,4
"1207",7,"8.2",1,"n",0.912904564581137,0.000502929536971025,0,0.5251530100602,9.4,4,4
"1208",8,"8.2",1,"n",0.913153064737767,0.000550911405730325,0,0.479545080592735,9.6,4,4
"1209",9,"8.2",1,"n",0.913394633280101,0.00060330674779976,2,0.438013903029277,9.8,4,4
"1210",10,"8.2",3,"a",0.902446957243836,0.000660510502052348,2,0.395284314019268,9.8,4,4
"1211",11,"8.2",5,"n",0.913274694393924,0.000731910608984282,2,0.361003161084659,9.7,4,4
"1212",12,"8.2",7,"n",0.913274694393924,0.000801413433961399,2,0.329695051614832,9.7,4,4
"1213",13,"8.2",9,"n",0.913274694393924,0.00087751630356214,2,0.301102147506725,9.7,4,4
"1214",14,"8.2",11,"n",0.913274694393924,0.000960845963376316,2,0.274988971745558,9.7,4,4
"1215",15,"8.2",13,"a",0.902328384447243,0.00105208867526321,2,0.248130354615978,9.7,4,4
"1216",16,"8.2",15,"a",0.902208140147447,0.00116597094073208,2,0.223865225752208,9.6,4,4
"1217",17,"8.2",17,"n",0.913029702549071,0.00129235249478189,2,0.204395600479619,9.5,4,4
"1218",18,"8.2",19,"n",0.913029702549071,0.00141545504069998,2,0.186619254308245,9.5,4,4
"1219",19,"8.2",21,"n",0.913029702549071,0.00155028367286212,2,0.170388922250987,9.5,4,4
"1220",20,"8.2",23,"n",0.913029702549071,0.00169795535515867,2,0.155570147000475,9.5,4,4
"1221",21,"8.2",25,"n",0.902086183057953,0.00185969344745103,1,0.140337680105423,9.5,4,4
"1222",22,"8.2",26,"o",0.902208140147447,0.00206154742460073,0,0.126613797360521,9.6,4,4
"1223",23,"8.2",26,"o",0.902563898421186,0.00228500202210968,0,0.114277042539622,9.9,4,4
"1224",24,"8.2",26,"o",0.902905311302148,0.00253167894938711,0,0.103181348668926,10.2,4,4
"1225",25,"8.2",26,"o",0.903233353029144,0.00280392519314787,0,0.0931968355283035,10.5,4,4
"1226",26,"8.2",26,"o",0.903548906277751,0.00310431981253176,0,0.0842078988101461,10.8,4,4
"1227",27,"8.2",26,"o",0.90385277302424,0.00343569649740408,0,0.0761115428500951,11.1,4,4
"1228",28,"8.2",26,"o",0.904145683866642,0.00380116828751705,0,0.0688159229603445,11.4,4,4
"1229",29,"8.2",26,"o",0.90452033416949,0.00420415465709142,0,0.0622454016322727,11.8,4,4
"1230",30,"8.2",26,"o",0.904878115511478,0.00464793824779138,0,0.056324501728266,12.2,4,4
"1231",31,"8.2",26,"o",0.905220302679012,0.00513653515110614,0,0.0509860825027055,12.6,4,4
"1232",32,"8.2",26,"o",0.905548037567351,0.00567434815138866,0,0.046170346953572,13,4,4
"1233",33,"8.2",26,"o",0.905862346617165,0.00626620335529867,0,0.0418239788354914,13.4,4,4
"1234",34,"8.2",26,"o",0.906164155520456,0.00691739024002826,0,0.0378993904619685,13.8,4,4
"1235",35,"8.2",26,"o",0.906525106533149,0.00763370543613618,0,0.0343567489760774,14.3,4,4
"1236",36,"8.2",26,"o",0.906869296308001,0.00842084282180555,0,0.0311570807673659,14.8,4,4
"1237",37,"8.2",26,"o",0.907198029683709,0.00928561905898463,0,0.0282656422828506,15.3,4,4
"1238",38,"8.2",26,"o",0.907512471513711,0.0102354929741437,0,0.0256514228870322,15.8,4,4
"1239",39,"8.2",26,"o",0.907813665551181,0.0112786251378685,0,0.0232867122376801,16.3,4,4
"1240",40,"8.2",26,"o",0.908102550295741,0.0124239428925325,0,0.0211467227710404,16.8,4,4
"1241",41,"8.2",26,"o",0.908434149976338,0.0136812113218782,0,0.0192104051252954,17.4,4,4
"1242",42,"8.2",26,"o",0.908750550889645,0.0150602124790603,0,0.0174574662404254,18,4,4
"1243",43,"8.2",26,"o",0.909052921251075,0.016572438348804,0,0.0158697606835007,18.6,4,4
"1244",44,"8.2",26,"o",0.9093423054937,0.0182304439723887,0,0.0144310447675678,19.2,4,4
"1245",45,"8.2",26,"o",0.909619640766994,0.0200479443904141,0,0.0131267617573675,19.8,4,4
"1246",46,"8.2",26,"o",0.90988577081223,0.0220399203050515,0,0.0119438537398708,20.4,4,4
"1247",47,"8.2",26,"o",0.910141457695178,0.0242227332397748,0,0.010870596453304,21,4,4
"1248",48,"8.2",26,"o",0.910387391777786,0.0266142510430366,0,0.00989645395219229,21.6,4,4
"1249",49,"8.2",26,"o",0.910662821966688,0.0292339846568666,0,0.00901233268356682,22.3,4,4
"1250",50,"8.2",26,"o",0.910926729589099,0.03210187563574,0,0.00820957473741047,23,4,4
"1251",51,"8.2",26,"o",0.911179925177304,0.035240897640824,0,0.00748039969497116,23.7,4,4
"1252",52,"8.2",26,"o",0.911423140461421,0.0386761128807426,0,0.00681780938189726,24.4,4,4
"1253",53,"8.2",26,"o",0.911657038030695,0.0424348594673186,0,0.00621550390695834,25.1,4,4
"1254",54,"8.2",26,"o",0.911882219578442,0.0465469553758766,0,0.00566780749847565,25.8,4,4
"1255",55,"8.2",26,"o",0.912099232970478,0.0510449204694384,0,0.00516960287198397,26.5,4,4
"1256",56,"8.2",26,"o",0.912308578331078,0.0559642181730577,0,0.00471627304667595,27.2,4,4
"1257",57,"8.2",26,"o",0.912510713304388,0.0613435185224666,0,0.00430364968196053,27.9,4,4
"1258",58,"8.2",26,"o",0.912706057620617,0.0672249844610911,0,0.00392796713460242,28.6,4,4
"1259",59,"8.2",26,"o",0.912894997073336,0.0736545834223382,0,0.00358582154584704,29.3,4,4
"1260",60,"8.2",26,"o",NA,NA,NA,NA,30,4,4
"1261",1,"8.8",1,"n",0.91211381828298,0.000331077749199136,0,0.91211381828298,8.8,4,4
"1262",2,"8.8",1,"n",0.912385334049469,0.000362978547811476,0,0.832199270785254,9,4,4
"1263",3,"8.8",1,"n",0.912648780480947,0.000397834702362494,0,0.759505649599295,9.2,4,4
"1264",4,"8.8",1,"n",0.912904564581137,0.000435912161250951,0,0.693356174344358,9.4,4,4
"1265",5,"8.8",1,"n",0.913153064737767,0.000477500253765253,0,0.633140315557404,9.6,4,4
"1266",6,"8.8",1,"n",0.913394633280101,0.000522913706589134,0,0.578306966343402,9.8,4,4
"1267",7,"8.8",1,"n",0.91362959876108,0.000572494831408516,2,0.52835836162106,10,4,4
"1268",8,"8.8",3,"a",0.902679246521921,0.000626615897935928,2,0.476938127761655,10,4,4
"1269",9,"8.8",5,"n",0.913512921740136,0.000694173373709785,2,0.435689142580819,9.9,4,4
"1270",10,"8.8",7,"n",0.913512921740136,0.000759894422059696,2,0.398007661609459,9.9,4,4
"1271",11,"8.8",9,"n",0.913512921740136,0.000831837628100745,2,0.363585141831817,9.9,4,4
"1272",12,"8.8",11,"n",0.913512921740136,0.000910592076263344,2,0.332139725216085,9.9,4,4
"1273",13,"8.8",13,"a",0.902563898421186,0.000996802622702667,2,0.299777325211571,9.9,4,4
"1274",14,"8.8",15,"a",0.902446957243836,0.00110441224654158,2,0.270533134987878,9.8,4,4
"1275",15,"8.8",17,"n",0.913274694393924,0.00122379740734521,2,0.247071066179484,9.7,4,4
"1276",16,"8.8",19,"n",0.913274694393924,0.00134001020159368,2,0.225643752458649,9.7,4,4
"1277",17,"8.8",21,"n",0.913274694393924,0.00146725865702756,2,0.206074729068571,9.7,4,4
"1278",18,"8.8",23,"n",0.913274694393924,0.00160659072898245,2,0.18820283521241,9.7,4,4
"1279",19,"8.8",25,"n",0.902328384447243,0.00175915388748248,1,0.169820760245604,9.7,4,4
"1280",20,"8.8",26,"o",0.902446957243836,0.00194957170560486,0,0.153254228360481,9.8,4,4
"1281",21,"8.8",26,"o",0.902793038805304,0.00216031722413807,0,0.13835685053132,10.1,4,4
"1282",22,"8.8",26,"o",0.903125435226801,0.00239292632007541,0,0.124953590852708,10.4,4,4
"1283",23,"8.8",26,"o",0.90344505841333,0.00264960572113051,0,0.11288870418688,10.7,4,4
"1284",24,"8.8",26,"o",0.903752736134788,0.00293278013583235,0,0.102023475287604,11,4,4
"1285",25,"8.8",26,"o",0.90404922183053,0.00324511342380594,0,0.0922342434422046,11.3,4,4
"1286",26,"8.8",26,"o",0.904335203045735,0.00358953179256677,0,0.0834106732710758,11.6,4,4
"1287",27,"8.8",26,"o",0.904611308720388,0.00396924921254584,0,0.0754542383089966,11.9,4,4
"1288",28,"8.8",26,"o",0.904965077525625,0.00438779526000014,0,0.0682834506209381,12.3,4,4
"1289",29,"8.8",26,"o",0.905303549355658,0.00484857965126936,0,0.061817250209387,12.7,4,4
"1290",30,"8.8",26,"o",0.905627835723606,0.00535575018425621,0,0.0559834225175118,13.1,4,4
"1291",31,"8.8",26,"o",0.905938936599268,0.00591385332141089,0,0.0507175622627021,13.5,4,4
"1292",32,"8.8",26,"o",0.906237754513756,0.00652787189345281,0,0.0459621697393628,13.9,4,4
"1293",33,"8.8",26,"o",0.906595241446381,0.00720326631829123,0,0.0416690843722572,14.4,4,4
"1294",34,"8.8",26,"o",0.906936240333652,0.00794540494918013,0,0.0377912027187206,14.9,4,4
"1295",35,"8.8",26,"o",0.907262026337961,0.00876070951388722,0,0.0342865231563352,15.4,4,4
"1296",36,"8.8",26,"o",0.907573738688342,0.00965620654183954,0,0.0311175480076195,15.9,4,4
"1297",37,"8.8",26,"o",0.907872398905995,0.0106395834632622,0,0.02825076295775,16.4,4,4
"1298",38,"8.8",26,"o",0.908158926115141,0.0117192498374035,0,0.0256561825496437,16.9,4,4
"1299",39,"8.8",26,"o",0.908487905721416,0.0129044041746474,0,0.0233083315533321,17.5,4,4
"1300",40,"8.8",26,"o",0.908801890651369,0.0142042663346191,0,0.0211826557835972,18.1,4,4
"1301",41,"8.8",26,"o",0.909102027215682,0.0156296619546406,0,0.0192571953146802,18.7,4,4
"1302",42,"8.8",26,"o",0.909389340898689,0.0171924178879127,0,0.0175122881547744,19.3,4,4
"1303",43,"8.8",26,"o",0.909664752381486,0.0189054534891761,0,0.015930311267946,19.9,4,4
"1304",44,"8.8",26,"o",0.909929091029807,0.0207828801101526,0,0.014495453651864,20.5,4,4
"1305",45,"8.8",26,"o",0.91022448717035,0.0228401095371418,0,0.0131941168665695,21.2,4,4
"1306",46,"8.8",26,"o",0.910506899771985,0.0250928313389433,0,0.0120133344434095,21.9,4,4
"1307",47,"8.8",26,"o",0.910777286968434,0.0275591885632357,0,0.0109414721518129,22.6,4,4
"1308",48,"8.8",26,"o",0.911036509304996,0.0302589765440548,0,0.00996808059584547,23.3,4,4
"1309",49,"8.8",26,"o",0.911285342256234,0.0332137913629154,0,0.00908376573742277,24,4,4
"1310",50,"8.8",26,"o",0.91152448682615,0.0364471914808615,0,0.00828007490225325,24.7,4,4
"1311",51,"8.8",26,"o",0.911754578569679,0.0399848737007247,0,0.00754939620302929,25.4,4,4
"1312",52,"8.8",26,"o",0.911976195306975,0.0438548647196828,0,0.00688486962610358,26.1,4,4
"1313",53,"8.8",26,"o",0.912189863749323,0.0480877296418039,0,0.00628030828616728,26.8,4,4
"1314",54,"8.8",26,"o",0.912396065214194,0.0527167989393695,0,0.00573012856863112,27.5,4,4
"1315",55,"8.8",26,"o",0.91259524057433,0.0577784154812129,0,0.00522928805961176,28.2,4,4
"1316",56,"8.8",26,"o",0.912787794559687,0.0633122033869591,0,0.00477323031505032,28.9,4,4
"1317",57,"8.8",26,"o",0.912974099510259,0.0693613606188718,0,0.00435783564863814,29.6,4,4
"1318",58,"8.8",26,"o",0.913154498661025,0.0759729773890398,0,0.0039793772269793,30.3,4,4
"1319",59,"8.8",26,"o",0.913329309026636,0.0831983826400026,0,0.00363448185307334,31,4,4
"1320",60,"8.8",26,"o",NA,NA,NA,NA,31.7,4,4
"1321",1,"9.4",1,"n",0.912904564581137,0.000379293609487201,0,0.912904564581137,9.4,4,4
"1322",2,"9.4",1,"n",0.913153064737767,0.000415480022998056,0,0.833621600960362,9.6,4,4
"1323",3,"9.4",1,"n",0.913394633280101,0.000454994939010987,0,0.76142549650356,9.8,4,4
"1324",4,"9.4",1,"n",0.91362959876108,0.000498136207979513,0,0.695660870857003,10,4,4
"1325",5,"9.4",1,"n",0.913858267998575,0.000545227747278554,0,0.635735438555761,10.2,4,4
"1326",6,"9.4",1,"n",0.914080927905315,0.000596621780828933,0,0.581113639577343,10.4,4,4
"1327",7,"9.4",1,"n",0.914297847133009,0.000652701268142786,0,0.531310949605192,10.6,4,4
"1328",8,"9.4",1,"n",0.914509277552573,0.000713882538594486,0,0.485888792679216,10.8,4,4
"1329",9,"9.4",1,"n",0.914715455589564,0.000780618148024689,0,0.444449988361432,11,4,4
"1330",10,"9.4",1,"n",0.91491660343126,0.000853399976194297,0,0.406634673746704,11.2,4,4
"1331",11,"9.4",1,"n",0.915112930119827,0.000932762585129339,0,0.372116647780666,11.4,4,4
"1332",12,"9.4",1,"n",0.915304632544061,0.00101928686004601,0,0.340600091560411,11.6,4,4
"1333",13,"9.4",1,"n",0.915491896340716,0.00111360395632756,0,0.311816623716462,11.8,4,4
"1334",14,"9.4",1,"n",0.915764850203528,0.00121639957795226,0,0.285550703708675,12.1,4,4
"1335",15,"9.4",1,"n",0.916028760283908,0.00132828812733084,0,0.261572657116456,12.4,4,4
"1336",16,"9.4",1,"n",0.916284133763826,0.00145005068063492,0,0.239674875542254,12.7,4,4
"1337",17,"9.4",1,"n",0.916531438273852,0.00158253387481298,0,0.219669558398848,13,4,4
"1338",18,"9.4",1,"n",0.916771105804812,0.00172665531014783,0,0.201386703964967,13.3,4,4
"1339",19,"9.4",1,"n",0.917003536154374,0.00188340939108464,0,0.184672319670349,13.6,4,4
"1340",20,"9.4",1,"n",0.91722909997273,0.00205387364042572,2,0.16938682556111,13.9,4,4
"1341",21,"9.4",3,"a",0.906237754513756,0.0022392155247656,2,0.153504736440714,13.9,4,4
"1342",22,"9.4",5,"n",0.917154653217473,0.00247089189742162,2,0.140787583317523,13.8,4,4
"1343",23,"9.4",7,"n",0.917154653217473,0.00269408424059506,2,0.129123987154908,13.8,4,4
"1344",24,"9.4",9,"n",0.917154653217473,0.00293743724806273,2,0.118426665661117,13.8,4,4
"1345",25,"9.4",11,"n",0.917154653217473,0.00320277200552589,2,0.108615567476124,13.8,4,4
"1346",26,"9.4",13,"a",0.906164155520456,0.0034920740949089,2,0.0984235339783768,13.8,4,4
"1347",27,"9.4",15,"a",0.906089827984434,0.00385368817960276,2,0.0891805629720875,13.7,4,4
"1348",28,"9.4",17,"n",0.917003536154374,0.00425309727643136,2,0.0817788916016421,13.6,4,4
"1349",29,"9.4",19,"n",0.917003536154374,0.00463803803229323,2,0.0749915327814911,13.6,4,4
"1350",30,"9.4",21,"n",0.917003536154374,0.00505781913529331,2,0.068767500742264,13.6,4,4
"1351",31,"9.4",23,"n",0.917003536154374,0.00551559392726469,2,0.0630600413531546,13.6,4,4
"1352",32,"9.4",25,"n",0.906014759312489,0.00601480115376149,1,0.0571333281888139,13.6,4,4
"1353",33,"9.4",26,"o",0.906089827984434,0.00663874522124308,0,0.0517679275107806,13.7,4,4
"1354",34,"9.4",26,"o",0.906454301688849,0.00732680691936554,0,0.0469252605816636,14.2,4,4
"1355",35,"9.4",26,"o",0.906801734472765,0.00808293027647913,0,0.042551907686039,14.7,4,4
"1356",36,"9.4",26,"o",0.907133461753876,0.00891366874279164,0,0.0386002593234679,15.2,4,4
"1357",37,"9.4",26,"o",0.907450674763154,0.0098261932985668,0,0.0350278313691137,15.7,4,4
"1358",38,"9.4",26,"o",0.907754440117825,0.0108283497625162,0,0.0317966694530114,16.2,4,4
"1359",39,"9.4",26,"o",0.908045716226358,0.0119287213413252,0,0.0288728294870725,16.7,4,4
"1360",40,"9.4",26,"o",0.908379972365075,0.0131366968955026,0,0.0262275000515684,17.3,4,4
"1361",41,"9.4",26,"o",0.908698821667984,0.0144616760553402,0,0.0238328983921572,17.9,4,4
"1362",42,"9.4",26,"o",0.909003454801613,0.0159147076132384,0,0.0216641869764067,18.5,4,4
"1363",43,"9.4",26,"o",0.9092949356047,0.0175078626260136,0,0.0196991355016399,19.1,4,4
"1364",44,"9.4",26,"o",0.909574218079459,0.0192543276559332,0,0.0179178257707454,19.7,4,4
"1365",45,"9.4",26,"o",0.909842160667752,0.021168506399168,0,0.0163023933137234,20.3,4,4
"1366",46,"9.4",26,"o",0.910099538312034,0.0232661304501782,0,0.0148368006282008,20.9,4,4
"1367",47,"9.4",26,"o",0.910387391777786,0.0255643800164211,0,0.0135072362262348,21.6,4,4
"1368",48,"9.4",26,"o",0.910662821966688,0.0280807711610543,0,0.0123005378587536,22.3,4,4
"1369",49,"9.4",26,"o",0.910926729589099,0.0308355304331085,0,0.0112048887238614,23,4,4
"1370",50,"9.4",26,"o",0.911179925177304,0.0338507252356266,0,0.010209669669028,23.7,4,4
"1371",51,"9.4",26,"o",0.911423140461421,0.0371504291307117,0,0.00930532919281922,24.4,4,4
