"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_val","iter_var"
"24","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"yn"
"25","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"yn"
"26","7.6","1",0.0625,"a",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"yn"
"27","8.2","1",0.0666666666666667,"a",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"yn"
"28","8.8","1",0.0769230769230769,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"yn"
"29","9.4","1",0.0833333333333333,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"yn"
"30","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"yn"
"31","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"yn"
"32","7.6","2",0.4375,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"yn"
"33","8.2","2",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"yn"
"34","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"yn"
"35","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"yn"
"36","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"yn"
"37","7.1","0",0.6,"n",0.48,0.0901559282183711,2.5,17.3,25,0.0581388249819421,0.9,"yn"
"38","7.6","0",0.578947368421053,"n",0.458333333333333,0.100291354996816,2.3,18,24,0.062869491373542,0.9,"yn"
"39","8.2","0",0.466666666666667,"n",0.35,0.146083477057139,1.5,21.2,20,0.0786203689154736,0.9,"yn"
"40","8.8","0",0.466666666666667,"n",0.35,0.1482977118341,1.5,21.9,20,0.0861347362791,0.9,"yn"
"41","9.4","0",0.333333333333333,"n",0.235294117647059,0.196414333284477,0.9,24.4,17,0.101598148942839,0.9,"yn"
"42","10","0",0.5,"n",0.416666666666667,0.1062681715162,2.8,22.8,24,0.107437993537192,0.9,"yn"
"43","7.1","1",0.05,"n",0.04,0.0901559282183711,2.5,17.3,25,0.0581388249819421,0.9,"yn"
"44","7.6","1",0.0526315789473684,"n",0.0416666666666667,0.100291354996816,2.3,18,24,0.062869491373542,0.9,"yn"
"45","8.2","1",0.0666666666666667,"n",0.05,0.146083477057139,1.5,21.2,20,0.0786203689154736,0.9,"yn"
"46","8.8","1",0.0666666666666667,"n",0.05,0.1482977118341,1.5,21.9,20,0.0861347362791,0.9,"yn"
"47","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.196414333284477,0.9,24.4,17,0.101598148942839,0.9,"yn"
"48","10","1",0.15,"n",0.125,0.1062681715162,2.8,22.8,24,0.107437993537192,0.9,"yn"
"49","7.1","2",0.35,"n",0.28,0.0901559282183711,2.5,17.3,25,0.0581388249819421,0.9,"yn"
"50","7.6","2",0.368421052631579,"n",0.291666666666667,0.100291354996816,2.3,18,24,0.062869491373542,0.9,"yn"
"51","8.2","2",0.466666666666667,"n",0.35,0.146083477057139,1.5,21.2,20,0.0786203689154736,0.9,"yn"
"52","8.8","2",0.466666666666667,"n",0.35,0.1482977118341,1.5,21.9,20,0.0861347362791,0.9,"yn"
"53","9.4","2",0.583333333333333,"n",0.411764705882353,0.196414333284477,0.9,24.4,17,0.101598148942839,0.9,"yn"
"54","10","2",0.35,"n",0.291666666666667,0.1062681715162,2.8,22.8,24,0.107437993537192,0.9,"yn"
"55","7.1","0",0,"a",0,0.0901559282183711,2.5,17.3,25,0.0581388249819421,0.9,"yn"
"56","7.6","0",0,"a",0,0.100291354996816,2.3,18,24,0.062869491373542,0.9,"yn"
"57","8.2","0",0,"a",0,0.146083477057139,1.5,21.2,20,0.0786203689154736,0.9,"yn"
"58","8.8","0",0,"a",0,0.1482977118341,1.5,21.9,20,0.0861347362791,0.9,"yn"
"59","9.4","0",0,"a",0,0.196414333284477,0.9,24.4,17,0.101598148942839,0.9,"yn"
"60","10","0",0,"a",0,0.1062681715162,2.8,22.8,24,0.107437993537192,0.9,"yn"
"61","7.1","1",0,"a",0,0.0901559282183711,2.5,17.3,25,0.0581388249819421,0.9,"yn"
"62","7.6","1",0,"a",0,0.100291354996816,2.3,18,24,0.062869491373542,0.9,"yn"
"63","8.2","1",0,"a",0,0.146083477057139,1.5,21.2,20,0.0786203689154736,0.9,"yn"
"64","8.8","1",0,"a",0,0.1482977118341,1.5,21.9,20,0.0861347362791,0.9,"yn"
"65","9.4","1",0,"a",0,0.196414333284477,0.9,24.4,17,0.101598148942839,0.9,"yn"
"66","10","1",0,"a",0,0.1062681715162,2.8,22.8,24,0.107437993537192,0.9,"yn"
"67","7.1","2",1,"a",0.2,0.0901559282183711,2.5,17.3,25,0.0581388249819421,0.9,"yn"
"68","7.6","2",1,"a",0.208333333333333,0.100291354996816,2.3,18,24,0.062869491373542,0.9,"yn"
"69","8.2","2",1,"a",0.25,0.146083477057139,1.5,21.2,20,0.0786203689154736,0.9,"yn"
"70","8.8","2",1,"a",0.25,0.1482977118341,1.5,21.9,20,0.0861347362791,0.9,"yn"
"71","9.4","2",1,"a",0.294117647058824,0.196414333284477,0.9,24.4,17,0.101598148942839,0.9,"yn"
"72","10","2",1,"a",0.166666666666667,0.1062681715162,2.8,22.8,24,0.107437993537192,0.9,"yn"
"73","7.1","0",0.785714285714286,"n",0.745762711864407,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,"yn"
"74","7.6","0",0.785714285714286,"n",0.745762711864407,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,"yn"
"75","8.2","0",0.785714285714286,"n",0.745762711864407,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,"yn"
"76","8.8","0",0.785714285714286,"n",0.745762711864407,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,"yn"
"77","9.4","0",0.785714285714286,"n",0.745762711864407,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,"yn"
"78","10","0",0.785714285714286,"n",0.745762711864407,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,"yn"
"79","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,"yn"
"80","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,"yn"
"81","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,"yn"
"82","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,"yn"
"83","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,"yn"
"84","10","1",0.0892857142857143,"n",0.0847457627118644,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,"yn"
"85","7.1","2",0.125,"n",0.11864406779661,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,"yn"
"86","7.6","2",0.125,"n",0.11864406779661,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,"yn"
"87","8.2","2",0.125,"n",0.11864406779661,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,"yn"
"88","8.8","2",0.125,"n",0.11864406779661,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,"yn"
"89","9.4","2",0.125,"n",0.11864406779661,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,"yn"
"90","10","2",0.125,"n",0.11864406779661,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,"yn"
"91","7.1","0",0,"a",0,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,"yn"
"92","7.6","0",0,"a",0,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,"yn"
"93","8.2","0",0,"a",0,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,"yn"
"94","8.8","0",0,"a",0,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,"yn"
"95","9.4","0",0,"a",0,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,"yn"
"96","10","0",0,"a",0,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,"yn"
"97","7.1","1",0,"a",0,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,"yn"
"98","7.6","1",0,"a",0,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,"yn"
"99","8.2","1",0,"a",0,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,"yn"
"100","8.8","1",0,"a",0,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,"yn"
"101","9.4","1",0,"a",0,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,"yn"
"102","10","1",0,"a",0,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,"yn"
"103","7.1","2",1,"a",0.0508474576271186,0.014244305214003,12.3,0,59,0.0308423858115958,0.7,"yn"
"104","7.6","2",1,"a",0.0508474576271186,0.0145815973241708,12.9,0,59,0.0340004172000557,0.7,"yn"
"105","8.2","2",1,"a",0.0508474576271186,0.0149704173034536,13.5,0,59,0.0377567767012637,0.7,"yn"
"106","8.8","2",1,"a",0.0508474576271186,0.0153511736588345,14.1,0,59,0.0418545754388353,0.7,"yn"
"107","9.4","2",1,"a",0.0508474576271186,0.0160171407815546,14.9,0,59,0.047086836514185,0.7,"yn"
"108","10","2",1,"a",0.0508474576271186,0.0163984271628482,15.8,0,59,0.0532525310736428,0.7,"yn"
"109","7.1","0",0.785714285714286,"n",0.745762711864407,0.0440739646877798,12.3,0,59,0.0308423858115958,0.5,"yn"
"110","7.6","0",0.785714285714286,"n",0.745762711864407,0.0448354868041864,12.9,0,59,0.0340004172000557,0.5,"yn"
"111","8.2","0",0.785714285714286,"n",0.745762711864407,0.0457071240989236,13.5,0,59,0.0377567767012637,0.5,"yn"
"112","8.8","0",0.785714285714286,"n",0.745762711864407,0.0465539163869921,14.1,0,59,0.0418545754388353,0.5,"yn"
"113","9.4","0",0.785714285714286,"n",0.745762711864407,0.0480493953633052,14.9,0,59,0.047086836514185,0.5,"yn"
"114","10","0",0.785714285714286,"n",0.745762711864407,0.0488823000945947,15.8,0,59,0.0532525310736428,0.5,"yn"
"115","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0440739646877798,12.3,0,59,0.0308423858115958,0.5,"yn"
"116","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0448354868041864,12.9,0,59,0.0340004172000557,0.5,"yn"
"117","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0457071240989236,13.5,0,59,0.0377567767012637,0.5,"yn"
"118","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.0465539163869921,14.1,0,59,0.0418545754388353,0.5,"yn"
"119","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0480493953633052,14.9,0,59,0.047086836514185,0.5,"yn"
"120","10","1",0.0892857142857143,"n",0.0847457627118644,0.0488823000945947,15.8,0,59,0.0532525310736428,0.5,"yn"
"121","7.1","2",0.125,"n",0.11864406779661,0.0440739646877798,12.3,0,59,0.0308423858115958,0.5,"yn"
"122","7.6","2",0.125,"n",0.11864406779661,0.0448354868041864,12.9,0,59,0.0340004172000557,0.5,"yn"
"123","8.2","2",0.125,"n",0.11864406779661,0.0457071240989236,13.5,0,59,0.0377567767012637,0.5,"yn"
"124","8.8","2",0.125,"n",0.11864406779661,0.0465539163869921,14.1,0,59,0.0418545754388353,0.5,"yn"
"125","9.4","2",0.125,"n",0.11864406779661,0.0480493953633052,14.9,0,59,0.047086836514185,0.5,"yn"
"126","10","2",0.125,"n",0.11864406779661,0.0488823000945947,15.8,0,59,0.0532525310736428,0.5,"yn"
"127","7.1","0",0,"a",0,0.0440739646877798,12.3,0,59,0.0308423858115958,0.5,"yn"
"128","7.6","0",0,"a",0,0.0448354868041864,12.9,0,59,0.0340004172000557,0.5,"yn"
"129","8.2","0",0,"a",0,0.0457071240989236,13.5,0,59,0.0377567767012637,0.5,"yn"
"130","8.8","0",0,"a",0,0.0465539163869921,14.1,0,59,0.0418545754388353,0.5,"yn"
"131","9.4","0",0,"a",0,0.0480493953633052,14.9,0,59,0.047086836514185,0.5,"yn"
"132","10","0",0,"a",0,0.0488823000945947,15.8,0,59,0.0532525310736428,0.5,"yn"
"133","7.1","1",0,"a",0,0.0440739646877798,12.3,0,59,0.0308423858115958,0.5,"yn"
"134","7.6","1",0,"a",0,0.0448354868041864,12.9,0,59,0.0340004172000557,0.5,"yn"
"135","8.2","1",0,"a",0,0.0457071240989236,13.5,0,59,0.0377567767012637,0.5,"yn"
"136","8.8","1",0,"a",0,0.0465539163869921,14.1,0,59,0.0418545754388353,0.5,"yn"
"137","9.4","1",0,"a",0,0.0480493953633052,14.9,0,59,0.047086836514185,0.5,"yn"
"138","10","1",0,"a",0,0.0488823000945947,15.8,0,59,0.0532525310736428,0.5,"yn"
"139","7.1","2",1,"a",0.0508474576271186,0.0440739646877798,12.3,0,59,0.0308423858115958,0.5,"yn"
"140","7.6","2",1,"a",0.0508474576271186,0.0448354868041864,12.9,0,59,0.0340004172000557,0.5,"yn"
"141","8.2","2",1,"a",0.0508474576271186,0.0457071240989236,13.5,0,59,0.0377567767012637,0.5,"yn"
"142","8.8","2",1,"a",0.0508474576271186,0.0465539163869921,14.1,0,59,0.0418545754388353,0.5,"yn"
"143","9.4","2",1,"a",0.0508474576271186,0.0480493953633052,14.9,0,59,0.047086836514185,0.5,"yn"
"144","10","2",1,"a",0.0508474576271186,0.0488823000945947,15.8,0,59,0.0532525310736428,0.5,"yn"
"145","7.1","0",0.767857142857143,"n",0.728813559322034,0.135469751163575,12.4,0,59,0.0311185908730597,0.3,"yn"
"146","7.6","0",0.767857142857143,"n",0.728813559322034,0.136899694370024,13,0,59,0.0343008140850957,0.3,"yn"
"147","8.2","0",0.767857142857143,"n",0.728813559322034,0.13858411554533,13.6,0,59,0.038084995079863,0.3,"yn"
"148","8.8","0",0.767857142857143,"n",0.728813559322034,0.140205531434709,14.2,0,59,0.0422119616272972,0.3,"yn"
"149","9.4","0",0.785714285714286,"n",0.745762711864407,0.144142105402355,14.9,0,59,0.047086836514185,0.3,"yn"
"150","10","0",0.767857142857143,"n",0.728813559322034,0.14489472461579,15.9,0,59,0.0536845578769371,0.3,"yn"
"151","7.1","1",0.125,"n",0.11864406779661,0.135469751163575,12.4,0,59,0.0311185908730597,0.3,"yn"
"152","7.6","1",0.125,"n",0.11864406779661,0.136899694370024,13,0,59,0.0343008140850957,0.3,"yn"
"153","8.2","1",0.125,"n",0.11864406779661,0.13858411554533,13.6,0,59,0.038084995079863,0.3,"yn"
"154","8.8","1",0.125,"n",0.11864406779661,0.140205531434709,14.2,0,59,0.0422119616272972,0.3,"yn"
"155","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.144142105402355,14.9,0,59,0.047086836514185,0.3,"yn"
"156","10","1",0.125,"n",0.11864406779661,0.14489472461579,15.9,0,59,0.0536845578769371,0.3,"yn"
"157","7.1","2",0.107142857142857,"n",0.101694915254237,0.135469751163575,12.4,0,59,0.0311185908730597,0.3,"yn"
"158","7.6","2",0.107142857142857,"n",0.101694915254237,0.136899694370024,13,0,59,0.0343008140850957,0.3,"yn"
"159","8.2","2",0.107142857142857,"n",0.101694915254237,0.13858411554533,13.6,0,59,0.038084995079863,0.3,"yn"
"160","8.8","2",0.107142857142857,"n",0.101694915254237,0.140205531434709,14.2,0,59,0.0422119616272972,0.3,"yn"
"161","9.4","2",0.125,"n",0.11864406779661,0.144142105402355,14.9,0,59,0.047086836514185,0.3,"yn"
"162","10","2",0.107142857142857,"n",0.101694915254237,0.14489472461579,15.9,0,59,0.0536845578769371,0.3,"yn"
"163","7.1","0",0,"a",0,0.135469751163575,12.4,0,59,0.0311185908730597,0.3,"yn"
"164","7.6","0",0,"a",0,0.136899694370024,13,0,59,0.0343008140850957,0.3,"yn"
"165","8.2","0",0,"a",0,0.13858411554533,13.6,0,59,0.038084995079863,0.3,"yn"
"166","8.8","0",0,"a",0,0.140205531434709,14.2,0,59,0.0422119616272972,0.3,"yn"
"167","9.4","0",0,"a",0,0.144142105402355,14.9,0,59,0.047086836514185,0.3,"yn"
"168","10","0",0,"a",0,0.14489472461579,15.9,0,59,0.0536845578769371,0.3,"yn"
"169","7.1","1",0,"a",0,0.135469751163575,12.4,0,59,0.0311185908730597,0.3,"yn"
"170","7.6","1",0,"a",0,0.136899694370024,13,0,59,0.0343008140850957,0.3,"yn"
"171","8.2","1",0,"a",0,0.13858411554533,13.6,0,59,0.038084995079863,0.3,"yn"
"172","8.8","1",0,"a",0,0.140205531434709,14.2,0,59,0.0422119616272972,0.3,"yn"
"173","9.4","1",0,"a",0,0.144142105402355,14.9,0,59,0.047086836514185,0.3,"yn"
"174","10","1",0,"a",0,0.14489472461579,15.9,0,59,0.0536845578769371,0.3,"yn"
"175","7.1","2",1,"a",0.0508474576271186,0.135469751163575,12.4,0,59,0.0311185908730597,0.3,"yn"
"176","7.6","2",1,"a",0.0508474576271186,0.136899694370024,13,0,59,0.0343008140850957,0.3,"yn"
"177","8.2","2",1,"a",0.0508474576271186,0.13858411554533,13.6,0,59,0.038084995079863,0.3,"yn"
"178","8.8","2",1,"a",0.0508474576271186,0.140205531434709,14.2,0,59,0.0422119616272972,0.3,"yn"
"179","9.4","2",1,"a",0.0508474576271186,0.144142105402355,14.9,0,59,0.047086836514185,0.3,"yn"
"180","10","2",1,"a",0.0508474576271186,0.14489472461579,15.9,0,59,0.0536845578769371,0.3,"yn"
"181","7.1","0",0.767857142857143,"n",0.728813559322034,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,"yn"
"182","7.6","0",0.767857142857143,"n",0.728813559322034,0.42293598383115,13,0,59,0.0343008140850957,0.1,"yn"
"183","8.2","0",0.767857142857143,"n",0.728813559322034,0.425115830180376,13.6,0,59,0.038084995079863,0.1,"yn"
"184","8.8","0",0.767857142857143,"n",0.728813559322034,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,"yn"
"185","9.4","0",0.767857142857143,"n",0.728813559322034,0.43119148708405,15,0,59,0.0474796717069972,0.1,"yn"
"186","10","0",0.767857142857143,"n",0.728813559322034,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,"yn"
"187","7.1","1",0.125,"n",0.11864406779661,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,"yn"
"188","7.6","1",0.125,"n",0.11864406779661,0.42293598383115,13,0,59,0.0343008140850957,0.1,"yn"
"189","8.2","1",0.125,"n",0.11864406779661,0.425115830180376,13.6,0,59,0.038084995079863,0.1,"yn"
"190","8.8","1",0.125,"n",0.11864406779661,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,"yn"
"191","9.4","1",0.125,"n",0.11864406779661,0.43119148708405,15,0,59,0.0474796717069972,0.1,"yn"
"192","10","1",0.125,"n",0.11864406779661,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,"yn"
"193","7.1","2",0.107142857142857,"n",0.101694915254237,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,"yn"
"194","7.6","2",0.107142857142857,"n",0.101694915254237,0.42293598383115,13,0,59,0.0343008140850957,0.1,"yn"
"195","8.2","2",0.107142857142857,"n",0.101694915254237,0.425115830180376,13.6,0,59,0.038084995079863,0.1,"yn"
"196","8.8","2",0.107142857142857,"n",0.101694915254237,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,"yn"
"197","9.4","2",0.107142857142857,"n",0.101694915254237,0.43119148708405,15,0,59,0.0474796717069972,0.1,"yn"
"198","10","2",0.107142857142857,"n",0.101694915254237,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,"yn"
"199","7.1","0",0,"a",0,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,"yn"
"200","7.6","0",0,"a",0,0.42293598383115,13,0,59,0.0343008140850957,0.1,"yn"
"201","8.2","0",0,"a",0,0.425115830180376,13.6,0,59,0.038084995079863,0.1,"yn"
"202","8.8","0",0,"a",0,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,"yn"
"203","9.4","0",0,"a",0,0.43119148708405,15,0,59,0.0474796717069972,0.1,"yn"
"204","10","0",0,"a",0,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,"yn"
"205","7.1","1",0,"a",0,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,"yn"
"206","7.6","1",0,"a",0,0.42293598383115,13,0,59,0.0343008140850957,0.1,"yn"
"207","8.2","1",0,"a",0,0.425115830180376,13.6,0,59,0.038084995079863,0.1,"yn"
"208","8.8","1",0,"a",0,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,"yn"
"209","9.4","1",0,"a",0,0.43119148708405,15,0,59,0.0474796717069972,0.1,"yn"
"210","10","1",0,"a",0,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,"yn"
"211","7.1","2",1,"a",0.0508474576271186,0.421052038864348,12.4,0,59,0.0311185908730597,0.1,"yn"
"212","7.6","2",1,"a",0.0508474576271186,0.42293598383115,13,0,59,0.0343008140850957,0.1,"yn"
"213","8.2","2",1,"a",0.0508474576271186,0.425115830180376,13.6,0,59,0.038084995079863,0.1,"yn"
"214","8.8","2",1,"a",0.0508474576271186,0.427181962577724,14.2,0,59,0.0422119616272972,0.1,"yn"
"215","9.4","2",1,"a",0.0508474576271186,0.43119148708405,15,0,59,0.0474796717069972,0.1,"yn"
"216","10","2",1,"a",0.0508474576271186,0.433730085078734,15.9,0,59,0.0536845578769371,0.1,"yn"
"217","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"Bn"
"218","7.6","0",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"Bn"
"219","8.2","0",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"Bn"
"220","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"Bn"
"221","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"Bn"
"222","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"Bn"
"223","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"Bn"
"224","7.6","1",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"Bn"
"225","8.2","1",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"Bn"
"226","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"Bn"
"227","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"Bn"
"228","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"Bn"
"229","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"Bn"
"230","7.6","2",1,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"Bn"
"231","8.2","2",1,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"Bn"
"232","8.8","2",1,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"Bn"
"233","9.4","2",1,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"Bn"
"234","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"Bn"
"235","7.1","0",0.529411764705882,"a",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"Bn"
"236","7.6","0",0.5,"a",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"Bn"
"237","8.2","0",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"Bn"
"238","8.8","0",0.384615384615385,"a",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"Bn"
"239","9.4","0",0.333333333333333,"a",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"Bn"
"240","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"Bn"
"241","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"Bn"
"242","7.6","1",0.0625,"a",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"Bn"
"243","8.2","1",0.0666666666666667,"a",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"Bn"
"244","8.8","1",0.0769230769230769,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"Bn"
"245","9.4","1",0.0833333333333333,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"Bn"
"246","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"Bn"
