"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_val","iter_var"
"247","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"Bn"
"248","7.6","2",0.4375,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"Bn"
"249","8.2","2",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"Bn"
"250","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"Bn"
"251","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"Bn"
"252","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"Bn"
"253","7.1","0",0.529411764705882,"n",0.409090909090909,0.106942875570639,1.8,18.2,22,0.0590637549557212,0.9,"Bn"
"254","7.6","0",0.5,"n",0.380952380952381,0.119767976924402,1.6,18.9,21,0.0638473605521784,0.9,"Bn"
"255","8.2","0",0.466666666666667,"n",0.35,0.132705172733397,1.5,21.2,20,0.0786203689154736,0.9,"Bn"
"256","8.8","0",0.384615384615385,"n",0.277777777777778,0.163256672038699,1.1,22.5,18,0.0873248968312143,0.9,"Bn"
"257","9.4","0",0.333333333333333,"n",0.235294117647059,0.182083533652312,0.9,24.4,17,0.101598148942839,0.9,"Bn"
"258","10","0",0.272727272727273,"n",0.1875,0.202693376965508,0.699999999999999,25.7,16,0.112729240671452,0.9,"Bn"
"259","7.1","1",0,"n",0,0.106942875570639,1.8,18.2,22,0.0590637549557212,0.9,"Bn"
"260","7.6","1",0,"n",0,0.119767976924402,1.6,18.9,21,0.0638473605521784,0.9,"Bn"
"261","8.2","1",0.0666666666666667,"n",0.05,0.132705172733397,1.5,21.2,20,0.0786203689154736,0.9,"Bn"
"262","8.8","1",0.0769230769230769,"n",0.0555555555555556,0.163256672038699,1.1,22.5,18,0.0873248968312143,0.9,"Bn"
"263","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.182083533652312,0.9,24.4,17,0.101598148942839,0.9,"Bn"
"264","10","1",0.0909090909090909,"n",0.0625,0.202693376965508,0.699999999999999,25.7,16,0.112729240671452,0.9,"Bn"
"265","7.1","2",0.470588235294118,"n",0.363636363636364,0.106942875570639,1.8,18.2,22,0.0590637549557212,0.9,"Bn"
"266","7.6","2",0.5,"n",0.380952380952381,0.119767976924402,1.6,18.9,21,0.0638473605521784,0.9,"Bn"
"267","8.2","2",0.466666666666667,"n",0.35,0.132705172733397,1.5,21.2,20,0.0786203689154736,0.9,"Bn"
"268","8.8","2",0.538461538461538,"n",0.388888888888889,0.163256672038699,1.1,22.5,18,0.0873248968312143,0.9,"Bn"
"269","9.4","2",0.583333333333333,"n",0.411764705882353,0.182083533652312,0.9,24.4,17,0.101598148942839,0.9,"Bn"
"270","10","2",0.636363636363636,"n",0.4375,0.202693376965508,0.699999999999999,25.7,16,0.112729240671452,0.9,"Bn"
"271","7.1","0",0,"a",0,0.106942875570639,1.8,18.2,22,0.0590637549557212,0.9,"Bn"
"272","7.6","0",0,"a",0,0.119767976924402,1.6,18.9,21,0.0638473605521784,0.9,"Bn"
"273","8.2","0",0,"a",0,0.132705172733397,1.5,21.2,20,0.0786203689154736,0.9,"Bn"
"274","8.8","0",0,"a",0,0.163256672038699,1.1,22.5,18,0.0873248968312143,0.9,"Bn"
"275","9.4","0",0,"a",0,0.182083533652312,0.9,24.4,17,0.101598148942839,0.9,"Bn"
"276","10","0",0,"a",0,0.202693376965508,0.699999999999999,25.7,16,0.112729240671452,0.9,"Bn"
"277","7.1","1",0,"a",0,0.106942875570639,1.8,18.2,22,0.0590637549557212,0.9,"Bn"
"278","7.6","1",0,"a",0,0.119767976924402,1.6,18.9,21,0.0638473605521784,0.9,"Bn"
"279","8.2","1",0,"a",0,0.132705172733397,1.5,21.2,20,0.0786203689154736,0.9,"Bn"
"280","8.8","1",0,"a",0,0.163256672038699,1.1,22.5,18,0.0873248968312143,0.9,"Bn"
"281","9.4","1",0,"a",0,0.182083533652312,0.9,24.4,17,0.101598148942839,0.9,"Bn"
"282","10","1",0,"a",0,0.202693376965508,0.699999999999999,25.7,16,0.112729240671452,0.9,"Bn"
"283","7.1","2",1,"a",0.227272727272727,0.106942875570639,1.8,18.2,22,0.0590637549557212,0.9,"Bn"
"284","7.6","2",1,"a",0.238095238095238,0.119767976924402,1.6,18.9,21,0.0638473605521784,0.9,"Bn"
"285","8.2","2",1,"a",0.25,0.132705172733397,1.5,21.2,20,0.0786203689154736,0.9,"Bn"
"286","8.8","2",1,"a",0.277777777777778,0.163256672038699,1.1,22.5,18,0.0873248968312143,0.9,"Bn"
"287","9.4","2",1,"a",0.294117647058824,0.182083533652312,0.9,24.4,17,0.101598148942839,0.9,"Bn"
"288","10","2",1,"a",0.3125,0.202693376965508,0.699999999999999,25.7,16,0.112729240671452,0.9,"Bn"
"289","7.1","0",0.6,"n",0.48,0.0930401890130747,2.5,17.3,25,0.0581388249819421,0.7,"Bn"
"290","7.6","0",0.619047619047619,"n",0.5,0.0868518986510597,2.7,17.3,26,0.0614224861024591,0.7,"Bn"
"291","8.2","0",0.466666666666667,"n",0.35,0.149711258610497,1.5,21.2,20,0.0786203689154736,0.7,"Bn"
"292","8.8","0",0.466666666666667,"n",0.35,0.152165611290471,1.5,21.9,20,0.0861347362791,0.7,"Bn"
"293","9.4","0",0.333333333333333,"n",0.235294117647059,0.200522022642268,0.9,24.4,17,0.101598148942839,0.7,"Bn"
"294","10","0",0.5,"n",0.444444444444444,0.08442286242818,3.8,21.4,27,0.104828335740565,0.7,"Bn"
"295","7.1","1",0.05,"n",0.04,0.0930401890130747,2.5,17.3,25,0.0581388249819421,0.7,"Bn"
"296","7.6","1",0.0476190476190476,"n",0.0384615384615385,0.0868518986510597,2.7,17.3,26,0.0614224861024591,0.7,"Bn"
"297","8.2","1",0.0666666666666667,"n",0.05,0.149711258610497,1.5,21.2,20,0.0786203689154736,0.7,"Bn"
"298","8.8","1",0.0666666666666667,"n",0.05,0.152165611290471,1.5,21.9,20,0.0861347362791,0.7,"Bn"
"299","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.200522022642268,0.9,24.4,17,0.101598148942839,0.7,"Bn"
"300","10","1",0.208333333333333,"n",0.185185185185185,0.08442286242818,3.8,21.4,27,0.104828335740565,0.7,"Bn"
"301","7.1","2",0.35,"n",0.28,0.0930401890130747,2.5,17.3,25,0.0581388249819421,0.7,"Bn"
"302","7.6","2",0.333333333333333,"n",0.269230769230769,0.0868518986510597,2.7,17.3,26,0.0614224861024591,0.7,"Bn"
"303","8.2","2",0.466666666666667,"n",0.35,0.149711258610497,1.5,21.2,20,0.0786203689154736,0.7,"Bn"
"304","8.8","2",0.466666666666667,"n",0.35,0.152165611290471,1.5,21.9,20,0.0861347362791,0.7,"Bn"
"305","9.4","2",0.583333333333333,"n",0.411764705882353,0.200522022642268,0.9,24.4,17,0.101598148942839,0.7,"Bn"
"306","10","2",0.291666666666667,"n",0.259259259259259,0.08442286242818,3.8,21.4,27,0.104828335740565,0.7,"Bn"
"307","7.1","0",0,"a",0,0.0930401890130747,2.5,17.3,25,0.0581388249819421,0.7,"Bn"
"308","7.6","0",0,"a",0,0.0868518986510597,2.7,17.3,26,0.0614224861024591,0.7,"Bn"
"309","8.2","0",0,"a",0,0.149711258610497,1.5,21.2,20,0.0786203689154736,0.7,"Bn"
"310","8.8","0",0,"a",0,0.152165611290471,1.5,21.9,20,0.0861347362791,0.7,"Bn"
"311","9.4","0",0,"a",0,0.200522022642268,0.9,24.4,17,0.101598148942839,0.7,"Bn"
"312","10","0",0,"a",0,0.08442286242818,3.8,21.4,27,0.104828335740565,0.7,"Bn"
"313","7.1","1",0,"a",0,0.0930401890130747,2.5,17.3,25,0.0581388249819421,0.7,"Bn"
"314","7.6","1",0,"a",0,0.0868518986510597,2.7,17.3,26,0.0614224861024591,0.7,"Bn"
"315","8.2","1",0,"a",0,0.149711258610497,1.5,21.2,20,0.0786203689154736,0.7,"Bn"
"316","8.8","1",0,"a",0,0.152165611290471,1.5,21.9,20,0.0861347362791,0.7,"Bn"
"317","9.4","1",0,"a",0,0.200522022642268,0.9,24.4,17,0.101598148942839,0.7,"Bn"
"318","10","1",0,"a",0,0.08442286242818,3.8,21.4,27,0.104828335740565,0.7,"Bn"
"319","7.1","2",1,"a",0.2,0.0930401890130747,2.5,17.3,25,0.0581388249819421,0.7,"Bn"
"320","7.6","2",1,"a",0.192307692307692,0.0868518986510597,2.7,17.3,26,0.0614224861024591,0.7,"Bn"
"321","8.2","2",1,"a",0.25,0.149711258610497,1.5,21.2,20,0.0786203689154736,0.7,"Bn"
"322","8.8","2",1,"a",0.25,0.152165611290471,1.5,21.9,20,0.0861347362791,0.7,"Bn"
"323","9.4","2",1,"a",0.294117647058824,0.200522022642268,0.9,24.4,17,0.101598148942839,0.7,"Bn"
"324","10","2",1,"a",0.111111111111111,0.08442286242818,3.8,21.4,27,0.104828335740565,0.7,"Bn"
"325","7.1","0",0.818181818181818,"n",0.76271186440678,0.00815520026098014,12.2,0,59,0.0305683147628974,0.5,"Bn"
"326","7.6","0",0.785714285714286,"n",0.745762711864407,0.00833085288401455,12.9,0,59,0.0340004172000557,0.5,"Bn"
"327","8.2","0",0.818181818181818,"n",0.76271186440678,0.00883188303164776,13.3,0,59,0.0371074474001108,0.5,"Bn"
"328","8.8","0",0.6,"n",0.545454545454545,0.0620269033790271,5,16.2,33,0.0736545834223382,0.5,"Bn"
"329","9.4","0",0.571428571428571,"n",0.516129032258065,0.0739710815651037,4.7,17.9,31,0.0849534336062737,0.5,"Bn"
"330","10","0",0.538461538461538,"n",0.482758620689655,0.0880006754058047,4.4,20.3,29,0.101598148942839,0.5,"Bn"
"331","7.1","1",0.0545454545454545,"n",0.0508474576271186,0.00815520026098014,12.2,0,59,0.0305683147628974,0.5,"Bn"
"332","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.00833085288401455,12.9,0,59,0.0340004172000557,0.5,"Bn"
"333","8.2","1",0.0545454545454545,"n",0.0508474576271186,0.00883188303164776,13.3,0,59,0.0371074474001108,0.5,"Bn"
"334","8.8","1",0.166666666666667,"n",0.151515151515152,0.0620269033790271,5,16.2,33,0.0736545834223382,0.5,"Bn"
"335","9.4","1",0.178571428571429,"n",0.161290322580645,0.0739710815651037,4.7,17.9,31,0.0849534336062737,0.5,"Bn"
"336","10","1",0.192307692307692,"n",0.172413793103448,0.0880006754058047,4.4,20.3,29,0.101598148942839,0.5,"Bn"
"337","7.1","2",0.127272727272727,"n",0.11864406779661,0.00815520026098014,12.2,0,59,0.0305683147628974,0.5,"Bn"
"338","7.6","2",0.125,"n",0.11864406779661,0.00833085288401455,12.9,0,59,0.0340004172000557,0.5,"Bn"
"339","8.2","2",0.127272727272727,"n",0.11864406779661,0.00883188303164776,13.3,0,59,0.0371074474001108,0.5,"Bn"
"340","8.8","2",0.233333333333333,"n",0.212121212121212,0.0620269033790271,5,16.2,33,0.0736545834223382,0.5,"Bn"
"341","9.4","2",0.25,"n",0.225806451612903,0.0739710815651037,4.7,17.9,31,0.0849534336062737,0.5,"Bn"
"342","10","2",0.269230769230769,"n",0.241379310344828,0.0880006754058047,4.4,20.3,29,0.101598148942839,0.5,"Bn"
"343","7.1","0",0,"a",0,0.00815520026098014,12.2,0,59,0.0305683147628974,0.5,"Bn"
"344","7.6","0",0,"a",0,0.00833085288401455,12.9,0,59,0.0340004172000557,0.5,"Bn"
"345","8.2","0",0,"a",0,0.00883188303164776,13.3,0,59,0.0371074474001108,0.5,"Bn"
"346","8.8","0",0,"a",0,0.0620269033790271,5,16.2,33,0.0736545834223382,0.5,"Bn"
"347","9.4","0",0,"a",0,0.0739710815651037,4.7,17.9,31,0.0849534336062737,0.5,"Bn"
"348","10","0",0,"a",0,0.0880006754058047,4.4,20.3,29,0.101598148942839,0.5,"Bn"
"349","7.1","1",0,"a",0,0.00815520026098014,12.2,0,59,0.0305683147628974,0.5,"Bn"
"350","7.6","1",0,"a",0,0.00833085288401455,12.9,0,59,0.0340004172000557,0.5,"Bn"
"351","8.2","1",0,"a",0,0.00883188303164776,13.3,0,59,0.0371074474001108,0.5,"Bn"
"352","8.8","1",0,"a",0,0.0620269033790271,5,16.2,33,0.0736545834223382,0.5,"Bn"
"353","9.4","1",0,"a",0,0.0739710815651037,4.7,17.9,31,0.0849534336062737,0.5,"Bn"
"354","10","1",0,"a",0,0.0880006754058047,4.4,20.3,29,0.101598148942839,0.5,"Bn"
"355","7.1","2",1,"a",0.0677966101694915,0.00815520026098014,12.2,0,59,0.0305683147628974,0.5,"Bn"
"356","7.6","2",1,"a",0.0508474576271186,0.00833085288401455,12.9,0,59,0.0340004172000557,0.5,"Bn"
"357","8.2","2",1,"a",0.0677966101694915,0.00883188303164776,13.3,0,59,0.0371074474001108,0.5,"Bn"
"358","8.8","2",1,"a",0.0909090909090909,0.0620269033790271,5,16.2,33,0.0736545834223382,0.5,"Bn"
"359","9.4","2",1,"a",0.0967741935483871,0.0739710815651037,4.7,17.9,31,0.0849534336062737,0.5,"Bn"
"360","10","2",1,"a",0.103448275862069,0.0880006754058047,4.4,20.3,29,0.101598148942839,0.5,"Bn"
"361","7.1","0",0.785714285714286,"n",0.745762711864407,0.0126405262604193,12.3,0,59,0.0308423858115958,0.3,"Bn"
"362","7.6","0",0.785714285714286,"n",0.745762711864407,0.0130615867016969,12.9,0,59,0.0340004172000557,0.3,"Bn"
"363","8.2","0",0.785714285714286,"n",0.745762711864407,0.0135520001179912,13.5,0,59,0.0377567767012637,0.3,"Bn"
"364","8.8","0",0.785714285714286,"n",0.745762711864407,0.014323473614021,13.9,0,59,0.0411472271811644,0.3,"Bn"
"365","9.4","0",0.785714285714286,"n",0.745762711864407,0.0148857714359562,14.9,0,59,0.047086836514185,0.3,"Bn"
"366","10","0",0.785714285714286,"n",0.745762711864407,0.0153850691177389,15.8,0,59,0.0532525310736428,0.3,"Bn"
"367","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0126405262604193,12.3,0,59,0.0308423858115958,0.3,"Bn"
"368","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0130615867016969,12.9,0,59,0.0340004172000557,0.3,"Bn"
"369","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0135520001179912,13.5,0,59,0.0377567767012637,0.3,"Bn"
"370","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.014323473614021,13.9,0,59,0.0411472271811644,0.3,"Bn"
"371","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0148857714359562,14.9,0,59,0.047086836514185,0.3,"Bn"
"372","10","1",0.0892857142857143,"n",0.0847457627118644,0.0153850691177389,15.8,0,59,0.0532525310736428,0.3,"Bn"
"373","7.1","2",0.125,"n",0.11864406779661,0.0126405262604193,12.3,0,59,0.0308423858115958,0.3,"Bn"
"374","7.6","2",0.125,"n",0.11864406779661,0.0130615867016969,12.9,0,59,0.0340004172000557,0.3,"Bn"
"375","8.2","2",0.125,"n",0.11864406779661,0.0135520001179912,13.5,0,59,0.0377567767012637,0.3,"Bn"
"376","8.8","2",0.125,"n",0.11864406779661,0.014323473614021,13.9,0,59,0.0411472271811644,0.3,"Bn"
"377","9.4","2",0.125,"n",0.11864406779661,0.0148857714359562,14.9,0,59,0.047086836514185,0.3,"Bn"
"378","10","2",0.125,"n",0.11864406779661,0.0153850691177389,15.8,0,59,0.0532525310736428,0.3,"Bn"
"379","7.1","0",0,"a",0,0.0126405262604193,12.3,0,59,0.0308423858115958,0.3,"Bn"
"380","7.6","0",0,"a",0,0.0130615867016969,12.9,0,59,0.0340004172000557,0.3,"Bn"
"381","8.2","0",0,"a",0,0.0135520001179912,13.5,0,59,0.0377567767012637,0.3,"Bn"
"382","8.8","0",0,"a",0,0.014323473614021,13.9,0,59,0.0411472271811644,0.3,"Bn"
"383","9.4","0",0,"a",0,0.0148857714359562,14.9,0,59,0.047086836514185,0.3,"Bn"
"384","10","0",0,"a",0,0.0153850691177389,15.8,0,59,0.0532525310736428,0.3,"Bn"
"385","7.1","1",0,"a",0,0.0126405262604193,12.3,0,59,0.0308423858115958,0.3,"Bn"
"386","7.6","1",0,"a",0,0.0130615867016969,12.9,0,59,0.0340004172000557,0.3,"Bn"
"387","8.2","1",0,"a",0,0.0135520001179912,13.5,0,59,0.0377567767012637,0.3,"Bn"
"388","8.8","1",0,"a",0,0.014323473614021,13.9,0,59,0.0411472271811644,0.3,"Bn"
"389","9.4","1",0,"a",0,0.0148857714359562,14.9,0,59,0.047086836514185,0.3,"Bn"
"390","10","1",0,"a",0,0.0153850691177389,15.8,0,59,0.0532525310736428,0.3,"Bn"
"391","7.1","2",1,"a",0.0508474576271186,0.0126405262604193,12.3,0,59,0.0308423858115958,0.3,"Bn"
"392","7.6","2",1,"a",0.0508474576271186,0.0130615867016969,12.9,0,59,0.0340004172000557,0.3,"Bn"
"393","8.2","2",1,"a",0.0508474576271186,0.0135520001179912,13.5,0,59,0.0377567767012637,0.3,"Bn"
"394","8.8","2",1,"a",0.0508474576271186,0.014323473614021,13.9,0,59,0.0411472271811644,0.3,"Bn"
"395","9.4","2",1,"a",0.0508474576271186,0.0148857714359562,14.9,0,59,0.047086836514185,0.3,"Bn"
"396","10","2",1,"a",0.0508474576271186,0.0153850691177389,15.8,0,59,0.0532525310736428,0.3,"Bn"
"397","7.1","0",0.785714285714286,"n",0.745762711864407,0.0198152107754463,12.3,0,59,0.0308423858115958,0.1,"Bn"
"398","7.6","0",0.785714285714286,"n",0.745762711864407,0.0204750051953014,12.9,0,59,0.0340004172000557,0.1,"Bn"
"399","8.2","0",0.785714285714286,"n",0.745762711864407,0.0212434640086741,13.5,0,59,0.0377567767012637,0.1,"Bn"
"400","8.8","0",0.785714285714286,"n",0.745762711864407,0.0224523253071563,13.9,0,59,0.0411472271811644,0.1,"Bn"
"401","9.4","0",0.785714285714286,"n",0.745762711864407,0.0233333966607051,14.9,0,59,0.047086836514185,0.1,"Bn"
"402","10","0",0.785714285714286,"n",0.745762711864407,0.0241157377865093,15.8,0,59,0.0532525310736428,0.1,"Bn"
"403","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0198152107754463,12.3,0,59,0.0308423858115958,0.1,"Bn"
"404","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.0204750051953014,12.9,0,59,0.0340004172000557,0.1,"Bn"
"405","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.0212434640086741,13.5,0,59,0.0377567767012637,0.1,"Bn"
"406","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.0224523253071563,13.9,0,59,0.0411472271811644,0.1,"Bn"
"407","9.4","1",0.0892857142857143,"n",0.0847457627118644,0.0233333966607051,14.9,0,59,0.047086836514185,0.1,"Bn"
"408","10","1",0.0892857142857143,"n",0.0847457627118644,0.0241157377865093,15.8,0,59,0.0532525310736428,0.1,"Bn"
"409","7.1","2",0.125,"n",0.11864406779661,0.0198152107754463,12.3,0,59,0.0308423858115958,0.1,"Bn"
"410","7.6","2",0.125,"n",0.11864406779661,0.0204750051953014,12.9,0,59,0.0340004172000557,0.1,"Bn"
"411","8.2","2",0.125,"n",0.11864406779661,0.0212434640086741,13.5,0,59,0.0377567767012637,0.1,"Bn"
"412","8.8","2",0.125,"n",0.11864406779661,0.0224523253071563,13.9,0,59,0.0411472271811644,0.1,"Bn"
"413","9.4","2",0.125,"n",0.11864406779661,0.0233333966607051,14.9,0,59,0.047086836514185,0.1,"Bn"
"414","10","2",0.125,"n",0.11864406779661,0.0241157377865093,15.8,0,59,0.0532525310736428,0.1,"Bn"
"415","7.1","0",0,"a",0,0.0198152107754463,12.3,0,59,0.0308423858115958,0.1,"Bn"
"416","7.6","0",0,"a",0,0.0204750051953014,12.9,0,59,0.0340004172000557,0.1,"Bn"
"417","8.2","0",0,"a",0,0.0212434640086741,13.5,0,59,0.0377567767012637,0.1,"Bn"
"418","8.8","0",0,"a",0,0.0224523253071563,13.9,0,59,0.0411472271811644,0.1,"Bn"
"419","9.4","0",0,"a",0,0.0233333966607051,14.9,0,59,0.047086836514185,0.1,"Bn"
"420","10","0",0,"a",0,0.0241157377865093,15.8,0,59,0.0532525310736428,0.1,"Bn"
"421","7.1","1",0,"a",0,0.0198152107754463,12.3,0,59,0.0308423858115958,0.1,"Bn"
"422","7.6","1",0,"a",0,0.0204750051953014,12.9,0,59,0.0340004172000557,0.1,"Bn"
"423","8.2","1",0,"a",0,0.0212434640086741,13.5,0,59,0.0377567767012637,0.1,"Bn"
"424","8.8","1",0,"a",0,0.0224523253071563,13.9,0,59,0.0411472271811644,0.1,"Bn"
"425","9.4","1",0,"a",0,0.0233333966607051,14.9,0,59,0.047086836514185,0.1,"Bn"
"426","10","1",0,"a",0,0.0241157377865093,15.8,0,59,0.0532525310736428,0.1,"Bn"
"427","7.1","2",1,"a",0.0508474576271186,0.0198152107754463,12.3,0,59,0.0308423858115958,0.1,"Bn"
"428","7.6","2",1,"a",0.0508474576271186,0.0204750051953014,12.9,0,59,0.0340004172000557,0.1,"Bn"
"429","8.2","2",1,"a",0.0508474576271186,0.0212434640086741,13.5,0,59,0.0377567767012637,0.1,"Bn"
"430","8.8","2",1,"a",0.0508474576271186,0.0224523253071563,13.9,0,59,0.0411472271811644,0.1,"Bn"
"431","9.4","2",1,"a",0.0508474576271186,0.0233333966607051,14.9,0,59,0.047086836514185,0.1,"Bn"
"432","10","2",1,"a",0.0508474576271186,0.0241157377865093,15.8,0,59,0.0532525310736428,0.1,"Bn"
"433","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"dn0"
"434","7.6","0",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"dn0"
"435","8.2","0",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"dn0"
"436","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"dn0"
"437","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"dn0"
"438","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"dn0"
"439","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"dn0"
"440","7.6","1",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"dn0"
"441","8.2","1",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"dn0"
"442","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"dn0"
"443","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"dn0"
"444","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"dn0"
"445","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"dn0"
"446","7.6","2",1,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"dn0"
"447","8.2","2",1,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"dn0"
"448","8.8","2",1,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"dn0"
"449","9.4","2",1,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"dn0"
"450","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"dn0"
"451","7.1","0",0.529411764705882,"a",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"dn0"
"452","7.6","0",0.5,"a",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"dn0"
"453","8.2","0",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"dn0"
"454","8.8","0",0.384615384615385,"a",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"dn0"
"455","9.4","0",0.333333333333333,"a",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"dn0"
"456","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"dn0"
"457","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"dn0"
"458","7.6","1",0.0625,"a",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"dn0"
"459","8.2","1",0.0666666666666667,"a",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"dn0"
"460","8.8","1",0.0769230769230769,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"dn0"
"461","9.4","1",0.0833333333333333,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"dn0"
"462","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"dn0"
"463","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,"dn0"
"464","7.6","2",0.4375,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,"dn0"
"465","8.2","2",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,"dn0"
"466","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,"dn0"
"467","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,"dn0"
"468","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,"dn0"
"469","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,0.9,"dn0"
"470","7.6","0",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,0.9,"dn0"
"471","8.2","0",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,0.9,"dn0"
"472","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,0.9,"dn0"
"473","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,0.9,"dn0"
"474","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0.9,"dn0"
"475","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,0.9,"dn0"
"476","7.6","1",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,0.9,"dn0"
"477","8.2","1",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,0.9,"dn0"
"478","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,0.9,"dn0"
"479","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,0.9,"dn0"
"480","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0.9,"dn0"
"481","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,0.9,"dn0"
"482","7.6","2",1,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,0.9,"dn0"
"483","8.2","2",1,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,0.9,"dn0"
"484","8.8","2",1,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,0.9,"dn0"
"485","9.4","2",1,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,0.9,"dn0"
"486","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,0.9,"dn0"
