"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_index","Bn","ka","dn0","more_nat_preds_cat"
"576","10","2",0.25,"a",0.0508474576271186,0.0176672283766037,15.3,0,59,0.0521249341789037,16,0.3,1.125,1,2
"577","7.1","0",0.818181818181818,"n",0.76271186440678,0.0220239452666378,12,0,59,0.0311851913721551,17,0.1,1.125,1,2
"578","7.6","0",0.851851851851852,"n",0.779661016949153,0.0232394335252679,12.4,0,59,0.0334797025419202,17,0.1,1.125,1,2
"579","8.2","0",0.851851851851852,"n",0.779661016949153,0.0241413371601312,13,0,59,0.0371930661564051,17,0.1,1.125,1,2
"580","8.8","0",0.851851851851852,"n",0.779661016949153,0.0252657378576112,13.6,0,59,0.0408968506521574,17,0.1,1.125,1,2
"581","9.4","0",0.785714285714286,"n",0.745762711864407,0.0255294344496382,14.5,0,59,0.0472143068438731,17,0.1,1.125,1,2
"582","10","0",0.785714285714286,"n",0.745762711864407,0.0263722743588327,15.4,0,59,0.0534123102511993,17,0.1,1.125,1,2
"583","7.1","1",0.0363636363636364,"n",0.0338983050847458,0.0220239452666378,12,0,59,0.0311851913721551,17,0.1,1.125,1,2
"584","7.6","1",0,"n",0,0.0232394335252679,12.4,0,59,0.0334797025419202,17,0.1,1.125,1,2
"585","8.2","1",0,"n",0,0.0241413371601312,13,0,59,0.0371930661564051,17,0.1,1.125,1,2
"586","8.8","1",0,"n",0,0.0252657378576112,13.6,0,59,0.0408968506521574,17,0.1,1.125,1,2
"587","9.4","1",0.0714285714285714,"n",0.0677966101694915,0.0255294344496382,14.5,0,59,0.0472143068438731,17,0.1,1.125,1,2
"588","10","1",0.0714285714285714,"n",0.0677966101694915,0.0263722743588327,15.4,0,59,0.0534123102511993,17,0.1,1.125,1,2
"589","7.1","2",0.145454545454545,"n",0.135593220338983,0.0220239452666378,12,0,59,0.0311851913721551,17,0.1,1.125,1,2
"590","7.6","2",0.148148148148148,"n",0.135593220338983,0.0232394335252679,12.4,0,59,0.0334797025419202,17,0.1,1.125,1,2
"591","8.2","2",0.148148148148148,"n",0.135593220338983,0.0241413371601312,13,0,59,0.0371930661564051,17,0.1,1.125,1,2
"592","8.8","2",0.148148148148148,"n",0.135593220338983,0.0252657378576112,13.6,0,59,0.0408968506521574,17,0.1,1.125,1,2
"593","9.4","2",0.142857142857143,"n",0.135593220338983,0.0255294344496382,14.5,0,59,0.0472143068438731,17,0.1,1.125,1,2
"594","10","2",0.142857142857143,"n",0.135593220338983,0.0263722743588327,15.4,0,59,0.0534123102511993,17,0.1,1.125,1,2
"595","7.1","0",0,"a",0,0.0220239452666378,12,0,59,0.0311851913721551,17,0.1,1.125,1,2
"596","7.6","0",0,"a",0,0.0232394335252679,12.4,0,59,0.0334797025419202,17,0.1,1.125,1,2
"597","8.2","0",0,"a",0,0.0241413371601312,13,0,59,0.0371930661564051,17,0.1,1.125,1,2
"598","8.8","0",0,"a",0,0.0252657378576112,13.6,0,59,0.0408968506521574,17,0.1,1.125,1,2
"599","9.4","0",0,"a",0,0.0255294344496382,14.5,0,59,0.0472143068438731,17,0.1,1.125,1,2
"600","10","0",0,"a",0,0.0263722743588327,15.4,0,59,0.0534123102511993,17,0.1,1.125,1,2
"601","7.1","1",0.25,"a",0.0169491525423729,0.0220239452666378,12,0,59,0.0311851913721551,17,0.1,1.125,1,2
"602","7.6","1",0.2,"a",0.0169491525423729,0.0232394335252679,12.4,0,59,0.0334797025419202,17,0.1,1.125,1,2
"603","8.2","1",0.2,"a",0.0169491525423729,0.0241413371601312,13,0,59,0.0371930661564051,17,0.1,1.125,1,2
"604","8.8","1",0.2,"a",0.0169491525423729,0.0252657378576112,13.6,0,59,0.0408968506521574,17,0.1,1.125,1,2
"605","9.4","1",0.333333333333333,"a",0.0169491525423729,0.0255294344496382,14.5,0,59,0.0472143068438731,17,0.1,1.125,1,2
"606","10","1",0.333333333333333,"a",0.0169491525423729,0.0263722743588327,15.4,0,59,0.0534123102511993,17,0.1,1.125,1,2
"607","7.1","2",0.75,"a",0.0508474576271186,0.0220239452666378,12,0,59,0.0311851913721551,17,0.1,1.125,1,2
"608","7.6","2",0.8,"a",0.0677966101694915,0.0232394335252679,12.4,0,59,0.0334797025419202,17,0.1,1.125,1,2
"609","8.2","2",0.8,"a",0.0677966101694915,0.0241413371601312,13,0,59,0.0371930661564051,17,0.1,1.125,1,2
"610","8.8","2",0.8,"a",0.0677966101694915,0.0252657378576112,13.6,0,59,0.0408968506521574,17,0.1,1.125,1,2
"611","9.4","2",0.666666666666667,"a",0.0338983050847458,0.0255294344496382,14.5,0,59,0.0472143068438731,17,0.1,1.125,1,2
"612","10","2",0.666666666666667,"a",0.0338983050847458,0.0263722743588327,15.4,0,59,0.0534123102511993,17,0.1,1.125,1,2
"613","7.1","0",0,"n",0,0.0126805105269944,7.7,0,59,0.0206704954721639,18,1,1.05,1,1
"614","7.6","0",0.375,"n",0.0882352941176471,0.0631784100260688,4.4,13.6,34,0.0523852108857954,18,1,1.05,1,1
"615","8.2","0",0,"n",0,0.122963550562404,2.7,18.7,26,0.0715144725738188,18,1,1.05,1,1
"616","8.8","0",0,"n",0,0.114492790190766,3.3,18.6,28,0.0774996901503023,18,1,1.05,1,1
"617","9.4","0",0,"n",0,0.102479867800328,3.6,17.8,30,0.0774996901503023,18,1,1.05,1,1
"618","10","0",0,"n",0,0.154093132973821,2.3,22.3,24,0.101598148942839,18,1,1.05,1,1
"619","7.1","1",0,"n",0,0.0126805105269944,7.7,0,59,0.0206704954721639,18,1,1.05,1,1
"620","7.6","1",0.25,"n",0.0588235294117647,0.0631784100260688,4.4,13.6,34,0.0523852108857954,18,1,1.05,1,1
"621","8.2","1",0,"n",0,0.122963550562404,2.7,18.7,26,0.0715144725738188,18,1,1.05,1,1
"622","8.8","1",0.4,"n",0.0714285714285714,0.114492790190766,3.3,18.6,28,0.0774996901503023,18,1,1.05,1,1
"623","9.4","1",0.2,"n",0.0333333333333333,0.102479867800328,3.6,17.8,30,0.0774996901503023,18,1,1.05,1,1
"624","10","1",0.2,"n",0.0416666666666667,0.154093132973821,2.3,22.3,24,0.101598148942839,18,1,1.05,1,1
"625","7.1","2",1,"n",0.0847457627118644,0.0126805105269944,7.7,0,59,0.0206704954721639,18,1,1.05,1,1
"626","7.6","2",0.375,"n",0.0882352941176471,0.0631784100260688,4.4,13.6,34,0.0523852108857954,18,1,1.05,1,1
"627","8.2","2",1,"n",0.192307692307692,0.122963550562404,2.7,18.7,26,0.0715144725738188,18,1,1.05,1,1
"628","8.8","2",0.6,"n",0.107142857142857,0.114492790190766,3.3,18.6,28,0.0774996901503023,18,1,1.05,1,1
"629","9.4","2",0.8,"n",0.133333333333333,0.102479867800328,3.6,17.8,30,0.0774996901503023,18,1,1.05,1,1
"630","10","2",0.8,"n",0.166666666666667,0.154093132973821,2.3,22.3,24,0.101598148942839,18,1,1.05,1,1
"631","7.1","0",0.851851851851852,"a",0.779661016949153,0.0126805105269944,7.7,0,59,0.0206704954721639,18,1,1.05,1,1
"632","7.6","0",0.576923076923077,"a",0.441176470588235,0.0631784100260688,4.4,13.6,34,0.0523852108857954,18,1,1.05,1,1
"633","8.2","0",0.476190476190476,"a",0.384615384615385,0.122963550562404,2.7,18.7,26,0.0715144725738188,18,1,1.05,1,1
"634","8.8","0",0.608695652173913,"a",0.5,0.114492790190766,3.3,18.6,28,0.0774996901503023,18,1,1.05,1,1
"635","9.4","0",0.68,"a",0.566666666666667,0.102479867800328,3.6,17.8,30,0.0774996901503023,18,1,1.05,1,1
"636","10","0",0.526315789473684,"a",0.416666666666667,0.154093132973821,2.3,22.3,24,0.101598148942839,18,1,1.05,1,1
"637","7.1","1",0.0185185185185185,"a",0.0169491525423729,0.0126805105269944,7.7,0,59,0.0206704954721639,18,1,1.05,1,1
"638","7.6","1",0.192307692307692,"a",0.147058823529412,0.0631784100260688,4.4,13.6,34,0.0523852108857954,18,1,1.05,1,1
"639","8.2","1",0.333333333333333,"a",0.269230769230769,0.122963550562404,2.7,18.7,26,0.0715144725738188,18,1,1.05,1,1
"640","8.8","1",0.0434782608695652,"a",0.0357142857142857,0.114492790190766,3.3,18.6,28,0.0774996901503023,18,1,1.05,1,1
"641","9.4","1",0,"a",0,0.102479867800328,3.6,17.8,30,0.0774996901503023,18,1,1.05,1,1
"642","10","1",0.105263157894737,"a",0.0833333333333333,0.154093132973821,2.3,22.3,24,0.101598148942839,18,1,1.05,1,1
"643","7.1","2",0.12962962962963,"a",0.11864406779661,0.0126805105269944,7.7,0,59,0.0206704954721639,18,1,1.05,1,1
"644","7.6","2",0.230769230769231,"a",0.176470588235294,0.0631784100260688,4.4,13.6,34,0.0523852108857954,18,1,1.05,1,1
"645","8.2","2",0.19047619047619,"a",0.153846153846154,0.122963550562404,2.7,18.7,26,0.0715144725738188,18,1,1.05,1,1
"646","8.8","2",0.347826086956522,"a",0.285714285714286,0.114492790190766,3.3,18.6,28,0.0774996901503023,18,1,1.05,1,1
"647","9.4","2",0.32,"a",0.266666666666667,0.102479867800328,3.6,17.8,30,0.0774996901503023,18,1,1.05,1,1
"648","10","2",0.368421052631579,"a",0.291666666666667,0.154093132973821,2.3,22.3,24,0.101598148942839,18,1,1.05,1,1
"649","7.1","0",0.545454545454545,"n",0.1875,0.0698375597166803,3.9,14.3,32,0.0511208310789488,19,0.9,1.05,1,2
"650","7.6","0",0.375,"n",0.0882352941176471,0.0652437818120266,4.4,13.6,34,0.0523852108857954,19,0.9,1.05,1,2
"651","8.2","0",0,"n",0,0.125460383131426,2.7,18.7,26,0.0715144725738188,19,0.9,1.05,1,2
"652","8.8","0",0,"n",0,0.116817759199739,3.3,18.6,28,0.0774996901503023,19,0.9,1.05,1,2
"653","9.4","0",0,"n",0,0.104560646772794,3.6,17.8,30,0.0774996901503023,19,0.9,1.05,1,2
"654","10","0",0,"n",0,0.157221881651737,2.3,22.3,24,0.101598148942839,19,0.9,1.05,1,2
"655","7.1","1",0,"n",0,0.0698375597166803,3.9,14.3,32,0.0511208310789488,19,0.9,1.05,1,2
"656","7.6","1",0.25,"n",0.0588235294117647,0.0652437818120266,4.4,13.6,34,0.0523852108857954,19,0.9,1.05,1,2
"657","8.2","1",0,"n",0,0.125460383131426,2.7,18.7,26,0.0715144725738188,19,0.9,1.05,1,2
"658","8.8","1",0.4,"n",0.0714285714285714,0.116817759199739,3.3,18.6,28,0.0774996901503023,19,0.9,1.05,1,2
"659","9.4","1",0.2,"n",0.0333333333333333,0.104560646772794,3.6,17.8,30,0.0774996901503023,19,0.9,1.05,1,2
"660","10","1",0.2,"n",0.0416666666666667,0.157221881651737,2.3,22.3,24,0.101598148942839,19,0.9,1.05,1,2
"661","7.1","2",0.454545454545455,"n",0.15625,0.0698375597166803,3.9,14.3,32,0.0511208310789488,19,0.9,1.05,1,2
"662","7.6","2",0.375,"n",0.0882352941176471,0.0652437818120266,4.4,13.6,34,0.0523852108857954,19,0.9,1.05,1,2
"663","8.2","2",1,"n",0.192307692307692,0.125460383131426,2.7,18.7,26,0.0715144725738188,19,0.9,1.05,1,2
"664","8.8","2",0.6,"n",0.107142857142857,0.116817759199739,3.3,18.6,28,0.0774996901503023,19,0.9,1.05,1,2
"665","9.4","2",0.8,"n",0.133333333333333,0.104560646772794,3.6,17.8,30,0.0774996901503023,19,0.9,1.05,1,2
"666","10","2",0.8,"n",0.166666666666667,0.157221881651737,2.3,22.3,24,0.101598148942839,19,0.9,1.05,1,2
"667","7.1","0",0.523809523809524,"a",0.34375,0.0698375597166803,3.9,14.3,32,0.0511208310789488,19,0.9,1.05,1,2
"668","7.6","0",0.576923076923077,"a",0.441176470588235,0.0652437818120266,4.4,13.6,34,0.0523852108857954,19,0.9,1.05,1,2
"669","8.2","0",0.476190476190476,"a",0.384615384615385,0.125460383131426,2.7,18.7,26,0.0715144725738188,19,0.9,1.05,1,2
"670","8.8","0",0.608695652173913,"a",0.5,0.116817759199739,3.3,18.6,28,0.0774996901503023,19,0.9,1.05,1,2
"671","9.4","0",0.68,"a",0.566666666666667,0.104560646772794,3.6,17.8,30,0.0774996901503023,19,0.9,1.05,1,2
"672","10","0",0.526315789473684,"a",0.416666666666667,0.157221881651737,2.3,22.3,24,0.101598148942839,19,0.9,1.05,1,2
"673","7.1","1",0.238095238095238,"a",0.15625,0.0698375597166803,3.9,14.3,32,0.0511208310789488,19,0.9,1.05,1,2
"674","7.6","1",0.192307692307692,"a",0.147058823529412,0.0652437818120266,4.4,13.6,34,0.0523852108857954,19,0.9,1.05,1,2
"675","8.2","1",0.333333333333333,"a",0.269230769230769,0.125460383131426,2.7,18.7,26,0.0715144725738188,19,0.9,1.05,1,2
"676","8.8","1",0.0434782608695652,"a",0.0357142857142857,0.116817759199739,3.3,18.6,28,0.0774996901503023,19,0.9,1.05,1,2
"677","9.4","1",0,"a",0,0.104560646772794,3.6,17.8,30,0.0774996901503023,19,0.9,1.05,1,2
"678","10","1",0.105263157894737,"a",0.0833333333333333,0.157221881651737,2.3,22.3,24,0.101598148942839,19,0.9,1.05,1,2
"679","7.1","2",0.238095238095238,"a",0.15625,0.0698375597166803,3.9,14.3,32,0.0511208310789488,19,0.9,1.05,1,2
"680","7.6","2",0.230769230769231,"a",0.176470588235294,0.0652437818120266,4.4,13.6,34,0.0523852108857954,19,0.9,1.05,1,2
"681","8.2","2",0.19047619047619,"a",0.153846153846154,0.125460383131426,2.7,18.7,26,0.0715144725738188,19,0.9,1.05,1,2
"682","8.8","2",0.347826086956522,"a",0.285714285714286,0.116817759199739,3.3,18.6,28,0.0774996901503023,19,0.9,1.05,1,2
"683","9.4","2",0.32,"a",0.266666666666667,0.104560646772794,3.6,17.8,30,0.0774996901503023,19,0.9,1.05,1,2
"684","10","2",0.368421052631579,"a",0.291666666666667,0.157221881651737,2.3,22.3,24,0.101598148942839,19,0.9,1.05,1,2
"685","7.1","0",0.583333333333333,"n",0.21875,0.0763502852143657,3.9,14.3,32,0.0511208310789488,20,0.7,1.05,1,2
"686","7.6","0",0.5,"n",0.147058823529412,0.0706081785128819,4.4,13.6,34,0.0523852108857954,20,0.7,1.05,1,2
"687","8.2","0",0.285714285714286,"n",0.0769230769230769,0.132350032197697,2.7,18.7,26,0.0715144725738188,20,0.7,1.05,1,2
"688","8.8","0",0.166666666666667,"n",0.0357142857142857,0.12191591640765,3.3,18.6,28,0.0774996901503023,20,0.7,1.05,1,2
"689","9.4","0",0,"n",0,0.108848489685984,3.6,17.8,30,0.0774996901503023,20,0.7,1.05,1,2
"690","10","0",0,"n",0,0.163669266512541,2.3,22.3,24,0.101598148942839,20,0.7,1.05,1,2
"691","7.1","1",0,"n",0,0.0763502852143657,3.9,14.3,32,0.0511208310789488,20,0.7,1.05,1,2
"692","7.6","1",0.1,"n",0.0294117647058824,0.0706081785128819,4.4,13.6,34,0.0523852108857954,20,0.7,1.05,1,2
"693","8.2","1",0,"n",0,0.132350032197697,2.7,18.7,26,0.0715144725738188,20,0.7,1.05,1,2
"694","8.8","1",0.166666666666667,"n",0.0357142857142857,0.12191591640765,3.3,18.6,28,0.0774996901503023,20,0.7,1.05,1,2
"695","9.4","1",0.2,"n",0.0333333333333333,0.108848489685984,3.6,17.8,30,0.0774996901503023,20,0.7,1.05,1,2
"696","10","1",0.2,"n",0.0416666666666667,0.163669266512541,2.3,22.3,24,0.101598148942839,20,0.7,1.05,1,2
"697","7.1","2",0.416666666666667,"n",0.15625,0.0763502852143657,3.9,14.3,32,0.0511208310789488,20,0.7,1.05,1,2
"698","7.6","2",0.4,"n",0.117647058823529,0.0706081785128819,4.4,13.6,34,0.0523852108857954,20,0.7,1.05,1,2
"699","8.2","2",0.714285714285714,"n",0.192307692307692,0.132350032197697,2.7,18.7,26,0.0715144725738188,20,0.7,1.05,1,2
"700","8.8","2",0.666666666666667,"n",0.142857142857143,0.12191591640765,3.3,18.6,28,0.0774996901503023,20,0.7,1.05,1,2
"701","9.4","2",0.8,"n",0.133333333333333,0.108848489685984,3.6,17.8,30,0.0774996901503023,20,0.7,1.05,1,2
"702","10","2",0.8,"n",0.166666666666667,0.163669266512541,2.3,22.3,24,0.101598148942839,20,0.7,1.05,1,2
"703","7.1","0",0.55,"a",0.34375,0.0763502852143657,3.9,14.3,32,0.0511208310789488,20,0.7,1.05,1,2
"704","7.6","0",0.625,"a",0.441176470588235,0.0706081785128819,4.4,13.6,34,0.0523852108857954,20,0.7,1.05,1,2
"705","8.2","0",0.526315789473684,"a",0.384615384615385,0.132350032197697,2.7,18.7,26,0.0715144725738188,20,0.7,1.05,1,2
"706","8.8","0",0.636363636363636,"a",0.5,0.12191591640765,3.3,18.6,28,0.0774996901503023,20,0.7,1.05,1,2
"707","9.4","0",0.68,"a",0.566666666666667,0.108848489685984,3.6,17.8,30,0.0774996901503023,20,0.7,1.05,1,2
"708","10","0",0.526315789473684,"a",0.416666666666667,0.163669266512541,2.3,22.3,24,0.101598148942839,20,0.7,1.05,1,2
"709","7.1","1",0.15,"a",0.09375,0.0763502852143657,3.9,14.3,32,0.0511208310789488,20,0.7,1.05,1,2
"710","7.6","1",0.0833333333333333,"a",0.0588235294117647,0.0706081785128819,4.4,13.6,34,0.0523852108857954,20,0.7,1.05,1,2
"711","8.2","1",0.157894736842105,"a",0.115384615384615,0.132350032197697,2.7,18.7,26,0.0715144725738188,20,0.7,1.05,1,2
"712","8.8","1",0,"a",0,0.12191591640765,3.3,18.6,28,0.0774996901503023,20,0.7,1.05,1,2
"713","9.4","1",0,"a",0,0.108848489685984,3.6,17.8,30,0.0774996901503023,20,0.7,1.05,1,2
"714","10","1",0.105263157894737,"a",0.0833333333333333,0.163669266512541,2.3,22.3,24,0.101598148942839,20,0.7,1.05,1,2
"715","7.1","2",0.3,"a",0.1875,0.0763502852143657,3.9,14.3,32,0.0511208310789488,20,0.7,1.05,1,2
"716","7.6","2",0.291666666666667,"a",0.205882352941176,0.0706081785128819,4.4,13.6,34,0.0523852108857954,20,0.7,1.05,1,2
"717","8.2","2",0.315789473684211,"a",0.230769230769231,0.132350032197697,2.7,18.7,26,0.0715144725738188,20,0.7,1.05,1,2
"718","8.8","2",0.363636363636364,"a",0.285714285714286,0.12191591640765,3.3,18.6,28,0.0774996901503023,20,0.7,1.05,1,2
"719","9.4","2",0.32,"a",0.266666666666667,0.108848489685984,3.6,17.8,30,0.0774996901503023,20,0.7,1.05,1,2
"720","10","2",0.368421052631579,"a",0.291666666666667,0.163669266512541,2.3,22.3,24,0.101598148942839,20,0.7,1.05,1,2
"721","7.1","0",0.827586206896552,"n",0.406779661016949,0.0116593675670771,11.6,0,59,0.0292784425047416,21,0.5,1.05,1,2
"722","7.6","0",0.814814814814815,"n",0.372881355932203,0.0122374260534514,12,0,59,0.0317345116449229,21,0.5,1.05,1,2
"723","8.2","0",0.791666666666667,"n",0.322033898305085,0.0129853843589797,12.3,0,59,0.0343679834711716,21,0.5,1.05,1,2
"724","8.8","0",0.166666666666667,"n",0.0357142857142857,0.127937104752099,3.3,18.6,28,0.0774996901503023,21,0.5,1.05,1,2
"725","9.4","0",0.5,"n",0.193548387096774,0.0970304144775218,4.4,17.8,31,0.0831983826400026,21,0.5,1.05,1,2
"726","10","0",0.454545454545455,"n",0.185185185185185,0.130212092660402,3.5,21.1,27,0.101598148942839,21,0.5,1.05,1,2
"727","7.1","1",0.0344827586206897,"n",0.0169491525423729,0.0116593675670771,11.6,0,59,0.0292784425047416,21,0.5,1.05,1,2
"728","7.6","1",0.037037037037037,"n",0.0169491525423729,0.0122374260534514,12,0,59,0.0317345116449229,21,0.5,1.05,1,2
"729","8.2","1",0.0416666666666667,"n",0.0169491525423729,0.0129853843589797,12.3,0,59,0.0343679834711716,21,0.5,1.05,1,2
"730","8.8","1",0.166666666666667,"n",0.0357142857142857,0.127937104752099,3.3,18.6,28,0.0774996901503023,21,0.5,1.05,1,2
"731","9.4","1",0.166666666666667,"n",0.0645161290322581,0.0970304144775218,4.4,17.8,31,0.0831983826400026,21,0.5,1.05,1,2
"732","10","1",0.181818181818182,"n",0.0740740740740741,0.130212092660402,3.5,21.1,27,0.101598148942839,21,0.5,1.05,1,2
"733","7.1","2",0.137931034482759,"n",0.0677966101694915,0.0116593675670771,11.6,0,59,0.0292784425047416,21,0.5,1.05,1,2
"734","7.6","2",0.148148148148148,"n",0.0677966101694915,0.0122374260534514,12,0,59,0.0317345116449229,21,0.5,1.05,1,2
"735","8.2","2",0.166666666666667,"n",0.0677966101694915,0.0129853843589797,12.3,0,59,0.0343679834711716,21,0.5,1.05,1,2
"736","8.8","2",0.666666666666667,"n",0.142857142857143,0.127937104752099,3.3,18.6,28,0.0774996901503023,21,0.5,1.05,1,2
"737","9.4","2",0.333333333333333,"n",0.129032258064516,0.0970304144775218,4.4,17.8,31,0.0831983826400026,21,0.5,1.05,1,2
"738","10","2",0.363636363636364,"n",0.148148148148148,0.130212092660402,3.5,21.1,27,0.101598148942839,21,0.5,1.05,1,2
"739","7.1","0",0.733333333333333,"a",0.372881355932203,0.0116593675670771,11.6,0,59,0.0292784425047416,21,0.5,1.05,1,2
"740","7.6","0",0.75,"a",0.406779661016949,0.0122374260534514,12,0,59,0.0317345116449229,21,0.5,1.05,1,2
"741","8.2","0",0.771428571428571,"a",0.457627118644068,0.0129853843589797,12.3,0,59,0.0343679834711716,21,0.5,1.05,1,2
"742","8.8","0",0.636363636363636,"a",0.5,0.127937104752099,3.3,18.6,28,0.0774996901503023,21,0.5,1.05,1,2
"743","9.4","0",0.578947368421053,"a",0.354838709677419,0.0970304144775218,4.4,17.8,31,0.0831983826400026,21,0.5,1.05,1,2
"744","10","0",0.5,"a",0.296296296296296,0.130212092660402,3.5,21.1,27,0.101598148942839,21,0.5,1.05,1,2
"745","7.1","1",0,"a",0,0.0116593675670771,11.6,0,59,0.0292784425047416,21,0.5,1.05,1,2
"746","7.6","1",0,"a",0,0.0122374260534514,12,0,59,0.0317345116449229,21,0.5,1.05,1,2
"747","8.2","1",0,"a",0,0.0129853843589797,12.3,0,59,0.0343679834711716,21,0.5,1.05,1,2
"748","8.8","1",0,"a",0,0.127937104752099,3.3,18.6,28,0.0774996901503023,21,0.5,1.05,1,2
"749","9.4","1",0.0526315789473684,"a",0.032258064516129,0.0970304144775218,4.4,17.8,31,0.0831983826400026,21,0.5,1.05,1,2
"750","10","1",0.0625,"a",0.037037037037037,0.130212092660402,3.5,21.1,27,0.101598148942839,21,0.5,1.05,1,2
"751","7.1","2",0.266666666666667,"a",0.135593220338983,0.0116593675670771,11.6,0,59,0.0292784425047416,21,0.5,1.05,1,2
"752","7.6","2",0.25,"a",0.135593220338983,0.0122374260534514,12,0,59,0.0317345116449229,21,0.5,1.05,1,2
"753","8.2","2",0.228571428571429,"a",0.135593220338983,0.0129853843589797,12.3,0,59,0.0343679834711716,21,0.5,1.05,1,2
"754","8.8","2",0.363636363636364,"a",0.285714285714286,0.127937104752099,3.3,18.6,28,0.0774996901503023,21,0.5,1.05,1,2
"755","9.4","2",0.368421052631579,"a",0.225806451612903,0.0970304144775218,4.4,17.8,31,0.0831983826400026,21,0.5,1.05,1,2
"756","10","2",0.4375,"a",0.259259259259259,0.130212092660402,3.5,21.1,27,0.101598148942839,21,0.5,1.05,1,2
"757","7.1","0",0.783783783783784,"n",0.491525423728814,0.014920460115588,12,0,59,0.0303486580662567,22,0.3,1.05,1,2
"758","7.6","0",0.8,"n",0.542372881355932,0.0155670552491127,12.4,0,59,0.0328939486813033,22,0.3,1.05,1,2
"759","8.2","0",0.8,"n",0.542372881355932,0.0161965326045533,13,0,59,0.0365520804369974,22,0.3,1.05,1,2
"760","8.8","0",0.8,"n",0.542372881355932,0.0171165493519312,13.6,0,59,0.0402026954748194,22,0.3,1.05,1,2
"761","9.4","0",0.772727272727273,"n",0.576271186440678,0.0171399345958671,14.6,0,59,0.0464398185609622,22,0.3,1.05,1,2
"762","10","0",0.787234042553192,"n",0.627118644067797,0.0176113593824664,15.5,0,59,0.052570745139143,22,0.3,1.05,1,2
"763","7.1","1",0.027027027027027,"n",0.0169491525423729,0.014920460115588,12,0,59,0.0303486580662567,22,0.3,1.05,1,2
"764","7.6","1",0,"n",0,0.0155670552491127,12.4,0,59,0.0328939486813033,22,0.3,1.05,1,2
"765","8.2","1",0,"n",0,0.0161965326045533,13,0,59,0.0365520804369974,22,0.3,1.05,1,2
"766","8.8","1",0,"n",0,0.0171165493519312,13.6,0,59,0.0402026954748194,22,0.3,1.05,1,2
"767","9.4","1",0.0681818181818182,"n",0.0508474576271186,0.0171399345958671,14.6,0,59,0.0464398185609622,22,0.3,1.05,1,2
"768","10","1",0.0638297872340425,"n",0.0508474576271186,0.0176113593824664,15.5,0,59,0.052570745139143,22,0.3,1.05,1,2
"769","7.1","2",0.189189189189189,"n",0.11864406779661,0.014920460115588,12,0,59,0.0303486580662567,22,0.3,1.05,1,2
"770","7.6","2",0.2,"n",0.135593220338983,0.0155670552491127,12.4,0,59,0.0328939486813033,22,0.3,1.05,1,2
"771","8.2","2",0.2,"n",0.135593220338983,0.0161965326045533,13,0,59,0.0365520804369974,22,0.3,1.05,1,2
"772","8.8","2",0.2,"n",0.135593220338983,0.0171165493519312,13.6,0,59,0.0402026954748194,22,0.3,1.05,1,2
"773","9.4","2",0.159090909090909,"n",0.11864406779661,0.0171399345958671,14.6,0,59,0.0464398185609622,22,0.3,1.05,1,2
"774","10","2",0.148936170212766,"n",0.11864406779661,0.0176113593824664,15.5,0,59,0.052570745139143,22,0.3,1.05,1,2
"775","7.1","0",0.772727272727273,"a",0.288135593220339,0.014920460115588,12,0,59,0.0303486580662567,22,0.3,1.05,1,2
"776","7.6","0",0.736842105263158,"a",0.23728813559322,0.0155670552491127,12.4,0,59,0.0328939486813033,22,0.3,1.05,1,2
"777","8.2","0",0.736842105263158,"a",0.23728813559322,0.0161965326045533,13,0,59,0.0365520804369974,22,0.3,1.05,1,2
"778","8.8","0",0.736842105263158,"a",0.23728813559322,0.0171165493519312,13.6,0,59,0.0402026954748194,22,0.3,1.05,1,2
"779","9.4","0",0.733333333333333,"a",0.186440677966102,0.0171399345958671,14.6,0,59,0.0464398185609622,22,0.3,1.05,1,2
"780","10","0",0.666666666666667,"a",0.135593220338983,0.0176113593824664,15.5,0,59,0.052570745139143,22,0.3,1.05,1,2
"781","7.1","1",0,"a",0,0.014920460115588,12,0,59,0.0303486580662567,22,0.3,1.05,1,2
"782","7.6","1",0.0526315789473684,"a",0.0169491525423729,0.0155670552491127,12.4,0,59,0.0328939486813033,22,0.3,1.05,1,2
"783","8.2","1",0.0526315789473684,"a",0.0169491525423729,0.0161965326045533,13,0,59,0.0365520804369974,22,0.3,1.05,1,2
"784","8.8","1",0.0526315789473684,"a",0.0169491525423729,0.0171165493519312,13.6,0,59,0.0402026954748194,22,0.3,1.05,1,2
"785","9.4","1",0,"a",0,0.0171399345958671,14.6,0,59,0.0464398185609622,22,0.3,1.05,1,2
"786","10","1",0,"a",0,0.0176113593824664,15.5,0,59,0.052570745139143,22,0.3,1.05,1,2
"787","7.1","2",0.227272727272727,"a",0.0847457627118644,0.014920460115588,12,0,59,0.0303486580662567,22,0.3,1.05,1,2
"788","7.6","2",0.210526315789474,"a",0.0677966101694915,0.0155670552491127,12.4,0,59,0.0328939486813033,22,0.3,1.05,1,2
"789","8.2","2",0.210526315789474,"a",0.0677966101694915,0.0161965326045533,13,0,59,0.0365520804369974,22,0.3,1.05,1,2
"790","8.8","2",0.210526315789474,"a",0.0677966101694915,0.0171165493519312,13.6,0,59,0.0402026954748194,22,0.3,1.05,1,2
"791","9.4","2",0.266666666666667,"a",0.0677966101694915,0.0171399345958671,14.6,0,59,0.0464398185609622,22,0.3,1.05,1,2
