"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","param_value","param_name","baseline"
"34","11.4","0",0,"a",0,0.439026146876604,20,0,59,0.0814793185694562,0.1,"yn","null"
"35","12.8","0",0,"a",0,0.442013781076078,21.5,0,59,0.0990605016742904,0.1,"yn","null"
"36","14.3","0",0,"a",0,0.445016168629651,23.6,0,59,0.122187278749936,0.1,"yn","null"
"37","15.7","0",0,"a",0,0.448197794456877,25.3,0,59,0.143477884245153,0.1,"yn","null"
"38","17.1","0",0,"a",0,0.450052251610299,26.9,0,59,0.16382918458248,0.1,"yn","null"
"39","18.6","0",0,"a",0,0.452065353281174,28.6,0,59,0.18428688701505,0.1,"yn","null"
"40","20","0",0,"a",0,0.454171811518783,30.1,0,59,0.201045695779473,0.1,"yn","null"
"41","7.1","1",0,"a",0,0.421146172824716,13.8,0,59,0.0352156241968145,0.1,"yn","null"
"42","8.5","1",0,"a",0,0.429168190724552,15.8,0,59,0.047086836514185,0.1,"yn","null"
"43","10","1",0,"a",0,0.432042175860585,18.1,0,59,0.0638593362665621,0.1,"yn","null"
"44","11.4","1",0,"a",0,0.439026146876604,20,0,59,0.0814793185694562,0.1,"yn","null"
"45","12.8","1",0,"a",0,0.442013781076078,21.5,0,59,0.0990605016742904,0.1,"yn","null"
"46","14.3","1",0,"a",0,0.445016168629651,23.6,0,59,0.122187278749936,0.1,"yn","null"
"47","15.7","1",0,"a",0,0.448197794456877,25.3,0,59,0.143477884245153,0.1,"yn","null"
"48","17.1","1",0,"a",0,0.450052251610299,26.9,0,59,0.16382918458248,0.1,"yn","null"
"49","18.6","1",0,"a",0,0.452065353281174,28.6,0,59,0.18428688701505,0.1,"yn","null"
"50","20","1",0,"a",0,0.454171811518783,30.1,0,59,0.201045695779473,0.1,"yn","null"
"51","7.1","2",1,"a",0.0508474576271186,0.421146172824716,13.8,0,59,0.0352156241968145,0.1,"yn","null"
"52","8.5","2",1,"a",0.0508474576271186,0.429168190724552,15.8,0,59,0.047086836514185,0.1,"yn","null"
"53","10","2",1,"a",0.0508474576271186,0.432042175860585,18.1,0,59,0.0638593362665621,0.1,"yn","null"
"54","11.4","2",1,"a",0.0508474576271186,0.439026146876604,20,0,59,0.0814793185694562,0.1,"yn","null"
"55","12.8","2",1,"a",0.0508474576271186,0.442013781076078,21.5,0,59,0.0990605016742904,0.1,"yn","null"
"56","14.3","2",1,"a",0.0508474576271186,0.445016168629651,23.6,0,59,0.122187278749936,0.1,"yn","null"
"57","15.7","2",1,"a",0.0508474576271186,0.448197794456877,25.3,0,59,0.143477884245153,0.1,"yn","null"
"58","17.1","2",1,"a",0.0508474576271186,0.450052251610299,26.9,0,59,0.16382918458248,0.1,"yn","null"
"59","18.6","2",1,"a",0.0508474576271186,0.452065353281174,28.6,0,59,0.18428688701505,0.1,"yn","null"
"60","20","2",1,"a",0.0508474576271186,0.454171811518783,30.1,0,59,0.201045695779473,0.1,"yn","null"
"61","7.1","0",0.767857142857143,"n",0.728813559322034,0.135691712399531,13.8,0,59,0.0352156241968145,0.3,"yn","null"
"62","8.5","0",0.767857142857143,"n",0.728813559322034,0.141302126437599,15.8,0,59,0.047086836514185,0.3,"yn","null"
"63","10","0",0.767857142857143,"n",0.728813559322034,0.14601672992358,18,0,59,0.0633690505855558,0.3,"yn","null"
"64","11.4","0",0.767857142857143,"n",0.728813559322034,0.149089778301944,20,0,59,0.0814793185694562,0.3,"yn","null"
"65","12.8","0",0.767857142857143,"n",0.728813559322034,0.151538714450436,21.5,0,59,0.0990605016742904,0.3,"yn","null"
"66","14.3","0",0.767857142857143,"n",0.728813559322034,0.154016475493231,23.6,0,59,0.122187278749936,0.3,"yn","null"
"67","15.7","0",0.785714285714286,"n",0.745762711864407,0.157924890938737,25.2,0,59,0.142789982218231,0.3,"yn","null"
"68","17.1","0",0.785714285714286,"n",0.745762711864407,0.160208550688647,26.7,0,59,0.162498431717372,0.3,"yn","null"
"69","18.6","0",0.785714285714286,"n",0.745762711864407,0.161172636650818,28.5,0,59,0.183675664458443,0.3,"yn","null"
"70","20","0",0.785714285714286,"n",0.745762711864407,0.163428622541045,29.9,0,59,0.199953729476274,0.3,"yn","null"
"71","7.1","1",0.125,"n",0.11864406779661,0.135691712399531,13.8,0,59,0.0352156241968145,0.3,"yn","null"
"72","8.5","1",0.125,"n",0.11864406779661,0.141302126437599,15.8,0,59,0.047086836514185,0.3,"yn","null"
"73","10","1",0.125,"n",0.11864406779661,0.14601672992358,18,0,59,0.0633690505855558,0.3,"yn","null"
"74","11.4","1",0.125,"n",0.11864406779661,0.149089778301944,20,0,59,0.0814793185694562,0.3,"yn","null"
"75","12.8","1",0.125,"n",0.11864406779661,0.151538714450436,21.5,0,59,0.0990605016742904,0.3,"yn","null"
"76","14.3","1",0.125,"n",0.11864406779661,0.154016475493231,23.6,0,59,0.122187278749936,0.3,"yn","null"
"77","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.157924890938737,25.2,0,59,0.142789982218231,0.3,"yn","null"
"78","17.1","1",0.0892857142857143,"n",0.0847457627118644,0.160208550688647,26.7,0,59,0.162498431717372,0.3,"yn","null"
"79","18.6","1",0.0892857142857143,"n",0.0847457627118644,0.161172636650818,28.5,0,59,0.183675664458443,0.3,"yn","null"
"80","20","1",0.0892857142857143,"n",0.0847457627118644,0.163428622541045,29.9,0,59,0.199953729476274,0.3,"yn","null"
"81","7.1","2",0.107142857142857,"n",0.101694915254237,0.135691712399531,13.8,0,59,0.0352156241968145,0.3,"yn","null"
"82","8.5","2",0.107142857142857,"n",0.101694915254237,0.141302126437599,15.8,0,59,0.047086836514185,0.3,"yn","null"
"83","10","2",0.107142857142857,"n",0.101694915254237,0.14601672992358,18,0,59,0.0633690505855558,0.3,"yn","null"
"84","11.4","2",0.107142857142857,"n",0.101694915254237,0.149089778301944,20,0,59,0.0814793185694562,0.3,"yn","null"
"85","12.8","2",0.107142857142857,"n",0.101694915254237,0.151538714450436,21.5,0,59,0.0990605016742904,0.3,"yn","null"
"86","14.3","2",0.107142857142857,"n",0.101694915254237,0.154016475493231,23.6,0,59,0.122187278749936,0.3,"yn","null"
"87","15.7","2",0.125,"n",0.11864406779661,0.157924890938737,25.2,0,59,0.142789982218231,0.3,"yn","null"
"88","17.1","2",0.125,"n",0.11864406779661,0.160208550688647,26.7,0,59,0.162498431717372,0.3,"yn","null"
"89","18.6","2",0.125,"n",0.11864406779661,0.161172636650818,28.5,0,59,0.183675664458443,0.3,"yn","null"
"90","20","2",0.125,"n",0.11864406779661,0.163428622541045,29.9,0,59,0.199953729476274,0.3,"yn","null"
"91","7.1","0",0,"a",0,0.135691712399531,13.8,0,59,0.0352156241968145,0.3,"yn","null"
"92","8.5","0",0,"a",0,0.141302126437599,15.8,0,59,0.047086836514185,0.3,"yn","null"
"93","10","0",0,"a",0,0.14601672992358,18,0,59,0.0633690505855558,0.3,"yn","null"
"94","11.4","0",0,"a",0,0.149089778301944,20,0,59,0.0814793185694562,0.3,"yn","null"
"95","12.8","0",0,"a",0,0.151538714450436,21.5,0,59,0.0990605016742904,0.3,"yn","null"
"96","14.3","0",0,"a",0,0.154016475493231,23.6,0,59,0.122187278749936,0.3,"yn","null"
"97","15.7","0",0,"a",0,0.157924890938737,25.2,0,59,0.142789982218231,0.3,"yn","null"
"98","17.1","0",0,"a",0,0.160208550688647,26.7,0,59,0.162498431717372,0.3,"yn","null"
"99","18.6","0",0,"a",0,0.161172636650818,28.5,0,59,0.183675664458443,0.3,"yn","null"
"100","20","0",0,"a",0,0.163428622541045,29.9,0,59,0.199953729476274,0.3,"yn","null"
"101","7.1","1",0,"a",0,0.135691712399531,13.8,0,59,0.0352156241968145,0.3,"yn","null"
"102","8.5","1",0,"a",0,0.141302126437599,15.8,0,59,0.047086836514185,0.3,"yn","null"
"103","10","1",0,"a",0,0.14601672992358,18,0,59,0.0633690505855558,0.3,"yn","null"
"104","11.4","1",0,"a",0,0.149089778301944,20,0,59,0.0814793185694562,0.3,"yn","null"
"105","12.8","1",0,"a",0,0.151538714450436,21.5,0,59,0.0990605016742904,0.3,"yn","null"
"106","14.3","1",0,"a",0,0.154016475493231,23.6,0,59,0.122187278749936,0.3,"yn","null"
"107","15.7","1",0,"a",0,0.157924890938737,25.2,0,59,0.142789982218231,0.3,"yn","null"
"108","17.1","1",0,"a",0,0.160208550688647,26.7,0,59,0.162498431717372,0.3,"yn","null"
"109","18.6","1",0,"a",0,0.161172636650818,28.5,0,59,0.183675664458443,0.3,"yn","null"
"110","20","1",0,"a",0,0.163428622541045,29.9,0,59,0.199953729476274,0.3,"yn","null"
"111","7.1","2",1,"a",0.0508474576271186,0.135691712399531,13.8,0,59,0.0352156241968145,0.3,"yn","null"
"112","8.5","2",1,"a",0.0508474576271186,0.141302126437599,15.8,0,59,0.047086836514185,0.3,"yn","null"
"113","10","2",1,"a",0.0508474576271186,0.14601672992358,18,0,59,0.0633690505855558,0.3,"yn","null"
"114","11.4","2",1,"a",0.0508474576271186,0.149089778301944,20,0,59,0.0814793185694562,0.3,"yn","null"
"115","12.8","2",1,"a",0.0508474576271186,0.151538714450436,21.5,0,59,0.0990605016742904,0.3,"yn","null"
"116","14.3","2",1,"a",0.0508474576271186,0.154016475493231,23.6,0,59,0.122187278749936,0.3,"yn","null"
"117","15.7","2",1,"a",0.0508474576271186,0.157924890938737,25.2,0,59,0.142789982218231,0.3,"yn","null"
"118","17.1","2",1,"a",0.0508474576271186,0.160208550688647,26.7,0,59,0.162498431717372,0.3,"yn","null"
"119","18.6","2",1,"a",0.0508474576271186,0.161172636650818,28.5,0,59,0.183675664458443,0.3,"yn","null"
"120","20","2",1,"a",0.0508474576271186,0.163428622541045,29.9,0,59,0.199953729476274,0.3,"yn","null"
"121","7.1","0",0.785714285714286,"n",0.745762711864407,0.0442278996728273,13.7,0,59,0.0349084072751828,0.5,"yn","null"
"122","8.5","0",0.767857142857143,"n",0.728813559322034,0.0465232311418016,15.8,0,59,0.047086836514185,0.5,"yn","null"
"123","10","0",0.767857142857143,"n",0.728813559322034,0.0489913830727759,18,0,59,0.0633690505855558,0.5,"yn","null"
"124","11.4","0",0.785714285714286,"n",0.745762711864407,0.0514545539715615,19.8,0,59,0.0803346637444829,0.5,"yn","null"
"125","12.8","0",0.785714285714286,"n",0.745762711864407,0.0528223957220694,21.3,0,59,0.0977939196881498,0.5,"yn","null"
"126","14.3","0",0.785714285714286,"n",0.745762711864407,0.0541946047476535,23.4,0,59,0.120828110653099,0.5,"yn","null"
"127","15.7","0",0.785714285714286,"n",0.745762711864407,0.055516758410421,25.2,0,59,0.142789982218231,0.5,"yn","null"
"128","17.1","0",0.785714285714286,"n",0.745762711864407,0.0567456308165525,26.7,0,59,0.162498431717372,0.5,"yn","null"
"129","18.6","0",0.785714285714286,"n",0.745762711864407,0.0573293193432217,28.5,0,59,0.183675664458443,0.5,"yn","null"
"130","20","0",0.785714285714286,"n",0.745762711864407,0.0588031501780244,29.8,0,59,0.199404034954092,0.5,"yn","null"
"131","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0442278996728273,13.7,0,59,0.0349084072751828,0.5,"yn","null"
"132","8.5","1",0.125,"n",0.11864406779661,0.0465232311418016,15.8,0,59,0.047086836514185,0.5,"yn","null"
"133","10","1",0.125,"n",0.11864406779661,0.0489913830727759,18,0,59,0.0633690505855558,0.5,"yn","null"
"134","11.4","1",0.0892857142857143,"n",0.0847457627118644,0.0514545539715615,19.8,0,59,0.0803346637444829,0.5,"yn","null"
"135","12.8","1",0.0892857142857143,"n",0.0847457627118644,0.0528223957220694,21.3,0,59,0.0977939196881498,0.5,"yn","null"
"136","14.3","1",0.0892857142857143,"n",0.0847457627118644,0.0541946047476535,23.4,0,59,0.120828110653099,0.5,"yn","null"
"137","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.055516758410421,25.2,0,59,0.142789982218231,0.5,"yn","null"
"138","17.1","1",0.0892857142857143,"n",0.0847457627118644,0.0567456308165525,26.7,0,59,0.162498431717372,0.5,"yn","null"
"139","18.6","1",0.0892857142857143,"n",0.0847457627118644,0.0573293193432217,28.5,0,59,0.183675664458443,0.5,"yn","null"
"140","20","1",0.0892857142857143,"n",0.0847457627118644,0.0588031501780244,29.8,0,59,0.199404034954092,0.5,"yn","null"
"141","7.1","2",0.125,"n",0.11864406779661,0.0442278996728273,13.7,0,59,0.0349084072751828,0.5,"yn","null"
"142","8.5","2",0.107142857142857,"n",0.101694915254237,0.0465232311418016,15.8,0,59,0.047086836514185,0.5,"yn","null"
"143","10","2",0.107142857142857,"n",0.101694915254237,0.0489913830727759,18,0,59,0.0633690505855558,0.5,"yn","null"
"144","11.4","2",0.125,"n",0.11864406779661,0.0514545539715615,19.8,0,59,0.0803346637444829,0.5,"yn","null"
"145","12.8","2",0.125,"n",0.11864406779661,0.0528223957220694,21.3,0,59,0.0977939196881498,0.5,"yn","null"
"146","14.3","2",0.125,"n",0.11864406779661,0.0541946047476535,23.4,0,59,0.120828110653099,0.5,"yn","null"
"147","15.7","2",0.125,"n",0.11864406779661,0.055516758410421,25.2,0,59,0.142789982218231,0.5,"yn","null"
"148","17.1","2",0.125,"n",0.11864406779661,0.0567456308165525,26.7,0,59,0.162498431717372,0.5,"yn","null"
"149","18.6","2",0.125,"n",0.11864406779661,0.0573293193432217,28.5,0,59,0.183675664458443,0.5,"yn","null"
"150","20","2",0.125,"n",0.11864406779661,0.0588031501780244,29.8,0,59,0.199404034954092,0.5,"yn","null"
"151","7.1","0",0,"a",0,0.0442278996728273,13.7,0,59,0.0349084072751828,0.5,"yn","null"
"152","8.5","0",0,"a",0,0.0465232311418016,15.8,0,59,0.047086836514185,0.5,"yn","null"
"153","10","0",0,"a",0,0.0489913830727759,18,0,59,0.0633690505855558,0.5,"yn","null"
"154","11.4","0",0,"a",0,0.0514545539715615,19.8,0,59,0.0803346637444829,0.5,"yn","null"
"155","12.8","0",0,"a",0,0.0528223957220694,21.3,0,59,0.0977939196881498,0.5,"yn","null"
"156","14.3","0",0,"a",0,0.0541946047476535,23.4,0,59,0.120828110653099,0.5,"yn","null"
"157","15.7","0",0,"a",0,0.055516758410421,25.2,0,59,0.142789982218231,0.5,"yn","null"
"158","17.1","0",0,"a",0,0.0567456308165525,26.7,0,59,0.162498431717372,0.5,"yn","null"
"159","18.6","0",0,"a",0,0.0573293193432217,28.5,0,59,0.183675664458443,0.5,"yn","null"
"160","20","0",0,"a",0,0.0588031501780244,29.8,0,59,0.199404034954092,0.5,"yn","null"
"161","7.1","1",0,"a",0,0.0442278996728273,13.7,0,59,0.0349084072751828,0.5,"yn","null"
"162","8.5","1",0,"a",0,0.0465232311418016,15.8,0,59,0.047086836514185,0.5,"yn","null"
"163","10","1",0,"a",0,0.0489913830727759,18,0,59,0.0633690505855558,0.5,"yn","null"
"164","11.4","1",0,"a",0,0.0514545539715615,19.8,0,59,0.0803346637444829,0.5,"yn","null"
"165","12.8","1",0,"a",0,0.0528223957220694,21.3,0,59,0.0977939196881498,0.5,"yn","null"
"166","14.3","1",0,"a",0,0.0541946047476535,23.4,0,59,0.120828110653099,0.5,"yn","null"
"167","15.7","1",0,"a",0,0.055516758410421,25.2,0,59,0.142789982218231,0.5,"yn","null"
"168","17.1","1",0,"a",0,0.0567456308165525,26.7,0,59,0.162498431717372,0.5,"yn","null"
"169","18.6","1",0,"a",0,0.0573293193432217,28.5,0,59,0.183675664458443,0.5,"yn","null"
"170","20","1",0,"a",0,0.0588031501780244,29.8,0,59,0.199404034954092,0.5,"yn","null"
"171","7.1","2",1,"a",0.0508474576271186,0.0442278996728273,13.7,0,59,0.0349084072751828,0.5,"yn","null"
"172","8.5","2",1,"a",0.0508474576271186,0.0465232311418016,15.8,0,59,0.047086836514185,0.5,"yn","null"
"173","10","2",1,"a",0.0508474576271186,0.0489913830727759,18,0,59,0.0633690505855558,0.5,"yn","null"
"174","11.4","2",1,"a",0.0508474576271186,0.0514545539715615,19.8,0,59,0.0803346637444829,0.5,"yn","null"
"175","12.8","2",1,"a",0.0508474576271186,0.0528223957220694,21.3,0,59,0.0977939196881498,0.5,"yn","null"
"176","14.3","2",1,"a",0.0508474576271186,0.0541946047476535,23.4,0,59,0.120828110653099,0.5,"yn","null"
"177","15.7","2",1,"a",0.0508474576271186,0.055516758410421,25.2,0,59,0.142789982218231,0.5,"yn","null"
"178","17.1","2",1,"a",0.0508474576271186,0.0567456308165525,26.7,0,59,0.162498431717372,0.5,"yn","null"
"179","18.6","2",1,"a",0.0508474576271186,0.0573293193432217,28.5,0,59,0.183675664458443,0.5,"yn","null"
"180","20","2",1,"a",0.0508474576271186,0.0588031501780244,29.8,0,59,0.199404034954092,0.5,"yn","null"
"181","7.1","0",0.785714285714286,"n",0.745762711864407,0.0143168010922565,13.7,0,59,0.0349084072751828,0.7,"yn","null"
"182","8.5","0",0.767857142857143,"n",0.728813559322034,0.0153176112096893,15.8,0,59,0.047086836514185,0.7,"yn","null"
"183","10","0",0.785714285714286,"n",0.745762711864407,0.0167263582985806,17.8,0,59,0.0623963904060571,0.7,"yn","null"
"184","11.4","0",0.785714285714286,"n",0.745762711864407,0.0175877116524368,19.8,0,59,0.0803346637444829,0.7,"yn","null"
"185","12.8","0",0.785714285714286,"n",0.745762711864407,0.0182309070941382,21.3,0,59,0.0977939196881498,0.7,"yn","null"
"186","14.3","0",0.785714285714286,"n",0.745762711864407,0.0188818742339865,23.4,0,59,0.120828110653099,0.7,"yn","null"
"187","15.7","0",0.785714285714286,"n",0.745762711864407,0.0196130578705748,25.1,0,59,0.14210182265998,0.7,"yn","null"
"188","17.1","0",0.785714285714286,"n",0.745762711864407,0.0201995820630244,26.6,0,59,0.16183123953904,0.7,"yn","null"
"189","18.6","0",0.785714285714286,"n",0.745762711864407,0.0203921144721212,28.5,0,59,0.183675664458443,0.7,"yn","null"
"190","20","0",0.785714285714286,"n",0.745762711864407,0.0211014084018093,29.8,0,59,0.199404034954092,0.7,"yn","null"
"191","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0143168010922565,13.7,0,59,0.0349084072751828,0.7,"yn","null"
"192","8.5","1",0.125,"n",0.11864406779661,0.0153176112096893,15.8,0,59,0.047086836514185,0.7,"yn","null"
"193","10","1",0.0892857142857143,"n",0.0847457627118644,0.0167263582985806,17.8,0,59,0.0623963904060571,0.7,"yn","null"
"194","11.4","1",0.0892857142857143,"n",0.0847457627118644,0.0175877116524368,19.8,0,59,0.0803346637444829,0.7,"yn","null"
"195","12.8","1",0.0892857142857143,"n",0.0847457627118644,0.0182309070941382,21.3,0,59,0.0977939196881498,0.7,"yn","null"
"196","14.3","1",0.0892857142857143,"n",0.0847457627118644,0.0188818742339865,23.4,0,59,0.120828110653099,0.7,"yn","null"
"197","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.0196130578705748,25.1,0,59,0.14210182265998,0.7,"yn","null"
"198","17.1","1",0.0892857142857143,"n",0.0847457627118644,0.0201995820630244,26.6,0,59,0.16183123953904,0.7,"yn","null"
"199","18.6","1",0.0892857142857143,"n",0.0847457627118644,0.0203921144721212,28.5,0,59,0.183675664458443,0.7,"yn","null"
"200","20","1",0.0892857142857143,"n",0.0847457627118644,0.0211014084018093,29.8,0,59,0.199404034954092,0.7,"yn","null"
"201","7.1","2",0.125,"n",0.11864406779661,0.0143168010922565,13.7,0,59,0.0349084072751828,0.7,"yn","null"
"202","8.5","2",0.107142857142857,"n",0.101694915254237,0.0153176112096893,15.8,0,59,0.047086836514185,0.7,"yn","null"
"203","10","2",0.125,"n",0.11864406779661,0.0167263582985806,17.8,0,59,0.0623963904060571,0.7,"yn","null"
"204","11.4","2",0.125,"n",0.11864406779661,0.0175877116524368,19.8,0,59,0.0803346637444829,0.7,"yn","null"
"205","12.8","2",0.125,"n",0.11864406779661,0.0182309070941382,21.3,0,59,0.0977939196881498,0.7,"yn","null"
"206","14.3","2",0.125,"n",0.11864406779661,0.0188818742339865,23.4,0,59,0.120828110653099,0.7,"yn","null"
"207","15.7","2",0.125,"n",0.11864406779661,0.0196130578705748,25.1,0,59,0.14210182265998,0.7,"yn","null"
"208","17.1","2",0.125,"n",0.11864406779661,0.0201995820630244,26.6,0,59,0.16183123953904,0.7,"yn","null"
"209","18.6","2",0.125,"n",0.11864406779661,0.0203921144721212,28.5,0,59,0.183675664458443,0.7,"yn","null"
"210","20","2",0.125,"n",0.11864406779661,0.0211014084018093,29.8,0,59,0.199404034954092,0.7,"yn","null"
"211","7.1","0",0,"a",0,0.0143168010922565,13.7,0,59,0.0349084072751828,0.7,"yn","null"
"212","8.5","0",0,"a",0,0.0153176112096893,15.8,0,59,0.047086836514185,0.7,"yn","null"
"213","10","0",0,"a",0,0.0167263582985806,17.8,0,59,0.0623963904060571,0.7,"yn","null"
"214","11.4","0",0,"a",0,0.0175877116524368,19.8,0,59,0.0803346637444829,0.7,"yn","null"
"215","12.8","0",0,"a",0,0.0182309070941382,21.3,0,59,0.0977939196881498,0.7,"yn","null"
"216","14.3","0",0,"a",0,0.0188818742339865,23.4,0,59,0.120828110653099,0.7,"yn","null"
"217","15.7","0",0,"a",0,0.0196130578705748,25.1,0,59,0.14210182265998,0.7,"yn","null"
"218","17.1","0",0,"a",0,0.0201995820630244,26.6,0,59,0.16183123953904,0.7,"yn","null"
"219","18.6","0",0,"a",0,0.0203921144721212,28.5,0,59,0.183675664458443,0.7,"yn","null"
"220","20","0",0,"a",0,0.0211014084018093,29.8,0,59,0.199404034954092,0.7,"yn","null"
"221","7.1","1",0,"a",0,0.0143168010922565,13.7,0,59,0.0349084072751828,0.7,"yn","null"
"222","8.5","1",0,"a",0,0.0153176112096893,15.8,0,59,0.047086836514185,0.7,"yn","null"
"223","10","1",0,"a",0,0.0167263582985806,17.8,0,59,0.0623963904060571,0.7,"yn","null"
"224","11.4","1",0,"a",0,0.0175877116524368,19.8,0,59,0.0803346637444829,0.7,"yn","null"
"225","12.8","1",0,"a",0,0.0182309070941382,21.3,0,59,0.0977939196881498,0.7,"yn","null"
"226","14.3","1",0,"a",0,0.0188818742339865,23.4,0,59,0.120828110653099,0.7,"yn","null"
"227","15.7","1",0,"a",0,0.0196130578705748,25.1,0,59,0.14210182265998,0.7,"yn","null"
"228","17.1","1",0,"a",0,0.0201995820630244,26.6,0,59,0.16183123953904,0.7,"yn","null"
"229","18.6","1",0,"a",0,0.0203921144721212,28.5,0,59,0.183675664458443,0.7,"yn","null"
"230","20","1",0,"a",0,0.0211014084018093,29.8,0,59,0.199404034954092,0.7,"yn","null"
"231","7.1","2",1,"a",0.0508474576271186,0.0143168010922565,13.7,0,59,0.0349084072751828,0.7,"yn","null"
"232","8.5","2",1,"a",0.0508474576271186,0.0153176112096893,15.8,0,59,0.047086836514185,0.7,"yn","null"
"233","10","2",1,"a",0.0508474576271186,0.0167263582985806,17.8,0,59,0.0623963904060571,0.7,"yn","null"
"234","11.4","2",1,"a",0.0508474576271186,0.0175877116524368,19.8,0,59,0.0803346637444829,0.7,"yn","null"
"235","12.8","2",1,"a",0.0508474576271186,0.0182309070941382,21.3,0,59,0.0977939196881498,0.7,"yn","null"
"236","14.3","2",1,"a",0.0508474576271186,0.0188818742339865,23.4,0,59,0.120828110653099,0.7,"yn","null"
"237","15.7","2",1,"a",0.0508474576271186,0.0196130578705748,25.1,0,59,0.14210182265998,0.7,"yn","null"
"238","17.1","2",1,"a",0.0508474576271186,0.0201995820630244,26.6,0,59,0.16183123953904,0.7,"yn","null"
"239","18.6","2",1,"a",0.0508474576271186,0.0203921144721212,28.5,0,59,0.183675664458443,0.7,"yn","null"
