"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_index"
"56","14.3","2",0.8,"a",0.0677966101694915,0.0343583964093816,27.7,0,59,0.153067915689796,1
"57","15.7","2",0.8,"a",0.0677966101694915,0.036079842004444,30,0,59,0.174134342905165,1
"58","17.1","2",0.8,"a",0.0677966101694915,0.0380748604571096,31.8,0,59,0.193084725383634,1
"59","18.6","2",0.8,"a",0.0677966101694915,0.0394613277264204,34.2,0,59,0.214145690938323,1
"60","20","2",0.8,"a",0.0677966101694915,0.0406496562355771,37,0,59,0.227244437514032,1
"61","7.1","0",0.818181818181818,"n",0.76271186440678,0.015129765379879,16.5,0,59,0.0449016013725094,2
"62","8.5","0",0.851851851851852,"n",0.779661016949153,0.0173154812084386,18.8,0,59,0.0592716461612538,2
"63","10","0",0.851851851851852,"n",0.779661016949153,0.0189736396956965,21,0,59,0.0806975207271143,2
"64","11.4","0",0.818181818181818,"n",0.76271186440678,0.0197686070413037,23.7,0,59,0.103508496000907,2
"65","12.8","0",0.851851851851852,"n",0.779661016949153,0.0213029966318244,25.8,0,59,0.128296747220843,2
"66","14.3","0",0.851851851851852,"n",0.779661016949153,0.0222766991255704,27.7,0,59,0.153067915689796,2
"67","15.7","0",0.851851851851852,"n",0.779661016949153,0.0233932358015963,30,0,59,0.174134342905165,2
"68","17.1","0",0.851851851851852,"n",0.779661016949153,0.0246872390592053,31.8,0,59,0.193084725383634,2
"69","18.6","0",0.851851851851852,"n",0.779661016949153,0.025586559410289,34.2,0,59,0.214145690938323,2
"70","20","0",0.851851851851852,"n",0.779661016949153,0.0263573543775781,37,0,59,0.227244437514032,2
"71","7.1","1",0.0363636363636364,"n",0.0338983050847458,0.015129765379879,16.5,0,59,0.0449016013725094,2
"72","8.5","1",0,"n",0,0.0173154812084386,18.8,0,59,0.0592716461612538,2
"73","10","1",0,"n",0,0.0189736396956965,21,0,59,0.0806975207271143,2
"74","11.4","1",0.0363636363636364,"n",0.0338983050847458,0.0197686070413037,23.7,0,59,0.103508496000907,2
"75","12.8","1",0.0185185185185185,"n",0.0169491525423729,0.0213029966318244,25.8,0,59,0.128296747220843,2
"76","14.3","1",0,"n",0,0.0222766991255704,27.7,0,59,0.153067915689796,2
"77","15.7","1",0,"n",0,0.0233932358015963,30,0,59,0.174134342905165,2
"78","17.1","1",0,"n",0,0.0246872390592053,31.8,0,59,0.193084725383634,2
"79","18.6","1",0,"n",0,0.025586559410289,34.2,0,59,0.214145690938323,2
"80","20","1",0,"n",0,0.0263573543775781,37,0,59,0.227244437514032,2
"81","7.1","2",0.145454545454545,"n",0.135593220338983,0.015129765379879,16.5,0,59,0.0449016013725094,2
"82","8.5","2",0.148148148148148,"n",0.135593220338983,0.0173154812084386,18.8,0,59,0.0592716461612538,2
"83","10","2",0.148148148148148,"n",0.135593220338983,0.0189736396956965,21,0,59,0.0806975207271143,2
"84","11.4","2",0.145454545454545,"n",0.135593220338983,0.0197686070413037,23.7,0,59,0.103508496000907,2
"85","12.8","2",0.12962962962963,"n",0.11864406779661,0.0213029966318244,25.8,0,59,0.128296747220843,2
"86","14.3","2",0.148148148148148,"n",0.135593220338983,0.0222766991255704,27.7,0,59,0.153067915689796,2
"87","15.7","2",0.148148148148148,"n",0.135593220338983,0.0233932358015963,30,0,59,0.174134342905165,2
"88","17.1","2",0.148148148148148,"n",0.135593220338983,0.0246872390592053,31.8,0,59,0.193084725383634,2
"89","18.6","2",0.148148148148148,"n",0.135593220338983,0.025586559410289,34.2,0,59,0.214145690938323,2
"90","20","2",0.148148148148148,"n",0.135593220338983,0.0263573543775781,37,0,59,0.227244437514032,2
"91","7.1","0",0,"a",0,0.015129765379879,16.5,0,59,0.0449016013725094,2
"92","8.5","0",0,"a",0,0.0173154812084386,18.8,0,59,0.0592716461612538,2
"93","10","0",0,"a",0,0.0189736396956965,21,0,59,0.0806975207271143,2
"94","11.4","0",0,"a",0,0.0197686070413037,23.7,0,59,0.103508496000907,2
"95","12.8","0",0,"a",0,0.0213029966318244,25.8,0,59,0.128296747220843,2
"96","14.3","0",0,"a",0,0.0222766991255704,27.7,0,59,0.153067915689796,2
"97","15.7","0",0,"a",0,0.0233932358015963,30,0,59,0.174134342905165,2
"98","17.1","0",0,"a",0,0.0246872390592053,31.8,0,59,0.193084725383634,2
"99","18.6","0",0,"a",0,0.025586559410289,34.2,0,59,0.214145690938323,2
"100","20","0",0,"a",0,0.0263573543775781,37,0,59,0.227244437514032,2
"101","7.1","1",0.25,"a",0.0169491525423729,0.015129765379879,16.5,0,59,0.0449016013725094,2
"102","8.5","1",0.2,"a",0.0169491525423729,0.0173154812084386,18.8,0,59,0.0592716461612538,2
"103","10","1",0.2,"a",0.0169491525423729,0.0189736396956965,21,0,59,0.0806975207271143,2
"104","11.4","1",0.25,"a",0.0169491525423729,0.0197686070413037,23.7,0,59,0.103508496000907,2
"105","12.8","1",0,"a",0,0.0213029966318244,25.8,0,59,0.128296747220843,2
"106","14.3","1",0.2,"a",0.0169491525423729,0.0222766991255704,27.7,0,59,0.153067915689796,2
"107","15.7","1",0.2,"a",0.0169491525423729,0.0233932358015963,30,0,59,0.174134342905165,2
"108","17.1","1",0.2,"a",0.0169491525423729,0.0246872390592053,31.8,0,59,0.193084725383634,2
"109","18.6","1",0.2,"a",0.0169491525423729,0.025586559410289,34.2,0,59,0.214145690938323,2
"110","20","1",0.2,"a",0.0169491525423729,0.0263573543775781,37,0,59,0.227244437514032,2
"111","7.1","2",0.75,"a",0.0508474576271186,0.015129765379879,16.5,0,59,0.0449016013725094,2
"112","8.5","2",0.8,"a",0.0677966101694915,0.0173154812084386,18.8,0,59,0.0592716461612538,2
"113","10","2",0.8,"a",0.0677966101694915,0.0189736396956965,21,0,59,0.0806975207271143,2
"114","11.4","2",0.75,"a",0.0508474576271186,0.0197686070413037,23.7,0,59,0.103508496000907,2
"115","12.8","2",1,"a",0.0847457627118644,0.0213029966318244,25.8,0,59,0.128296747220843,2
"116","14.3","2",0.8,"a",0.0677966101694915,0.0222766991255704,27.7,0,59,0.153067915689796,2
"117","15.7","2",0.8,"a",0.0677966101694915,0.0233932358015963,30,0,59,0.174134342905165,2
"118","17.1","2",0.8,"a",0.0677966101694915,0.0246872390592053,31.8,0,59,0.193084725383634,2
"119","18.6","2",0.8,"a",0.0677966101694915,0.025586559410289,34.2,0,59,0.214145690938323,2
"120","20","2",0.8,"a",0.0677966101694915,0.0263573543775781,37,0,59,0.227244437514032,2
"121","7.1","0",0.851851851851852,"n",0.779661016949153,0.0100088224882691,16,0,59,0.0437793573012875,3
"122","8.5","0",0.851851851851852,"n",0.779661016949153,0.0112236753946591,18.8,0,59,0.0592716461612538,3
"123","10","0",0.851851851851852,"n",0.779661016949153,0.0122988943288426,21,0,59,0.0806975207271143,3
"124","11.4","0",0.851851851851852,"n",0.779661016949153,0.0130749412693919,23.2,0,59,0.100909395260873,3
"125","12.8","0",0.851851851851852,"n",0.779661016949153,0.0138093714017588,25.8,0,59,0.128296747220843,3
"126","14.3","0",0.851851851851852,"n",0.779661016949153,0.0144408667892033,27.7,0,59,0.153067915689796,3
"127","15.7","0",0.851851851851852,"n",0.779661016949153,0.0151649312422376,30,0,59,0.174134342905165,3
"128","17.1","0",0.851851851851852,"n",0.779661016949153,0.0160040981915757,31.8,0,59,0.193084725383634,3
"129","18.6","0",0.851851851851852,"n",0.779661016949153,0.0165873334571683,34.2,0,59,0.214145690938323,3
"130","20","0",0.851851851851852,"n",0.779661016949153,0.0170872134823506,37,0,59,0.227244437514032,3
"131","7.1","1",0,"n",0,0.0100088224882691,16,0,59,0.0437793573012875,3
"132","8.5","1",0,"n",0,0.0112236753946591,18.8,0,59,0.0592716461612538,3
"133","10","1",0,"n",0,0.0122988943288426,21,0,59,0.0806975207271143,3
"134","11.4","1",0,"n",0,0.0130749412693919,23.2,0,59,0.100909395260873,3
"135","12.8","1",0.0185185185185185,"n",0.0169491525423729,0.0138093714017588,25.8,0,59,0.128296747220843,3
"136","14.3","1",0,"n",0,0.0144408667892033,27.7,0,59,0.153067915689796,3
"137","15.7","1",0,"n",0,0.0151649312422376,30,0,59,0.174134342905165,3
"138","17.1","1",0,"n",0,0.0160040981915757,31.8,0,59,0.193084725383634,3
"139","18.6","1",0,"n",0,0.0165873334571683,34.2,0,59,0.214145690938323,3
"140","20","1",0,"n",0,0.0170872134823506,37,0,59,0.227244437514032,3
"141","7.1","2",0.148148148148148,"n",0.135593220338983,0.0100088224882691,16,0,59,0.0437793573012875,3
"142","8.5","2",0.148148148148148,"n",0.135593220338983,0.0112236753946591,18.8,0,59,0.0592716461612538,3
"143","10","2",0.148148148148148,"n",0.135593220338983,0.0122988943288426,21,0,59,0.0806975207271143,3
"144","11.4","2",0.148148148148148,"n",0.135593220338983,0.0130749412693919,23.2,0,59,0.100909395260873,3
"145","12.8","2",0.12962962962963,"n",0.11864406779661,0.0138093714017588,25.8,0,59,0.128296747220843,3
"146","14.3","2",0.148148148148148,"n",0.135593220338983,0.0144408667892033,27.7,0,59,0.153067915689796,3
"147","15.7","2",0.148148148148148,"n",0.135593220338983,0.0151649312422376,30,0,59,0.174134342905165,3
"148","17.1","2",0.148148148148148,"n",0.135593220338983,0.0160040981915757,31.8,0,59,0.193084725383634,3
"149","18.6","2",0.148148148148148,"n",0.135593220338983,0.0165873334571683,34.2,0,59,0.214145690938323,3
"150","20","2",0.148148148148148,"n",0.135593220338983,0.0170872134823506,37,0,59,0.227244437514032,3
"151","7.1","0",0,"a",0,0.0100088224882691,16,0,59,0.0437793573012875,3
"152","8.5","0",0,"a",0,0.0112236753946591,18.8,0,59,0.0592716461612538,3
"153","10","0",0,"a",0,0.0122988943288426,21,0,59,0.0806975207271143,3
"154","11.4","0",0,"a",0,0.0130749412693919,23.2,0,59,0.100909395260873,3
"155","12.8","0",0,"a",0,0.0138093714017588,25.8,0,59,0.128296747220843,3
"156","14.3","0",0,"a",0,0.0144408667892033,27.7,0,59,0.153067915689796,3
"157","15.7","0",0,"a",0,0.0151649312422376,30,0,59,0.174134342905165,3
"158","17.1","0",0,"a",0,0.0160040981915757,31.8,0,59,0.193084725383634,3
"159","18.6","0",0,"a",0,0.0165873334571683,34.2,0,59,0.214145690938323,3
"160","20","0",0,"a",0,0.0170872134823506,37,0,59,0.227244437514032,3
"161","7.1","1",0.2,"a",0.0169491525423729,0.0100088224882691,16,0,59,0.0437793573012875,3
"162","8.5","1",0.2,"a",0.0169491525423729,0.0112236753946591,18.8,0,59,0.0592716461612538,3
"163","10","1",0.2,"a",0.0169491525423729,0.0122988943288426,21,0,59,0.0806975207271143,3
"164","11.4","1",0.2,"a",0.0169491525423729,0.0130749412693919,23.2,0,59,0.100909395260873,3
"165","12.8","1",0,"a",0,0.0138093714017588,25.8,0,59,0.128296747220843,3
"166","14.3","1",0.2,"a",0.0169491525423729,0.0144408667892033,27.7,0,59,0.153067915689796,3
"167","15.7","1",0.2,"a",0.0169491525423729,0.0151649312422376,30,0,59,0.174134342905165,3
"168","17.1","1",0.2,"a",0.0169491525423729,0.0160040981915757,31.8,0,59,0.193084725383634,3
"169","18.6","1",0.2,"a",0.0169491525423729,0.0165873334571683,34.2,0,59,0.214145690938323,3
"170","20","1",0.2,"a",0.0169491525423729,0.0170872134823506,37,0,59,0.227244437514032,3
"171","7.1","2",0.8,"a",0.0677966101694915,0.0100088224882691,16,0,59,0.0437793573012875,3
"172","8.5","2",0.8,"a",0.0677966101694915,0.0112236753946591,18.8,0,59,0.0592716461612538,3
"173","10","2",0.8,"a",0.0677966101694915,0.0122988943288426,21,0,59,0.0806975207271143,3
"174","11.4","2",0.8,"a",0.0677966101694915,0.0130749412693919,23.2,0,59,0.100909395260873,3
"175","12.8","2",1,"a",0.0847457627118644,0.0138093714017588,25.8,0,59,0.128296747220843,3
"176","14.3","2",0.8,"a",0.0677966101694915,0.0144408667892033,27.7,0,59,0.153067915689796,3
"177","15.7","2",0.8,"a",0.0677966101694915,0.0151649312422376,30,0,59,0.174134342905165,3
"178","17.1","2",0.8,"a",0.0677966101694915,0.0160040981915757,31.8,0,59,0.193084725383634,3
"179","18.6","2",0.8,"a",0.0677966101694915,0.0165873334571683,34.2,0,59,0.214145690938323,3
"180","20","2",0.8,"a",0.0677966101694915,0.0170872134823506,37,0,59,0.227244437514032,3
"181","7.1","0",0.883720930232558,"n",0.644067796610169,0.0076879675936358,14.7,0,59,0.03784051639414,4
"182","8.5","0",0.901960784313726,"n",0.779661016949153,0.00748031805519087,18.6,0,59,0.0583740837835154,4
"183","10","0",0.851851851851852,"n",0.779661016949153,0.00797087279000219,21,0,59,0.0806975207271143,4
"184","11.4","0",0.901960784313726,"n",0.779661016949153,0.00880772482216057,23.1,0,59,0.0991792654110213,4
"185","12.8","0",0.882352941176471,"n",0.76271186440678,0.00914175617040323,25.8,0,59,0.126197207935026,4
"186","14.3","0",0.901960784313726,"n",0.779661016949153,0.00989024461326163,27.5,0,59,0.146635740403772,4
"187","15.7","0",0.901960784313726,"n",0.779661016949153,0.0102655412416182,29.4,0,59,0.169573044460526,4
"188","17.1","0",0.901960784313726,"n",0.779661016949153,0.0106364018668673,31.7,0,59,0.193515184898531,4
"189","18.6","0",0.901960784313726,"n",0.779661016949153,0.0111919803319669,33.5,0,59,0.210742710101875,4
"190","20","0",0.901960784313726,"n",0.779661016949153,0.0115191843965414,37.3,0,59,0.225167793197982,4
"191","7.1","1",0,"n",0,0.0076879675936358,14.7,0,59,0.03784051639414,4
"192","8.5","1",0,"n",0,0.00748031805519087,18.6,0,59,0.0583740837835154,4
"193","10","1",0,"n",0,0.00797087279000219,21,0,59,0.0806975207271143,4
"194","11.4","1",0,"n",0,0.00880772482216057,23.1,0,59,0.0991792654110213,4
"195","12.8","1",0.0196078431372549,"n",0.0169491525423729,0.00914175617040323,25.8,0,59,0.126197207935026,4
"196","14.3","1",0,"n",0,0.00989024461326163,27.5,0,59,0.146635740403772,4
"197","15.7","1",0,"n",0,0.0102655412416182,29.4,0,59,0.169573044460526,4
"198","17.1","1",0,"n",0,0.0106364018668673,31.7,0,59,0.193515184898531,4
"199","18.6","1",0,"n",0,0.0111919803319669,33.5,0,59,0.210742710101875,4
"200","20","1",0,"n",0,0.0115191843965414,37.3,0,59,0.225167793197982,4
"201","7.1","2",0.116279069767442,"n",0.0847457627118644,0.0076879675936358,14.7,0,59,0.03784051639414,4
"202","8.5","2",0.0980392156862745,"n",0.0847457627118644,0.00748031805519087,18.6,0,59,0.0583740837835154,4
"203","10","2",0.148148148148148,"n",0.135593220338983,0.00797087279000219,21,0,59,0.0806975207271143,4
"204","11.4","2",0.0980392156862745,"n",0.0847457627118644,0.00880772482216057,23.1,0,59,0.0991792654110213,4
"205","12.8","2",0.0980392156862745,"n",0.0847457627118644,0.00914175617040323,25.8,0,59,0.126197207935026,4
"206","14.3","2",0.0980392156862745,"n",0.0847457627118644,0.00989024461326163,27.5,0,59,0.146635740403772,4
"207","15.7","2",0.0980392156862745,"n",0.0847457627118644,0.0102655412416182,29.4,0,59,0.169573044460526,4
"208","17.1","2",0.0980392156862745,"n",0.0847457627118644,0.0106364018668673,31.7,0,59,0.193515184898531,4
"209","18.6","2",0.0980392156862745,"n",0.0847457627118644,0.0111919803319669,33.5,0,59,0.210742710101875,4
"210","20","2",0.0980392156862745,"n",0.0847457627118644,0.0115191843965414,37.3,0,59,0.225167793197982,4
"211","7.1","0",0.5,"a",0.135593220338983,0.0076879675936358,14.7,0,59,0.03784051639414,4
"212","8.5","0",0,"a",0,0.00748031805519087,18.6,0,59,0.0583740837835154,4
"213","10","0",0,"a",0,0.00797087279000219,21,0,59,0.0806975207271143,4
"214","11.4","0",0,"a",0,0.00880772482216057,23.1,0,59,0.0991792654110213,4
"215","12.8","0",0,"a",0,0.00914175617040323,25.8,0,59,0.126197207935026,4
"216","14.3","0",0,"a",0,0.00989024461326163,27.5,0,59,0.146635740403772,4
"217","15.7","0",0,"a",0,0.0102655412416182,29.4,0,59,0.169573044460526,4
"218","17.1","0",0,"a",0,0.0106364018668673,31.7,0,59,0.193515184898531,4
"219","18.6","0",0,"a",0,0.0111919803319669,33.5,0,59,0.210742710101875,4
"220","20","0",0,"a",0,0.0115191843965414,37.3,0,59,0.225167793197982,4
"221","7.1","1",0.0625,"a",0.0169491525423729,0.0076879675936358,14.7,0,59,0.03784051639414,4
"222","8.5","1",0.125,"a",0.0169491525423729,0.00748031805519087,18.6,0,59,0.0583740837835154,4
"223","10","1",0.2,"a",0.0169491525423729,0.00797087279000219,21,0,59,0.0806975207271143,4
"224","11.4","1",0.125,"a",0.0169491525423729,0.00880772482216057,23.1,0,59,0.0991792654110213,4
"225","12.8","1",0.25,"a",0.0338983050847458,0.00914175617040323,25.8,0,59,0.126197207935026,4
"226","14.3","1",0.125,"a",0.0169491525423729,0.00989024461326163,27.5,0,59,0.146635740403772,4
"227","15.7","1",0.125,"a",0.0169491525423729,0.0102655412416182,29.4,0,59,0.169573044460526,4
"228","17.1","1",0.125,"a",0.0169491525423729,0.0106364018668673,31.7,0,59,0.193515184898531,4
"229","18.6","1",0.125,"a",0.0169491525423729,0.0111919803319669,33.5,0,59,0.210742710101875,4
"230","20","1",0.125,"a",0.0169491525423729,0.0115191843965414,37.3,0,59,0.225167793197982,4
"231","7.1","2",0.4375,"a",0.11864406779661,0.0076879675936358,14.7,0,59,0.03784051639414,4
"232","8.5","2",0.875,"a",0.11864406779661,0.00748031805519087,18.6,0,59,0.0583740837835154,4
"233","10","2",0.8,"a",0.0677966101694915,0.00797087279000219,21,0,59,0.0806975207271143,4
"234","11.4","2",0.875,"a",0.11864406779661,0.00880772482216057,23.1,0,59,0.0991792654110213,4
"235","12.8","2",0.75,"a",0.101694915254237,0.00914175617040323,25.8,0,59,0.126197207935026,4
"236","14.3","2",0.875,"a",0.11864406779661,0.00989024461326163,27.5,0,59,0.146635740403772,4
"237","15.7","2",0.875,"a",0.11864406779661,0.0102655412416182,29.4,0,59,0.169573044460526,4
"238","17.1","2",0.875,"a",0.11864406779661,0.0106364018668673,31.7,0,59,0.193515184898531,4
"239","18.6","2",0.875,"a",0.11864406779661,0.0111919803319669,33.5,0,59,0.210742710101875,4
"240","20","2",0.875,"a",0.11864406779661,0.0115191843965414,37.3,0,59,0.225167793197982,4
"241","7.1","0",0,"n",0,0.14463765015285,1.2,16.5,24,0.0486627661746853,5
"242","8.5","0",0.666666666666667,"n",0.37037037037037,0.092366107231603,3.1,19,27,0.0774996901503023,5
"243","10","0",0.684210526315789,"n",0.448275862068966,0.0789659309958674,5.3,20.6,29,0.104828335740565,5
"244","11.4","0",0.444444444444444,"n",0.142857142857143,0.112390482138985,3.9,21.6,28,0.112063315447455,5
"245","12.8","0",0.705882352941177,"n",0.4,0.0837756735927474,6.1,23.3,30,0.148256093072167,5
"246","14.3","0",0.5,"n",0.166666666666667,0.102586627082915,4.6,23.3,30,0.148256093072167,5
"247","15.7","0",0.375,"n",0.115384615384615,0.140011878392578,3.2,28,26,0.18180159202578,5
"248","17.1","0",0.642857142857143,"n",0.25,0.0651941756076127,8,21.3,36,0.177426591361112,5
"249","18.6","0",0.583333333333333,"n",0.194444444444444,0.0712342993194794,8.4,21.9,36,0.187280491497631,5
"250","20","0",0.545454545454545,"n",0.153846153846154,0.0611289823782482,9.5,19.5,39,0.187280491497631,5
"251","7.1","1",0.2,"n",0.0416666666666667,0.14463765015285,1.2,16.5,24,0.0486627661746853,5
"252","8.5","1",0,"n",0,0.092366107231603,3.1,19,27,0.0774996901503023,5
"253","10","1",0.105263157894737,"n",0.0689655172413793,0.0789659309958674,5.3,20.6,29,0.104828335740565,5
"254","11.4","1",0,"n",0,0.112390482138985,3.9,21.6,28,0.112063315447455,5
"255","12.8","1",0,"n",0,0.0837756735927474,6.1,23.3,30,0.148256093072167,5
"256","14.3","1",0,"n",0,0.102586627082915,4.6,23.3,30,0.148256093072167,5
"257","15.7","1",0,"n",0,0.140011878392578,3.2,28,26,0.18180159202578,5
"258","17.1","1",0,"n",0,0.0651941756076127,8,21.3,36,0.177426591361112,5
"259","18.6","1",0,"n",0,0.0712342993194794,8.4,21.9,36,0.187280491497631,5
"260","20","1",0,"n",0,0.0611289823782482,9.5,19.5,39,0.187280491497631,5
"261","7.1","2",0.8,"n",0.166666666666667,0.14463765015285,1.2,16.5,24,0.0486627661746853,5
"262","8.5","2",0.333333333333333,"n",0.185185185185185,0.092366107231603,3.1,19,27,0.0774996901503023,5
"263","10","2",0.210526315789474,"n",0.137931034482759,0.0789659309958674,5.3,20.6,29,0.104828335740565,5
"264","11.4","2",0.555555555555556,"n",0.178571428571429,0.112390482138985,3.9,21.6,28,0.112063315447455,5
"265","12.8","2",0.294117647058824,"n",0.166666666666667,0.0837756735927474,6.1,23.3,30,0.148256093072167,5
"266","14.3","2",0.5,"n",0.166666666666667,0.102586627082915,4.6,23.3,30,0.148256093072167,5
"267","15.7","2",0.625,"n",0.192307692307692,0.140011878392578,3.2,28,26,0.18180159202578,5
"268","17.1","2",0.357142857142857,"n",0.138888888888889,0.0651941756076127,8,21.3,36,0.177426591361112,5
"269","18.6","2",0.416666666666667,"n",0.138888888888889,0.0712342993194794,8.4,21.9,36,0.187280491497631,5
"270","20","2",0.454545454545455,"n",0.128205128205128,0.0611289823782482,9.5,19.5,39,0.187280491497631,5
"271","7.1","0",0.578947368421053,"a",0.458333333333333,0.14463765015285,1.2,16.5,24,0.0486627661746853,5
"272","8.5","0",0.0833333333333333,"a",0.037037037037037,0.092366107231603,3.1,19,27,0.0774996901503023,5
"273","10","0",0.2,"a",0.0689655172413793,0.0789659309958674,5.3,20.6,29,0.104828335740565,5
"274","11.4","0",0.526315789473684,"a",0.357142857142857,0.112390482138985,3.9,21.6,28,0.112063315447455,5
"275","12.8","0",0.307692307692308,"a",0.133333333333333,0.0837756735927474,6.1,23.3,30,0.148256093072167,5
"276","14.3","0",0.6,"a",0.4,0.102586627082915,4.6,23.3,30,0.148256093072167,5
"277","15.7","0",0.5,"a",0.346153846153846,0.140011878392578,3.2,28,26,0.18180159202578,5
"278","17.1","0",0.636363636363636,"a",0.388888888888889,0.0651941756076127,8,21.3,36,0.177426591361112,5
