"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","param_value","param_name","baseline"
"128","17.1","0",0.783783783783784,"n",0.491525423728814,0.0229539278365355,23.3,0,59,0.144688410653727,0.3,"Bn","null"
"129","18.6","0",0.813953488372093,"n",0.593220338983051,0.0239887843317912,24.4,0,59,0.162710335913654,0.3,"Bn","null"
"130","20","0",0.883720930232558,"n",0.644067796610169,0.0245897606579926,26.2,0,59,0.181530455138868,0.3,"Bn","null"
"131","7.1","1",0,"n",0,0.0163170175280009,12.1,0,59,0.0311725499148007,0.3,"Bn","null"
"132","8.5","1",0,"n",0,0.0174860879808068,13.5,0,59,0.0398533891126368,0.3,"Bn","null"
"133","10","1",0,"n",0,0.0184550855233583,15.3,0,59,0.0534109833298757,0.3,"Bn","null"
"134","11.4","1",0,"n",0,0.0196711532893229,17.4,0,59,0.0702178326029635,0.3,"Bn","null"
"135","12.8","1",0,"n",0,0.0208402645339476,18.8,0,59,0.0849075506403212,0.3,"Bn","null"
"136","14.3","1",0,"n",0,0.0217431432148353,20.3,0,59,0.103729602914384,0.3,"Bn","null"
"137","15.7","1",0,"n",0,0.0224383392371511,21.3,0,59,0.121669483062769,0.3,"Bn","null"
"138","17.1","1",0,"n",0,0.0229539278365355,23.3,0,59,0.144688410653727,0.3,"Bn","null"
"139","18.6","1",0,"n",0,0.0239887843317912,24.4,0,59,0.162710335913654,0.3,"Bn","null"
"140","20","1",0,"n",0,0.0245897606579926,26.2,0,59,0.181530455138868,0.3,"Bn","null"
"141","7.1","2",1,"n",0.0847457627118644,0.0163170175280009,12.1,0,59,0.0311725499148007,0.3,"Bn","null"
"142","8.5","2",1,"n",0.0847457627118644,0.0174860879808068,13.5,0,59,0.0398533891126368,0.3,"Bn","null"
"143","10","2",0.727272727272727,"n",0.135593220338983,0.0184550855233583,15.3,0,59,0.0534109833298757,0.3,"Bn","null"
"144","11.4","2",0.444444444444444,"n",0.135593220338983,0.0196711532893229,17.4,0,59,0.0702178326029635,0.3,"Bn","null"
"145","12.8","2",0.238095238095238,"n",0.0847457627118644,0.0208402645339476,18.8,0,59,0.0849075506403212,0.3,"Bn","null"
"146","14.3","2",0.192307692307692,"n",0.0847457627118644,0.0217431432148353,20.3,0,59,0.103729602914384,0.3,"Bn","null"
"147","15.7","2",0.266666666666667,"n",0.135593220338983,0.0224383392371511,21.3,0,59,0.121669483062769,0.3,"Bn","null"
"148","17.1","2",0.216216216216216,"n",0.135593220338983,0.0229539278365355,23.3,0,59,0.144688410653727,0.3,"Bn","null"
"149","18.6","2",0.186046511627907,"n",0.135593220338983,0.0239887843317912,24.4,0,59,0.162710335913654,0.3,"Bn","null"
