"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","iter_index"
"3088","17.1","2",0.0980392156862745,"n",0.0847457627118644,0.0231829562613338,26.8,0,59,0.162035293520215,52
"3089","18.6","2",0.12962962962963,"n",0.11864406779661,0.0238476283897112,29,0,59,0.184759783503361,52
"3090","20","2",0.0980392156862745,"n",0.0847457627118644,0.0253367035063684,29.7,0,59,0.197730762311697,52
"3091","7.1","0",0,"a",0,0.0143425881096297,14.4,0,59,0.0368654855873476,52
"3092","8.5","0",0,"a",0,0.0163134672402289,15.5,0,59,0.045285985259039,52
"3093","10","0",0,"a",0,0.0175546711799561,18.5,0,59,0.065135911254843,52
"3094","11.4","0",0,"a",0,0.0186182844923991,20,0,59,0.0802323088242494,52
"3095","12.8","0",0,"a",0,0.0200382085703112,21.7,0,59,0.0991792654110213,52
"3096","14.3","0",0,"a",0,0.0210789234196834,23.9,0,59,0.123408372691536,52
"3097","15.7","0",0,"a",0,0.0228127202427693,24.9,0,59,0.138157603722728,52
"3098","17.1","0",0,"a",0,0.0231829562613338,26.8,0,59,0.162035293520215,52
"3099","18.6","0",0,"a",0,0.0238476283897112,29,0,59,0.184759783503361,52
"3100","20","0",0,"a",0,0.0253367035063684,29.7,0,59,0.197730762311697,52
"3101","7.1","1",0,"a",0,0.0143425881096297,14.4,0,59,0.0368654855873476,52
"3102","8.5","1",0.125,"a",0.0169491525423729,0.0163134672402289,15.5,0,59,0.045285985259039,52
"3103","10","1",0.2,"a",0.0169491525423729,0.0175546711799561,18.5,0,59,0.065135911254843,52
"3104","11.4","1",0.2,"a",0.0169491525423729,0.0186182844923991,20,0,59,0.0802323088242494,52
"3105","12.8","1",0.2,"a",0.0169491525423729,0.0200382085703112,21.7,0,59,0.0991792654110213,52
"3106","14.3","1",0.2,"a",0.0169491525423729,0.0210789234196834,23.9,0,59,0.123408372691536,52
"3107","15.7","1",0.125,"a",0.0169491525423729,0.0228127202427693,24.9,0,59,0.138157603722728,52
"3108","17.1","1",0.125,"a",0.0169491525423729,0.0231829562613338,26.8,0,59,0.162035293520215,52
"3109","18.6","1",0,"a",0,0.0238476283897112,29,0,59,0.184759783503361,52
"3110","20","1",0.125,"a",0.0169491525423729,0.0253367035063684,29.7,0,59,0.197730762311697,52
"3111","7.1","2",1,"a",0.0847457627118644,0.0143425881096297,14.4,0,59,0.0368654855873476,52
"3112","8.5","2",0.875,"a",0.11864406779661,0.0163134672402289,15.5,0,59,0.045285985259039,52
"3113","10","2",0.8,"a",0.0677966101694915,0.0175546711799561,18.5,0,59,0.065135911254843,52
"3114","11.4","2",0.8,"a",0.0677966101694915,0.0186182844923991,20,0,59,0.0802323088242494,52
"3115","12.8","2",0.8,"a",0.0677966101694915,0.0200382085703112,21.7,0,59,0.0991792654110213,52
"3116","14.3","2",0.8,"a",0.0677966101694915,0.0210789234196834,23.9,0,59,0.123408372691536,52
"3117","15.7","2",0.875,"a",0.11864406779661,0.0228127202427693,24.9,0,59,0.138157603722728,52
"3118","17.1","2",0.875,"a",0.11864406779661,0.0231829562613338,26.8,0,59,0.162035293520215,52
"3119","18.6","2",1,"a",0.0847457627118644,0.0238476283897112,29,0,59,0.184759783503361,52
"3120","20","2",0.875,"a",0.11864406779661,0.0253367035063684,29.7,0,59,0.197730762311697,52
"3121","7.1","0",0.851851851851852,"n",0.779661016949153,0.00959953678276674,14.4,0,59,0.0368654855873476,53
"3122","8.5","0",0.901960784313726,"n",0.779661016949153,0.0109190514228057,15.5,0,59,0.045285985259039,53
"3123","10","0",0.901960784313726,"n",0.779661016949153,0.0123057913555812,18.8,0,59,0.0616884139181694,53
"3124","11.4","0",0.897959183673469,"n",0.745762711864407,0.0132561256564904,19.1,0,59,0.0751574888696496,53
"3125","12.8","0",0.9,"n",0.76271186440678,0.01384545731848,21.1,0,59,0.09534904959959,53
"3126","14.3","0",0.833333333333333,"n",0.76271186440678,0.013997221824509,23.9,0,59,0.123408372691536,53
"3127","15.7","0",0.901960784313726,"n",0.779661016949153,0.0152709972114702,24.9,0,59,0.138157603722728,53
"3128","17.1","0",0.901960784313726,"n",0.779661016949153,0.0155189749044543,26.8,0,59,0.162035293520215,53
"3129","18.6","0",0.851851851851852,"n",0.779661016949153,0.015964099025742,29,0,59,0.184759783503361,53
"3130","20","0",0.901960784313726,"n",0.779661016949153,0.0169612065987244,29.7,0,59,0.197730762311697,53
"3131","7.1","1",0.0185185185185185,"n",0.0169491525423729,0.00959953678276674,14.4,0,59,0.0368654855873476,53
"3132","8.5","1",0,"n",0,0.0109190514228057,15.5,0,59,0.045285985259039,53
"3133","10","1",0,"n",0,0.0123057913555812,18.8,0,59,0.0616884139181694,53
"3134","11.4","1",0,"n",0,0.0132561256564904,19.1,0,59,0.0751574888696496,53
"3135","12.8","1",0,"n",0,0.01384545731848,21.1,0,59,0.09534904959959,53
"3136","14.3","1",0.037037037037037,"n",0.0338983050847458,0.013997221824509,23.9,0,59,0.123408372691536,53
"3137","15.7","1",0,"n",0,0.0152709972114702,24.9,0,59,0.138157603722728,53
"3138","17.1","1",0,"n",0,0.0155189749044543,26.8,0,59,0.162035293520215,53
"3139","18.6","1",0.0185185185185185,"n",0.0169491525423729,0.015964099025742,29,0,59,0.184759783503361,53
"3140","20","1",0,"n",0,0.0169612065987244,29.7,0,59,0.197730762311697,53
"3141","7.1","2",0.12962962962963,"n",0.11864406779661,0.00959953678276674,14.4,0,59,0.0368654855873476,53
"3142","8.5","2",0.0980392156862745,"n",0.0847457627118644,0.0109190514228057,15.5,0,59,0.045285985259039,53
"3143","10","2",0.0980392156862745,"n",0.0847457627118644,0.0123057913555812,18.8,0,59,0.0616884139181694,53
"3144","11.4","2",0.102040816326531,"n",0.0847457627118644,0.0132561256564904,19.1,0,59,0.0751574888696496,53
"3145","12.8","2",0.1,"n",0.0847457627118644,0.01384545731848,21.1,0,59,0.09534904959959,53
"3146","14.3","2",0.12962962962963,"n",0.11864406779661,0.013997221824509,23.9,0,59,0.123408372691536,53
"3147","15.7","2",0.0980392156862745,"n",0.0847457627118644,0.0152709972114702,24.9,0,59,0.138157603722728,53
"3148","17.1","2",0.0980392156862745,"n",0.0847457627118644,0.0155189749044543,26.8,0,59,0.162035293520215,53
"3149","18.6","2",0.12962962962963,"n",0.11864406779661,0.015964099025742,29,0,59,0.184759783503361,53
"3150","20","2",0.0980392156862745,"n",0.0847457627118644,0.0169612065987244,29.7,0,59,0.197730762311697,53
"3151","7.1","0",0,"a",0,0.00959953678276674,14.4,0,59,0.0368654855873476,53
"3152","8.5","0",0,"a",0,0.0109190514228057,15.5,0,59,0.045285985259039,53
"3153","10","0",0,"a",0,0.0123057913555812,18.8,0,59,0.0616884139181694,53
"3154","11.4","0",0.2,"a",0.0338983050847458,0.0132561256564904,19.1,0,59,0.0751574888696496,53
"3155","12.8","0",0.111111111111111,"a",0.0169491525423729,0.01384545731848,21.1,0,59,0.09534904959959,53
"3156","14.3","0",0,"a",0,0.013997221824509,23.9,0,59,0.123408372691536,53
"3157","15.7","0",0,"a",0,0.0152709972114702,24.9,0,59,0.138157603722728,53
"3158","17.1","0",0,"a",0,0.0155189749044543,26.8,0,59,0.162035293520215,53
"3159","18.6","0",0,"a",0,0.015964099025742,29,0,59,0.184759783503361,53
"3160","20","0",0,"a",0,0.0169612065987244,29.7,0,59,0.197730762311697,53
"3161","7.1","1",0,"a",0,0.00959953678276674,14.4,0,59,0.0368654855873476,53
"3162","8.5","1",0.125,"a",0.0169491525423729,0.0109190514228057,15.5,0,59,0.045285985259039,53
"3163","10","1",0.125,"a",0.0169491525423729,0.0123057913555812,18.8,0,59,0.0616884139181694,53
"3164","11.4","1",0.1,"a",0.0169491525423729,0.0132561256564904,19.1,0,59,0.0751574888696496,53
"3165","12.8","1",0.111111111111111,"a",0.0169491525423729,0.01384545731848,21.1,0,59,0.09534904959959,53
"3166","14.3","1",0.2,"a",0.0169491525423729,0.013997221824509,23.9,0,59,0.123408372691536,53
"3167","15.7","1",0.125,"a",0.0169491525423729,0.0152709972114702,24.9,0,59,0.138157603722728,53
"3168","17.1","1",0.125,"a",0.0169491525423729,0.0155189749044543,26.8,0,59,0.162035293520215,53
"3169","18.6","1",0,"a",0,0.015964099025742,29,0,59,0.184759783503361,53
"3170","20","1",0.125,"a",0.0169491525423729,0.0169612065987244,29.7,0,59,0.197730762311697,53
"3171","7.1","2",1,"a",0.0847457627118644,0.00959953678276674,14.4,0,59,0.0368654855873476,53
"3172","8.5","2",0.875,"a",0.11864406779661,0.0109190514228057,15.5,0,59,0.045285985259039,53
"3173","10","2",0.875,"a",0.11864406779661,0.0123057913555812,18.8,0,59,0.0616884139181694,53
"3174","11.4","2",0.7,"a",0.11864406779661,0.0132561256564904,19.1,0,59,0.0751574888696496,53
"3175","12.8","2",0.777777777777778,"a",0.11864406779661,0.01384545731848,21.1,0,59,0.09534904959959,53
"3176","14.3","2",0.8,"a",0.0677966101694915,0.013997221824509,23.9,0,59,0.123408372691536,53
"3177","15.7","2",0.875,"a",0.11864406779661,0.0152709972114702,24.9,0,59,0.138157603722728,53
"3178","17.1","2",0.875,"a",0.11864406779661,0.0155189749044543,26.8,0,59,0.162035293520215,53
"3179","18.6","2",1,"a",0.0847457627118644,0.015964099025742,29,0,59,0.184759783503361,53
"3180","20","2",0.875,"a",0.11864406779661,0.0169612065987244,29.7,0,59,0.197730762311697,53
"3181","7.1","0",0.68,"n",0.548387096774194,0.068530401325373,3.9,15,31,0.0545452048138846,54
"3182","8.5","0",0.55,"n",0.407407407407407,0.101395130960452,3,18.4,27,0.0715144725738188,54
"3183","10","0",0.5,"n",0.375,0.137899767131084,3,22.6,24,0.104828335740565,54
"3184","11.4","0",0.714285714285714,"n",0.441176470588235,0.0688619946200126,6.6,18.3,34,0.107437993537192,54
"3185","12.8","0",0.684210526315789,"n",0.419354838709677,0.0894285401733749,6,21.9,31,0.137256635097068,54
"3186","14.3","0",0.6875,"n",0.407407407407407,0.1268349495825,4.5,26.5,27,0.171024081496852,54
"3187","15.7","0",0.901960784313726,"n",0.779661016949153,0.0101416016038864,25.2,0,59,0.139570739268239,54
"3188","17.1","0",0.901960784313726,"n",0.779661016949153,0.0103869313062374,26.8,0,59,0.162035293520215,54
"3189","18.6","0",0.9,"n",0.76271186440678,0.01098534673461,28,0,59,0.180233948234807,54
"3190","20","0",0.9,"n",0.76271186440678,0.0121736901417412,29.1,0,59,0.185398653259061,54
"3191","7.1","1",0.04,"n",0.032258064516129,0.068530401325373,3.9,15,31,0.0545452048138846,54
"3192","8.5","1",0.15,"n",0.111111111111111,0.101395130960452,3,18.4,27,0.0715144725738188,54
"3193","10","1",0.166666666666667,"n",0.125,0.137899767131084,3,22.6,24,0.104828335740565,54
"3194","11.4","1",0.0476190476190476,"n",0.0294117647058824,0.0688619946200126,6.6,18.3,34,0.107437993537192,54
"3195","12.8","1",0.0526315789473684,"n",0.032258064516129,0.0894285401733749,6,21.9,31,0.137256635097068,54
"3196","14.3","1",0,"n",0,0.1268349495825,4.5,26.5,27,0.171024081496852,54
"3197","15.7","1",0,"n",0,0.0101416016038864,25.2,0,59,0.139570739268239,54
"3198","17.1","1",0,"n",0,0.0103869313062374,26.8,0,59,0.162035293520215,54
"3199","18.6","1",0,"n",0,0.01098534673461,28,0,59,0.180233948234807,54
"3200","20","1",0,"n",0,0.0121736901417412,29.1,0,59,0.185398653259061,54
"3201","7.1","2",0.28,"n",0.225806451612903,0.068530401325373,3.9,15,31,0.0545452048138846,54
"3202","8.5","2",0.3,"n",0.222222222222222,0.101395130960452,3,18.4,27,0.0715144725738188,54
"3203","10","2",0.333333333333333,"n",0.25,0.137899767131084,3,22.6,24,0.104828335740565,54
"3204","11.4","2",0.238095238095238,"n",0.147058823529412,0.0688619946200126,6.6,18.3,34,0.107437993537192,54
"3205","12.8","2",0.263157894736842,"n",0.161290322580645,0.0894285401733749,6,21.9,31,0.137256635097068,54
"3206","14.3","2",0.3125,"n",0.185185185185185,0.1268349495825,4.5,26.5,27,0.171024081496852,54
"3207","15.7","2",0.0980392156862745,"n",0.0847457627118644,0.0101416016038864,25.2,0,59,0.139570739268239,54
"3208","17.1","2",0.0980392156862745,"n",0.0847457627118644,0.0103869313062374,26.8,0,59,0.162035293520215,54
"3209","18.6","2",0.1,"n",0.0847457627118644,0.01098534673461,28,0,59,0.180233948234807,54
"3210","20","2",0.1,"n",0.0847457627118644,0.0121736901417412,29.1,0,59,0.185398653259061,54
"3211","7.1","0",0,"a",0,0.068530401325373,3.9,15,31,0.0545452048138846,54
"3212","8.5","0",0,"a",0,0.101395130960452,3,18.4,27,0.0715144725738188,54
"3213","10","0",0,"a",0,0.137899767131084,3,22.6,24,0.104828335740565,54
"3214","11.4","0",0.384615384615385,"a",0.147058823529412,0.0688619946200126,6.6,18.3,34,0.107437993537192,54
"3215","12.8","0",0.333333333333333,"a",0.129032258064516,0.0894285401733749,6,21.9,31,0.137256635097068,54
"3216","14.3","0",0.272727272727273,"a",0.111111111111111,0.1268349495825,4.5,26.5,27,0.171024081496852,54
"3217","15.7","0",0,"a",0,0.0101416016038864,25.2,0,59,0.139570739268239,54
"3218","17.1","0",0,"a",0,0.0103869313062374,26.8,0,59,0.162035293520215,54
"3219","18.6","0",0.111111111111111,"a",0.0169491525423729,0.01098534673461,28,0,59,0.180233948234807,54
"3220","20","0",0.111111111111111,"a",0.0169491525423729,0.0121736901417412,29.1,0,59,0.185398653259061,54
"3221","7.1","1",0.333333333333333,"a",0.0645161290322581,0.068530401325373,3.9,15,31,0.0545452048138846,54
"3222","8.5","1",0.571428571428571,"a",0.148148148148148,0.101395130960452,3,18.4,27,0.0715144725738188,54
"3223","10","1",0.333333333333333,"a",0.0833333333333333,0.137899767131084,3,22.6,24,0.104828335740565,54
"3224","11.4","1",0.153846153846154,"a",0.0588235294117647,0.0688619946200126,6.6,18.3,34,0.107437993537192,54
"3225","12.8","1",0.166666666666667,"a",0.0645161290322581,0.0894285401733749,6,21.9,31,0.137256635097068,54
"3226","14.3","1",0.0909090909090909,"a",0.037037037037037,0.1268349495825,4.5,26.5,27,0.171024081496852,54
"3227","15.7","1",0.125,"a",0.0169491525423729,0.0101416016038864,25.2,0,59,0.139570739268239,54
"3228","17.1","1",0.125,"a",0.0169491525423729,0.0103869313062374,26.8,0,59,0.162035293520215,54
"3229","18.6","1",0.111111111111111,"a",0.0169491525423729,0.01098534673461,28,0,59,0.180233948234807,54
"3230","20","1",0.111111111111111,"a",0.0169491525423729,0.0121736901417412,29.1,0,59,0.185398653259061,54
"3231","7.1","2",0.666666666666667,"a",0.129032258064516,0.068530401325373,3.9,15,31,0.0545452048138846,54
"3232","8.5","2",0.428571428571429,"a",0.111111111111111,0.101395130960452,3,18.4,27,0.0715144725738188,54
"3233","10","2",0.666666666666667,"a",0.166666666666667,0.137899767131084,3,22.6,24,0.104828335740565,54
"3234","11.4","2",0.461538461538462,"a",0.176470588235294,0.0688619946200126,6.6,18.3,34,0.107437993537192,54
"3235","12.8","2",0.5,"a",0.193548387096774,0.0894285401733749,6,21.9,31,0.137256635097068,54
"3236","14.3","2",0.636363636363636,"a",0.259259259259259,0.1268349495825,4.5,26.5,27,0.171024081496852,54
"3237","15.7","2",0.875,"a",0.11864406779661,0.0101416016038864,25.2,0,59,0.139570739268239,54
"3238","17.1","2",0.875,"a",0.11864406779661,0.0103869313062374,26.8,0,59,0.162035293520215,54
"3239","18.6","2",0.777777777777778,"a",0.11864406779661,0.01098534673461,28,0,59,0.180233948234807,54
"3240","20","2",0.777777777777778,"a",0.11864406779661,0.0121736901417412,29.1,0,59,0.185398653259061,54
"3241","7.1","0",0,"n",0,0.154464687184201,1.1,16.5,24,0.0486627661746853,55
"3242","8.5","0",0.555555555555556,"n",0.37037037037037,0.089474135444083,3,18.4,27,0.0715144725738188,55
"3243","10","0",0.384615384615385,"n",0.208333333333333,0.133416013817025,2.4,22.3,24,0.101598148942839,55
"3244","11.4","0",0,"n",0,0.147238368966775,2.4,21.8,26,0.104828335740565,55
"3245","12.8","0",0,"n",0,0.127425159063763,3,21.1,29,0.112063315447455,55
"3246","14.3","0",0.166666666666667,"n",0.0384615384615385,0.155007380382276,2.5,25.3,26,0.148256093072167,55
"3247","15.7","0",0,"n",0,0.124177676198382,3.2,23.3,30,0.148256093072167,55
"3248","17.1","0",0.125,"n",0.0384615384615385,0.163491226913254,1.8,28.2,26,0.184258591645921,55
"3249","18.6","0",0.5,"n",0.142857142857143,0.0833227179481193,5.8,22,35,0.177426591361112,55
"3250","20","0",0.8,"n",0.555555555555556,0.0815467399728874,6.9,21.9,36,0.187280491497631,55
"3251","7.1","1",0.166666666666667,"n",0.0416666666666667,0.154464687184201,1.1,16.5,24,0.0486627661746853,55
"3252","8.5","1",0.166666666666667,"n",0.111111111111111,0.089474135444083,3,18.4,27,0.0715144725738188,55
"3253","10","1",0.307692307692308,"n",0.166666666666667,0.133416013817025,2.4,22.3,24,0.101598148942839,55
"3254","11.4","1",0.333333333333333,"n",0.0769230769230769,0.147238368966775,2.4,21.8,26,0.104828335740565,55
"3255","12.8","1",0,"n",0,0.127425159063763,3,21.1,29,0.112063315447455,55
"3256","14.3","1",0,"n",0,0.155007380382276,2.5,25.3,26,0.148256093072167,55
"3257","15.7","1",0,"n",0,0.124177676198382,3.2,23.3,30,0.148256093072167,55
"3258","17.1","1",0.125,"n",0.0384615384615385,0.163491226913254,1.8,28.2,26,0.184258591645921,55
"3259","18.6","1",0,"n",0,0.0833227179481193,5.8,22,35,0.177426591361112,55
"3260","20","1",0,"n",0,0.0815467399728874,6.9,21.9,36,0.187280491497631,55
"3261","7.1","2",0.833333333333333,"n",0.208333333333333,0.154464687184201,1.1,16.5,24,0.0486627661746853,55
"3262","8.5","2",0.277777777777778,"n",0.185185185185185,0.089474135444083,3,18.4,27,0.0715144725738188,55
"3263","10","2",0.307692307692308,"n",0.166666666666667,0.133416013817025,2.4,22.3,24,0.101598148942839,55
"3264","11.4","2",0.666666666666667,"n",0.153846153846154,0.147238368966775,2.4,21.8,26,0.104828335740565,55
"3265","12.8","2",1,"n",0.172413793103448,0.127425159063763,3,21.1,29,0.112063315447455,55
"3266","14.3","2",0.833333333333333,"n",0.192307692307692,0.155007380382276,2.5,25.3,26,0.148256093072167,55
"3267","15.7","2",1,"n",0.166666666666667,0.124177676198382,3.2,23.3,30,0.148256093072167,55
"3268","17.1","2",0.75,"n",0.230769230769231,0.163491226913254,1.8,28.2,26,0.184258591645921,55
"3269","18.6","2",0.5,"n",0.142857142857143,0.0833227179481193,5.8,22,35,0.177426591361112,55
"3270","20","2",0.2,"n",0.138888888888889,0.0815467399728874,6.9,21.9,36,0.187280491497631,55
"3271","7.1","0",0.555555555555556,"a",0.416666666666667,0.154464687184201,1.1,16.5,24,0.0486627661746853,55
"3272","8.5","0",0,"a",0,0.089474135444083,3,18.4,27,0.0715144725738188,55
"3273","10","0",0,"a",0,0.133416013817025,2.4,22.3,24,0.101598148942839,55
"3274","11.4","0",0.5,"a",0.384615384615385,0.147238368966775,2.4,21.8,26,0.104828335740565,55
"3275","12.8","0",0.625,"a",0.517241379310345,0.127425159063763,3,21.1,29,0.112063315447455,55
"3276","14.3","0",0.55,"a",0.423076923076923,0.155007380382276,2.5,25.3,26,0.148256093072167,55
"3277","15.7","0",0.64,"a",0.533333333333333,0.124177676198382,3.2,23.3,30,0.148256093072167,55
"3278","17.1","0",0.611111111111111,"a",0.423076923076923,0.163491226913254,1.8,28.2,26,0.184258591645921,55
"3279","18.6","0",0.64,"a",0.457142857142857,0.0833227179481193,5.8,22,35,0.177426591361112,55
"3280","20","0",0.0909090909090909,"a",0.0277777777777778,0.0815467399728874,6.9,21.9,36,0.187280491497631,55
"3281","7.1","1",0.111111111111111,"a",0.0833333333333333,0.154464687184201,1.1,16.5,24,0.0486627661746853,55
"3282","8.5","1",0.666666666666667,"a",0.222222222222222,0.089474135444083,3,18.4,27,0.0715144725738188,55
"3283","10","1",0.818181818181818,"a",0.375,0.133416013817025,2.4,22.3,24,0.101598148942839,55
"3284","11.4","1",0.25,"a",0.192307692307692,0.147238368966775,2.4,21.8,26,0.104828335740565,55
"3285","12.8","1",0.125,"a",0.103448275862069,0.127425159063763,3,21.1,29,0.112063315447455,55
"3286","14.3","1",0.15,"a",0.115384615384615,0.155007380382276,2.5,25.3,26,0.148256093072167,55
"3287","15.7","1",0.12,"a",0.1,0.124177676198382,3.2,23.3,30,0.148256093072167,55
"3288","17.1","1",0.111111111111111,"a",0.0769230769230769,0.163491226913254,1.8,28.2,26,0.184258591645921,55
"3289","18.6","1",0.12,"a",0.0857142857142857,0.0833227179481193,5.8,22,35,0.177426591361112,55
"3290","20","1",0.454545454545455,"a",0.138888888888889,0.0815467399728874,6.9,21.9,36,0.187280491497631,55
"3291","7.1","2",0.333333333333333,"a",0.25,0.154464687184201,1.1,16.5,24,0.0486627661746853,55
"3292","8.5","2",0.333333333333333,"a",0.111111111111111,0.089474135444083,3,18.4,27,0.0715144725738188,55
"3293","10","2",0.181818181818182,"a",0.0833333333333333,0.133416013817025,2.4,22.3,24,0.101598148942839,55
"3294","11.4","2",0.25,"a",0.192307692307692,0.147238368966775,2.4,21.8,26,0.104828335740565,55
"3295","12.8","2",0.25,"a",0.206896551724138,0.127425159063763,3,21.1,29,0.112063315447455,55
"3296","14.3","2",0.3,"a",0.230769230769231,0.155007380382276,2.5,25.3,26,0.148256093072167,55
"3297","15.7","2",0.24,"a",0.2,0.124177676198382,3.2,23.3,30,0.148256093072167,55
"3298","17.1","2",0.277777777777778,"a",0.192307692307692,0.163491226913254,1.8,28.2,26,0.184258591645921,55
"3299","18.6","2",0.24,"a",0.171428571428571,0.0833227179481193,5.8,22,35,0.177426591361112,55
"3300","20","2",0.454545454545455,"a",0.138888888888889,0.0815467399728874,6.9,21.9,36,0.187280491497631,55
"3301","7.1","0",0.901960784313726,"n",0.779661016949153,0.0226793841728292,14.4,0,59,0.03591066940747,56
"3302","8.5","0",0.901960784313726,"n",0.779661016949153,0.0250431212993958,16,0,59,0.0476196299623686,56
"3303","10","0",0.867924528301887,"n",0.779661016949153,0.0270943894502078,19,0,59,0.0681963306164789,56
"3304","11.4","0",0.849056603773585,"n",0.76271186440678,0.0282464573691959,20.2,0,59,0.0825513028017267,56
"3305","12.8","0",0.833333333333333,"n",0.76271186440678,0.030349676557575,21.8,0,59,0.101118900540754,56
"3306","14.3","0",0.833333333333333,"n",0.76271186440678,0.031928072738042,24,0,59,0.124104350331058,56
"3307","15.7","0",0.901960784313726,"n",0.779661016949153,0.0338582678118722,25.3,0,59,0.1431025497581,56
"3308","17.1","0",0.833333333333333,"n",0.76271186440678,0.0347497144113925,27.2,0,59,0.165477378109906,56
"3309","18.6","0",0.833333333333333,"n",0.76271186440678,0.0363358865531184,28.6,0,59,0.184757800634975,56
"3310","20","0",0.901960784313726,"n",0.779661016949153,0.0373623182361891,30.8,0,59,0.20524825969197,56
"3311","7.1","1",0,"n",0,0.0226793841728292,14.4,0,59,0.03591066940747,56
"3312","8.5","1",0,"n",0,0.0250431212993958,16,0,59,0.0476196299623686,56
"3313","10","1",0.0188679245283019,"n",0.0169491525423729,0.0270943894502078,19,0,59,0.0681963306164789,56
"3314","11.4","1",0.0377358490566038,"n",0.0338983050847458,0.0282464573691959,20.2,0,59,0.0825513028017267,56
"3315","12.8","1",0.037037037037037,"n",0.0338983050847458,0.030349676557575,21.8,0,59,0.101118900540754,56
"3316","14.3","1",0.037037037037037,"n",0.0338983050847458,0.031928072738042,24,0,59,0.124104350331058,56
"3317","15.7","1",0,"n",0,0.0338582678118722,25.3,0,59,0.1431025497581,56
"3318","17.1","1",0.037037037037037,"n",0.0338983050847458,0.0347497144113925,27.2,0,59,0.165477378109906,56
"3319","18.6","1",0.037037037037037,"n",0.0338983050847458,0.0363358865531184,28.6,0,59,0.184757800634975,56
"3320","20","1",0,"n",0,0.0373623182361891,30.8,0,59,0.20524825969197,56
"3321","7.1","2",0.0980392156862745,"n",0.0847457627118644,0.0226793841728292,14.4,0,59,0.03591066940747,56
"3322","8.5","2",0.0980392156862745,"n",0.0847457627118644,0.0250431212993958,16,0,59,0.0476196299623686,56
"3323","10","2",0.113207547169811,"n",0.101694915254237,0.0270943894502078,19,0,59,0.0681963306164789,56
"3324","11.4","2",0.113207547169811,"n",0.101694915254237,0.0282464573691959,20.2,0,59,0.0825513028017267,56
"3325","12.8","2",0.12962962962963,"n",0.11864406779661,0.030349676557575,21.8,0,59,0.101118900540754,56
"3326","14.3","2",0.12962962962963,"n",0.11864406779661,0.031928072738042,24,0,59,0.124104350331058,56
"3327","15.7","2",0.0980392156862745,"n",0.0847457627118644,0.0338582678118722,25.3,0,59,0.1431025497581,56
"3328","17.1","2",0.12962962962963,"n",0.11864406779661,0.0347497144113925,27.2,0,59,0.165477378109906,56
"3329","18.6","2",0.12962962962963,"n",0.11864406779661,0.0363358865531184,28.6,0,59,0.184757800634975,56
"3330","20","2",0.0980392156862745,"n",0.0847457627118644,0.0373623182361891,30.8,0,59,0.20524825969197,56
"3331","7.1","0",0,"a",0,0.0226793841728292,14.4,0,59,0.03591066940747,56
"3332","8.5","0",0,"a",0,0.0250431212993958,16,0,59,0.0476196299623686,56
"3333","10","0",0,"a",0,0.0270943894502078,19,0,59,0.0681963306164789,56
"3334","11.4","0",0,"a",0,0.0282464573691959,20.2,0,59,0.0825513028017267,56
"3335","12.8","0",0,"a",0,0.030349676557575,21.8,0,59,0.101118900540754,56
"3336","14.3","0",0,"a",0,0.031928072738042,24,0,59,0.124104350331058,56
"3337","15.7","0",0,"a",0,0.0338582678118722,25.3,0,59,0.1431025497581,56
"3338","17.1","0",0,"a",0,0.0347497144113925,27.2,0,59,0.165477378109906,56
"3339","18.6","0",0,"a",0,0.0363358865531184,28.6,0,59,0.184757800634975,56
"3340","20","0",0,"a",0,0.0373623182361891,30.8,0,59,0.20524825969197,56
"3341","7.1","1",0.125,"a",0.0169491525423729,0.0226793841728292,14.4,0,59,0.03591066940747,56
"3342","8.5","1",0.125,"a",0.0169491525423729,0.0250431212993958,16,0,59,0.0476196299623686,56
"3343","10","1",0,"a",0,0.0270943894502078,19,0,59,0.0681963306164789,56
"3344","11.4","1",0.166666666666667,"a",0.0169491525423729,0.0282464573691959,20.2,0,59,0.0825513028017267,56
"3345","12.8","1",0.2,"a",0.0169491525423729,0.030349676557575,21.8,0,59,0.101118900540754,56
"3346","14.3","1",0.2,"a",0.0169491525423729,0.031928072738042,24,0,59,0.124104350331058,56
"3347","15.7","1",0.125,"a",0.0169491525423729,0.0338582678118722,25.3,0,59,0.1431025497581,56
"3348","17.1","1",0.2,"a",0.0169491525423729,0.0347497144113925,27.2,0,59,0.165477378109906,56
"3349","18.6","1",0.2,"a",0.0169491525423729,0.0363358865531184,28.6,0,59,0.184757800634975,56
"3350","20","1",0.125,"a",0.0169491525423729,0.0373623182361891,30.8,0,59,0.20524825969197,56
"3351","7.1","2",0.875,"a",0.11864406779661,0.0226793841728292,14.4,0,59,0.03591066940747,56
"3352","8.5","2",0.875,"a",0.11864406779661,0.0250431212993958,16,0,59,0.0476196299623686,56
"3353","10","2",1,"a",0.101694915254237,0.0270943894502078,19,0,59,0.0681963306164789,56
"3354","11.4","2",0.833333333333333,"a",0.0847457627118644,0.0282464573691959,20.2,0,59,0.0825513028017267,56
"3355","12.8","2",0.8,"a",0.0677966101694915,0.030349676557575,21.8,0,59,0.101118900540754,56
"3356","14.3","2",0.8,"a",0.0677966101694915,0.031928072738042,24,0,59,0.124104350331058,56
"3357","15.7","2",0.875,"a",0.11864406779661,0.0338582678118722,25.3,0,59,0.1431025497581,56
