"","Time","Wstart","A","h","S.day","Fit","Beh","S.cum","W","yn","Bn","ka","dn0"
"1",1,"7.1",1,"a",0.898505281250929,0.000182889409146424,0,0.898505281250929,7.1,1,1,1.3,0.1
"2",2,"7.1",1,"a",0.898863170195976,0.000203548507685786,0,0.807633305543037,7.3,1,1,1.3,0.1
"3",3,"7.1",1,"a",0.899208000325557,0.000226451048874777,0,0.726230329673674,7.5,1,1,1.3,0.1
"4",4,"7.1",1,"a",0.899540576564082,0.000251833890259863,0,0.65327364947298,7.7,1,1,1.3,0.1
"5",5,"7.1",1,"a",0.89986163498859,0.000279958344093578,0,0.587855894309719,7.9,1,1,1.3,0.1
"6",6,"7.1",1,"a",0.900171850281655,0.000311112656888776,0,0.529171328079757,8.1,1,1,1.3,0.1
"7",7,"7.1",1,"a",0.900471842216336,0.000345614736554395,0,0.476503880644043,8.3,1,1,1.3,0.1
"8",8,"7.1",1,"a",0.90076218131879,0.000383815151514046,0,0.429216674935797,8.5,1,1,1.3,0.1
"9",9,"7.1",1,"a",0.901043393829497,0.000426100428586054,0,0.386742849472362,8.7,1,1,1.3,0.1
"10",10,"7.1",1,"a",0.901315966063794,0.000472896679010206,2,0.348577504990447,8.9,1,1,1.3,0.1
"11",11,"7.1",3,"n",0.901315966063794,0.000524673584864395,0,0.314178470658571,8.9,1,1,1.3,0.1
"12",12,"7.1",3,"n",0.901709599763735,0.000582119483754113,0,0.283297743031923,9.2,1,1,1.3,0.1
"13",13,"7.1",3,"n",0.902086183057953,0.00064557312454768,0,0.2555589796806,9.5,1,1,1.3,0.1
"14",14,"7.1",3,"n",0.902446957243836,0.000715644620959909,0,0.230628423609097,9.8,1,1,1.3,0.1
"15",15,"7.1",3,"n",0.902793038805304,0.000793004636134582,0,0.208209735384934,10.1,1,1,1.3,0.1
"16",16,"7.1",3,"n",0.903125435226801,0.000878390286641987,0,0.188039507887975,10.4,1,1,1.3,0.1
