"","Time","Wstart","A","h","S.day","Fit","Beh","S.cum","W","yn","Bn","ka","dn0"
"515",35,"8.2",26,"o",0.907002576277466,0.0082866557674121,0,0.0287668786318945,15,1,1,1.3,0.28
"516",36,"8.2",26,"o",0.9073254604215,0.00913630896333538,0,0.0261009213995731,15.5,1,1,1.3,0.28
"517",37,"8.2",26,"o",0.907634484104337,0.0100694947533943,0,0.0236900963291494,16,1,1,1.3,0.28
"518",38,"8.2",26,"o",0.907930647225932,0.0110942179145287,0,0.0215089644929693,16.5,1,1,1.3,0.28
"519",39,"8.2",26,"o",0.908214850051089,0.0122192349695714,0,0.0195347609617363,17,1,1,1.3,0.28
"520",40,"8.2",26,"o",0.908541245261571,0.0134541237339205,0,0.017748136050063,17.6,1,1,1.3,0.28
"521",41,"8.2",26,"o",0.908852846007273,0.0148084897676241,0,0.016130443960424,18.2,1,1,1.3,0.28
"522",42,"8.2",26,"o",0.909150777224254,0.0162936055409631,0,0.0146650056635918,18.8,1,1,1.3,0.28
"523",43,"8.2",26,"o",0.9094360458919,0.0179217858568074,0,0.0133368847636792,19.4,1,1,1.3,0.28
"524",44,"8.2",26,"o",0.909709556596554,0.0197064828667871,0,0.012132691524746,20,1,1,1.3,0.28
"525",45,"8.2",26,"o",0.909972124644679,0.0216623896318226,0,0.0110404110844316,20.6,1,1,1.3,0.28
"526",46,"8.2",26,"o",0.91022448717035,0.0238055529890888,0,0.0100492525174766,21.2,1,1,1.3,0.28
"527",47,"8.2",26,"o",0.910506899771985,0.0261534965545632,0,0.00914991375471342,21.9,1,1,1.3,0.28
"528",48,"8.2",26,"o",0.910777286968434,0.028724105837213,0,0.00833353362551305,22.6,1,1,1.3,0.28
"529",49,"8.2",26,"o",0.911036509304996,0.0315380129129291,0,0.00759215338436321,23.3,1,1,1.3,0.28
"530",50,"8.2",26,"o",0.911285342256234,0.0346177267220482,0,0.00691861809533126,24,1,1,1.3,0.28
"531",51,"8.2",26,"o",0.91152448682615,0.0379878015335337,0,0.00630648980889294,24.7,1,1,1.3,0.28
"532",52,"8.2",26,"o",0.911754578569679,0.0416750203450968,0,0.00574997095796116,25.4,1,1,1.3,0.28
"533",53,"8.2",26,"o",0.911976195306975,0.0457085945326151,0,0.00524383663736702,26.1,1,1,1.3,0.28
"534",54,"8.2",26,"o",0.912189863749323,0.0501203811764291,0,0.00478337462776353,26.8,1,1,1.3,0.28
"535",55,"8.2",26,"o",0.912396065214194,0.0549451196162409,0,0.00436433218881686,27.5,1,1,1.3,0.28
"536",56,"8.2",26,"o",0.91259524057433,0.0602206889212548,0,0.00398286878379961,28.2,1,1,1.3,0.28
"537",57,"8.2",26,"o",0.912787794559687,0.0659883881087915,0,0.00363551401318507,28.9,1,1,1.3,0.28
"538",58,"8.2",26,"o",0.912974099510259,0.07229324110389,0,0.00331913013244457,29.6,1,1,1.3,0.28
"539",59,"8.2",26,"o",0.913154498661025,0.0791843286054554,0,0.00303087861208312,30.3,1,1,1.3,0.28
"540",60,"8.2",26,"o",NA,NA,NA,NA,31,1,1,1.3,0.28
"541",1,"8.8",1,"a",0.901180731037745,0.000315098593227301,0,0.901180731037745,8.8,1,1,1.3,0.28
"542",2,"8.8",1,"a",0.901449154089272,0.000349650832929432,0,0.812368607675527,9,1,1,1.3,0.28
"543",3,"8.8",1,"a",0.901709599763735,0.000387876378099973,0,0.732520572087722,9.2,1,1,1.3,0.28
"544",4,"8.8",1,"a",0.901962470425049,0.000430156647108564,2,0.660706064837412,9.4,1,1,1.3,0.28
"545",5,"8.8",3,"n",0.901962470425049,0.000476911912871333,0,0.595932074465565,9.4,1,1,1.3,0.28
"546",6,"8.8",3,"n",0.902328384447243,0.000528749175834987,0,0.537726425992807,9.7,1,1,1.3,0.28
"547",7,"8.8",3,"n",0.902679246521921,0.000585983091021672,0,0.485394485050112,10,1,1,1.3,0.28
"548",8,"8.8",3,"n",0.903016098866858,0.00064915981316675,0,0.43831903430144,10.3,1,1,1.3,0.28
"549",9,"8.8",3,"n",0.903339883885334,0.000718879557054788,0,0.395951065550594,10.6,1,1,1.3,0.28
"550",10,"8.8",3,"n",0.903651456228047,0.000795801856952039,0,0.357801756979841,10.9,1,1,1.3,0.28
"551",11,"8.8",3,"n",0.903951593111238,0.000880651330186325,0,0.323435468239927,11.2,1,1,1.3,0.28
"552",12,"8.8",3,"n",0.904241003182327,0.000974223992631378,0,0.292463612266018,11.5,1,1,1.3,0.28
"553",13,"8.8",3,"n",0.90452033416949,0.00107739417832498,0,0.264539284299275,11.8,1,1,1.3,0.28
"554",14,"8.8",3,"n",0.89394052988372,0.0011911221203382,1,0.236482387981553,12.1,1,1,1.3,0.28
"555",15,"8.8",4,"n",0.904965077525625,0.00133244000078298,2,0.214008302573171,12.3,1,1,1.3,0.28
"556",16,"8.8",6,"n",0.904965077525625,0.00147236620934165,2,0.193670040129258,12.3,1,1,1.3,0.28
"557",17,"8.8",8,"n",0.904965077525625,0.00162698677098947,2,0.175264622879964,12.3,1,1,1.3,0.28
"558",18,"8.8",10,"a",0.904965077525625,0.00179784481345734,2,0.158608363032066,12.3,1,1,1.3,0.28
"559",19,"8.8",12,"a",0.904965077525625,0.00198664551606019,2,0.143535029547526,12.3,1,1,1.3,0.28
"560",20,"8.8",14,"a",0.904965077525625,0.00219527312754667,2,0.12989418914212,12.3,1,1,1.3,0.28
"561",21,"8.8",16,"a",0.904965077525625,0.00242580977107871,2,0.117549704947127,12.3,1,1,1.3,0.28
"562",22,"8.8",18,"n",0.904965077525625,0.00268055622401631,2,0.106378377850591,12.3,1,1,1.3,0.28
"563",23,"8.8",20,"n",0.904965077525625,0.00296205487989165,2,0.0962687169586104,12.3,1,1,1.3,0.28
"564",24,"8.8",22,"a",0.904965077525625,0.00327311512173549,2,0.0871198269057413,12.3,1,1,1.3,0.28
"565",25,"8.8",24,"a",0.904965077525625,0.00361684135998365,2,0.0788404009097732,12.3,1,1,1.3,0.28
"566",26,"8.8",26,"o",0.904965077525625,0.00399666401478485,0,0.0713478095214642,12.3,1,1,1.3,0.28
"567",27,"8.8",26,"o",0.905303549355658,0.00441637375191606,0,0.064591425198533,12.7,1,1,1.3,0.28
"568",28,"8.8",26,"o",0.905627835723606,0.00487833473651945,0,0.0584957926088506,13.1,1,1,1.3,0.28
"569",29,"8.8",26,"o",0.905938936599268,0.00538668815609186,0,0.0529936161515934,13.5,1,1,1.3,0.28
"570",30,"8.8",26,"o",0.906237754513756,0.00594597266821594,0,0.0480248157047839,13.9,1,1,1.3,0.28
"571",31,"8.8",26,"o",0.906525106533149,0.00656116194519645,0,0.0435357011730141,14.3,1,1,1.3,0.28
"572",32,"8.8",26,"o",0.906869296308001,0.00723770571593819,0,0.0394811906870467,14.8,1,1,1.3,0.28
"573",33,"8.8",26,"o",0.907198029683709,0.00798097999943759,0,0.0358172584008556,15.3,1,1,1.3,0.28
"574",34,"8.8",26,"o",0.907512471513711,0.00879739564934916,0,0.0325046086942057,15.8,1,1,1.3,0.28
"575",35,"8.8",26,"o",0.907813665551181,0.00969396666767046,0,0.0295081279659936,16.3,1,1,1.3,0.28
"576",36,"8.8",26,"o",0.908102550295741,0.0106783660959595,0,0.0267964062603719,16.8,1,1,1.3,0.28
"577",37,"8.8",26,"o",0.908434149976338,0.0117589870136164,0,0.0243427705435616,17.4,1,1,1.3,0.28
"578",38,"8.8",26,"o",0.908750550889645,0.0129442370852336,0,0.0221215061416418,18,1,1,1.3,0.28
"579",39,"8.8",26,"o",0.909052921251075,0.0142439936598239,0,0.0201096197805331,18.6,1,1,1.3,0.28
"580",40,"8.8",26,"o",0.9093423054937,0.0156690477824116,0,0.0182865280138317,19.2,1,1,1.3,0.28
"581",41,"8.8",26,"o",0.909619640766994,0.0172311875162396,0,0.0166337850428171,19.8,1,1,1.3,0.28
"582",42,"8.8",26,"o",0.90988577081223,0.0189432887593656,0,0.0151348443252086,20.4,1,1,1.3,0.28
"583",43,"8.8",26,"o",0.910183106309049,0.0208194142243322,0,0.0137754796214223,21.1,1,1,1.3,0.28
"584",44,"8.8",26,"o",0.910467312590964,0.022873874586355,0,0.0125421239105679,21.8,1,1,1.3,0.28
"585",45,"8.8",26,"o",0.910739362885267,0.0251232243816218,0,0.0114226059395387,22.5,1,1,1.3,0.28
"586",46,"8.8",26,"o",0.911000130862483,0.0275855260082645,0,0.0104059955057103,23.2,1,1,1.3,0.28
"587",47,"8.8",26,"o",0.911250403460448,0.0302804852312679,0,0.00948246760298615,23.9,1,1,1.3,0.28
"588",48,"8.8",26,"o",0.911490891735878,0.0332295987099468,0,0.00864318285130242,24.6,1,1,1.3,0.28
"589",49,"8.8",26,"o",0.911722240093362,0.0364563146063513,0,0.00788018203072598,25.3,1,1,1.3,0.28
"590",50,"8.8",26,"o",0.911945034171927,0.0399862074249917,0,0.0071862928712914,26,1,1,1.3,0.28
"591",51,"8.8",26,"o",0.912159807614681,0.0438471683343288,0,0.00655504752293992,26.7,1,1,1.3,0.28
"592",52,"8.8",26,"o",0.912367047904446,0.0480696123292147,0,0.00598060935737805,27.4,1,1,1.3,0.28
"593",53,"8.8",26,"o",0.912567201414458,0.0526867037116504,0,0.00545770794401561,28.1,1,1,1.3,0.28
"594",54,"8.8",26,"o",0.912760677796302,0.0577346014956348,0,0.00498158120219395,28.8,1,1,1.3,0.28
"595",55,"8.8",26,"o",0.912947853805869,0.0632527264814088,0,0.00454792386710262,29.5,1,1,1.3,0.28
"596",56,"8.8",26,"o",0.913129076650707,0.0692840518959794,0,0.00415284152144513,30.2,1,1,1.3,0.28
"597",57,"8.8",26,"o",0.91330466692819,0.075875419661488,0,0.003792809542549,30.9,1,1,1.3,0.28
"598",58,"8.8",26,"o",0.91347492121256,0.0830778845318808,0,0.00346463639805419,31.6,1,1,1.3,0.28
"599",59,"8.8",26,"o",0.913640114339509,0.0909470885326572,0,0.00316543079486306,32.3,1,1,1.3,0.28
"600",60,"8.8",26,"o",NA,NA,NA,NA,33,1,1,1.3,0.28
"601",1,"9.4",1,"a",0.901962470425049,0.000396289047978838,2,0.901962470425049,9.4,1,1,1.3,0.28
"602",2,"9.4",3,"n",0.901962470425049,0.000439363123159755,0,0.813536298055257,9.4,1,1,1.3,0.28
"603",3,"9.4",3,"n",0.902328384447243,0.000487119073760027,0,0.734076893513391,9.7,1,1,1.3,0.28
"604",4,"9.4",3,"n",0.902679246521921,0.00053984678101247,0,0.662635977125819,10,1,1,1.3,0.28
"605",5,"9.4",3,"n",0.903016098866858,0.000598049399155385,0,0.598370955032986,10.3,1,1,1.3,0.28
"606",6,"9.4",3,"n",0.903339883885334,0.000662279886156894,0,0.540532349039854,10.6,1,1,1.3,0.28
"607",7,"9.4",3,"n",0.903651456228047,0.000733145849055593,0,0.488452844348231,10.9,1,1,1.3,0.28
"608",8,"9.4",3,"n",0.903951593111238,0.00081131485375549,0,0.441537726808299,11.2,1,1,1.3,0.28
"609",9,"9.4",3,"n",0.904241003182327,0.000897520243272198,0,0.399256517031981,11.5,1,1,1.3,0.28
"610",10,"9.4",3,"n",0.90452033416949,0.000992567512547566,0,0.361135638205114,11.8,1,1,1.3,0.28
"611",11,"9.4",3,"n",0.89394052988372,0.001097341292453,1,0.322833783776975,12.1,1,1,1.3,0.28
"612",12,"9.4",4,"n",0.894113434911883,0.00122753276730359,1,0.288650023318431,12.3,1,1,1.3,0.28
"613",13,"9.4",5,"a",0.894282561267496,0.00137290495743928,1,0.258134682163129,12.5,1,1,1.3,0.28
"614",14,"9.4",6,"n",0.905303549355658,0.00153520264947738,2,0.233690243974075,12.7,1,1,1.3,0.28
"615",15,"9.4",8,"n",0.905303549355658,0.00169578772840342,2,0.21156060731952,12.7,1,1,1.3,0.28
"616",16,"9.4",10,"a",0.905303549355658,0.00187317030802583,2,0.1915265687102,12.7,1,1,1.3,0.28
"617",17,"9.4",12,"a",0.905303549355658,0.00206910743844874,2,0.173389682449254,12.7,1,1,1.3,0.28
"618",18,"9.4",14,"a",0.905303549355658,0.00228553996051535,2,0.15697029494296,12.7,1,1,1.3,0.28
"619",19,"9.4",16,"a",0.905303549355658,0.00252461173066433,2,0.142105765155266,12.7,1,1,1.3,0.28
"620",20,"9.4",18,"n",0.905303549355658,0.00278869085674215,2,0.128648853578964,12.7,1,1,1.3,0.28
"621",21,"9.4",20,"n",0.905303549355658,0.00308039315512126,2,0.116466263765572,12.7,1,1,1.3,0.28
"622",22,"9.4",22,"a",0.905303549355658,0.00340260806147695,2,0.105437321967165,12.7,1,1,1.3,0.28
"623",23,"9.4",24,"a",0.905303549355658,0.00375852725188002,2,0.0954527818114297,12.7,1,1,1.3,0.28
"624",24,"9.4",26,"o",0.905303549355658,0.0041516762577095,0,0.0864137421697585,12.7,1,1,1.3,0.28
"625",25,"9.4",26,"o",0.905627835723606,0.00458594938754456,0,0.078258690297976,13.1,1,1,1.3,0.28
"626",26,"9.4",26,"o",0.905938936599268,0.00506383439934832,0,0.0708975946681999,13.5,1,1,1.3,0.28
