"","Time","Wstart","A","h","S.day","Fit","Beh","S.cum","W","yn","Bn","ka","dn0","iter_id"
"1545",45,"7.6",26,"o",0.9093423054937,0.0174207126296417,0,0.0103341899680375,19.2,1,1,1.3,0.82,20
"1546",46,"7.6",26,"o",0.909619640766994,0.0191574861571888,0,0.00940018216634414,19.8,1,1,1.3,0.82,20
"1547",47,"7.6",26,"o",0.90988577081223,0.0210609856016688,0,0.00855309199619942,20.4,1,1,1.3,0.82,20
"1548",48,"7.6",26,"o",0.910141457695178,0.0231468457660001,0,0.0077845236172219,21,1,1,1.3,0.82,20
"1549",49,"7.6",26,"o",0.910387391777786,0.0254321408724932,0,0.00708693215211523,21.6,1,1,1.3,0.82,20
"1550",50,"7.6",26,"o",0.910624200233944,0.0279355152566754,0,0.00645353192313215,22.2,1,1,1.3,0.82,20
"1551",51,"7.6",26,"o",0.910852454354861,0.0306773257832359,0,0.00587821539144236,22.8,1,1,1.3,0.82,20
"1552",52,"7.6",26,"o",0.911072675842958,0.0336797970259235,0,0.00535548142586265,23.4,1,1,1.3,0.82,20
"1553",53,"7.6",26,"o",0.911285342256234,0.0369671903448994,0,0.00488037172411415,24,1,1,1.3,0.82,20
"1554",54,"7.6",26,"o",0.911490891735878,0.0405659880947641,0,0.00444841437481537,24.6,1,1,1.3,0.82,20
"1555",55,"7.6",26,"o",0.911689727126345,0.0445050943049016,0,0.00405557368752034,25.2,1,1,1.3,0.82,20
"1556",56,"7.6",26,"o",0.911882219578442,0.0488160532917071,0,0.00369820553583997,25.8,1,1,1.3,0.82,20
"1557",57,"7.6",26,"o",0.912068711710574,0.053533287790472,0,0.00337301755871448,26.4,1,1,1.3,0.82,20
"1558",58,"7.6",26,"o",0.912249520391051,0.0586943583341116,0,0.00307703365020788,27,1,1,1.3,0.82,20
"1559",59,"7.6",26,"o",0.912424939194141,0.0643402457574889,0,0.00280756224118925,27.6,1,1,1.3,0.82,20
"1560",60,"7.6",26,"o",NA,NA,NA,NA,28.2,1,1,1.3,0.82,20
"1561",1,"8.2",1,"a",0.900323087417982,0.000252536175048907,0,0.900323087417982,8.2,1,1,1.3,0.82,20
"1562",2,"8.2",1,"a",0.900618184497426,0.000280495056250474,0,0.8108473444515,8.4,1,1,1.3,0.82,20
"1563",3,"8.2",1,"a",0.900903897115042,0.000311447249321308,0,0.73049553258174,8.6,1,1,1.3,0.82,20
"1564",4,"8.2",1,"a",0.901180731037745,0.000345705297000772,0,0.658308498071819,8.8,1,1,1.3,0.82,20
"1565",5,"8.2",1,"a",0.901449154089272,0.000383613724854812,0,0.59343163871662,9,1,1,1.3,0.82,20
"1566",6,"8.2",1,"a",0.901709599763735,0.000425552260063269,0,0.535103005434301,9.2,1,1,1.3,0.82,20
"1567",7,"8.2",1,"a",0.901962470425049,0.000471939369587251,0,0.482642828713391,9.4,1,1,1.3,0.82,20
"1568",8,"8.2",1,"a",0.891387915482192,0.000523236149021643,1,0.430221985009258,9.6,1,1,1.3,0.82,20
"1569",9,"8.2",2,"a",0.902328384447243,0.000586990399952417,2,0.38820150868709,9.7,1,1,1.3,0.82,20
"1570",10,"8.2",4,"n",0.902328384447243,0.000650528577034625,2,0.350285240173604,9.7,1,1,1.3,0.82,20
"1571",11,"8.2",6,"n",0.902328384447243,0.000720944379282862,2,0.316072314861562,9.7,1,1,1.3,0.82,20
"1572",12,"8.2",8,"n",0.902328384447243,0.000798982268217691,2,0.285201021237534,9.7,1,1,1.3,0.82,20
"1573",13,"8.2",10,"a",0.902328384447243,0.000885467288837577,2,0.257344976735967,9.7,1,1,1.3,0.82,20
"1574",14,"8.2",12,"a",0.902328384447243,0.000981313792295258,2,0.232209677103779,9.7,1,1,1.3,0.82,20
"1575",15,"8.2",14,"a",0.902328384447243,0.00108753510275131,2,0.209529382794068,9.7,1,1,1.3,0.82,20
"1576",16,"8.2",16,"a",0.902328384447243,0.00120525423060644,2,0.1890643094708,9.7,1,1,1.3,0.82,20
"1577",17,"8.2",18,"n",0.902328384447243,0.00133571574537663,2,0.17059809292142,9.7,1,1,1.3,0.82,20
"1578",18,"8.2",20,"n",0.902328384447243,0.00148029893373561,2,0.153935501575566,9.7,1,1,1.3,0.82,20
"1579",19,"8.2",22,"a",0.902328384447243,0.00164053238183616,2,0.138900372445756,9.7,1,1,1.3,0.82,20
"1580",20,"8.2",24,"a",0.902328384447243,0.00181811013607994,2,0.125333748668099,9.7,1,1,1.3,0.82,20
"1581",21,"8.2",26,"o",0.902328384447243,0.00201490961319331,0,0.113092198952403,9.7,1,1,1.3,0.82,20
"1582",22,"8.2",26,"o",0.902679246521921,0.00223301144896115,0,0.102085980937862,10,1,1,1.3,0.82,20
"1583",23,"8.2",26,"o",0.903016098866858,0.00247375959685024,0,0.0921852842555047,10.3,1,1,1.3,0.82,20
"1584",24,"8.2",26,"o",0.903339883885334,0.0027394413011622,0,0.0832746439753041,10.6,1,1,1.3,0.82,20
"1585",25,"8.2",26,"o",0.903651456228047,0.00303256985552288,0,0.0752512532951557,10.9,1,1,1.3,0.82,20
"1586",26,"8.2",26,"o",0.903951593111238,0.00335590656621216,0,0.0680234902997732,11.2,1,1,1.3,0.82,20
"1587",27,"8.2",26,"o",0.904241003182327,0.00371248481864138,0,0.0615096291086303,11.5,1,1,1.3,0.82,20
"1588",28,"8.2",26,"o",0.904611308720388,0.0041056364460093,0,0.0556423060868637,11.9,1,1,1.3,0.82,20
"1589",29,"8.2",26,"o",0.904965077525625,0.00453856413957162,0,0.0503543438416032,12.3,1,1,1.3,0.82,20
"1590",30,"8.2",26,"o",0.905303549355658,0.00501518152720441,0,0.0455859662052785,12.7,1,1,1.3,0.82,20
"1591",31,"8.2",26,"o",0.905627835723606,0.00553977892914915,0,0.0412839199138558,13.1,1,1,1.3,0.82,20
"1592",32,"8.2",26,"o",0.905938936599268,0.0061170590286934,0,0.0374007105054079,13.5,1,1,1.3,0.82,20
"1593",33,"8.2",26,"o",0.906237754513756,0.00675217587142875,0,0.0338939359056399,13.9,1,1,1.3,0.82,20
"1594",34,"8.2",26,"o",0.906595241446381,0.0074507775004934,0,0.0307280810059418,14.4,1,1,1.3,0.82,20
"1595",35,"8.2",26,"o",0.906936240333652,0.00821841673093986,0,0.0278684102601967,14.9,1,1,1.3,0.82,20
"1596",36,"8.2",26,"o",0.907262026337961,0.00906173594729922,0,0.0252839503634837,15.4,1,1,1.3,0.82,20
"1597",37,"8.2",26,"o",0.907573738688342,0.00998800311733058,0,0.0229470493601974,15.9,1,1,1.3,0.82,20
"1598",38,"8.2",26,"o",0.907872398905995,0.0110051698187803,0,0.0208329927504567,16.4,1,1,1.3,0.82,20
"1599",39,"8.2",26,"o",0.908158926115141,0.0121219345714682,0,0.0189196683240193,16.9,1,1,1.3,0.82,20
"1600",40,"8.2",26,"o",0.908487905721416,0.0133478119554719,0,0.0171882898526321,17.5,1,1,1.3,0.82,20
"1601",41,"8.2",26,"o",0.908801890651369,0.0146923386336911,0,0.0156207503151358,18.1,1,1,1.3,0.82,20
"1602",42,"8.2",26,"o",0.909102027215682,0.0161667122227933,0,0.0142008557781199,18.7,1,1,1.3,0.82,20
"1603",43,"8.2",26,"o",0.909389340898689,0.0177831659580688,0,0.0129141068762618,19.3,1,1,1.3,0.82,20
"1604",44,"8.2",26,"o",0.909664752381486,0.0195550631157551,0,0.0117475078338228,19.9,1,1,1.3,0.82,20
"1605",45,"8.2",26,"o",0.909929091029807,0.0214969999272372,0,0.0106893991250959,20.5,1,1,1.3,0.82,20
"1606",46,"8.2",26,"o",0.910183106309049,0.0236249177426651,0,0.00972931050025701,21.1,1,1,1.3,0.82,20
"1607",47,"8.2",26,"o",0.910467312590964,0.0259562252681972,0,0.00885821918453205,21.8,1,1,1.3,0.82,20
"1608",48,"8.2",26,"o",0.910739362885267,0.0285086843967327,0,0.00806752889641877,22.5,1,1,1.3,0.82,20
"1609",49,"8.2",26,"o",0.911000130862483,0.0313027915104227,0,0.00734951988037436,23.2,1,1,1.3,0.82,20
"1610",50,"8.2",26,"o",0.911250403460448,0.0343609078088573,0,0.00669725295623173,23.9,1,1,1.3,0.82,20
"1611",51,"8.2",26,"o",0.911490891735878,0.0377074267164905,0,0.0061044850692564,24.6,1,1,1.3,0.82,20
"1612",52,"8.2",26,"o",0.911722240093362,0.041368956133702,0,0.00556559480195893,25.3,1,1,1.3,0.82,20
"1613",53,"8.2",26,"o",0.911945034171927,0.0453745168369105,0,0.00507551654185953,26,1,1,1.3,0.82,20
"1614",54,"8.2",26,"o",0.912159807614681,0.0497557584466831,0,0.00462968219236772,26.7,1,1,1.3,0.82,20
"1615",55,"8.2",26,"o",0.912367047904446,0.0545471945061858,0,0.00422396947458633,27.4,1,1,1.3,0.82,20
"1616",56,"8.2",26,"o",0.912567201414458,0.0597864583464205,0,0.00385465600228334,28.1,1,1,1.3,0.82,20
"1617",57,"8.2",26,"o",0.912760677796302,0.0655145815604078,0,0.00351837842531573,28.8,1,1,1.3,0.82,20
"1618",58,"8.2",26,"o",0.912947853805869,0.0717762970668073,0,0.00321209603226886,29.5,1,1,1.3,0.82,20
"1619",59,"8.2",26,"o",0.913129076650707,0.0786203689154736,0,0.00293305828405907,30.2,1,1,1.3,0.82,20
"1620",60,"8.2",26,"o",NA,NA,NA,NA,30.9,1,1,1.3,0.82,20
"1621",1,"8.8",1,"a",0.901180731037745,0.000290674143375371,0,0.901180731037745,8.8,1,1,1.3,0.82,20
"1622",2,"8.8",1,"a",0.901449154089272,0.000322548112009284,0,0.812368607675527,9,1,1,1.3,0.82,20
"1623",3,"8.8",1,"a",0.901709599763735,0.000357810654706479,0,0.732520572087722,9.2,1,1,1.3,0.82,20
"1624",4,"8.8",1,"a",0.901962470425049,0.000396813624697167,0,0.660706064837412,9.4,1,1,1.3,0.82,20
"1625",5,"8.8",1,"a",0.902208140147447,0.000439944717999374,0,0.5960943899411,9.6,1,1,1.3,0.82,20
"1626",6,"8.8",1,"a",0.891624010839804,0.000487631066959199,1,0.53149207079839,9.8,1,1,1.3,0.82,20
"1627",7,"8.8",2,"a",0.902563898421186,0.000546902125818604,2,0.479705555399744,9.9,1,1,1.3,0.82,20
"1628",8,"8.8",4,"n",0.902563898421186,0.000605942833272276,2,0.432964916175893,9.9,1,1,1.3,0.82,20
"1629",9,"8.8",6,"n",0.902563898421186,0.000671357268257931,2,0.390778502623316,9.9,1,1,1.3,0.82,20
"1630",10,"8.8",8,"n",0.902563898421186,0.000743833505231381,2,0.352702568746893,9.9,1,1,1.3,0.82,20
"1631",11,"8.8",10,"a",0.902563898421186,0.000824133899585985,2,0.318336605431362,9.9,1,1,1.3,0.82,20
"1632",12,"8.8",12,"a",0.902563898421186,0.000913103106636112,2,0.287319127608297,9.9,1,1,1.3,0.82,20
"1633",13,"8.8",14,"a",0.902563898421186,0.00101167696628833,2,0.259323871905119,9.9,1,1,1.3,0.82,20
"1634",14,"8.8",16,"a",0.902563898421186,0.00112089234685545,2,0.23405636478036,9.9,1,1,1.3,0.82,20
"1635",15,"8.8",18,"n",0.902563898421186,0.00124189805155754,2,0.211250825046453,9.9,1,1,1.3,0.82,20
"1636",16,"8.8",20,"n",0.902563898421186,0.00137596690243199,2,0.190667368198619,9.9,1,1,1.3,0.82,20
"1637",17,"8.8",22,"a",0.902563898421186,0.00152450912875965,2,0.172089483143053,9.9,1,1,1.3,0.82,20
"1638",18,"8.8",24,"a",0.902563898421186,0.00168908720083575,2,0.155321754782881,9.9,1,1,1.3,0.82,20
"1639",19,"8.8",26,"o",0.902563898421186,0.00187143226511763,0,0.140187808506456,9.9,1,1,1.3,0.82,20
"1640",20,"8.8",26,"o",0.902905311302148,0.00207346235362531,0,0.126576316880288,10.2,1,1,1.3,0.82,20
"1641",21,"8.8",26,"o",0.903233353029144,0.00229643388699864,0,0.114327951109862,10.5,1,1,1.3,0.82,20
"1642",22,"8.8",26,"o",0.903548906277751,0.00254245913229086,0,0.103300895182292,10.8,1,1,1.3,0.82,20
"1643",23,"8.8",26,"o",0.90385277302424,0.00281385890085877,0,0.0933688005664009,11.1,1,1,1.3,0.82,20
"1644",24,"8.8",26,"o",0.904145683866642,0.00311318279352484,0,0.0844189980399167,11.4,1,1,1.3,0.82,20
"1645",25,"8.8",26,"o",0.904428306056304,0.00344323138303453,0,0.0763509313962123,11.7,1,1,1.3,0.82,20
"1646",26,"8.8",26,"o",0.904701250446272,0.00380708051702682,0,0.0690747831068908,12,1,1,1.3,0.82,20
"1647",27,"8.8",26,"o",0.905051084102993,0.00420810794187458,0,0.0625162073350706,12.4,1,1,1.3,0.82,20
"1648",28,"8.8",26,"o",0.905385909983916,0.00464958057704034,0,0.0566012932668061,12.8,1,1,1.3,0.82,20
"1649",29,"8.8",26,"o",0.905706810261013,0.00513546823047306,0,0.0512641767813271,13.2,1,1,1.3,0.82,20
"1650",30,"8.8",26,"o",0.906014759312489,0.00567012213256195,0,0.0464461007878869,13.6,1,1,1.3,0.82,20
"1651",31,"8.8",26,"o",0.906310637255117,0.00625831099800694,0,0.0420945952030851,14,1,1,1.3,0.82,20
"1652",32,"8.8",26,"o",0.906595241446381,0.00690526044906752,0,0.0381627597017286,14.4,1,1,1.3,0.82,20
"1653",33,"8.8",26,"o",0.906936240333652,0.0076166961102188,0,0.0346111898046424,14.9,1,1,1.3,0.82,20
"1654",34,"8.8",26,"o",0.907262026337961,0.0083982707620292,0,0.0314014181961276,15.4,1,1,1.3,0.82,20
"1655",35,"8.8",26,"o",0.907573738688342,0.00925672023982715,0,0.0284991025123757,15.9,1,1,1.3,0.82,20
"1656",36,"8.8",26,"o",0.907872398905995,0.0101994139376546,0,0.0258735485645784,16.4,1,1,1.3,0.82,20
"1657",37,"8.8",26,"o",0.908158926115141,0.011234413503423,0,0.0234972940791955,16.9,1,1,1.3,0.82,20
"1658",38,"8.8",26,"o",0.908487905721416,0.0123705368965329,0,0.0213470074881285,17.5,1,1,1.3,0.82,20
"1659",39,"8.8",26,"o",0.908801890651369,0.0136166225423878,0,0.0194002007649601,18.1,1,1,1.3,0.82,20
"1660",40,"8.8",26,"o",0.909102027215682,0.0149830482115616,0,0.0176367618438165,18.7,1,1,1.3,0.82,20
"1661",41,"8.8",26,"o",0.909389340898689,0.0164811514692694,0,0.0160386832287354,19.3,1,1,1.3,0.82,20
"1662",42,"8.8",26,"o",0.909664752381486,0.018123317184455,0,0.0145898248077927,19.9,1,1,1.3,0.82,20
"1663",43,"8.8",26,"o",0.909929091029807,0.0199230729090123,0,0.013275706025639,20.5,1,1,1.3,0.82,20
"1664",44,"8.8",26,"o",0.91022448717035,0.0218951928292176,0,0.0120838727090115,21.2,1,1,1.3,0.82,20
"1665",45,"8.8",26,"o",0.910506899771985,0.0240547174217253,0,0.0110024494775214,21.9,1,1,1.3,0.82,20
"1666",46,"8.8",26,"o",0.910777286968434,0.0264190391393511,0,0.0100207810851442,22.6,1,1,1.3,0.82,20
"1667",47,"8.8",26,"o",0.911036509304996,0.029007134364635,0,0.0091292974203193,23.3,1,1,1.3,0.82,20
"1668",48,"8.8",26,"o",0.911285342256234,0.0318397057289875,0,0.00831939492423464,24,1,1,1.3,0.82,20
"1669",49,"8.8",26,"o",0.91152448682615,0.0349393370578705,0,0.00758333218901706,24.7,1,1,1.3,0.82,20
"1670",50,"8.8",26,"o",0.911754578569679,0.0383306620533325,0,0.00691413784415113,25.4,1,1,1.3,0.82,20
"1671",51,"8.8",26,"o",0.911976195306975,0.0420405479218585,0,0.00630552912493692,26.1,1,1,1.3,0.82,20
"1672",52,"8.8",26,"o",0.912189863749323,0.046098295260555,0,0.00575183975334359,26.8,1,1,1.3,0.82,20
"1673",53,"8.8",26,"o",0.912396065214194,0.0505358556288707,0,0.00524795595869328,27.5,1,1,1.3,0.82,20
"1674",54,"8.8",26,"o",0.91259524057433,0.0553880683571415,0,0.00478925963064718,28.2,1,1,1.3,0.82,20
"1675",55,"8.8",26,"o",0.912787794559687,0.0606929182780788,0,0.00437157773583218,28.9,1,1,1.3,0.82,20
"1676",56,"8.8",26,"o",0.912974099510259,0.0664918162138178,0,0.00399113724681048,29.6,1,1,1.3,0.82,20
"1677",57,"8.8",26,"o",0.913154498661025,0.0728299042103009,0,0.00364452493169857,30.3,1,1,1.3,0.82,20
"1678",58,"8.8",26,"o",0.913329309026636,0.0797563876836753,0,0.0033286514375986,31,1,1,1.3,0.82,20
"1679",59,"8.8",26,"o",0.91349882394246,0.0873248968312143,0,0.0030407191735607,31.7,1,1,1.3,0.82,20
"1680",60,"8.8",26,"o",NA,NA,NA,NA,32.4,1,1,1.3,0.82,20
"1681",1,"9.4",1,"a",0.901962470425049,0.00035075423306995,0,0.901962470425049,9.4,1,1,1.3,0.82,20
"1682",2,"9.4",1,"a",0.902208140147447,0.000388878966222018,0,0.81375788292498,9.6,1,1,1.3,0.82,20
"1683",3,"9.4",1,"a",0.902446957243836,0.000431030212339321,0,0.734373325378834,9.8,1,1,1.3,0.82,20
"1684",4,"9.4",1,"a",0.902679246521921,0.00047762387459949,0,0.662903560018763,10,1,1,1.3,0.82,20
"1685",5,"9.4",1,"a",0.892077141251765,0.000529118041031523,1,0.591361112747156,10.2,1,1,1.3,0.82,20
"1686",6,"9.4",2,"a",0.903016098866858,0.000593130365709251,2,0.534008605054501,10.3,1,1,1.3,0.82,20
"1687",7,"9.4",4,"n",0.903016098866858,0.000656832548670545,2,0.482218367297648,10.3,1,1,1.3,0.82,20
"1688",8,"9.4",6,"n",0.903016098866858,0.000727376344114757,2,0.435450948839068,10.3,1,1,1.3,0.82,20
"1689",9,"9.4",8,"n",0.903016098866858,0.000805496541011283,2,0.393219217068527,10.3,1,1,1.3,0.82,20
"1690",10,"9.4",10,"a",0.903016098866858,0.000892006844642143,2,0.355083283396701,10.3,1,1,1.3,0.82,20
"1691",11,"9.4",12,"a",0.903016098866858,0.000987808352211516,2,0.320645921345724,10.3,1,1,1.3,0.82,20
"1692",12,"9.4",14,"a",0.903016098866858,0.00109389893873549,2,0.289548429011185,10.3,1,1,1.3,0.82,20
"1693",13,"9.4",16,"a",0.903016098866858,0.00121138365097605,2,0.261466892798708,10.3,1,1,1.3,0.82,20
"1694",14,"9.4",18,"n",0.903016098866858,0.00134148621768333,2,0.236108813517928,10.3,1,1,1.3,0.82,20
"1695",15,"9.4",20,"n",0.903016098866858,0.00148556179603739,2,0.213210059691042,10.3,1,1,1.3,0.82,20
"1696",16,"9.4",22,"a",0.903016098866858,0.00164511108705762,2,0.192532116341375,10.3,1,1,1.3,0.82,20
"1697",17,"9.4",24,"a",0.903016098866858,0.00182179596700654,2,0.173859600605168,10.3,1,1,1.3,0.82,20
"1698",18,"9.4",26,"o",0.903016098866858,0.00201745679760594,0,0.156998018289029,10.3,1,1,1.3,0.82,20
"1699",19,"9.4",26,"o",0.903339883885334,0.0022341315953697,0,0.141822571611439,10.6,1,1,1.3,0.82,20
"1700",20,"9.4",26,"o",0.903651456228047,0.00247319047373457,0,0.128158173362683,10.9,1,1,1.3,0.82,20
"1701",21,"9.4",26,"o",0.903951593111238,0.00273688539612162,0,0.115848784981424,11.2,1,1,1.3,0.82,20
"1702",22,"9.4",26,"o",0.904241003182327,0.00302769021812523,0,0.104755221549056,11.5,1,1,1.3,0.82,20
"1703",23,"9.4",26,"o",0.90452033416949,0.00334832219228035,0,0.0947532280015515,11.8,1,1,1.3,0.82,20
"1704",24,"9.4",26,"o",0.904790179508175,0.00370176552786367,0,0.0857317901725029,12.1,1,1,1.3,0.82,20
"1705",25,"9.4",26,"o",0.905051084102993,0.00409129719983906,0,0.077591649637714,12.4,1,1,1.3,0.82,20
"1706",26,"9.4",26,"o",0.905385909983916,0.00452051521919781,0,0.0702503863143949,12.8,1,1,1.3,0.82,20
"1707",27,"9.4",26,"o",0.905706810261013,0.004992915362774,0,0.0636262533084145,13.2,1,1,1.3,0.82,20
"1708",28,"9.4",26,"o",0.906014759312489,0.00551272807735111,0,0.0576463245771786,13.6,1,1,1.3,0.82,20
"1709",29,"9.4",26,"o",0.906310637255117,0.00608458970528729,0,0.052245477162958,14,1,1,1.3,0.82,20
"1710",30,"9.4",26,"o",0.906595241446381,0.00671358081343422,0,0.0473655009830333,14.4,1,1,1.3,0.82,20
"1711",31,"9.4",26,"o",0.906936240333652,0.00740526809155029,0,0.0429574893830721,14.9,1,1,1.3,0.82,20
"1712",32,"9.4",26,"o",0.907262026337961,0.00816514740752445,0,0.0389736988640775,15.4,1,1,1.3,0.82,20
"1713",33,"9.4",26,"o",0.907573738688342,0.0089997676200358,0,0.0353715055885844,15.9,1,1,1.3,0.82,20
"1714",34,"9.4",26,"o",0.907872398905995,0.00991629355984075,0,0.0321128136316249,16.4,1,1,1.3,0.82,20
"1715",35,"9.4",26,"o",0.908158926115141,0.01092256309564,0,0.0291635383422322,16.9,1,1,1.3,0.82,20
"1716",36,"9.4",26,"o",0.908487905721416,0.0120271494135545,0,0.0264947218719607,17.5,1,1,1.3,0.82,20
"1717",37,"9.4",26,"o",0.908801890651369,0.0132386455976031,0,0.0240784533295201,18.1,1,1,1.3,0.82,20
"1718",38,"9.4",26,"o",0.909102027215682,0.0145671413470701,0,0.0218897707340849,18.7,1,1,1.3,0.82,20
"1719",39,"9.4",26,"o",0.909389340898689,0.0160236595134268,0,0.0199063241802929,19.3,1,1,1.3,0.82,20
"1720",40,"9.4",26,"o",0.909664752381486,0.0176202411802976,0,0.0181080814562917,19.9,1,1,1.3,0.82,20
"1721",41,"9.4",26,"o",0.909929091029807,0.019370038395099,0,0.0164770700998172,20.5,1,1,1.3,0.82,20
"1722",42,"9.4",26,"o",0.91022448717035,0.0212874152349355,0,0.014997832681676,21.2,1,1,1.3,0.82,20
"1723",43,"9.4",26,"o",0.910506899771985,0.0233869946754702,0,0.0136556301382918,21.9,1,1,1.3,0.82,20
"1724",44,"9.4",26,"o",0.910777286968434,0.0256856863812091,0,0.0124372377691978,22.6,1,1,1.3,0.82,20
"1725",45,"9.4",26,"o",0.911036509304996,0.028201939978878,0,0.0113307776826462,23.3,1,1,1.3,0.82,20
"1726",46,"9.4",26,"o",0.911285342256234,0.0309558834260028,0,0.0103255716185596,24,1,1,1.3,0.82,20
"1727",47,"9.4",26,"o",0.91152448682615,0.0339694736550461,0,0.00941201137079417,24.7,1,1,1.3,0.82,20
"1728",48,"9.4",26,"o",0.911754578569679,0.0372666605735682,0,0.00858144446087146,25.4,1,1,1.3,0.82,20
"1729",49,"9.4",26,"o",0.911976195306975,0.0408735655948452,0,0.00782607306966367,26.1,1,1,1.3,0.82,20
"1730",50,"9.4",26,"o",0.912219767563909,0.0448186759755138,0,0.00713909855654676,26.9,1,1,1.3,0.82,20
"1731",51,"9.4",26,"o",0.912453671066577,0.0491314456988829,0,0.00651409668602719,27.7,1,1,1.3,0.82,20
"1732",52,"9.4",26,"o",0.912678552077357,0.0538454140268323,0,0.00594527633149521,28.5,1,1,1.3,0.82,20
"1733",53,"9.4",26,"o",0.912894997073336,0.0589971287308924,0,0.00542741301924049,29.3,1,1,1.3,0.82,20
"1734",54,"9.4",26,"o",0.913103539729988,0.0646264125885586,0,0.00495579003944511,30.1,1,1,1.3,0.82,20
"1735",55,"9.4",26,"o",0.91330466692819,0.070776653223433,0,0.00452614617134146,30.9,1,1,1.3,0.82,20
"1736",56,"9.4",26,"o",0.91349882394246,0.0774951183173993,0,0.00413462920451209,31.7,1,1,1.3,0.82,20
"1737",57,"9.4",26,"o",0.913686418939611,0.084833298397635,0,0.00377775455151378,32.5,1,1,1.3,0.82,20
"1738",58,"9.4",26,"o",0.913867826893902,0.0928472795908352,0,0.00345236834253045,33.3,1,1,1.3,0.82,20
"1739",59,"9.4",26,"o",0.914021755592225,0.101598148942839,0,0.0031555397733907,34,1,1,1.3,0.82,20
"1740",60,"9.4",26,"o",NA,NA,NA,NA,34.7,1,1,1.3,0.82,20
"1741",1,"10",1,"a",0.902679246521921,0.000408163482730506,0,0.902679246521921,10,1,1,1.3,0.82,20
"1742",2,"10",1,"a",0.902905311302148,0.000452168900861724,0,0.815033886086863,10.2,1,1,1.3,0.82,20
"1743",3,"10",1,"a",0.903125435226801,0.000500793267247057,0,0.736077833096789,10.4,1,1,1.3,0.82,20
"1744",4,"10",1,"a",0.903339883885334,0.000554511308964843,0,0.664928464280222,10.6,1,1,1.3,0.82,20
"1745",5,"10",1,"a",0.903548906277751,0.000613845706202906,0,0.600795386653339,10.8,1,1,1.3,0.82,20
"1746",6,"10",1,"a",0.903752736134788,0.000679371865693133,2,0.542970474545113,11,1,1,1.3,0.82,20
"1747",7,"10",3,"n",0.903752736134788,0.000751723163349637,0,0.490711052010551,11,1,1,1.3,0.82,20
"1748",8,"10",3,"n",0.90404922183053,0.00083177968186812,0,0.443626944713779,11.3,1,1,1.3,0.82,20
"1749",9,"10",3,"n",0.904335203045735,0.000920060171263597,0,0.401187463124295,11.6,1,1,1.3,0.82,20
"1750",10,"10",3,"n",0.904611308720388,0.00101738842872079,0,0.36291871605908,11.9,1,1,1.3,0.82,20
"1751",11,"10",3,"n",0.904878115511478,0.00112466914675202,0,0.328397203871386,12.2,1,1,1.3,0.82,20
"1752",12,"10",3,"n",0.894282561267496,0.00124289573089776,1,0.293679892591187,12.5,1,1,1.3,0.82,20
"1753",13,"10",4,"n",0.905303549355658,0.00138982440755208,2,0.26586944913719,12.7,1,1,1.3,0.82,20
"1754",14,"10",6,"n",0.905303549355658,0.00153520264947738,2,0.240692555969131,12.7,1,1,1.3,0.82,20
"1755",15,"10",8,"n",0.905303549355658,0.00169578772840342,2,0.21789982522234,12.7,1,1,1.3,0.82,20
"1756",16,"10",10,"a",0.905303549355658,0.00187317030802583,2,0.197265485177762,12.7,1,1,1.3,0.82,20
"1757",17,"10",12,"a",0.905303549355658,0.00206910743844874,2,0.178585143896794,12.7,1,1,1.3,0.82,20
"1758",18,"10",14,"a",0.905303549355658,0.00228553996051535,2,0.161673764631958,12.7,1,1,1.3,0.82,20
"1759",19,"10",16,"a",0.905303549355658,0.00252461173066433,2,0.146363832959003,12.7,1,1,1.3,0.82,20
"1760",20,"10",18,"n",0.905303549355658,0.00278869085674215,2,0.132503697475084,12.7,1,1,1.3,0.82,20
"1761",21,"10",20,"n",0.905303549355658,0.00308039315512126,2,0.119956067626942,12.7,1,1,1.3,0.82,20
"1762",22,"10",22,"a",0.905303549355658,0.00340260806147695,2,0.108596653789418,12.7,1,1,1.3,0.82,20
"1763",23,"10",24,"a",0.905303549355658,0.00375852725188002,2,0.0983129361237073,12.7,1,1,1.3,0.82,20
"1764",24,"10",26,"o",0.905303549355658,0.0041516762577095,0,0.0890030500203683,12.7,1,1,1.3,0.82,20
"1765",25,"10",26,"o",0.905627835723606,0.00458594938754456,0,0.0806036395627459,13.1,1,1,1.3,0.82,20
"1766",26,"10",26,"o",0.905938936599268,0.00506383439934832,0,0.0730219755115048,13.5,1,1,1.3,0.82,20
"1767",27,"10",26,"o",0.906237754513756,0.00558959792406875,0,0.0661752711177045,13.9,1,1,1.3,0.82,20
"1768",28,"10",26,"o",0.906525106533149,0.00616791553455844,0,0.0599895446998371,14.3,1,1,1.3,0.82,20
"1769",29,"10",26,"o",0.906801734472765,0.0068039103275877,0,0.0543986231840438,14.7,1,1,1.3,0.82,20
"1770",30,"10",26,"o",0.907133461753876,0.00750319509649334,0,0.0493468113635863,15.2,1,1,1.3,0.82,20
"1771",31,"10",26,"o",0.907450674763154,0.00827132435616085,0,0.0447797972692964,15.7,1,1,1.3,0.82,20
"1772",32,"10",26,"o",0.907754440117825,0.0091149024252141,0,0.0406490597987799,16.2,1,1,1.3,0.82,20
"1773",33,"10",26,"o",0.908045716226358,0.0100411543280703,0,0.0369112046189111,16.7,1,1,1.3,0.82,20
