"","Time","Wstart","A","h","S.day","Fit","Beh","S.cum","W","N","yn","ya","iter_id"
"2663",23,"8.2",3,"n",0.946459042483044,0.00652480221818094,0,0.255820445116258,13.6,0.5,0.7,1,8
"2664",24,"8.2",3,"n",0.946621937507264,0.00689390869050504,0,0.242165245409923,13.9,0.5,0.7,1,8
"2665",25,"8.2",3,"n",0.946780110801216,0.00728264201087369,0,0.22927723788141,14.2,0.5,0.7,1,8
"2666",26,"8.2",3,"n",0.938979699632083,0.00769200992689921,1,0.21528667195836,14.5,0.5,0.7,1,8
"2667",27,"8.2",4,"n",0.947033863584733,0.00819188096389425,2,0.203883768723025,14.7,0.5,0.7,1,8
"2668",28,"8.2",6,"n",0.939078987917652,0.00865004017162192,1,0.191462963185255,14.7,0.5,0.7,1,8
"2669",29,"8.2",7,"n",0.947132094123637,0.00921119552552532,0,0.181340717268767,14.9,0.5,0.7,1,8
"2670",30,"8.2",7,"n",0.947323268097233,0.00972535466032145,0,0.171788280922145,15.3,0.5,0.7,1,8
"2671",31,"8.2",7,"n",0.947507748660301,0.0102661414406674,0,0.162770727302765,15.7,0.5,0.7,1,8
"2672",32,"8.2",7,"n",0.94768593163913,0.0108348891660072,0,0.1542555283475,16.1,0.5,0.7,1,8
"2673",33,"8.2",7,"n",0.947858180363831,0.0114329956837779,0,0.146212364410522,16.5,0.5,0.7,1,8
"2674",34,"8.2",7,"n",0.948024829046979,0.0120619264786947,0,0.13861295177484,16.9,0.5,0.7,1,8
"2675",35,"8.2",7,"n",0.94818618574049,0.0127232179043456,0,0.131430886037616,17.3,0.5,0.7,1,8
"2676",36,"8.2",7,"n",0.948342534931795,0.0134184805639299,0,0.124641499633245,17.7,0.5,0.7,1,8
"2677",37,"8.2",7,"n",0.94849413983035,0.0141494028472476,0,0.118221731981799,18.1,0.5,0.7,1,8
"2678",38,"8.2",7,"n",0.948641244387367,0.0149177546313342,0,0.112150010940844,18.5,0.5,0.7,1,8
"2679",39,"8.2",7,"n",0.948784075084892,0.0157253911524457,0,0.106406144401269,18.9,0.5,0.7,1,8
"2680",40,"8.2",7,"n",0.948922842524847,0.0165742570574224,0,0.100971221007362,19.3,0.5,0.7,1,8
"2681",41,"8.2",7,"n",0.949057742844018,0.0174663906428076,0,0.0958275191014512,19.7,0.5,0.7,1,8
"2682",42,"8.2",7,"n",0.949188958977179,0.0184039282904605,0,0.0909584230972722,20.1,0.5,0.7,1,8
"2683",43,"8.2",7,"n",0.949348057489761,0.0193891091087828,0,0.0863512022797272,20.6,0.5,0.7,1,8
"2684",44,"8.2",7,"n",0.949501975296767,0.0204236043417531,0,0.0819906371338516,21.1,0.5,0.7,1,8
"2685",45,"8.2",7,"n",0.949650997795768,0.0215098071126916,0,0.077862490364073,21.6,0.5,0.7,1,8
"2686",46,"8.2",7,"n",0.949795388522977,0.022650223253193,0,0.0739534342867113,22.1,0.5,0.7,1,8
"2687",47,"8.2",7,"n",0.949935391277272,0.0238474765479923,0,0.0702509845354451,22.6,0.5,0.7,1,8
"2688",48,"8.2",7,"n",0.950071231996076,0.0251043142164935,0,0.0667434394265276,23.1,0.5,0.7,1,8
"2689",49,"8.2",7,"n",0.950203120416763,0.0264236126419174,2,0.0634198244104337,23.6,0.5,0.7,1,8
"2690",50,"8.2",9,"n",0.950203120416763,0.0278083833594736,2,0.0602617150510773,23.6,0.5,0.7,1,8
"2691",51,"8.2",11,"a",0.911144381694449,0.0292657251507201,2,0.0549071231000609,23.6,0.5,0.7,1,8
"2692",52,"8.2",13,"n",0.950177049354865,0.0321197449478806,2,0.0521714882157802,23.5,0.5,0.7,1,8
"2693",53,"8.2",15,"n",0.950177049354865,0.0338039578725762,2,0.0495721507333221,23.5,0.5,0.7,1,8
"2694",54,"8.2",17,"n",0.94219765299839,0.0355764832412316,1,0.0467067640750185,23.5,0.5,0.7,1,8
"2695",55,"8.2",18,"n",0.950254813288249,0.0377590446420825,2,0.044383327375405,23.8,0.5,0.7,1,8
"2696",56,"8.2",20,"n",0.942274810351338,0.0397357046910624,1,0.0418212913854211,23.8,0.5,0.7,1,8
"2697",57,"8.2",21,"n",0.95033125155207,0.0421699744645052,2,0.039744080183831,24.1,0.5,0.7,1,8
"2698",58,"8.2",23,"n",0.942350652378757,0.0443739742280744,1,0.0374528598894268,24.1,0.5,0.7,1,8
"2699",59,"8.2",24,"a",0.911423140461421,0.0470886013779075,2,0.034135403179683,24.4,0.5,0.7,1,8
"2700",60,"8.2",26,"o",NA,NA,NA,NA,24.3,0.5,0.7,1,8
"2701",1,"8.8",1,"a",0.901180731037745,0.0020682334803867,2,0.901180731037745,8.8,0.5,0.7,1,8
"2702",2,"8.8",3,"n",0.942924879655753,0.0022950263017775,0,0.849745732361849,8.8,0.5,0.7,1,8
"2703",3,"8.8",3,"n",0.943121273224928,0.00243394394537068,0,0.801413277022556,9,0.5,0.7,1,8
"2704",4,"8.8",3,"n",0.943311813285994,0.00258073273763406,0,0.755982611539618,9.2,0.5,0.7,1,8
"2705",5,"8.8",3,"n",0.943496795694609,0.00273582149750056,0,0.713267171588471,9.4,0.5,0.7,1,8
"2706",6,"8.8",3,"n",0.943676495470409,0.00289966167345214,0,0.673093464818699,9.6,0.5,0.7,1,8
"2707",7,"8.8",3,"n",0.943851168661829,0.00307272851169902,0,0.635300053387769,9.8,0.5,0.7,1,8
"2708",8,"8.8",3,"n",0.944021054009895,0.00325552228330179,0,0.599736626011664,10,0.5,0.7,1,8
"2709",9,"8.8",3,"n",0.944267388472028,0.00344856957318207,0,0.566311737615059,10.3,0.5,0.7,1,8
"2710",10,"8.8",3,"n",0.944504140978848,0.0036521112719591,0,0.53488378126235,10.6,0.5,0.7,1,8
"2711",11,"8.8",3,"n",0.944731939456425,0.00386669694023172,0,0.505321792055766,10.9,0.5,0.7,1,8
"2712",12,"8.8",3,"n",0.944951354849157,0.00409290379497122,0,0.4775045120379,11.2,0.5,0.7,1,8
"2713",13,"8.8",3,"n",0.945162907652335,0.0043313380884295,0,0.451319553014851,11.5,0.5,0.7,1,8
"2714",14,"8.8",3,"n",0.945367073547638,0.0045826365522405,0,0.426662645068478,11.8,0.5,0.7,1,8
"2715",15,"8.8",3,"n",0.945564288284082,0.00484746791005047,0,0.403436960321579,12.1,0.5,0.7,1,8
"2716",16,"8.8",3,"n",0.945754951921378,0.00512653446213285,0,0.381552503012242,12.4,0.5,0.7,1,8
"2717",17,"8.8",3,"n",0.945939432532175,0.0054205737455753,0,0.360925558180631,12.7,0.5,0.7,1,8
"2718",18,"8.8",3,"n",0.946118069443146,0.00573036027377041,0,0.341478192318549,13,0.5,0.7,1,8
"2719",19,"8.8",3,"n",0.946291176081568,0.00605670735909643,0,0.323137800215327,13.3,0.5,0.7,1,8
"2720",20,"8.8",3,"n",0.946459042483044,0.0064004690228395,0,0.305836692981876,13.6,0.5,0.7,1,8
"2721",21,"8.8",3,"n",0.946621937507264,0.0067625419965853,0,0.289511722871317,13.9,0.5,0.7,1,8
"2722",22,"8.8",3,"n",0.946780110801216,0.00714386781949411,0,0.274103941058357,14.2,0.5,0.7,1,8
"2723",23,"8.8",3,"n",0.946933794543335,0.00754543503607039,0,0.259558285005673,14.5,0.5,0.7,1,8
"2724",24,"8.8",3,"n",0.947083204996972,0.00796828149924592,0,0.24582329244669,14.8,0.5,0.7,1,8
"2725",25,"8.8",3,"n",0.947276118340117,0.00841349678381362,0,0.232862534266488,15.2,0.5,0.7,1,8
"2726",26,"8.8",3,"n",0.947462233796753,0.00888177862918822,0,0.2206284568837,15.6,0.5,0.7,1,8
"2727",27,"8.8",3,"n",0.947641955901329,0.00937428249102487,0,0.209076782408761,16,0.5,0.7,1,8
"2728",28,"8.8",3,"n",0.947815655773272,0.00989221976997496,0,0.198166247625726,16.4,0.5,0.7,1,8
"2729",29,"8.8",3,"n",0.947983674611988,0.0104368604904552,0,0.187858367608305,16.8,0.5,0.7,1,8
"2730",30,"8.8",3,"n",0.948146326753019,0.0110095361027468,0,0.178117221197632,17.2,0.5,0.7,1,8
"2731",31,"8.8",3,"n",0.948303902349248,0.0116116424143619,0,0.168909255937319,17.6,0.5,0.7,1,8
"2732",32,"8.8",3,"n",0.948456669730523,0.0122446426568489,0,0.16020311037297,18,0.5,0.7,1,8
"2733",33,"8.8",3,"n",0.94860487748644,0.0129100706944555,0,0.151969451888298,18.4,0.5,0.7,1,8
"2734",34,"8.8",3,"n",0.948748756310028,0.0136095343813368,0,0.144180828476139,18.8,0.5,0.7,1,8
"2735",35,"8.8",3,"n",0.948888520634189,0.0143447190742768,0,0.136811533036535,19.2,0.5,0.7,1,8
"2736",36,"8.8",3,"n",0.949024370087992,0.0151173913081902,0,0.12983747896077,19.6,0.5,0.7,1,8
"2737",37,"8.8",3,"n",0.949156490795865,0.0159294026419876,0,0.123236085904187,20,0.5,0.7,1,8
"2738",38,"8.8",3,"n",0.949316661787279,0.0167826936827149,0,0.116990069682293,20.5,0.5,0.7,1,8
"2739",39,"8.8",3,"n",0.949471592163552,0.0176787097059037,0,0.111078747728572,21,0.5,0.7,1,8
"2740",40,"8.8",3,"n",0.949621571973978,0.0186195246406682,0,0.105482775030907,21.5,0.5,0.7,1,8
"2741",41,"8.8",3,"n",0.949766868948518,0.0196073101013952,0,0.100184044969106,22,0.5,0.7,1,8
"2742",42,"8.8",3,"n",0.949907730676029,0.0206443399348119,0,0.0951655988065483,22.5,0.5,0.7,1,8
"2743",43,"8.8",3,"n",0.950044386526886,0.0217329949721746,0,0.090411542936631,23,0.5,0.7,1,8
"2744",44,"8.8",3,"n",0.950177049354865,0.0228757679960878,0,0.0859069730951487,23.5,0.5,0.7,1,8
"2745",45,"8.8",3,"n",0.950305917007679,0.0240752689318476,0,0.0816379048445393,24,0.5,0.7,1,8
"2746",46,"8.8",3,"n",0.942449795087063,0.025334230273611,1,0.0769396266920732,24.5,0.5,0.7,1,8
"2747",47,"8.8",4,"n",0.950504666316861,0.0268812518244228,2,0.0731314741954928,24.8,0.5,0.7,1,8
"2748",48,"8.8",6,"n",0.942522714480329,0.028281030884978,1,0.068928075572684,24.8,0.5,0.7,1,8
"2749",49,"8.8",7,"n",0.950576956134871,0.0300056756728362,2,0.0655214402701163,25.1,0.5,0.7,1,8
"2750",50,"8.8",9,"n",0.950576956134871,0.0315657511779393,2,0.06228317125354,25.1,0.5,0.7,1,8
"2751",51,"8.8",11,"a",0.911657038030695,0.0332069391901613,2,0.0567808914241608,25.1,0.5,0.7,1,8
"2752",52,"8.8",13,"n",0.950552991068703,0.0364248152593576,2,0.0539732461787833,25,0.5,0.7,1,8
"2753",53,"8.8",15,"n",0.950552991068703,0.0383196051157604,2,0.05130443059293,25,0.5,0.7,1,8
"2754",54,"8.8",17,"n",0.942570662294419,0.0403129604301995,1,0.048358051122616,25,0.5,0.7,1,8
"2755",55,"8.8",18,"n",0.950624497802338,0.0427691652656249,2,0.0459703480631366,25.3,0.5,0.7,1,8
"2756",56,"8.8",20,"n",0.942641611271097,0.0449905986690844,1,0.0433335629689283,25.3,0.5,0.7,1,8
"2757",57,"8.8",21,"n",0.950694857119064,0.0477282120067002,2,0.0411969954552052,25.6,0.5,0.7,1,8
"2758",58,"8.8",23,"n",0.942711421783703,0.0502035028898055,1,0.0388368781587933,25.6,0.5,0.7,1,8
"2759",59,"8.8",24,"a",0.911913709427164,0.0532543700327885,2,0.035415881624356,25.9,0.5,0.7,1,8
"2760",60,"8.8",26,"o",NA,NA,NA,NA,25.8,0.5,0.7,1,8
"2761",1,"9.4",1,"a",0.901962470425049,0.00244164263136299,2,0.901962470425049,9.4,0.5,0.7,1,8
"2762",2,"9.4",3,"n",0.943496795694609,0.0027070335090687,0,0.850998700682827,9.4,0.5,0.7,1,8
"2763",3,"9.4",3,"n",0.943676495470409,0.00286914965840002,0,0.803067471510241,9.6,0.5,0.7,1,8
"2764",4,"9.4",3,"n",0.943851168661829,0.0030403953814382,0,0.757976171499241,9.8,0.5,0.7,1,8
"2765",5,"9.4",3,"n",0.944021054009895,0.00322126568508551,0,0.715545464333098,10,0.5,0.7,1,8
"2766",6,"9.4",3,"n",0.944267388472028,0.00341228161321468,0,0.675666246938819,10.3,0.5,0.7,1,8
"2767",7,"9.4",3,"n",0.944504140978848,0.00361368152164642,0,0.638169568153351,10.6,0.5,0.7,1,8
