"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn","Bn","ka","dn0","seeds","iter_id"
"2189","9.4","1",0.25,"a",0.0869565217391304,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.1,4,94
"2190","10","1",0,"a",0,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.1,4,94
"2191","7.1","2",1,"a",0.103448275862069,0.0505730231066226,3.9,16.1,29,0.0590637549557212,1,1,1.3,0.1,4,94
"2192","7.6","2",1,"a",0.259259259259259,0.0616228107507059,3.7,18.4,27,0.0720462380582391,1,1,1.3,0.1,4,94
"2193","8.2","2",1,"a",0.269230769230769,0.0704193990872603,3.7,19.8,26,0.0831983826400026,1,1,1.3,0.1,4,94
"2194","8.8","2",0.857142857142857,"a",0.25,0.0823935995115552,3.6,22.3,24,0.101598148942839,1,1,1.3,0.1,4,94
"2195","9.4","2",0.75,"a",0.260869565217391,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.1,4,94
"2196","10","2",1,"a",0.318181818181818,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.1,4,94
"2197","7.1","0",0.727272727272727,"n",0.551724137931034,0.0494764938858553,3.8,16.1,29,0.058599963332954,1,1,1.3,0.28,4,100
"2198","7.6","0",0.6,"n",0.535714285714286,0.0567871626640476,3.6,16.8,28,0.0633571079826131,1,1,1.3,0.28,4,100
"2199","8.2","0",0.7,"n",0.518518518518518,0.0636417670758654,3.8,19,27,0.0791843286054554,1,1,1.3,0.28,4,100
"2200","8.8","0",0.666666666666667,"n",0.48,0.079102858334939,3.5,20.7,25,0.0909470885326572,1,1,1.3,0.28,4,100
"2201","9.4","0",0.6,"n",0.391304347826087,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.28,4,100
"2202","10","0",0.6,"n",0.409090909090909,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.28,4,100
"2203","7.1","1",0.0454545454545455,"n",0.0344827586206897,0.0494764938858553,3.8,16.1,29,0.058599963332954,1,1,1.3,0.28,4,100
"2204","7.6","1",0,"n",0,0.0567871626640476,3.6,16.8,28,0.0633571079826131,1,1,1.3,0.28,4,100
"2205","8.2","1",0.05,"n",0.037037037037037,0.0636417670758654,3.8,19,27,0.0791843286054554,1,1,1.3,0.28,4,100
"2206","8.8","1",0.0555555555555556,"n",0.04,0.079102858334939,3.5,20.7,25,0.0909470885326572,1,1,1.3,0.28,4,100
"2207","9.4","1",0.0666666666666667,"n",0.0434782608695652,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.28,4,100
"2208","10","1",0.0666666666666667,"n",0.0454545454545455,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.28,4,100
"2209","7.1","2",0.227272727272727,"n",0.172413793103448,0.0494764938858553,3.8,16.1,29,0.058599963332954,1,1,1.3,0.28,4,100
"2210","7.6","2",0.4,"n",0.357142857142857,0.0567871626640476,3.6,16.8,28,0.0633571079826131,1,1,1.3,0.28,4,100
"2211","8.2","2",0.25,"n",0.185185185185185,0.0636417670758654,3.8,19,27,0.0791843286054554,1,1,1.3,0.28,4,100
"2212","8.8","2",0.277777777777778,"n",0.2,0.079102858334939,3.5,20.7,25,0.0909470885326572,1,1,1.3,0.28,4,100
"2213","9.4","2",0.333333333333333,"n",0.217391304347826,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.28,4,100
"2214","10","2",0.333333333333333,"n",0.227272727272727,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.28,4,100
"2215","7.1","0",0,"a",0,0.0494764938858553,3.8,16.1,29,0.058599963332954,1,1,1.3,0.28,4,100
"2216","7.6","0",0,"a",0,0.0567871626640476,3.6,16.8,28,0.0633571079826131,1,1,1.3,0.28,4,100
"2217","8.2","0",0,"a",0,0.0636417670758654,3.8,19,27,0.0791843286054554,1,1,1.3,0.28,4,100
"2218","8.8","0",0,"a",0,0.079102858334939,3.5,20.7,25,0.0909470885326572,1,1,1.3,0.28,4,100
"2219","9.4","0",0,"a",0,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.28,4,100
"2220","10","0",0,"a",0,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.28,4,100
"2221","7.1","1",0,"a",0,0.0494764938858553,3.8,16.1,29,0.058599963332954,1,1,1.3,0.28,4,100
"2222","7.6","1",0,"a",0,0.0567871626640476,3.6,16.8,28,0.0633571079826131,1,1,1.3,0.28,4,100
"2223","8.2","1",0,"a",0,0.0636417670758654,3.8,19,27,0.0791843286054554,1,1,1.3,0.28,4,100
"2224","8.8","1",0,"a",0,0.079102858334939,3.5,20.7,25,0.0909470885326572,1,1,1.3,0.28,4,100
"2225","9.4","1",0.25,"a",0.0869565217391304,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.28,4,100
"2226","10","1",0,"a",0,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.28,4,100
"2227","7.1","2",1,"a",0.241379310344828,0.0494764938858553,3.8,16.1,29,0.058599963332954,1,1,1.3,0.28,4,100
"2228","7.6","2",1,"a",0.107142857142857,0.0567871626640476,3.6,16.8,28,0.0633571079826131,1,1,1.3,0.28,4,100
"2229","8.2","2",1,"a",0.259259259259259,0.0636417670758654,3.8,19,27,0.0791843286054554,1,1,1.3,0.28,4,100
"2230","8.8","2",1,"a",0.28,0.079102858334939,3.5,20.7,25,0.0909470885326572,1,1,1.3,0.28,4,100
"2231","9.4","2",0.75,"a",0.260869565217391,0.095806361132782,3.3,23.6,23,0.112063315447455,1,1,1.3,0.28,4,100
"2232","10","2",1,"a",0.318181818181818,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.28,4,100
"2233","7.1","0",0.6,"n",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.46,4,106
"2234","7.6","0",0.571428571428571,"n",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.46,4,106
"2235","8.2","0",0.7,"n",0.518518518518518,0.0633788094625892,3.6,19,27,0.078058818587529,1,1,1.3,0.46,4,106
"2236","8.8","0",0.666666666666667,"n",0.48,0.0787667867562298,3.3,20.5,25,0.0885237743244743,1,1,1.3,0.46,4,106
"2237","9.4","0",0.6,"n",0.391304347826087,0.0953900432721602,3.1,23.2,23,0.108094676305006,1,1,1.3,0.46,4,106
"2238","10","0",0.6,"n",0.409090909090909,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.46,4,106
"2239","7.1","1",0.0666666666666667,"n",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.46,4,106
"2240","7.6","1",0.0714285714285714,"n",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.46,4,106
"2241","8.2","1",0.05,"n",0.037037037037037,0.0633788094625892,3.6,19,27,0.078058818587529,1,1,1.3,0.46,4,106
"2242","8.8","1",0.0555555555555556,"n",0.04,0.0787667867562298,3.3,20.5,25,0.0885237743244743,1,1,1.3,0.46,4,106
"2243","9.4","1",0.0666666666666667,"n",0.0434782608695652,0.0953900432721602,3.1,23.2,23,0.108094676305006,1,1,1.3,0.46,4,106
"2244","10","1",0.0666666666666667,"n",0.0454545454545455,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.46,4,106
"2245","7.1","2",0.333333333333333,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.46,4,106
"2246","7.6","2",0.357142857142857,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.46,4,106
"2247","8.2","2",0.25,"n",0.185185185185185,0.0633788094625892,3.6,19,27,0.078058818587529,1,1,1.3,0.46,4,106
"2248","8.8","2",0.277777777777778,"n",0.2,0.0787667867562298,3.3,20.5,25,0.0885237743244743,1,1,1.3,0.46,4,106
"2249","9.4","2",0.333333333333333,"n",0.217391304347826,0.0953900432721602,3.1,23.2,23,0.108094676305006,1,1,1.3,0.46,4,106
"2250","10","2",0.333333333333333,"n",0.227272727272727,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.46,4,106
"2251","7.1","0",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.46,4,106
"2252","7.6","0",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.46,4,106
"2253","8.2","0",0,"a",0,0.0633788094625892,3.6,19,27,0.078058818587529,1,1,1.3,0.46,4,106
"2254","8.8","0",0,"a",0,0.0787667867562298,3.3,20.5,25,0.0885237743244743,1,1,1.3,0.46,4,106
"2255","9.4","0",0,"a",0,0.0953900432721602,3.1,23.2,23,0.108094676305006,1,1,1.3,0.46,4,106
"2256","10","0",0,"a",0,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.46,4,106
"2257","7.1","1",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.46,4,106
"2258","7.6","1",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.46,4,106
"2259","8.2","1",0,"a",0,0.0633788094625892,3.6,19,27,0.078058818587529,1,1,1.3,0.46,4,106
"2260","8.8","1",0,"a",0,0.0787667867562298,3.3,20.5,25,0.0885237743244743,1,1,1.3,0.46,4,106
"2261","9.4","1",0.25,"a",0.0869565217391304,0.0953900432721602,3.1,23.2,23,0.108094676305006,1,1,1.3,0.46,4,106
"2262","10","1",0,"a",0,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.46,4,106
"2263","7.1","2",1,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.46,4,106
"2264","7.6","2",1,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.46,4,106
"2265","8.2","2",1,"a",0.259259259259259,0.0633788094625892,3.6,19,27,0.078058818587529,1,1,1.3,0.46,4,106
"2266","8.8","2",1,"a",0.28,0.0787667867562298,3.3,20.5,25,0.0885237743244743,1,1,1.3,0.46,4,106
"2267","9.4","2",0.75,"a",0.260869565217391,0.0953900432721602,3.1,23.2,23,0.108094676305006,1,1,1.3,0.46,4,106
"2268","10","2",1,"a",0.318181818181818,0.109440663443858,2.9,24.3,22,0.118097367795968,1,1,1.3,0.46,4,106
"2269","7.1","0",0.6,"n",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.64,4,112
"2270","7.6","0",0.571428571428571,"n",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.64,4,112
"2271","8.2","0",0.538461538461538,"n",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.64,4,112
"2272","8.8","0",0.666666666666667,"n",0.48,0.0783274479026788,3,20.4,25,0.0861347362791,1,1,1.3,0.64,4,112
"2273","9.4","0",0.647058823529412,"n",0.458333333333333,0.0881461820998776,3,22.3,24,0.101598148942839,1,1,1.3,0.64,4,112
"2274","10","0",0.625,"n",0.434782608695652,0.099013682500578,3,23.7,23,0.114734110056427,1,1,1.3,0.64,4,112
"2275","7.1","1",0.0666666666666667,"n",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.64,4,112
"2276","7.6","1",0.0714285714285714,"n",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.64,4,112
"2277","8.2","1",0.0769230769230769,"n",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.64,4,112
"2278","8.8","1",0.0555555555555556,"n",0.04,0.0783274479026788,3,20.4,25,0.0861347362791,1,1,1.3,0.64,4,112
"2279","9.4","1",0.0588235294117647,"n",0.0416666666666667,0.0881461820998776,3,22.3,24,0.101598148942839,1,1,1.3,0.64,4,112
"2280","10","1",0.0625,"n",0.0434782608695652,0.099013682500578,3,23.7,23,0.114734110056427,1,1,1.3,0.64,4,112
"2281","7.1","2",0.333333333333333,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.64,4,112
"2282","7.6","2",0.357142857142857,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.64,4,112
"2283","8.2","2",0.384615384615385,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.64,4,112
"2284","8.8","2",0.277777777777778,"n",0.2,0.0783274479026788,3,20.4,25,0.0861347362791,1,1,1.3,0.64,4,112
"2285","9.4","2",0.294117647058824,"n",0.208333333333333,0.0881461820998776,3,22.3,24,0.101598148942839,1,1,1.3,0.64,4,112
"2286","10","2",0.3125,"n",0.217391304347826,0.099013682500578,3,23.7,23,0.114734110056427,1,1,1.3,0.64,4,112
"2287","7.1","0",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.64,4,112
"2288","7.6","0",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.64,4,112
"2289","8.2","0",0,"a",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.64,4,112
"2290","8.8","0",0,"a",0,0.0783274479026788,3,20.4,25,0.0861347362791,1,1,1.3,0.64,4,112
"2291","9.4","0",0,"a",0,0.0881461820998776,3,22.3,24,0.101598148942839,1,1,1.3,0.64,4,112
"2292","10","0",0,"a",0,0.099013682500578,3,23.7,23,0.114734110056427,1,1,1.3,0.64,4,112
"2293","7.1","1",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.64,4,112
"2294","7.6","1",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.64,4,112
"2295","8.2","1",0,"a",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.64,4,112
"2296","8.8","1",0,"a",0,0.0783274479026788,3,20.4,25,0.0861347362791,1,1,1.3,0.64,4,112
"2297","9.4","1",0,"a",0,0.0881461820998776,3,22.3,24,0.101598148942839,1,1,1.3,0.64,4,112
"2298","10","1",0,"a",0,0.099013682500578,3,23.7,23,0.114734110056427,1,1,1.3,0.64,4,112
"2299","7.1","2",1,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.64,4,112
"2300","7.6","2",1,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.64,4,112
"2301","8.2","2",1,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.64,4,112
"2302","8.8","2",1,"a",0.28,0.0783274479026788,3,20.4,25,0.0861347362791,1,1,1.3,0.64,4,112
"2303","9.4","2",1,"a",0.291666666666667,0.0881461820998776,3,22.3,24,0.101598148942839,1,1,1.3,0.64,4,112
"2304","10","2",1,"a",0.304347826086957,0.099013682500578,3,23.7,23,0.114734110056427,1,1,1.3,0.64,4,112
"2305","7.1","0",0.6,"n",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.82,4,118
"2306","7.6","0",0.571428571428571,"n",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.82,4,118
"2307","8.2","0",0.538461538461538,"n",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.82,4,118
"2308","8.8","0",0.454545454545455,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.3,0.82,4,118
"2309","9.4","0",0.4,"n",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.3,0.82,4,118
"2310","10","0",0.625,"n",0.434782608695652,0.0984816382421376,2.7,23.6,23,0.112063315447455,1,1,1.3,0.82,4,118
"2311","7.1","1",0.0666666666666667,"n",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.82,4,118
"2312","7.6","1",0.0714285714285714,"n",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.82,4,118
"2313","8.2","1",0.0769230769230769,"n",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.82,4,118
"2314","8.8","1",0.0909090909090909,"n",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.3,0.82,4,118
"2315","9.4","1",0.1,"n",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.3,0.82,4,118
"2316","10","1",0.0625,"n",0.0434782608695652,0.0984816382421376,2.7,23.6,23,0.112063315447455,1,1,1.3,0.82,4,118
"2317","7.1","2",0.333333333333333,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.82,4,118
"2318","7.6","2",0.357142857142857,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.82,4,118
"2319","8.2","2",0.384615384615385,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.82,4,118
"2320","8.8","2",0.454545454545455,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.3,0.82,4,118
"2321","9.4","2",0.5,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.3,0.82,4,118
"2322","10","2",0.3125,"n",0.217391304347826,0.0984816382421376,2.7,23.6,23,0.112063315447455,1,1,1.3,0.82,4,118
"2323","7.1","0",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.82,4,118
"2324","7.6","0",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.82,4,118
"2325","8.2","0",0,"a",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.82,4,118
"2326","8.8","0",0,"a",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.3,0.82,4,118
"2327","9.4","0",0,"a",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.3,0.82,4,118
"2328","10","0",0,"a",0,0.0984816382421376,2.7,23.6,23,0.112063315447455,1,1,1.3,0.82,4,118
"2329","7.1","1",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.82,4,118
"2330","7.6","1",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.82,4,118
"2331","8.2","1",0,"a",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.82,4,118
"2332","8.8","1",0,"a",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.3,0.82,4,118
"2333","9.4","1",0,"a",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.3,0.82,4,118
"2334","10","1",0,"a",0,0.0984816382421376,2.7,23.6,23,0.112063315447455,1,1,1.3,0.82,4,118
"2335","7.1","2",1,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.3,0.82,4,118
"2336","7.6","2",1,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.3,0.82,4,118
"2337","8.2","2",1,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.3,0.82,4,118
"2338","8.8","2",1,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.3,0.82,4,118
"2339","9.4","2",1,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.3,0.82,4,118
"2340","10","2",1,"a",0.304347826086957,0.0984816382421376,2.7,23.6,23,0.112063315447455,1,1,1.3,0.82,4,118
"2341","7.1","0",0.473684210526316,"n",0.409090909090909,0.0983306504039083,1.8,18.2,22,0.0590637549557212,1,1,0.9,1,4,64
"2342","7.6","0",0.444444444444444,"n",0.380952380952381,0.1099387166064,1.6,18.9,21,0.0633571079826131,1,1,0.9,1,4,64
"2343","8.2","0",0.411764705882353,"n",0.35,0.126272304758541,1.4,20.7,20,0.0736545834223382,1,1,0.9,1,4,64
"2344","8.8","0",0.375,"n",0.315789473684211,0.140022633852435,1.2,21.9,19,0.0831983826400026,1,1,0.9,1,4,64
"2345","9.4","0",0.333333333333333,"n",0.277777777777778,0.156822927982303,1,22.8,18,0.0909470885326572,1,1,0.9,1,4,64
"2346","10","0",0.285714285714286,"n",0.235294117647059,0.17743447400438,0.800000000000001,24.7,17,0.104828335740565,1,1,0.9,1,4,64
"2347","7.1","1",0,"n",0,0.0983306504039083,1.8,18.2,22,0.0590637549557212,1,1,0.9,1,4,64
"2348","7.6","1",0,"n",0,0.1099387166064,1.6,18.9,21,0.0633571079826131,1,1,0.9,1,4,64
"2349","8.2","1",0,"n",0,0.126272304758541,1.4,20.7,20,0.0736545834223382,1,1,0.9,1,4,64
"2350","8.8","1",0.0625,"n",0.0526315789473684,0.140022633852435,1.2,21.9,19,0.0831983826400026,1,1,0.9,1,4,64
"2351","9.4","1",0.0666666666666667,"n",0.0555555555555556,0.156822927982303,1,22.8,18,0.0909470885326572,1,1,0.9,1,4,64
"2352","10","1",0,"n",0,0.17743447400438,0.800000000000001,24.7,17,0.104828335740565,1,1,0.9,1,4,64
"2353","7.1","2",0.526315789473684,"n",0.454545454545455,0.0983306504039083,1.8,18.2,22,0.0590637549557212,1,1,0.9,1,4,64
"2354","7.6","2",0.555555555555556,"n",0.476190476190476,0.1099387166064,1.6,18.9,21,0.0633571079826131,1,1,0.9,1,4,64
"2355","8.2","2",0.588235294117647,"n",0.5,0.126272304758541,1.4,20.7,20,0.0736545834223382,1,1,0.9,1,4,64
"2356","8.8","2",0.5625,"n",0.473684210526316,0.140022633852435,1.2,21.9,19,0.0831983826400026,1,1,0.9,1,4,64
"2357","9.4","2",0.6,"n",0.5,0.156822927982303,1,22.8,18,0.0909470885326572,1,1,0.9,1,4,64
"2358","10","2",0.714285714285714,"n",0.588235294117647,0.17743447400438,0.800000000000001,24.7,17,0.104828335740565,1,1,0.9,1,4,64
"2359","7.1","0",0,"a",0,0.0983306504039083,1.8,18.2,22,0.0590637549557212,1,1,0.9,1,4,64
"2360","7.6","0",0,"a",0,0.1099387166064,1.6,18.9,21,0.0633571079826131,1,1,0.9,1,4,64
"2361","8.2","0",0,"a",0,0.126272304758541,1.4,20.7,20,0.0736545834223382,1,1,0.9,1,4,64
"2362","8.8","0",0,"a",0,0.140022633852435,1.2,21.9,19,0.0831983826400026,1,1,0.9,1,4,64
"2363","9.4","0",0,"a",0,0.156822927982303,1,22.8,18,0.0909470885326572,1,1,0.9,1,4,64
"2364","10","0",0,"a",0,0.17743447400438,0.800000000000001,24.7,17,0.104828335740565,1,1,0.9,1,4,64
"2365","7.1","1",0,"a",0,0.0983306504039083,1.8,18.2,22,0.0590637549557212,1,1,0.9,1,4,64
"2366","7.6","1",0,"a",0,0.1099387166064,1.6,18.9,21,0.0633571079826131,1,1,0.9,1,4,64
"2367","8.2","1",0,"a",0,0.126272304758541,1.4,20.7,20,0.0736545834223382,1,1,0.9,1,4,64
"2368","8.8","1",0,"a",0,0.140022633852435,1.2,21.9,19,0.0831983826400026,1,1,0.9,1,4,64
"2369","9.4","1",0,"a",0,0.156822927982303,1,22.8,18,0.0909470885326572,1,1,0.9,1,4,64
"2370","10","1",0,"a",0,0.17743447400438,0.800000000000001,24.7,17,0.104828335740565,1,1,0.9,1,4,64
"2371","7.1","2",1,"a",0.136363636363636,0.0983306504039083,1.8,18.2,22,0.0590637549557212,1,1,0.9,1,4,64
"2372","7.6","2",1,"a",0.142857142857143,0.1099387166064,1.6,18.9,21,0.0633571079826131,1,1,0.9,1,4,64
"2373","8.2","2",1,"a",0.15,0.126272304758541,1.4,20.7,20,0.0736545834223382,1,1,0.9,1,4,64
"2374","8.8","2",1,"a",0.157894736842105,0.140022633852435,1.2,21.9,19,0.0831983826400026,1,1,0.9,1,4,64
"2375","9.4","2",1,"a",0.166666666666667,0.156822927982303,1,22.8,18,0.0909470885326572,1,1,0.9,1,4,64
"2376","10","2",1,"a",0.176470588235294,0.17743447400438,0.800000000000001,24.7,17,0.104828335740565,1,1,0.9,1,4,64
"2377","7.1","0",0.6,"n",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,4,70
"2378","7.6","0",0.571428571428571,"n",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,0.98,1,4,70
"2379","8.2","0",0.411764705882353,"n",0.35,0.125133471763147,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,4,70
"2380","8.8","0",0.333333333333333,"n",0.277777777777778,0.154752423566464,1,22.5,18,0.0873248968312143,1,1,0.98,1,4,70
"2381","9.4","0",0.285714285714286,"n",0.235294117647059,0.172534330480354,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,4,70
"2382","10","0",0.0833333333333333,"n",0.0625,0.184463705349071,0.6,25.7,16,0.112729240671452,1,1,0.98,1,4,70
"2383","7.1","1",0.0666666666666667,"n",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,4,70
"2384","7.6","1",0.0714285714285714,"n",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,0.98,1,4,70
"2385","8.2","1",0.0588235294117647,"n",0.05,0.125133471763147,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,4,70
"2386","8.8","1",0.0666666666666667,"n",0.0555555555555556,0.154752423566464,1,22.5,18,0.0873248968312143,1,1,0.98,1,4,70
"2387","9.4","1",0.0714285714285714,"n",0.0588235294117647,0.172534330480354,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,4,70
"2388","10","1",0.0833333333333333,"n",0.0625,0.184463705349071,0.6,25.7,16,0.112729240671452,1,1,0.98,1,4,70
"2389","7.1","2",0.333333333333333,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,4,70
"2390","7.6","2",0.357142857142857,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,0.98,1,4,70
"2391","8.2","2",0.529411764705882,"n",0.45,0.125133471763147,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,4,70
"2392","8.8","2",0.6,"n",0.5,0.154752423566464,1,22.5,18,0.0873248968312143,1,1,0.98,1,4,70
"2393","9.4","2",0.642857142857143,"n",0.529411764705882,0.172534330480354,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,4,70
"2394","10","2",0.833333333333333,"n",0.625,0.184463705349071,0.6,25.7,16,0.112729240671452,1,1,0.98,1,4,70
"2395","7.1","0",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,4,70
"2396","7.6","0",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,0.98,1,4,70
"2397","8.2","0",0,"a",0,0.125133471763147,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,4,70
"2398","8.8","0",0,"a",0,0.154752423566464,1,22.5,18,0.0873248968312143,1,1,0.98,1,4,70
"2399","9.4","0",0,"a",0,0.172534330480354,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,4,70
"2400","10","0",0,"a",0,0.184463705349071,0.6,25.7,16,0.112729240671452,1,1,0.98,1,4,70
"2401","7.1","1",0,"a",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,4,70
"2402","7.6","1",0,"a",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,0.98,1,4,70
