"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","yn","Bn","ka","dn0","iter_id"
"217","7.1","0",0.6,"n",0.409090909090909,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,12
"218","7.6","0",0.5,"n",0.380952380952381,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,0.98,1,12
"219","8.2","0",0.466666666666667,"n",0.35,0.124872020794132,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,12
"220","8.8","0",0.384615384615385,"n",0.277777777777778,0.1544943948352,1,22.5,18,0.0873248968312143,1,1,0.98,1,12
"221","9.4","0",0.333333333333333,"n",0.235294117647059,0.172221083046618,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,12
"222","10","0",0,"n",0,0.175100744148992,0.800000000000001,24.7,17,0.104828335740565,1,1,0.98,1,12
"223","7.1","1",0.0666666666666667,"n",0.0454545454545455,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,12
"224","7.6","1",0,"n",0,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,0.98,1,12
"225","8.2","1",0,"n",0,0.124872020794132,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,12
"226","8.8","1",0,"n",0,0.1544943948352,1,22.5,18,0.0873248968312143,1,1,0.98,1,12
"227","9.4","1",0,"n",0,0.172221083046618,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,12
"228","10","1",0,"n",0,0.175100744148992,0.800000000000001,24.7,17,0.104828335740565,1,1,0.98,1,12
"229","7.1","2",0.333333333333333,"n",0.227272727272727,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,12
"230","7.6","2",0.5,"n",0.380952380952381,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,0.98,1,12
"231","8.2","2",0.533333333333333,"n",0.4,0.124872020794132,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,12
"232","8.8","2",0.615384615384615,"n",0.444444444444444,0.1544943948352,1,22.5,18,0.0873248968312143,1,1,0.98,1,12
"233","9.4","2",0.666666666666667,"n",0.470588235294118,0.172221083046618,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,12
"234","10","2",1,"n",0.470588235294118,0.175100744148992,0.800000000000001,24.7,17,0.104828335740565,1,1,0.98,1,12
"235","7.1","0",0,"a",0,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,12
"236","7.6","0",0,"a",0,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,0.98,1,12
"237","8.2","0",0,"a",0,0.124872020794132,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,12
"238","8.8","0",0,"a",0,0.1544943948352,1,22.5,18,0.0873248968312143,1,1,0.98,1,12
"239","9.4","0",0,"a",0,0.172221083046618,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,12
"240","10","0",0.444444444444444,"a",0.235294117647059,0.175100744148992,0.800000000000001,24.7,17,0.104828335740565,1,1,0.98,1,12
"241","7.1","1",0,"a",0,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,12
"242","7.6","1",0,"a",0,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,0.98,1,12
"243","8.2","1",0.2,"a",0.05,0.124872020794132,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,12
"244","8.8","1",0.2,"a",0.0555555555555556,0.1544943948352,1,22.5,18,0.0873248968312143,1,1,0.98,1,12
"245","9.4","1",0.2,"a",0.0588235294117647,0.172221083046618,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,12
"246","10","1",0.111111111111111,"a",0.0588235294117647,0.175100744148992,0.800000000000001,24.7,17,0.104828335740565,1,1,0.98,1,12
"247","7.1","2",1,"a",0.318181818181818,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,0.98,1,12
"248","7.6","2",1,"a",0.238095238095238,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,0.98,1,12
"249","8.2","2",0.8,"a",0.2,0.124872020794132,1.4,21.2,20,0.0786203689154736,1,1,0.98,1,12
"250","8.8","2",0.8,"a",0.222222222222222,0.1544943948352,1,22.5,18,0.0873248968312143,1,1,0.98,1,12
"251","9.4","2",0.8,"a",0.235294117647059,0.172221083046618,0.799999999999999,24.4,17,0.101598148942839,1,1,0.98,1,12
"252","10","2",0.444444444444444,"a",0.235294117647059,0.175100744148992,0.800000000000001,24.7,17,0.104828335740565,1,1,0.98,1,12
"253","7.1","0",0.6,"n",0.409090909090909,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.06,1,13
"254","7.6","0",0.5,"n",0.380952380952381,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,1.06,1,13
"255","8.2","0",0.538461538461538,"n",0.35,0.125055212163871,1.5,21.2,20,0.0786203689154736,1,1,1.06,1,13
"256","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.06,1,13
"257","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.06,1,13
"258","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.06,1,13
"259","7.1","1",0.0666666666666667,"n",0.0454545454545455,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.06,1,13
"260","7.6","1",0,"n",0,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,1.06,1,13
"261","8.2","1",0.0769230769230769,"n",0.05,0.125055212163871,1.5,21.2,20,0.0786203689154736,1,1,1.06,1,13
"262","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.06,1,13
"263","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.06,1,13
"264","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.06,1,13
"265","7.1","2",0.333333333333333,"n",0.227272727272727,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.06,1,13
"266","7.6","2",0.5,"n",0.380952380952381,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,1.06,1,13
"267","8.2","2",0.384615384615385,"n",0.25,0.125055212163871,1.5,21.2,20,0.0786203689154736,1,1,1.06,1,13
"268","8.8","2",1,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.06,1,13
"269","9.4","2",1,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.06,1,13
"270","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.06,1,13
"271","7.1","0",0,"a",0,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.06,1,13
"272","7.6","0",0,"a",0,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,1.06,1,13
"273","8.2","0",0,"a",0,0.125055212163871,1.5,21.2,20,0.0786203689154736,1,1,1.06,1,13
"274","8.8","0",0.384615384615385,"a",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.06,1,13
"275","9.4","0",0.333333333333333,"a",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.06,1,13
"276","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.06,1,13
"277","7.1","1",0,"a",0,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.06,1,13
"278","7.6","1",0,"a",0,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,1.06,1,13
"279","8.2","1",0,"a",0,0.125055212163871,1.5,21.2,20,0.0786203689154736,1,1,1.06,1,13
"280","8.8","1",0.0769230769230769,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.06,1,13
"281","9.4","1",0.0833333333333333,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.06,1,13
"282","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.06,1,13
"283","7.1","2",1,"a",0.318181818181818,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.06,1,13
"284","7.6","2",1,"a",0.238095238095238,0.112306149272445,1.6,18.9,21,0.0638473605521784,1,1,1.06,1,13
"285","8.2","2",1,"a",0.35,0.125055212163871,1.5,21.2,20,0.0786203689154736,1,1,1.06,1,13
"286","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.06,1,13
"287","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.06,1,13
"288","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.06,1,13
"289","7.1","0",0.6,"n",0.409090909090909,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.14,1,14
"290","7.6","0",0,"n",0,0.111292557127591,1.7,18.9,21,0.0643402457574889,1,1,1.14,1,14
"291","8.2","0",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.14,1,14
"292","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.14,1,14
"293","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.14,1,14
"294","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.14,1,14
"295","7.1","1",0.0666666666666667,"n",0.0454545454545455,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.14,1,14
"296","7.6","1",0,"n",0,0.111292557127591,1.7,18.9,21,0.0643402457574889,1,1,1.14,1,14
"297","8.2","1",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.14,1,14
"298","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.14,1,14
"299","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.14,1,14
"300","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.14,1,14
"301","7.1","2",0.333333333333333,"n",0.227272727272727,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.14,1,14
"302","7.6","2",1,"n",0.238095238095238,0.111292557127591,1.7,18.9,21,0.0643402457574889,1,1,1.14,1,14
"303","8.2","2",1,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.14,1,14
"304","8.8","2",1,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.14,1,14
"305","9.4","2",1,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.14,1,14
"306","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.14,1,14
"307","7.1","0",0,"a",0,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.14,1,14
"308","7.6","0",0.5,"a",0.380952380952381,0.111292557127591,1.7,18.9,21,0.0643402457574889,1,1,1.14,1,14
"309","8.2","0",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.14,1,14
"310","8.8","0",0.384615384615385,"a",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.14,1,14
"311","9.4","0",0.333333333333333,"a",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.14,1,14
"312","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.14,1,14
"313","7.1","1",0,"a",0,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.14,1,14
"314","7.6","1",0.0625,"a",0.0476190476190476,0.111292557127591,1.7,18.9,21,0.0643402457574889,1,1,1.14,1,14
"315","8.2","1",0.0666666666666667,"a",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.14,1,14
"316","8.8","1",0.0769230769230769,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.14,1,14
"317","9.4","1",0.0833333333333333,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.14,1,14
"318","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.14,1,14
"319","7.1","2",1,"a",0.318181818181818,0.0988401335587552,1.9,18.2,22,0.0595301993804354,1,1,1.14,1,14
"320","7.6","2",0.4375,"a",0.333333333333333,0.111292557127591,1.7,18.9,21,0.0643402457574889,1,1,1.14,1,14
"321","8.2","2",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.14,1,14
"322","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.14,1,14
"323","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.14,1,14
"324","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.14,1,14
"325","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1,15
"326","7.6","0",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1,15
"327","8.2","0",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1,15
"328","8.8","0",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1,15
"329","9.4","0",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1,15
"330","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1,15
"331","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1,15
"332","7.6","1",0,"n",0,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1,15
"333","8.2","1",0,"n",0,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1,15
"334","8.8","1",0,"n",0,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1,15
"335","9.4","1",0,"n",0,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1,15
"336","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1,15
"337","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1,15
"338","7.6","2",1,"n",0.238095238095238,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1,15
"339","8.2","2",1,"n",0.25,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1,15
"340","8.8","2",1,"n",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1,15
"341","9.4","2",1,"n",0.294117647058824,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1,15
"342","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1,15
"343","7.1","0",0.529411764705882,"a",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1,15
"344","7.6","0",0.5,"a",0.380952380952381,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1,15
"345","8.2","0",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1,15
"346","8.8","0",0.384615384615385,"a",0.277777777777778,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1,15
"347","9.4","0",0.333333333333333,"a",0.235294117647059,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1,15
"348","10","0",0.272727272727273,"a",0.1875,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1,15
"349","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1,15
"350","7.6","1",0.0625,"a",0.0476190476190476,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1,15
"351","8.2","1",0.0666666666666667,"a",0.05,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1,15
"352","8.8","1",0.0769230769230769,"a",0.0555555555555556,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1,15
"353","9.4","1",0.0833333333333333,"a",0.0588235294117647,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1,15
"354","10","1",0.0909090909090909,"a",0.0625,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1,15
"355","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1,1,1.22,1,15
"356","7.6","2",0.4375,"a",0.333333333333333,0.11143585015981,1.7,18.9,21,0.0643402457574889,1,1,1.22,1,15
"357","8.2","2",0.466666666666667,"a",0.35,0.125333748668099,1.5,21.2,20,0.0786203689154736,1,1,1.22,1,15
"358","8.8","2",0.538461538461538,"a",0.388888888888889,0.155321754782881,1.1,22.5,18,0.0873248968312143,1,1,1.22,1,15
"359","9.4","2",0.583333333333333,"a",0.411764705882353,0.173859600605168,0.9,24.4,17,0.101598148942839,1,1,1.22,1,15
"360","10","2",0.636363636363636,"a",0.4375,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1,1,1.22,1,15
"361","7.1","0",0.6,"n",0.48,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,0.7,1.3,1,6
"362","7.6","0",0.619047619047619,"n",0.5,0.0868518986510597,2.7,17.3,26,0.0614224861024591,1,0.7,1.3,1,6
"363","8.2","0",0.466666666666667,"n",0.35,0.149711258610497,1.5,21.2,20,0.0786203689154736,1,0.7,1.3,1,6
"364","8.8","0",0.466666666666667,"n",0.35,0.152165611290471,1.5,21.9,20,0.0861347362791,1,0.7,1.3,1,6
"365","9.4","0",0.333333333333333,"n",0.235294117647059,0.200522022642268,0.9,24.4,17,0.101598148942839,1,0.7,1.3,1,6
"366","10","0",0.5,"n",0.444444444444444,0.08442286242818,3.8,21.4,27,0.104828335740565,1,0.7,1.3,1,6
"367","7.1","1",0.05,"n",0.04,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,0.7,1.3,1,6
"368","7.6","1",0.0476190476190476,"n",0.0384615384615385,0.0868518986510597,2.7,17.3,26,0.0614224861024591,1,0.7,1.3,1,6
"369","8.2","1",0.0666666666666667,"n",0.05,0.149711258610497,1.5,21.2,20,0.0786203689154736,1,0.7,1.3,1,6
"370","8.8","1",0.0666666666666667,"n",0.05,0.152165611290471,1.5,21.9,20,0.0861347362791,1,0.7,1.3,1,6
"371","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.200522022642268,0.9,24.4,17,0.101598148942839,1,0.7,1.3,1,6
"372","10","1",0.208333333333333,"n",0.185185185185185,0.08442286242818,3.8,21.4,27,0.104828335740565,1,0.7,1.3,1,6
"373","7.1","2",0.35,"n",0.28,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,0.7,1.3,1,6
"374","7.6","2",0.333333333333333,"n",0.269230769230769,0.0868518986510597,2.7,17.3,26,0.0614224861024591,1,0.7,1.3,1,6
"375","8.2","2",0.466666666666667,"n",0.35,0.149711258610497,1.5,21.2,20,0.0786203689154736,1,0.7,1.3,1,6
"376","8.8","2",0.466666666666667,"n",0.35,0.152165611290471,1.5,21.9,20,0.0861347362791,1,0.7,1.3,1,6
"377","9.4","2",0.583333333333333,"n",0.411764705882353,0.200522022642268,0.9,24.4,17,0.101598148942839,1,0.7,1.3,1,6
"378","10","2",0.291666666666667,"n",0.259259259259259,0.08442286242818,3.8,21.4,27,0.104828335740565,1,0.7,1.3,1,6
"379","7.1","0",0,"a",0,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,0.7,1.3,1,6
"380","7.6","0",0,"a",0,0.0868518986510597,2.7,17.3,26,0.0614224861024591,1,0.7,1.3,1,6
"381","8.2","0",0,"a",0,0.149711258610497,1.5,21.2,20,0.0786203689154736,1,0.7,1.3,1,6
"382","8.8","0",0,"a",0,0.152165611290471,1.5,21.9,20,0.0861347362791,1,0.7,1.3,1,6
"383","9.4","0",0,"a",0,0.200522022642268,0.9,24.4,17,0.101598148942839,1,0.7,1.3,1,6
"384","10","0",0,"a",0,0.08442286242818,3.8,21.4,27,0.104828335740565,1,0.7,1.3,1,6
"385","7.1","1",0,"a",0,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,0.7,1.3,1,6
"386","7.6","1",0,"a",0,0.0868518986510597,2.7,17.3,26,0.0614224861024591,1,0.7,1.3,1,6
"387","8.2","1",0,"a",0,0.149711258610497,1.5,21.2,20,0.0786203689154736,1,0.7,1.3,1,6
"388","8.8","1",0,"a",0,0.152165611290471,1.5,21.9,20,0.0861347362791,1,0.7,1.3,1,6
"389","9.4","1",0,"a",0,0.200522022642268,0.9,24.4,17,0.101598148942839,1,0.7,1.3,1,6
"390","10","1",0,"a",0,0.08442286242818,3.8,21.4,27,0.104828335740565,1,0.7,1.3,1,6
"391","7.1","2",1,"a",0.2,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,0.7,1.3,1,6
"392","7.6","2",1,"a",0.192307692307692,0.0868518986510597,2.7,17.3,26,0.0614224861024591,1,0.7,1.3,1,6
"393","8.2","2",1,"a",0.25,0.149711258610497,1.5,21.2,20,0.0786203689154736,1,0.7,1.3,1,6
"394","8.8","2",1,"a",0.25,0.152165611290471,1.5,21.9,20,0.0861347362791,1,0.7,1.3,1,6
"395","9.4","2",1,"a",0.294117647058824,0.200522022642268,0.9,24.4,17,0.101598148942839,1,0.7,1.3,1,6
"396","10","2",1,"a",0.111111111111111,0.08442286242818,3.8,21.4,27,0.104828335740565,1,0.7,1.3,1,6
"397","7.1","0",0.6,"n",0.48,0.0886596977263479,2.5,17.3,25,0.0581388249819421,1,0.76,1.3,1,7
"398","7.6","0",0.578947368421053,"n",0.458333333333333,0.0988145152866107,2.3,18,24,0.062869491373542,1,0.76,1.3,1,7
"399","8.2","0",0.466666666666667,"n",0.35,0.144393182437517,1.5,21.2,20,0.0786203689154736,1,0.76,1.3,1,7
"400","8.8","0",0.466666666666667,"n",0.35,0.146760567646505,1.5,21.9,20,0.0861347362791,1,0.76,1.3,1,7
"401","9.4","0",0.333333333333333,"n",0.235294117647059,0.194803350993881,0.9,24.4,17,0.101598148942839,1,0.76,1.3,1,7
"402","10","0",0.5,"n",0.416666666666667,0.105040298637281,2.8,22.8,24,0.107437993537192,1,0.76,1.3,1,7
"403","7.1","1",0.05,"n",0.04,0.0886596977263479,2.5,17.3,25,0.0581388249819421,1,0.76,1.3,1,7
"404","7.6","1",0.0526315789473684,"n",0.0416666666666667,0.0988145152866107,2.3,18,24,0.062869491373542,1,0.76,1.3,1,7
"405","8.2","1",0.0666666666666667,"n",0.05,0.144393182437517,1.5,21.2,20,0.0786203689154736,1,0.76,1.3,1,7
"406","8.8","1",0.0666666666666667,"n",0.05,0.146760567646505,1.5,21.9,20,0.0861347362791,1,0.76,1.3,1,7
"407","9.4","1",0.0833333333333333,"n",0.0588235294117647,0.194803350993881,0.9,24.4,17,0.101598148942839,1,0.76,1.3,1,7
"408","10","1",0.15,"n",0.125,0.105040298637281,2.8,22.8,24,0.107437993537192,1,0.76,1.3,1,7
"409","7.1","2",0.35,"n",0.28,0.0886596977263479,2.5,17.3,25,0.0581388249819421,1,0.76,1.3,1,7
"410","7.6","2",0.368421052631579,"n",0.291666666666667,0.0988145152866107,2.3,18,24,0.062869491373542,1,0.76,1.3,1,7
"411","8.2","2",0.466666666666667,"n",0.35,0.144393182437517,1.5,21.2,20,0.0786203689154736,1,0.76,1.3,1,7
"412","8.8","2",0.466666666666667,"n",0.35,0.146760567646505,1.5,21.9,20,0.0861347362791,1,0.76,1.3,1,7
"413","9.4","2",0.583333333333333,"n",0.411764705882353,0.194803350993881,0.9,24.4,17,0.101598148942839,1,0.76,1.3,1,7
"414","10","2",0.35,"n",0.291666666666667,0.105040298637281,2.8,22.8,24,0.107437993537192,1,0.76,1.3,1,7
"415","7.1","0",0,"a",0,0.0886596977263479,2.5,17.3,25,0.0581388249819421,1,0.76,1.3,1,7
"416","7.6","0",0,"a",0,0.0988145152866107,2.3,18,24,0.062869491373542,1,0.76,1.3,1,7
"417","8.2","0",0,"a",0,0.144393182437517,1.5,21.2,20,0.0786203689154736,1,0.76,1.3,1,7
"418","8.8","0",0,"a",0,0.146760567646505,1.5,21.9,20,0.0861347362791,1,0.76,1.3,1,7
"419","9.4","0",0,"a",0,0.194803350993881,0.9,24.4,17,0.101598148942839,1,0.76,1.3,1,7
"420","10","0",0,"a",0,0.105040298637281,2.8,22.8,24,0.107437993537192,1,0.76,1.3,1,7
"421","7.1","1",0,"a",0,0.0886596977263479,2.5,17.3,25,0.0581388249819421,1,0.76,1.3,1,7
"422","7.6","1",0,"a",0,0.0988145152866107,2.3,18,24,0.062869491373542,1,0.76,1.3,1,7
"423","8.2","1",0,"a",0,0.144393182437517,1.5,21.2,20,0.0786203689154736,1,0.76,1.3,1,7
"424","8.8","1",0,"a",0,0.146760567646505,1.5,21.9,20,0.0861347362791,1,0.76,1.3,1,7
"425","9.4","1",0,"a",0,0.194803350993881,0.9,24.4,17,0.101598148942839,1,0.76,1.3,1,7
"426","10","1",0,"a",0,0.105040298637281,2.8,22.8,24,0.107437993537192,1,0.76,1.3,1,7
"427","7.1","2",1,"a",0.2,0.0886596977263479,2.5,17.3,25,0.0581388249819421,1,0.76,1.3,1,7
"428","7.6","2",1,"a",0.208333333333333,0.0988145152866107,2.3,18,24,0.062869491373542,1,0.76,1.3,1,7
"429","8.2","2",1,"a",0.25,0.144393182437517,1.5,21.2,20,0.0786203689154736,1,0.76,1.3,1,7
"430","8.8","2",1,"a",0.25,0.146760567646505,1.5,21.9,20,0.0861347362791,1,0.76,1.3,1,7
"431","9.4","2",1,"a",0.294117647058824,0.194803350993881,0.9,24.4,17,0.101598148942839,1,0.76,1.3,1,7
"432","10","2",1,"a",0.166666666666667,0.105040298637281,2.8,22.8,24,0.107437993537192,1,0.76,1.3,1,7
"433","7.1","0",0.578947368421053,"n",0.458333333333333,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1,8
"434","7.6","0",0.555555555555556,"n",0.434782608695652,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1,8
"435","8.2","0",0.466666666666667,"n",0.35,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1,8
"436","8.8","0",0.428571428571429,"n",0.315789473684211,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1,8
"437","9.4","0",0.333333333333333,"n",0.235294117647059,0.189247109492681,0.9,24.4,17,0.101598148942839,1,0.82,1.3,1,8
"438","10","0",0.5,"n",0.416666666666667,0.100094859401846,2.8,22.8,24,0.107437993537192,1,0.82,1.3,1,8
"439","7.1","1",0,"n",0,0.0937718472182532,2.2,17.6,24,0.0581388249819421,1,0.82,1.3,1,8
"440","7.6","1",0,"n",0,0.104738547949847,2,18.3,23,0.062869491373542,1,0.82,1.3,1,8
"441","8.2","1",0.0666666666666667,"n",0.05,0.139263408796124,1.5,21.2,20,0.0786203689154736,1,0.82,1.3,1,8
"442","8.8","1",0,"n",0,0.157016253762352,1.2,22.2,19,0.0861347362791,1,0.82,1.3,1,8
