"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","N","yn","ya","iter_id"
"235","7.1","0",0,"a",0,0.0252978657798095,14.5,0,59,0.0367879579001669,0.25,0.7,1,5
"236","7.6","0",0,"a",0,0.0260873982906245,15.4,0,59,0.0415013637172435,0.25,0.7,1,5
"237","8.2","0",0,"a",0,0.0268854371379538,16.3,0,59,0.0470886013779075,0.25,0.7,1,5
"238","8.8","0",0,"a",0,0.0276759197175024,17.3,0,59,0.0536864019714559,0.25,0.7,1,5
"239","9.4","0",0,"a",0,0.0284663709171898,18.5,0,59,0.0609610677654568,0.25,0.7,1,5
"240","10","0",0,"a",0,0.0304257136355693,19,0,59,0.0663541490840469,0.25,0.7,1,5
"241","7.1","1",0.125,"a",0.0169491525423729,0.0252978657798095,14.5,0,59,0.0367879579001669,0.25,0.7,1,5
"242","7.6","1",0.125,"a",0.0169491525423729,0.0260873982906245,15.4,0,59,0.0415013637172435,0.25,0.7,1,5
"243","8.2","1",0.125,"a",0.0169491525423729,0.0268854371379538,16.3,0,59,0.0470886013779075,0.25,0.7,1,5
"244","8.8","1",0.125,"a",0.0169491525423729,0.0276759197175024,17.3,0,59,0.0536864019714559,0.25,0.7,1,5
"245","9.4","1",0.125,"a",0.0169491525423729,0.0284663709171898,18.5,0,59,0.0609610677654568,0.25,0.7,1,5
"246","10","1",0.125,"a",0.0169491525423729,0.0304257136355693,19,0,59,0.0663541490840469,0.25,0.7,1,5
"247","7.1","2",0.875,"a",0.11864406779661,0.0252978657798095,14.5,0,59,0.0367879579001669,0.25,0.7,1,5
"248","7.6","2",0.875,"a",0.11864406779661,0.0260873982906245,15.4,0,59,0.0415013637172435,0.25,0.7,1,5
"249","8.2","2",0.875,"a",0.11864406779661,0.0268854371379538,16.3,0,59,0.0470886013779075,0.25,0.7,1,5
"250","8.8","2",0.875,"a",0.11864406779661,0.0276759197175024,17.3,0,59,0.0536864019714559,0.25,0.7,1,5
"251","9.4","2",0.875,"a",0.11864406779661,0.0284663709171898,18.5,0,59,0.0609610677654568,0.25,0.7,1,5
"252","10","2",0.875,"a",0.11864406779661,0.0304257136355693,19,0,59,0.0663541490840469,0.25,0.7,1,5
"253","7.1","0",0.785714285714286,"n",0.745762711864407,0.0320953335375173,14.5,0,59,0.0371090916964203,0.5,0.7,1,8
"254","7.6","0",0.785714285714286,"n",0.745762711864407,0.032865974753315,15.1,0,59,0.0407989373930855,0.5,0.7,1,8
"255","8.2","0",0.785714285714286,"n",0.745762711864407,0.034135403179683,16.2,0,59,0.0470886013779075,0.5,0.7,1,8
"256","8.8","0",0.785714285714286,"n",0.745762711864407,0.035415881624356,17.1,0,59,0.0532543700327885,0.5,0.7,1,8
"257","9.4","0",0.785714285714286,"n",0.745762711864407,0.0362633859481318,18,0,59,0.0606940716487946,0.5,0.7,1,8
"258","10","0",0.785714285714286,"n",0.745762711864407,0.0372403091009233,19.2,0,59,0.0696222803625339,0.5,0.7,1,8
"259","7.1","1",0.0892857142857143,"n",0.0847457627118644,0.0320953335375173,14.5,0,59,0.0371090916964203,0.5,0.7,1,8
"260","7.6","1",0.0892857142857143,"n",0.0847457627118644,0.032865974753315,15.1,0,59,0.0407989373930855,0.5,0.7,1,8
"261","8.2","1",0.0892857142857143,"n",0.0847457627118644,0.034135403179683,16.2,0,59,0.0470886013779075,0.5,0.7,1,8
"262","8.8","1",0.0892857142857143,"n",0.0847457627118644,0.035415881624356,17.1,0,59,0.0532543700327885,0.5,0.7,1,8
"263","9.4","1",0.0714285714285714,"n",0.0677966101694915,0.0362633859481318,18,0,59,0.0606940716487946,0.5,0.7,1,8
"264","10","1",0.0714285714285714,"n",0.0677966101694915,0.0372403091009233,19.2,0,59,0.0696222803625339,0.5,0.7,1,8
"265","7.1","2",0.125,"n",0.11864406779661,0.0320953335375173,14.5,0,59,0.0371090916964203,0.5,0.7,1,8
"266","7.6","2",0.125,"n",0.11864406779661,0.032865974753315,15.1,0,59,0.0407989373930855,0.5,0.7,1,8
"267","8.2","2",0.125,"n",0.11864406779661,0.034135403179683,16.2,0,59,0.0470886013779075,0.5,0.7,1,8
"268","8.8","2",0.125,"n",0.11864406779661,0.035415881624356,17.1,0,59,0.0532543700327885,0.5,0.7,1,8
"269","9.4","2",0.142857142857143,"n",0.135593220338983,0.0362633859481318,18,0,59,0.0606940716487946,0.5,0.7,1,8
"270","10","2",0.142857142857143,"n",0.135593220338983,0.0372403091009233,19.2,0,59,0.0696222803625339,0.5,0.7,1,8
"271","7.1","0",0,"a",0,0.0320953335375173,14.5,0,59,0.0371090916964203,0.5,0.7,1,8
"272","7.6","0",0,"a",0,0.032865974753315,15.1,0,59,0.0407989373930855,0.5,0.7,1,8
"273","8.2","0",0,"a",0,0.034135403179683,16.2,0,59,0.0470886013779075,0.5,0.7,1,8
"274","8.8","0",0,"a",0,0.035415881624356,17.1,0,59,0.0532543700327885,0.5,0.7,1,8
"275","9.4","0",0,"a",0,0.0362633859481318,18,0,59,0.0606940716487946,0.5,0.7,1,8
"276","10","0",0,"a",0,0.0372403091009233,19.2,0,59,0.0696222803625339,0.5,0.7,1,8
"277","7.1","1",0,"a",0,0.0320953335375173,14.5,0,59,0.0371090916964203,0.5,0.7,1,8
"278","7.6","1",0,"a",0,0.032865974753315,15.1,0,59,0.0407989373930855,0.5,0.7,1,8
"279","8.2","1",0,"a",0,0.034135403179683,16.2,0,59,0.0470886013779075,0.5,0.7,1,8
"280","8.8","1",0,"a",0,0.035415881624356,17.1,0,59,0.0532543700327885,0.5,0.7,1,8
"281","9.4","1",0.333333333333333,"a",0.0169491525423729,0.0362633859481318,18,0,59,0.0606940716487946,0.5,0.7,1,8
"282","10","1",0.333333333333333,"a",0.0169491525423729,0.0372403091009233,19.2,0,59,0.0696222803625339,0.5,0.7,1,8
"283","7.1","2",1,"a",0.0508474576271186,0.0320953335375173,14.5,0,59,0.0371090916964203,0.5,0.7,1,8
"284","7.6","2",1,"a",0.0508474576271186,0.032865974753315,15.1,0,59,0.0407989373930855,0.5,0.7,1,8
"285","8.2","2",1,"a",0.0508474576271186,0.034135403179683,16.2,0,59,0.0470886013779075,0.5,0.7,1,8
"286","8.8","2",1,"a",0.0508474576271186,0.035415881624356,17.1,0,59,0.0532543700327885,0.5,0.7,1,8
"287","9.4","2",0.666666666666667,"a",0.0338983050847458,0.0362633859481318,18,0,59,0.0606940716487946,0.5,0.7,1,8
"288","10","2",0.666666666666667,"a",0.0338983050847458,0.0372403091009233,19.2,0,59,0.0696222803625339,0.5,0.7,1,8
"289","7.1","0",0.789473684210526,"n",0.76271186440678,0.034143884822987,14.5,0,59,0.0387083502139303,0.75,0.7,1,11
"290","7.6","0",0.771929824561403,"n",0.745762711864407,0.0343334110406381,15.3,0,59,0.0436524576522907,0.75,0.7,1,11
"291","8.2","0",0.789473684210526,"n",0.76271186440678,0.0368691758157398,16.1,0,59,0.0486949760381216,0.75,0.7,1,11
"292","8.8","0",0.789473684210526,"n",0.76271186440678,0.0380101028205593,17,0,59,0.0550747219808946,0.75,0.7,1,11
"293","9.4","0",0.789473684210526,"n",0.76271186440678,0.0390106128123391,18.1,0,59,0.0635440830853033,0.75,0.7,1,11
"294","10","0",0.789473684210526,"n",0.76271186440678,0.0399792639267455,19.3,0,59,0.0729032344083093,0.75,0.7,1,11
"295","7.1","1",0.0526315789473684,"n",0.0508474576271186,0.034143884822987,14.5,0,59,0.0387083502139303,0.75,0.7,1,11
"296","7.6","1",0.087719298245614,"n",0.0847457627118644,0.0343334110406381,15.3,0,59,0.0436524576522907,0.75,0.7,1,11
"297","8.2","1",0.0526315789473684,"n",0.0508474576271186,0.0368691758157398,16.1,0,59,0.0486949760381216,0.75,0.7,1,11
"298","8.8","1",0.0526315789473684,"n",0.0508474576271186,0.0380101028205593,17,0,59,0.0550747219808946,0.75,0.7,1,11
"299","9.4","1",0.0526315789473684,"n",0.0508474576271186,0.0390106128123391,18.1,0,59,0.0635440830853033,0.75,0.7,1,11
"300","10","1",0.0526315789473684,"n",0.0508474576271186,0.0399792639267455,19.3,0,59,0.0729032344083093,0.75,0.7,1,11
"301","7.1","2",0.157894736842105,"n",0.152542372881356,0.034143884822987,14.5,0,59,0.0387083502139303,0.75,0.7,1,11
"302","7.6","2",0.140350877192982,"n",0.135593220338983,0.0343334110406381,15.3,0,59,0.0436524576522907,0.75,0.7,1,11
"303","8.2","2",0.157894736842105,"n",0.152542372881356,0.0368691758157398,16.1,0,59,0.0486949760381216,0.75,0.7,1,11
"304","8.8","2",0.157894736842105,"n",0.152542372881356,0.0380101028205593,17,0,59,0.0550747219808946,0.75,0.7,1,11
"305","9.4","2",0.157894736842105,"n",0.152542372881356,0.0390106128123391,18.1,0,59,0.0635440830853033,0.75,0.7,1,11
"306","10","2",0.157894736842105,"n",0.152542372881356,0.0399792639267455,19.3,0,59,0.0729032344083093,0.75,0.7,1,11
"307","7.1","0",0,"a",0,0.034143884822987,14.5,0,59,0.0387083502139303,0.75,0.7,1,11
"308","7.6","0",0,"a",0,0.0343334110406381,15.3,0,59,0.0436524576522907,0.75,0.7,1,11
"309","8.2","0",0,"a",0,0.0368691758157398,16.1,0,59,0.0486949760381216,0.75,0.7,1,11
"310","8.8","0",0,"a",0,0.0380101028205593,17,0,59,0.0550747219808946,0.75,0.7,1,11
"311","9.4","0",0,"a",0,0.0390106128123391,18.1,0,59,0.0635440830853033,0.75,0.7,1,11
"312","10","0",0,"a",0,0.0399792639267455,19.3,0,59,0.0729032344083093,0.75,0.7,1,11
"313","7.1","1",0,"a",0,0.034143884822987,14.5,0,59,0.0387083502139303,0.75,0.7,1,11
"314","7.6","1",0,"a",0,0.0343334110406381,15.3,0,59,0.0436524576522907,0.75,0.7,1,11
"315","8.2","1",0,"a",0,0.0368691758157398,16.1,0,59,0.0486949760381216,0.75,0.7,1,11
"316","8.8","1",0,"a",0,0.0380101028205593,17,0,59,0.0550747219808946,0.75,0.7,1,11
"317","9.4","1",0,"a",0,0.0390106128123391,18.1,0,59,0.0635440830853033,0.75,0.7,1,11
"318","10","1",0,"a",0,0.0399792639267455,19.3,0,59,0.0729032344083093,0.75,0.7,1,11
"319","7.1","2",1,"a",0.0338983050847458,0.034143884822987,14.5,0,59,0.0387083502139303,0.75,0.7,1,11
"320","7.6","2",1,"a",0.0338983050847458,0.0343334110406381,15.3,0,59,0.0436524576522907,0.75,0.7,1,11
"321","8.2","2",1,"a",0.0338983050847458,0.0368691758157398,16.1,0,59,0.0486949760381216,0.75,0.7,1,11
"322","8.8","2",1,"a",0.0338983050847458,0.0380101028205593,17,0,59,0.0550747219808946,0.75,0.7,1,11
"323","9.4","2",1,"a",0.0338983050847458,0.0390106128123391,18.1,0,59,0.0635440830853033,0.75,0.7,1,11
"324","10","2",1,"a",0.0338983050847458,0.0399792639267455,19.3,0,59,0.0729032344083093,0.75,0.7,1,11
"325","7.1","0",0.779661016949153,"n",0.779661016949153,0.0385108573840618,14.5,0,59,0.0390452690230455,1,0.7,1,14
"326","7.6","0",0.76271186440678,"n",0.76271186440678,0.0388124426897575,15.4,0,59,0.0440246574017999,1,0.7,1,14
"327","8.2","0",0.779661016949153,"n",0.779661016949153,0.0408368551394414,16.1,0,59,0.0491013814520534,1,0.7,1,14
"328","8.8","0",0.779661016949153,"n",0.779661016949153,0.0420917368341096,17.1,0,59,0.0559716888285454,1,0.7,1,14
"329","9.4","0",0.779661016949153,"n",0.779661016949153,0.0433566783302601,18.3,0,59,0.0645402645251703,1,0.7,1,14
"330","10","0",0.779661016949153,"n",0.779661016949153,0.0446156707476389,19.5,0,59,0.0739972014316759,1,0.7,1,14
"331","7.1","1",0.0169491525423729,"n",0.0169491525423729,0.0385108573840618,14.5,0,59,0.0390452690230455,1,0.7,1,14
"332","7.6","1",0.0508474576271186,"n",0.0508474576271186,0.0388124426897575,15.4,0,59,0.0440246574017999,1,0.7,1,14
"333","8.2","1",0.0169491525423729,"n",0.0169491525423729,0.0408368551394414,16.1,0,59,0.0491013814520534,1,0.7,1,14
"334","8.8","1",0.0169491525423729,"n",0.0169491525423729,0.0420917368341096,17.1,0,59,0.0559716888285454,1,0.7,1,14
"335","9.4","1",0.0169491525423729,"n",0.0169491525423729,0.0433566783302601,18.3,0,59,0.0645402645251703,1,0.7,1,14
"336","10","1",0.0169491525423729,"n",0.0169491525423729,0.0446156707476389,19.5,0,59,0.0739972014316759,1,0.7,1,14
"337","7.1","2",0.203389830508475,"n",0.203389830508475,0.0385108573840618,14.5,0,59,0.0390452690230455,1,0.7,1,14
"338","7.6","2",0.186440677966102,"n",0.186440677966102,0.0388124426897575,15.4,0,59,0.0440246574017999,1,0.7,1,14
"339","8.2","2",0.203389830508475,"n",0.203389830508475,0.0408368551394414,16.1,0,59,0.0491013814520534,1,0.7,1,14
"340","8.8","2",0.203389830508475,"n",0.203389830508475,0.0420917368341096,17.1,0,59,0.0559716888285454,1,0.7,1,14
"341","9.4","2",0.203389830508475,"n",0.203389830508475,0.0433566783302601,18.3,0,59,0.0645402645251703,1,0.7,1,14
"342","10","2",0.203389830508475,"n",0.203389830508475,0.0446156707476389,19.5,0,59,0.0739972014316759,1,0.7,1,14
"343","7.1","0",0,"a",0,0.0385108573840618,14.5,0,59,0.0390452690230455,1,0.7,1,14
"344","7.6","0",0,"a",0,0.0388124426897575,15.4,0,59,0.0440246574017999,1,0.7,1,14
"345","8.2","0",0,"a",0,0.0408368551394414,16.1,0,59,0.0491013814520534,1,0.7,1,14
"346","8.8","0",0,"a",0,0.0420917368341096,17.1,0,59,0.0559716888285454,1,0.7,1,14
"347","9.4","0",0,"a",0,0.0433566783302601,18.3,0,59,0.0645402645251703,1,0.7,1,14
"348","10","0",0,"a",0,0.0446156707476389,19.5,0,59,0.0739972014316759,1,0.7,1,14
"349","7.1","1",0,"a",0,0.0385108573840618,14.5,0,59,0.0390452690230455,1,0.7,1,14
"350","7.6","1",0,"a",0,0.0388124426897575,15.4,0,59,0.0440246574017999,1,0.7,1,14
"351","8.2","1",0,"a",0,0.0408368551394414,16.1,0,59,0.0491013814520534,1,0.7,1,14
"352","8.8","1",0,"a",0,0.0420917368341096,17.1,0,59,0.0559716888285454,1,0.7,1,14
"353","9.4","1",0,"a",0,0.0433566783302601,18.3,0,59,0.0645402645251703,1,0.7,1,14
"354","10","1",0,"a",0,0.0446156707476389,19.5,0,59,0.0739972014316759,1,0.7,1,14
"355","7.1","2",0,"a",0,0.0385108573840618,14.5,0,59,0.0390452690230455,1,0.7,1,14
"356","7.6","2",0,"a",0,0.0388124426897575,15.4,0,59,0.0440246574017999,1,0.7,1,14
"357","8.2","2",0,"a",0,0.0408368551394414,16.1,0,59,0.0491013814520534,1,0.7,1,14
"358","8.8","2",0,"a",0,0.0420917368341096,17.1,0,59,0.0559716888285454,1,0.7,1,14
"359","9.4","2",0,"a",0,0.0433566783302601,18.3,0,59,0.0645402645251703,1,0.7,1,14
"360","10","2",0,"a",0,0.0446156707476389,19.5,0,59,0.0739972014316759,1,0.7,1,14
"361","7.1","0",0,"n",0,0.0842753918169388,3.9,14.3,32,0.0511208310789488,0,1,0.7,1
"362","7.6","0",0,"n",0,0.0775323374286015,4.3,13.6,34,0.0519611223828166,0,1,0.7,1
"363","8.2","0",0,"n",0,0.145533583939516,2.7,18.7,26,0.0715144725738188,0,1,0.7,1
"364","8.8","0",0,"n",0,0.145825485420964,2.9,19,27,0.0774996901503023,0,1,0.7,1
"365","9.4","0",0,"n",0,0.119509614019564,3.4,17.8,30,0.0774996901503023,0,1,0.7,1
"366","10","0",0,"n",0,0.196256305197895,2.1,22.6,23,0.101598148942839,0,1,0.7,1
"367","7.1","1",0,"n",0,0.0842753918169388,3.9,14.3,32,0.0511208310789488,0,1,0.7,1
"368","7.6","1",0,"n",0,0.0775323374286015,4.3,13.6,34,0.0519611223828166,0,1,0.7,1
"369","8.2","1",0,"n",0,0.145533583939516,2.7,18.7,26,0.0715144725738188,0,1,0.7,1
"370","8.8","1",0,"n",0,0.145825485420964,2.9,19,27,0.0774996901503023,0,1,0.7,1
"371","9.4","1",0,"n",0,0.119509614019564,3.4,17.8,30,0.0774996901503023,0,1,0.7,1
"372","10","1",0,"n",0,0.196256305197895,2.1,22.6,23,0.101598148942839,0,1,0.7,1
"373","7.1","2",0,"n",0,0.0842753918169388,3.9,14.3,32,0.0511208310789488,0,1,0.7,1
"374","7.6","2",0,"n",0,0.0775323374286015,4.3,13.6,34,0.0519611223828166,0,1,0.7,1
"375","8.2","2",0,"n",0,0.145533583939516,2.7,18.7,26,0.0715144725738188,0,1,0.7,1
"376","8.8","2",0,"n",0,0.145825485420964,2.9,19,27,0.0774996901503023,0,1,0.7,1
"377","9.4","2",0,"n",0,0.119509614019564,3.4,17.8,30,0.0774996901503023,0,1,0.7,1
"378","10","2",0,"n",0,0.196256305197895,2.1,22.6,23,0.101598148942839,0,1,0.7,1
"379","7.1","0",0.34375,"a",0.34375,0.0842753918169388,3.9,14.3,32,0.0511208310789488,0,1,0.7,1
"380","7.6","0",0.441176470588235,"a",0.441176470588235,0.0775323374286015,4.3,13.6,34,0.0519611223828166,0,1,0.7,1
"381","8.2","0",0.384615384615385,"a",0.384615384615385,0.145533583939516,2.7,18.7,26,0.0715144725738188,0,1,0.7,1
"382","8.8","0",0.518518518518518,"a",0.518518518518518,0.145825485420964,2.9,19,27,0.0774996901503023,0,1,0.7,1
"383","9.4","0",0.566666666666667,"a",0.566666666666667,0.119509614019564,3.4,17.8,30,0.0774996901503023,0,1,0.7,1
"384","10","0",0.434782608695652,"a",0.434782608695652,0.196256305197895,2.1,22.6,23,0.101598148942839,0,1,0.7,1
"385","7.1","1",0.53125,"a",0.53125,0.0842753918169388,3.9,14.3,32,0.0511208310789488,0,1,0.7,1
"386","7.6","1",0.382352941176471,"a",0.382352941176471,0.0775323374286015,4.3,13.6,34,0.0519611223828166,0,1,0.7,1
"387","8.2","1",0.269230769230769,"a",0.269230769230769,0.145533583939516,2.7,18.7,26,0.0715144725738188,0,1,0.7,1
"388","8.8","1",0.037037037037037,"a",0.037037037037037,0.145825485420964,2.9,19,27,0.0774996901503023,0,1,0.7,1
"389","9.4","1",0.0333333333333333,"a",0.0333333333333333,0.119509614019564,3.4,17.8,30,0.0774996901503023,0,1,0.7,1
"390","10","1",0.0434782608695652,"a",0.0434782608695652,0.196256305197895,2.1,22.6,23,0.101598148942839,0,1,0.7,1
"391","7.1","2",0.125,"a",0.125,0.0842753918169388,3.9,14.3,32,0.0511208310789488,0,1,0.7,1
"392","7.6","2",0.176470588235294,"a",0.176470588235294,0.0775323374286015,4.3,13.6,34,0.0519611223828166,0,1,0.7,1
"393","8.2","2",0.346153846153846,"a",0.346153846153846,0.145533583939516,2.7,18.7,26,0.0715144725738188,0,1,0.7,1
"394","8.8","2",0.444444444444444,"a",0.444444444444444,0.145825485420964,2.9,19,27,0.0774996901503023,0,1,0.7,1
"395","9.4","2",0.4,"a",0.4,0.119509614019564,3.4,17.8,30,0.0774996901503023,0,1,0.7,1
"396","10","2",0.521739130434783,"a",0.521739130434783,0.196256305197895,2.1,22.6,23,0.101598148942839,0,1,0.7,1
"397","7.1","0",0.930232558139535,"n",0.677966101694915,0.0104248468479994,14.4,0,59,0.0375119434482806,0.25,1,0.7,4
"398","7.6","0",0.930232558139535,"n",0.677966101694915,0.0106980943524911,15,0,59,0.0416015949397063,0.25,1,0.7,4
"399","8.2","0",0.909090909090909,"n",0.677966101694915,0.0112113682200441,16.1,0,59,0.0472229012606738,0.25,1,0.7,4
"400","8.8","0",0.909090909090909,"n",0.677966101694915,0.011547870828347,17.3,0,59,0.0551916909341407,0.25,1,0.7,4
"401","9.4","0",0.934782608695652,"n",0.728813559322034,0.0122957502498084,17.4,0,59,0.059270278253176,0.25,1,0.7,4
"402","10","0",0.938775510204082,"n",0.779661016949153,0.0123282523555584,18.8,0,59,0.0681963306164789,0.25,1,0.7,4
"403","7.1","1",0,"n",0,0.0104248468479994,14.4,0,59,0.0375119434482806,0.25,1,0.7,4
"404","7.6","1",0,"n",0,0.0106980943524911,15,0,59,0.0416015949397063,0.25,1,0.7,4
"405","8.2","1",0.0227272727272727,"n",0.0169491525423729,0.0112113682200441,16.1,0,59,0.0472229012606738,0.25,1,0.7,4
"406","8.8","1",0.0454545454545455,"n",0.0338983050847458,0.011547870828347,17.3,0,59,0.0551916909341407,0.25,1,0.7,4
"407","9.4","1",0,"n",0,0.0122957502498084,17.4,0,59,0.059270278253176,0.25,1,0.7,4
"408","10","1",0,"n",0,0.0123282523555584,18.8,0,59,0.0681963306164789,0.25,1,0.7,4
"409","7.1","2",0.0697674418604651,"n",0.0508474576271186,0.0104248468479994,14.4,0,59,0.0375119434482806,0.25,1,0.7,4
"410","7.6","2",0.0697674418604651,"n",0.0508474576271186,0.0106980943524911,15,0,59,0.0416015949397063,0.25,1,0.7,4
"411","8.2","2",0.0681818181818182,"n",0.0508474576271186,0.0112113682200441,16.1,0,59,0.0472229012606738,0.25,1,0.7,4
"412","8.8","2",0.0454545454545455,"n",0.0338983050847458,0.011547870828347,17.3,0,59,0.0551916909341407,0.25,1,0.7,4
"413","9.4","2",0.0652173913043478,"n",0.0508474576271186,0.0122957502498084,17.4,0,59,0.059270278253176,0.25,1,0.7,4
"414","10","2",0.0612244897959184,"n",0.0508474576271186,0.0123282523555584,18.8,0,59,0.0681963306164789,0.25,1,0.7,4
"415","7.1","0",0.375,"a",0.101694915254237,0.0104248468479994,14.4,0,59,0.0375119434482806,0.25,1,0.7,4
"416","7.6","0",0.375,"a",0.101694915254237,0.0106980943524911,15,0,59,0.0416015949397063,0.25,1,0.7,4
"417","8.2","0",0.4,"a",0.101694915254237,0.0112113682200441,16.1,0,59,0.0472229012606738,0.25,1,0.7,4
"418","8.8","0",0.333333333333333,"a",0.0847457627118644,0.011547870828347,17.3,0,59,0.0551916909341407,0.25,1,0.7,4
"419","9.4","0",0.230769230769231,"a",0.0508474576271186,0.0122957502498084,17.4,0,59,0.059270278253176,0.25,1,0.7,4
"420","10","0",0,"a",0,0.0123282523555584,18.8,0,59,0.0681963306164789,0.25,1,0.7,4
"421","7.1","1",0.0625,"a",0.0169491525423729,0.0104248468479994,14.4,0,59,0.0375119434482806,0.25,1,0.7,4
"422","7.6","1",0.0625,"a",0.0169491525423729,0.0106980943524911,15,0,59,0.0416015949397063,0.25,1,0.7,4
"423","8.2","1",0,"a",0,0.0112113682200441,16.1,0,59,0.0472229012606738,0.25,1,0.7,4
"424","8.8","1",0.0666666666666667,"a",0.0169491525423729,0.011547870828347,17.3,0,59,0.0551916909341407,0.25,1,0.7,4
"425","9.4","1",0.0769230769230769,"a",0.0169491525423729,0.0122957502498084,17.4,0,59,0.059270278253176,0.25,1,0.7,4
"426","10","1",0.1,"a",0.0169491525423729,0.0123282523555584,18.8,0,59,0.0681963306164789,0.25,1,0.7,4
"427","7.1","2",0.5625,"a",0.152542372881356,0.0104248468479994,14.4,0,59,0.0375119434482806,0.25,1,0.7,4
"428","7.6","2",0.5625,"a",0.152542372881356,0.0106980943524911,15,0,59,0.0416015949397063,0.25,1,0.7,4
"429","8.2","2",0.6,"a",0.152542372881356,0.0112113682200441,16.1,0,59,0.0472229012606738,0.25,1,0.7,4
"430","8.8","2",0.6,"a",0.152542372881356,0.011547870828347,17.3,0,59,0.0551916909341407,0.25,1,0.7,4
"431","9.4","2",0.692307692307692,"a",0.152542372881356,0.0122957502498084,17.4,0,59,0.059270278253176,0.25,1,0.7,4
"432","10","2",0.9,"a",0.152542372881356,0.0123282523555584,18.8,0,59,0.0681963306164789,0.25,1,0.7,4
"433","7.1","0",0.888888888888889,"n",0.677966101694915,0.0103096517137316,14.4,0,59,0.0375119434482806,0.5,1,0.7,7
"434","7.6","0",0.888888888888889,"n",0.677966101694915,0.0106775647018618,15.1,0,59,0.0416015949397063,0.5,1,0.7,7
"435","8.2","0",0.833333333333333,"n",0.677966101694915,0.0111988874980157,16,0,59,0.0472229012606738,0.5,1,0.7,7
"436","8.8","0",0.869565217391304,"n",0.677966101694915,0.0120964769521061,17.1,0,59,0.052570745139143,0.5,1,0.7,7
"437","9.4","0",0.843137254901961,"n",0.728813559322034,0.012021007216935,17.6,0,59,0.060686818447056,0.5,1,0.7,7
"438","10","0",0.851851851851852,"n",0.779661016949153,0.0120561516747167,18.8,0,59,0.0696936415414888,0.5,1,0.7,7
"439","7.1","1",0.0222222222222222,"n",0.0169491525423729,0.0103096517137316,14.4,0,59,0.0375119434482806,0.5,1,0.7,7
"440","7.6","1",0.0222222222222222,"n",0.0169491525423729,0.0106775647018618,15.1,0,59,0.0416015949397063,0.5,1,0.7,7
"441","8.2","1",0.0208333333333333,"n",0.0169491525423729,0.0111988874980157,16,0,59,0.0472229012606738,0.5,1,0.7,7
"442","8.8","1",0.0217391304347826,"n",0.0169491525423729,0.0120964769521061,17.1,0,59,0.052570745139143,0.5,1,0.7,7
"443","9.4","1",0,"n",0,0.012021007216935,17.6,0,59,0.060686818447056,0.5,1,0.7,7
"444","10","1",0,"n",0,0.0120561516747167,18.8,0,59,0.0696936415414888,0.5,1,0.7,7
"445","7.1","2",0.0888888888888889,"n",0.0677966101694915,0.0103096517137316,14.4,0,59,0.0375119434482806,0.5,1,0.7,7
"446","7.6","2",0.0888888888888889,"n",0.0677966101694915,0.0106775647018618,15.1,0,59,0.0416015949397063,0.5,1,0.7,7
"447","8.2","2",0.145833333333333,"n",0.11864406779661,0.0111988874980157,16,0,59,0.0472229012606738,0.5,1,0.7,7
"448","8.8","2",0.108695652173913,"n",0.0847457627118644,0.0120964769521061,17.1,0,59,0.052570745139143,0.5,1,0.7,7
"449","9.4","2",0.156862745098039,"n",0.135593220338983,0.012021007216935,17.6,0,59,0.060686818447056,0.5,1,0.7,7
"450","10","2",0.148148148148148,"n",0.135593220338983,0.0120561516747167,18.8,0,59,0.0696936415414888,0.5,1,0.7,7
"451","7.1","0",0.428571428571429,"a",0.101694915254237,0.0103096517137316,14.4,0,59,0.0375119434482806,0.5,1,0.7,7
"452","7.6","0",0.428571428571429,"a",0.101694915254237,0.0106775647018618,15.1,0,59,0.0416015949397063,0.5,1,0.7,7
"453","8.2","0",0.545454545454545,"a",0.101694915254237,0.0111988874980157,16,0,59,0.0472229012606738,0.5,1,0.7,7
"454","8.8","0",0.461538461538462,"a",0.101694915254237,0.0120964769521061,17.1,0,59,0.052570745139143,0.5,1,0.7,7
"455","9.4","0",0.375,"a",0.0508474576271186,0.012021007216935,17.6,0,59,0.060686818447056,0.5,1,0.7,7
"456","10","0",0,"a",0,0.0120561516747167,18.8,0,59,0.0696936415414888,0.5,1,0.7,7
"457","7.1","1",0,"a",0,0.0103096517137316,14.4,0,59,0.0375119434482806,0.5,1,0.7,7
"458","7.6","1",0,"a",0,0.0106775647018618,15.1,0,59,0.0416015949397063,0.5,1,0.7,7
"459","8.2","1",0,"a",0,0.0111988874980157,16,0,59,0.0472229012606738,0.5,1,0.7,7
"460","8.8","1",0,"a",0,0.0120964769521061,17.1,0,59,0.052570745139143,0.5,1,0.7,7
"461","9.4","1",0.125,"a",0.0169491525423729,0.012021007216935,17.6,0,59,0.060686818447056,0.5,1,0.7,7
"462","10","1",0.2,"a",0.0169491525423729,0.0120561516747167,18.8,0,59,0.0696936415414888,0.5,1,0.7,7
"463","7.1","2",0.571428571428571,"a",0.135593220338983,0.0103096517137316,14.4,0,59,0.0375119434482806,0.5,1,0.7,7
"464","7.6","2",0.571428571428571,"a",0.135593220338983,0.0106775647018618,15.1,0,59,0.0416015949397063,0.5,1,0.7,7
"465","8.2","2",0.454545454545455,"a",0.0847457627118644,0.0111988874980157,16,0,59,0.0472229012606738,0.5,1,0.7,7
