"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","ya","yn","yn_ya"
"102","8.5","1",0.166666666666667,"a",0.152542372881356,0.113823043075968,9,0,59,0.027944141685453,0.3,1,3.33333333333333
"103","10","1",0.0555555555555556,"a",0.0508474576271186,0.120039008327843,9.8,0,59,0.0343294796796141,0.3,1,3.33333333333333
"104","11.4","1",0.0185185185185185,"a",0.0169491525423729,0.13018810637217,10.6,0,59,0.0372896187566574,0.3,1,3.33333333333333
"105","12.8","1",0.0185185185185185,"a",0.0169491525423729,0.132843133884232,10.9,0,59,0.044680927763512,0.3,1,3.33333333333333
"106","14.3","1",0.0555555555555556,"a",0.0508474576271186,0.133663676408938,10.8,0,59,0.0539105142619496,0.3,1,3.33333333333333
"107","15.7","1",0.0555555555555556,"a",0.0508474576271186,0.13526760007375,11.5,0,59,0.0637597527817888,0.3,1,3.33333333333333
"108","17.1","1",0.0185185185185185,"a",0.0169491525423729,0.137833503879063,13.1,0,59,0.0785124630805026,0.3,1,3.33333333333333
"109","18.6","1",0.0185185185185185,"a",0.0169491525423729,0.13935170352546,14.1,0,59,0.0936763905556062,0.3,1,3.33333333333333
"110","20","1",0.0185185185185185,"a",0.0169491525423729,0.140337516360671,14.6,0,59,0.10616653677517,0.3,1,3.33333333333333
"111","7.1","2",0.0555555555555556,"a",0.0508474576271186,0.109597471547848,7.6,0,59,0.0216158703667106,0.3,1,3.33333333333333
"112","8.5","2",0.0555555555555556,"a",0.0508474576271186,0.113823043075968,9,0,59,0.027944141685453,0.3,1,3.33333333333333
"113","10","2",0.111111111111111,"a",0.101694915254237,0.120039008327843,9.8,0,59,0.0343294796796141,0.3,1,3.33333333333333
"114","11.4","2",0.12962962962963,"a",0.11864406779661,0.13018810637217,10.6,0,59,0.0372896187566574,0.3,1,3.33333333333333
"115","12.8","2",0.12962962962963,"a",0.11864406779661,0.132843133884232,10.9,0,59,0.044680927763512,0.3,1,3.33333333333333
"116","14.3","2",0.111111111111111,"a",0.101694915254237,0.133663676408938,10.8,0,59,0.0539105142619496,0.3,1,3.33333333333333
"117","15.7","2",0.111111111111111,"a",0.101694915254237,0.13526760007375,11.5,0,59,0.0637597527817888,0.3,1,3.33333333333333
"118","17.1","2",0.12962962962963,"a",0.11864406779661,0.137833503879063,13.1,0,59,0.0785124630805026,0.3,1,3.33333333333333
"119","18.6","2",0.12962962962963,"a",0.11864406779661,0.13935170352546,14.1,0,59,0.0936763905556062,0.3,1,3.33333333333333
"120","20","2",0.12962962962963,"a",0.11864406779661,0.140337516360671,14.6,0,59,0.10616653677517,0.3,1,3.33333333333333
"121","7.1","0",0,"n",0,0.035450051490833,7.6,0,59,0.0211459627061896,0.5,1,2
"122","8.5","0",0,"n",0,0.0377571871589082,9,0,59,0.0273468285817004,0.5,1,2
"123","10","0",0,"n",0,0.0415810172933747,9.9,0,59,0.0335111444625113,0.5,1,2
"124","11.4","0",0,"n",0,0.0457339475235614,10.6,0,59,0.0365936493329227,0.5,1,2
"125","12.8","0",0,"n",0,0.0471736336947821,10.9,0,59,0.0438549753757235,0.5,1,2
"126","14.3","0",0,"n",0,0.0482376448184549,11,0,59,0.0526848279820633,0.5,1,2
"127","15.7","0",0,"n",0,0.0492060230122182,11.7,0,59,0.0623398258017564,0.5,1,2
"128","17.1","0",0,"n",0,0.0501613191036775,13.1,0,59,0.0770983416413523,0.5,1,2
"129","18.6","0",0,"n",0,0.0510801916992811,14.1,0,59,0.0920012965026269,0.5,1,2
"130","20","0",0,"n",0,0.0516879338026463,14.6,0,59,0.104277634697748,0.5,1,2
"131","7.1","1",0,"n",0,0.035450051490833,7.6,0,59,0.0211459627061896,0.5,1,2
"132","8.5","1",0,"n",0,0.0377571871589082,9,0,59,0.0273468285817004,0.5,1,2
"133","10","1",0,"n",0,0.0415810172933747,9.9,0,59,0.0335111444625113,0.5,1,2
"134","11.4","1",0,"n",0,0.0457339475235614,10.6,0,59,0.0365936493329227,0.5,1,2
"135","12.8","1",0,"n",0,0.0471736336947821,10.9,0,59,0.0438549753757235,0.5,1,2
"136","14.3","1",0,"n",0,0.0482376448184549,11,0,59,0.0526848279820633,0.5,1,2
"137","15.7","1",0,"n",0,0.0492060230122182,11.7,0,59,0.0623398258017564,0.5,1,2
"138","17.1","1",0,"n",0,0.0501613191036775,13.1,0,59,0.0770983416413523,0.5,1,2
"139","18.6","1",0,"n",0,0.0510801916992811,14.1,0,59,0.0920012965026269,0.5,1,2
"140","20","1",0,"n",0,0.0516879338026463,14.6,0,59,0.104277634697748,0.5,1,2
"141","7.1","2",1,"n",0.0847457627118644,0.035450051490833,7.6,0,59,0.0211459627061896,0.5,1,2
"142","8.5","2",1,"n",0.0847457627118644,0.0377571871589082,9,0,59,0.0273468285817004,0.5,1,2
"143","10","2",1,"n",0.0847457627118644,0.0415810172933747,9.9,0,59,0.0335111444625113,0.5,1,2
"144","11.4","2",1,"n",0.0847457627118644,0.0457339475235614,10.6,0,59,0.0365936493329227,0.5,1,2
"145","12.8","2",1,"n",0.0847457627118644,0.0471736336947821,10.9,0,59,0.0438549753757235,0.5,1,2
"146","14.3","2",1,"n",0.0847457627118644,0.0482376448184549,11,0,59,0.0526848279820633,0.5,1,2
"147","15.7","2",1,"n",0.0847457627118644,0.0492060230122182,11.7,0,59,0.0623398258017564,0.5,1,2
"148","17.1","2",1,"n",0.0847457627118644,0.0501613191036775,13.1,0,59,0.0770983416413523,0.5,1,2
"149","18.6","2",1,"n",0.0847457627118644,0.0510801916992811,14.1,0,59,0.0920012965026269,0.5,1,2
"150","20","2",1,"n",0.0847457627118644,0.0516879338026463,14.6,0,59,0.104277634697748,0.5,1,2
"151","7.1","0",0.777777777777778,"a",0.711864406779661,0.035450051490833,7.6,0,59,0.0211459627061896,0.5,1,2
"152","8.5","0",0.777777777777778,"a",0.711864406779661,0.0377571871589082,9,0,59,0.0273468285817004,0.5,1,2
"153","10","0",0.851851851851852,"a",0.779661016949153,0.0415810172933747,9.9,0,59,0.0335111444625113,0.5,1,2
"154","11.4","0",0.851851851851852,"a",0.779661016949153,0.0457339475235614,10.6,0,59,0.0365936493329227,0.5,1,2
"155","12.8","0",0.851851851851852,"a",0.779661016949153,0.0471736336947821,10.9,0,59,0.0438549753757235,0.5,1,2
"156","14.3","0",0.851851851851852,"a",0.779661016949153,0.0482376448184549,11,0,59,0.0526848279820633,0.5,1,2
"157","15.7","0",0.851851851851852,"a",0.779661016949153,0.0492060230122182,11.7,0,59,0.0623398258017564,0.5,1,2
"158","17.1","0",0.851851851851852,"a",0.779661016949153,0.0501613191036775,13.1,0,59,0.0770983416413523,0.5,1,2
"159","18.6","0",0.851851851851852,"a",0.779661016949153,0.0510801916992811,14.1,0,59,0.0920012965026269,0.5,1,2
"160","20","0",0.851851851851852,"a",0.779661016949153,0.0516879338026463,14.6,0,59,0.104277634697748,0.5,1,2
"161","7.1","1",0.166666666666667,"a",0.152542372881356,0.035450051490833,7.6,0,59,0.0211459627061896,0.5,1,2
"162","8.5","1",0.166666666666667,"a",0.152542372881356,0.0377571871589082,9,0,59,0.0273468285817004,0.5,1,2
"163","10","1",0.0185185185185185,"a",0.0169491525423729,0.0415810172933747,9.9,0,59,0.0335111444625113,0.5,1,2
"164","11.4","1",0.0185185185185185,"a",0.0169491525423729,0.0457339475235614,10.6,0,59,0.0365936493329227,0.5,1,2
"165","12.8","1",0.0185185185185185,"a",0.0169491525423729,0.0471736336947821,10.9,0,59,0.0438549753757235,0.5,1,2
"166","14.3","1",0.0185185185185185,"a",0.0169491525423729,0.0482376448184549,11,0,59,0.0526848279820633,0.5,1,2
"167","15.7","1",0.0185185185185185,"a",0.0169491525423729,0.0492060230122182,11.7,0,59,0.0623398258017564,0.5,1,2
"168","17.1","1",0.0185185185185185,"a",0.0169491525423729,0.0501613191036775,13.1,0,59,0.0770983416413523,0.5,1,2
"169","18.6","1",0.0185185185185185,"a",0.0169491525423729,0.0510801916992811,14.1,0,59,0.0920012965026269,0.5,1,2
"170","20","1",0.0185185185185185,"a",0.0169491525423729,0.0516879338026463,14.6,0,59,0.104277634697748,0.5,1,2
"171","7.1","2",0.0555555555555556,"a",0.0508474576271186,0.035450051490833,7.6,0,59,0.0211459627061896,0.5,1,2
"172","8.5","2",0.0555555555555556,"a",0.0508474576271186,0.0377571871589082,9,0,59,0.0273468285817004,0.5,1,2
"173","10","2",0.12962962962963,"a",0.11864406779661,0.0415810172933747,9.9,0,59,0.0335111444625113,0.5,1,2
"174","11.4","2",0.12962962962963,"a",0.11864406779661,0.0457339475235614,10.6,0,59,0.0365936493329227,0.5,1,2
"175","12.8","2",0.12962962962963,"a",0.11864406779661,0.0471736336947821,10.9,0,59,0.0438549753757235,0.5,1,2
"176","14.3","2",0.12962962962963,"a",0.11864406779661,0.0482376448184549,11,0,59,0.0526848279820633,0.5,1,2
"177","15.7","2",0.12962962962963,"a",0.11864406779661,0.0492060230122182,11.7,0,59,0.0623398258017564,0.5,1,2
"178","17.1","2",0.12962962962963,"a",0.11864406779661,0.0501613191036775,13.1,0,59,0.0770983416413523,0.5,1,2
"179","18.6","2",0.12962962962963,"a",0.11864406779661,0.0510801916992811,14.1,0,59,0.0920012965026269,0.5,1,2
"180","20","2",0.12962962962963,"a",0.11864406779661,0.0516879338026463,14.6,0,59,0.104277634697748,0.5,1,2
"181","7.1","0",0,"n",0,0.14484861595467,1.4,17.5,23,0.0545452048138846,0.7,1,1.42857142857143
"182","8.5","0",0.166666666666667,"n",0.037037037037037,0.109732951126879,2.8,18.6,27,0.0736545834223382,0.7,1,1.42857142857143
"183","10","0",0,"n",0,0.162597229738303,2,22.6,23,0.101598148942839,0.7,1,1.42857142857143
"184","11.4","0",0,"n",0,0.158328880558546,2.2,22.6,24,0.104828335740565,0.7,1,1.42857142857143
"185","12.8","0",0,"n",0,0.125968090716015,3.1,21.6,28,0.112063315447455,0.7,1,1.42857142857143
"186","14.3","0",0,"n",0,0.146970532324177,2.7,24.6,26,0.140012256199518,0.7,1,1.42857142857143
"187","15.7","0",0,"n",0,0.108200690587502,4.4,22.7,31,0.148256093072167,0.7,1,1.42857142857143
"188","17.1","0",0,"n",0,0.0802994778485167,6.6,19.7,36,0.15235449509957,0.7,1,1.42857142857143
"189","18.6","0",0,"n",0,0.0991372001668611,5.1,24.1,33,0.187280491497631,0.7,1,1.42857142857143
"190","20","0",0,"n",0,0.0822713928192184,5.9,21.9,36,0.187280491497631,0.7,1,1.42857142857143
"191","7.1","1",0,"n",0,0.14484861595467,1.4,17.5,23,0.0545452048138846,0.7,1,1.42857142857143
"192","8.5","1",0,"n",0,0.109732951126879,2.8,18.6,27,0.0736545834223382,0.7,1,1.42857142857143
"193","10","1",0,"n",0,0.162597229738303,2,22.6,23,0.101598148942839,0.7,1,1.42857142857143
"194","11.4","1",0,"n",0,0.158328880558546,2.2,22.6,24,0.104828335740565,0.7,1,1.42857142857143
"195","12.8","1",0,"n",0,0.125968090716015,3.1,21.6,28,0.112063315447455,0.7,1,1.42857142857143
"196","14.3","1",0,"n",0,0.146970532324177,2.7,24.6,26,0.140012256199518,0.7,1,1.42857142857143
"197","15.7","1",0,"n",0,0.108200690587502,4.4,22.7,31,0.148256093072167,0.7,1,1.42857142857143
"198","17.1","1",0,"n",0,0.0802994778485167,6.6,19.7,36,0.15235449509957,0.7,1,1.42857142857143
"199","18.6","1",0,"n",0,0.0991372001668611,5.1,24.1,33,0.187280491497631,0.7,1,1.42857142857143
"200","20","1",0,"n",0,0.0822713928192184,5.9,21.9,36,0.187280491497631,0.7,1,1.42857142857143
"201","7.1","2",1,"n",0.217391304347826,0.14484861595467,1.4,17.5,23,0.0545452048138846,0.7,1,1.42857142857143
"202","8.5","2",0.833333333333333,"n",0.185185185185185,0.109732951126879,2.8,18.6,27,0.0736545834223382,0.7,1,1.42857142857143
"203","10","2",1,"n",0.217391304347826,0.162597229738303,2,22.6,23,0.101598148942839,0.7,1,1.42857142857143
"204","11.4","2",1,"n",0.208333333333333,0.158328880558546,2.2,22.6,24,0.104828335740565,0.7,1,1.42857142857143
"205","12.8","2",1,"n",0.178571428571429,0.125968090716015,3.1,21.6,28,0.112063315447455,0.7,1,1.42857142857143
"206","14.3","2",1,"n",0.192307692307692,0.146970532324177,2.7,24.6,26,0.140012256199518,0.7,1,1.42857142857143
"207","15.7","2",1,"n",0.161290322580645,0.108200690587502,4.4,22.7,31,0.148256093072167,0.7,1,1.42857142857143
"208","17.1","2",1,"n",0.138888888888889,0.0802994778485167,6.6,19.7,36,0.15235449509957,0.7,1,1.42857142857143
"209","18.6","2",1,"n",0.151515151515152,0.0991372001668611,5.1,24.1,33,0.187280491497631,0.7,1,1.42857142857143
"210","20","2",1,"n",0.138888888888889,0.0822713928192184,5.9,21.9,36,0.187280491497631,0.7,1,1.42857142857143
"211","7.1","0",0.333333333333333,"a",0.260869565217391,0.14484861595467,1.4,17.5,23,0.0545452048138846,0.7,1,1.42857142857143
"212","8.5","0",0.428571428571429,"a",0.333333333333333,0.109732951126879,2.8,18.6,27,0.0736545834223382,0.7,1,1.42857142857143
"213","10","0",0.5,"a",0.391304347826087,0.162597229738303,2,22.6,23,0.101598148942839,0.7,1,1.42857142857143
"214","11.4","0",0.526315789473684,"a",0.416666666666667,0.158328880558546,2.2,22.6,24,0.104828335740565,0.7,1,1.42857142857143
"215","12.8","0",0.652173913043478,"a",0.535714285714286,0.125968090716015,3.1,21.6,28,0.112063315447455,0.7,1,1.42857142857143
"216","14.3","0",0.619047619047619,"a",0.5,0.146970532324177,2.7,24.6,26,0.140012256199518,0.7,1,1.42857142857143
"217","15.7","0",0.692307692307692,"a",0.580645161290323,0.108200690587502,4.4,22.7,31,0.148256093072167,0.7,1,1.42857142857143
"218","17.1","0",0.741935483870968,"a",0.638888888888889,0.0802994778485167,6.6,19.7,36,0.15235449509957,0.7,1,1.42857142857143
"219","18.6","0",0.714285714285714,"a",0.606060606060606,0.0991372001668611,5.1,24.1,33,0.187280491497631,0.7,1,1.42857142857143
"220","20","0",0.741935483870968,"a",0.638888888888889,0.0822713928192184,5.9,21.9,36,0.187280491497631,0.7,1,1.42857142857143
"221","7.1","1",0.5,"a",0.391304347826087,0.14484861595467,1.4,17.5,23,0.0545452048138846,0.7,1,1.42857142857143
"222","8.5","1",0.428571428571429,"a",0.333333333333333,0.109732951126879,2.8,18.6,27,0.0736545834223382,0.7,1,1.42857142857143
"223","10","1",0.166666666666667,"a",0.130434782608696,0.162597229738303,2,22.6,23,0.101598148942839,0.7,1,1.42857142857143
"224","11.4","1",0.157894736842105,"a",0.125,0.158328880558546,2.2,22.6,24,0.104828335740565,0.7,1,1.42857142857143
"225","12.8","1",0.0434782608695652,"a",0.0357142857142857,0.125968090716015,3.1,21.6,28,0.112063315447455,0.7,1,1.42857142857143
"226","14.3","1",0.0476190476190476,"a",0.0384615384615385,0.146970532324177,2.7,24.6,26,0.140012256199518,0.7,1,1.42857142857143
"227","15.7","1",0.0384615384615385,"a",0.032258064516129,0.108200690587502,4.4,22.7,31,0.148256093072167,0.7,1,1.42857142857143
"228","17.1","1",0.032258064516129,"a",0.0277777777777778,0.0802994778485167,6.6,19.7,36,0.15235449509957,0.7,1,1.42857142857143
"229","18.6","1",0.0357142857142857,"a",0.0303030303030303,0.0991372001668611,5.1,24.1,33,0.187280491497631,0.7,1,1.42857142857143
"230","20","1",0.032258064516129,"a",0.0277777777777778,0.0822713928192184,5.9,21.9,36,0.187280491497631,0.7,1,1.42857142857143
"231","7.1","2",0.166666666666667,"a",0.130434782608696,0.14484861595467,1.4,17.5,23,0.0545452048138846,0.7,1,1.42857142857143
"232","8.5","2",0.142857142857143,"a",0.111111111111111,0.109732951126879,2.8,18.6,27,0.0736545834223382,0.7,1,1.42857142857143
"233","10","2",0.333333333333333,"a",0.260869565217391,0.162597229738303,2,22.6,23,0.101598148942839,0.7,1,1.42857142857143
"234","11.4","2",0.315789473684211,"a",0.25,0.158328880558546,2.2,22.6,24,0.104828335740565,0.7,1,1.42857142857143
