"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","ka","kn","kn_ka"
"40","20","0",0,"a",0,0.00914133727483675,29.2,0,59,0.187918637536588,0.9,1.3,1.44444444444444
"41","7.1","1",0,"a",0,0.0322956726111356,5.8,12.1,37,0.0494716866754146,0.9,1.3,1.44444444444444
"42","8.5","1",0,"a",0,0.0621303365282017,4.3,17.4,30,0.0736545834223382,0.9,1.3,1.44444444444444
"43","10","1",0,"a",0,0.109200595956608,3.3,23.2,24,0.112063315447455,0.9,1.3,1.44444444444444
"44","11.4","1",0,"a",0,0.113281627146777,3.6,25.2,24,0.137256635097068,0.9,1.3,1.44444444444444
"45","12.8","1",0.25,"a",0.032258064516129,0.0665319504264153,6.2,22.7,31,0.148256093072167,0.9,1.3,1.44444444444444
"46","14.3","1",0.25,"a",0.037037037037037,0.0947183696493604,5,27.6,27,0.183034129130455,0.9,1.3,1.44444444444444
"47","15.7","1",0,"a",0,0.0554436967028468,9.3,23.7,34,0.192007222401292,0.9,1.3,1.44444444444444
"48","17.1","1",0,"a",0,0.00837271996580299,26,0,59,0.155108054166416,0.9,1.3,1.44444444444444
"49","18.6","1",0,"a",0,0.00865077792983299,27.6,0,59,0.175560206911659,0.9,1.3,1.44444444444444
"50","20","1",0,"a",0,0.00914133727483675,29.2,0,59,0.187918637536588,0.9,1.3,1.44444444444444
"51","7.1","2",1,"a",0.0810810810810811,0.0322956726111356,5.8,12.1,37,0.0494716866754146,0.9,1.3,1.44444444444444
"52","8.5","2",1,"a",0.1,0.0621303365282017,4.3,17.4,30,0.0736545834223382,0.9,1.3,1.44444444444444
"53","10","2",1,"a",0.125,0.109200595956608,3.3,23.2,24,0.112063315447455,0.9,1.3,1.44444444444444
"54","11.4","2",1,"a",0.125,0.113281627146777,3.6,25.2,24,0.137256635097068,0.9,1.3,1.44444444444444
"55","12.8","2",0.75,"a",0.0967741935483871,0.0665319504264153,6.2,22.7,31,0.148256093072167,0.9,1.3,1.44444444444444
"56","14.3","2",0.75,"a",0.111111111111111,0.0947183696493604,5,27.6,27,0.183034129130455,0.9,1.3,1.44444444444444
"57","15.7","2",1,"a",0.0882352941176471,0.0554436967028468,9.3,23.7,34,0.192007222401292,0.9,1.3,1.44444444444444
"58","17.1","2",1,"a",0.0508474576271186,0.00837271996580299,26,0,59,0.155108054166416,0.9,1.3,1.44444444444444
"59","18.6","2",1,"a",0.0508474576271186,0.00865077792983299,27.6,0,59,0.175560206911659,0.9,1.3,1.44444444444444
"60","20","2",1,"a",0.0677966101694915,0.00914133727483675,29.2,0,59,0.187918637536588,0.9,1.3,1.44444444444444
"61","7.1","0",0.6,"n",0.48,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,1.3,1.3
"62","8.5","0",0.6,"n",0.517241379310345,0.0680384315753413,4.1,18.2,29,0.0774996901503023,1,1.3,1.3
"63","10","0",0.454545454545455,"n",0.4,0.100635511481372,3.6,22.8,25,0.112063315447455,1,1.3,1.3
"64","11.4","0",0.428571428571429,"n",0.375,0.113281627146777,3.6,25.2,24,0.137256635097068,1,1.3,1.3
"65","12.8","0",0.62962962962963,"n",0.548387096774194,0.0666138954538422,6.4,22.7,31,0.148256093072167,1,1.3,1.3
"66","14.3","0",0.565217391304348,"n",0.481481481481481,0.0949821342605709,5.3,27.6,27,0.183034129130455,1,1.3,1.3
"67","15.7","0",0.666666666666667,"n",0.588235294117647,0.0560104551876394,9.2,23.7,34,0.191424223305194,1,1.3,1.3
"68","17.1","0",0.818181818181818,"n",0.76271186440678,0.00843710959424007,26,0,59,0.155782896525993,1,1.3,1.3
"69","18.6","0",0.851851851851852,"n",0.779661016949153,0.00881927822177381,27.2,0,59,0.173638912815901,1,1.3,1.3
"70","20","0",0.818181818181818,"n",0.76271186440678,0.00910285006170468,28.5,0,59,0.189728834394545,1,1.3,1.3
"71","7.1","1",0.05,"n",0.04,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,1.3,1.3
"72","8.5","1",0.12,"n",0.103448275862069,0.0680384315753413,4.1,18.2,29,0.0774996901503023,1,1.3,1.3
"73","10","1",0.227272727272727,"n",0.2,0.100635511481372,3.6,22.8,25,0.112063315447455,1,1.3,1.3
"74","11.4","1",0.238095238095238,"n",0.208333333333333,0.113281627146777,3.6,25.2,24,0.137256635097068,1,1.3,1.3
"75","12.8","1",0.111111111111111,"n",0.0967741935483871,0.0666138954538422,6.4,22.7,31,0.148256093072167,1,1.3,1.3
"76","14.3","1",0.130434782608696,"n",0.111111111111111,0.0949821342605709,5.3,27.6,27,0.183034129130455,1,1.3,1.3
"77","15.7","1",0.1,"n",0.0882352941176471,0.0560104551876394,9.2,23.7,34,0.191424223305194,1,1.3,1.3
"78","17.1","1",0.0545454545454545,"n",0.0508474576271186,0.00843710959424007,26,0,59,0.155782896525993,1,1.3,1.3
"79","18.6","1",0.0185185185185185,"n",0.0169491525423729,0.00881927822177381,27.2,0,59,0.173638912815901,1,1.3,1.3
"80","20","1",0.0363636363636364,"n",0.0338983050847458,0.00910285006170468,28.5,0,59,0.189728834394545,1,1.3,1.3
"81","7.1","2",0.35,"n",0.28,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,1.3,1.3
"82","8.5","2",0.28,"n",0.241379310344828,0.0680384315753413,4.1,18.2,29,0.0774996901503023,1,1.3,1.3
"83","10","2",0.318181818181818,"n",0.28,0.100635511481372,3.6,22.8,25,0.112063315447455,1,1.3,1.3
"84","11.4","2",0.333333333333333,"n",0.291666666666667,0.113281627146777,3.6,25.2,24,0.137256635097068,1,1.3,1.3
"85","12.8","2",0.259259259259259,"n",0.225806451612903,0.0666138954538422,6.4,22.7,31,0.148256093072167,1,1.3,1.3
"86","14.3","2",0.304347826086957,"n",0.259259259259259,0.0949821342605709,5.3,27.6,27,0.183034129130455,1,1.3,1.3
"87","15.7","2",0.233333333333333,"n",0.205882352941176,0.0560104551876394,9.2,23.7,34,0.191424223305194,1,1.3,1.3
"88","17.1","2",0.127272727272727,"n",0.11864406779661,0.00843710959424007,26,0,59,0.155782896525993,1,1.3,1.3
"89","18.6","2",0.12962962962963,"n",0.11864406779661,0.00881927822177381,27.2,0,59,0.173638912815901,1,1.3,1.3
"90","20","2",0.145454545454545,"n",0.135593220338983,0.00910285006170468,28.5,0,59,0.189728834394545,1,1.3,1.3
"91","7.1","0",0,"a",0,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,1.3,1.3
"92","8.5","0",0,"a",0,0.0680384315753413,4.1,18.2,29,0.0774996901503023,1,1.3,1.3
"93","10","0",0,"a",0,0.100635511481372,3.6,22.8,25,0.112063315447455,1,1.3,1.3
"94","11.4","0",0,"a",0,0.113281627146777,3.6,25.2,24,0.137256635097068,1,1.3,1.3
"95","12.8","0",0,"a",0,0.0666138954538422,6.4,22.7,31,0.148256093072167,1,1.3,1.3
"96","14.3","0",0,"a",0,0.0949821342605709,5.3,27.6,27,0.183034129130455,1,1.3,1.3
"97","15.7","0",0,"a",0,0.0560104551876394,9.2,23.7,34,0.191424223305194,1,1.3,1.3
"98","17.1","0",0,"a",0,0.00843710959424007,26,0,59,0.155782896525993,1,1.3,1.3
"99","18.6","0",0,"a",0,0.00881927822177381,27.2,0,59,0.173638912815901,1,1.3,1.3
"100","20","0",0,"a",0,0.00910285006170468,28.5,0,59,0.189728834394545,1,1.3,1.3
"101","7.1","1",0,"a",0,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,1.3,1.3
"102","8.5","1",0,"a",0,0.0680384315753413,4.1,18.2,29,0.0774996901503023,1,1.3,1.3
"103","10","1",0,"a",0,0.100635511481372,3.6,22.8,25,0.112063315447455,1,1.3,1.3
"104","11.4","1",0,"a",0,0.113281627146777,3.6,25.2,24,0.137256635097068,1,1.3,1.3
"105","12.8","1",0,"a",0,0.0666138954538422,6.4,22.7,31,0.148256093072167,1,1.3,1.3
"106","14.3","1",0,"a",0,0.0949821342605709,5.3,27.6,27,0.183034129130455,1,1.3,1.3
"107","15.7","1",0,"a",0,0.0560104551876394,9.2,23.7,34,0.191424223305194,1,1.3,1.3
"108","17.1","1",0,"a",0,0.00843710959424007,26,0,59,0.155782896525993,1,1.3,1.3
"109","18.6","1",0,"a",0,0.00881927822177381,27.2,0,59,0.173638912815901,1,1.3,1.3
"110","20","1",0.25,"a",0.0169491525423729,0.00910285006170468,28.5,0,59,0.189728834394545,1,1.3,1.3
"111","7.1","2",1,"a",0.2,0.0930401890130747,2.5,17.3,25,0.0581388249819421,1,1.3,1.3
"112","8.5","2",1,"a",0.137931034482759,0.0680384315753413,4.1,18.2,29,0.0774996901503023,1,1.3,1.3
"113","10","2",1,"a",0.12,0.100635511481372,3.6,22.8,25,0.112063315447455,1,1.3,1.3
"114","11.4","2",1,"a",0.125,0.113281627146777,3.6,25.2,24,0.137256635097068,1,1.3,1.3
"115","12.8","2",1,"a",0.129032258064516,0.0666138954538422,6.4,22.7,31,0.148256093072167,1,1.3,1.3
"116","14.3","2",1,"a",0.148148148148148,0.0949821342605709,5.3,27.6,27,0.183034129130455,1,1.3,1.3
"117","15.7","2",1,"a",0.117647058823529,0.0560104551876394,9.2,23.7,34,0.191424223305194,1,1.3,1.3
"118","17.1","2",1,"a",0.0677966101694915,0.00843710959424007,26,0,59,0.155782896525993,1,1.3,1.3
"119","18.6","2",1,"a",0.0847457627118644,0.00881927822177381,27.2,0,59,0.173638912815901,1,1.3,1.3
"120","20","2",0.75,"a",0.0508474576271186,0.00910285006170468,28.5,0,59,0.189728834394545,1,1.3,1.3
"121","7.1","0",0.636363636363636,"n",0.583333333333333,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.1,1.3,1.18181818181818
"122","8.5","0",0.571428571428571,"n",0.516129032258065,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.1,1.3,1.18181818181818
"123","10","0",0.5,"n",0.444444444444444,0.0851740197641718,4.3,22,27,0.112063315447455,1.1,1.3,1.18181818181818
"124","11.4","0",0.294117647058824,"n",0.25,0.1585911495488,2.5,27.8,20,0.148940675893818,1.1,1.3,1.18181818181818
"125","12.8","0",0.538461538461538,"n",0.482758620689655,0.0765697639882834,5.8,24.3,29,0.15642671783744,1.1,1.3,1.18181818181818
"126","14.3","0",0.636363636363636,"n",0.518518518518518,0.0959867397593865,5.2,27.6,27,0.183034129130455,1.1,1.3,1.18181818181818
"127","15.7","0",0.666666666666667,"n",0.588235294117647,0.056220836105917,9.3,23.7,34,0.192007222401292,1.1,1.3,1.18181818181818
"128","17.1","0",0.851851851851852,"n",0.779661016949153,0.00846674689710827,26,0,59,0.156456833957568,1.1,1.3,1.18181818181818
"129","18.6","0",0.851851851851852,"n",0.779661016949153,0.00883887763596747,27.3,0,59,0.174280135177105,1.1,1.3,1.18181818181818
"130","20","0",0.818181818181818,"n",0.76271186440678,0.00912313336261662,29.5,0,59,0.190299794909502,1.1,1.3,1.18181818181818
"131","7.1","1",0.151515151515152,"n",0.138888888888889,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.1,1.3,1.18181818181818
"132","8.5","1",0.178571428571429,"n",0.161290322580645,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.1,1.3,1.18181818181818
"133","10","1",0.208333333333333,"n",0.185185185185185,0.0851740197641718,4.3,22,27,0.112063315447455,1.1,1.3,1.18181818181818
"134","11.4","1",0.294117647058824,"n",0.25,0.1585911495488,2.5,27.8,20,0.148940675893818,1.1,1.3,1.18181818181818
"135","12.8","1",0.192307692307692,"n",0.172413793103448,0.0765697639882834,5.8,24.3,29,0.15642671783744,1.1,1.3,1.18181818181818
"136","14.3","1",0.0454545454545455,"n",0.037037037037037,0.0959867397593865,5.2,27.6,27,0.183034129130455,1.1,1.3,1.18181818181818
"137","15.7","1",0.1,"n",0.0882352941176471,0.056220836105917,9.3,23.7,34,0.192007222401292,1.1,1.3,1.18181818181818
"138","17.1","1",0.0185185185185185,"n",0.0169491525423729,0.00846674689710827,26,0,59,0.156456833957568,1.1,1.3,1.18181818181818
"139","18.6","1",0.0185185185185185,"n",0.0169491525423729,0.00883887763596747,27.3,0,59,0.174280135177105,1.1,1.3,1.18181818181818
"140","20","1",0.0363636363636364,"n",0.0338983050847458,0.00912313336261662,29.5,0,59,0.190299794909502,1.1,1.3,1.18181818181818
"141","7.1","2",0.212121212121212,"n",0.194444444444444,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.1,1.3,1.18181818181818
"142","8.5","2",0.25,"n",0.225806451612903,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.1,1.3,1.18181818181818
"143","10","2",0.291666666666667,"n",0.259259259259259,0.0851740197641718,4.3,22,27,0.112063315447455,1.1,1.3,1.18181818181818
"144","11.4","2",0.411764705882353,"n",0.35,0.1585911495488,2.5,27.8,20,0.148940675893818,1.1,1.3,1.18181818181818
"145","12.8","2",0.269230769230769,"n",0.241379310344828,0.0765697639882834,5.8,24.3,29,0.15642671783744,1.1,1.3,1.18181818181818
"146","14.3","2",0.318181818181818,"n",0.259259259259259,0.0959867397593865,5.2,27.6,27,0.183034129130455,1.1,1.3,1.18181818181818
"147","15.7","2",0.233333333333333,"n",0.205882352941176,0.056220836105917,9.3,23.7,34,0.192007222401292,1.1,1.3,1.18181818181818
"148","17.1","2",0.12962962962963,"n",0.11864406779661,0.00846674689710827,26,0,59,0.156456833957568,1.1,1.3,1.18181818181818
"149","18.6","2",0.12962962962963,"n",0.11864406779661,0.00883887763596747,27.3,0,59,0.174280135177105,1.1,1.3,1.18181818181818
"150","20","2",0.145454545454545,"n",0.135593220338983,0.00912313336261662,29.5,0,59,0.190299794909502,1.1,1.3,1.18181818181818
"151","7.1","0",0,"a",0,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.1,1.3,1.18181818181818
"152","8.5","0",0,"a",0,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.1,1.3,1.18181818181818
"153","10","0",0,"a",0,0.0851740197641718,4.3,22,27,0.112063315447455,1.1,1.3,1.18181818181818
"154","11.4","0",0,"a",0,0.1585911495488,2.5,27.8,20,0.148940675893818,1.1,1.3,1.18181818181818
"155","12.8","0",0,"a",0,0.0765697639882834,5.8,24.3,29,0.15642671783744,1.1,1.3,1.18181818181818
"156","14.3","0",0,"a",0,0.0959867397593865,5.2,27.6,27,0.183034129130455,1.1,1.3,1.18181818181818
"157","15.7","0",0,"a",0,0.056220836105917,9.3,23.7,34,0.192007222401292,1.1,1.3,1.18181818181818
"158","17.1","0",0,"a",0,0.00846674689710827,26,0,59,0.156456833957568,1.1,1.3,1.18181818181818
"159","18.6","0",0,"a",0,0.00883887763596747,27.3,0,59,0.174280135177105,1.1,1.3,1.18181818181818
"160","20","0",0,"a",0,0.00912313336261662,29.5,0,59,0.190299794909502,1.1,1.3,1.18181818181818
"161","7.1","1",0,"a",0,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.1,1.3,1.18181818181818
"162","8.5","1",0,"a",0,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.1,1.3,1.18181818181818
"163","10","1",0,"a",0,0.0851740197641718,4.3,22,27,0.112063315447455,1.1,1.3,1.18181818181818
"164","11.4","1",0,"a",0,0.1585911495488,2.5,27.8,20,0.148940675893818,1.1,1.3,1.18181818181818
"165","12.8","1",0,"a",0,0.0765697639882834,5.8,24.3,29,0.15642671783744,1.1,1.3,1.18181818181818
"166","14.3","1",0,"a",0,0.0959867397593865,5.2,27.6,27,0.183034129130455,1.1,1.3,1.18181818181818
"167","15.7","1",0,"a",0,0.056220836105917,9.3,23.7,34,0.192007222401292,1.1,1.3,1.18181818181818
"168","17.1","1",0,"a",0,0.00846674689710827,26,0,59,0.156456833957568,1.1,1.3,1.18181818181818
"169","18.6","1",0,"a",0,0.00883887763596747,27.3,0,59,0.174280135177105,1.1,1.3,1.18181818181818
"170","20","1",0.25,"a",0.0169491525423729,0.00912313336261662,29.5,0,59,0.190299794909502,1.1,1.3,1.18181818181818
"171","7.1","2",1,"a",0.0833333333333333,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.1,1.3,1.18181818181818
"172","8.5","2",1,"a",0.0967741935483871,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.1,1.3,1.18181818181818
"173","10","2",1,"a",0.111111111111111,0.0851740197641718,4.3,22,27,0.112063315447455,1.1,1.3,1.18181818181818
"174","11.4","2",1,"a",0.15,0.1585911495488,2.5,27.8,20,0.148940675893818,1.1,1.3,1.18181818181818
"175","12.8","2",1,"a",0.103448275862069,0.0765697639882834,5.8,24.3,29,0.15642671783744,1.1,1.3,1.18181818181818
"176","14.3","2",1,"a",0.185185185185185,0.0959867397593865,5.2,27.6,27,0.183034129130455,1.1,1.3,1.18181818181818
"177","15.7","2",1,"a",0.117647058823529,0.056220836105917,9.3,23.7,34,0.192007222401292,1.1,1.3,1.18181818181818
"178","17.1","2",1,"a",0.0847457627118644,0.00846674689710827,26,0,59,0.156456833957568,1.1,1.3,1.18181818181818
"179","18.6","2",1,"a",0.0847457627118644,0.00883887763596747,27.3,0,59,0.174280135177105,1.1,1.3,1.18181818181818
"180","20","2",0.75,"a",0.0508474576271186,0.00912313336261662,29.5,0,59,0.190299794909502,1.1,1.3,1.18181818181818
"181","7.1","0",0.636363636363636,"n",0.583333333333333,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.2,1.3,1.08333333333333
"182","8.5","0",0.571428571428571,"n",0.516129032258065,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.2,1.3,1.08333333333333
"183","10","0",0.5,"n",0.444444444444444,0.0851740197641718,4.3,22,27,0.112063315447455,1.2,1.3,1.08333333333333
"184","11.4","0",0.545454545454545,"n",0.461538461538462,0.0975313291495229,4.2,24.4,26,0.137256635097068,1.2,1.3,1.08333333333333
"185","12.8","0",0.68,"n",0.566666666666667,0.0734807024565158,6,23.5,30,0.153035207978953,1.2,1.3,1.08333333333333
"186","14.3","0",0.652173913043478,"n",0.535714285714286,0.0891714273953147,5.7,27.1,28,0.184258591645921,1.2,1.3,1.08333333333333
"187","15.7","0",0.724137931034483,"n",0.617647058823529,0.0566808474569583,9.2,23.7,34,0.192007222401292,1.2,1.3,1.08333333333333
"188","17.1","0",0.818181818181818,"n",0.76271186440678,0.0084421795986762,26.4,0,59,0.159825470752846,1.2,1.3,1.08333333333333
"189","18.6","0",0.851851851851852,"n",0.779661016949153,0.00884282456864007,27.6,0,59,0.177457511717895,1.2,1.3,1.08333333333333
"190","20","0",0.851851851851852,"n",0.779661016949153,0.00917067466742679,29.6,0,59,0.19549073161837,1.2,1.3,1.08333333333333
"191","7.1","1",0.151515151515152,"n",0.138888888888889,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.2,1.3,1.08333333333333
"192","8.5","1",0.178571428571429,"n",0.161290322580645,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.2,1.3,1.08333333333333
"193","10","1",0.208333333333333,"n",0.185185185185185,0.0851740197641718,4.3,22,27,0.112063315447455,1.2,1.3,1.08333333333333
"194","11.4","1",0.136363636363636,"n",0.115384615384615,0.0975313291495229,4.2,24.4,26,0.137256635097068,1.2,1.3,1.08333333333333
"195","12.8","1",0.04,"n",0.0333333333333333,0.0734807024565158,6,23.5,30,0.153035207978953,1.2,1.3,1.08333333333333
"196","14.3","1",0.0434782608695652,"n",0.0357142857142857,0.0891714273953147,5.7,27.1,28,0.184258591645921,1.2,1.3,1.08333333333333
"197","15.7","1",0.0344827586206897,"n",0.0294117647058824,0.0566808474569583,9.2,23.7,34,0.192007222401292,1.2,1.3,1.08333333333333
"198","17.1","1",0.0545454545454545,"n",0.0508474576271186,0.0084421795986762,26.4,0,59,0.159825470752846,1.2,1.3,1.08333333333333
"199","18.6","1",0.0185185185185185,"n",0.0169491525423729,0.00884282456864007,27.6,0,59,0.177457511717895,1.2,1.3,1.08333333333333
"200","20","1",0.0185185185185185,"n",0.0169491525423729,0.00917067466742679,29.6,0,59,0.19549073161837,1.2,1.3,1.08333333333333
"201","7.1","2",0.212121212121212,"n",0.194444444444444,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.2,1.3,1.08333333333333
"202","8.5","2",0.25,"n",0.225806451612903,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.2,1.3,1.08333333333333
"203","10","2",0.291666666666667,"n",0.259259259259259,0.0851740197641718,4.3,22,27,0.112063315447455,1.2,1.3,1.08333333333333
"204","11.4","2",0.318181818181818,"n",0.269230769230769,0.0975313291495229,4.2,24.4,26,0.137256635097068,1.2,1.3,1.08333333333333
"205","12.8","2",0.28,"n",0.233333333333333,0.0734807024565158,6,23.5,30,0.153035207978953,1.2,1.3,1.08333333333333
"206","14.3","2",0.304347826086957,"n",0.25,0.0891714273953147,5.7,27.1,28,0.184258591645921,1.2,1.3,1.08333333333333
"207","15.7","2",0.241379310344828,"n",0.205882352941176,0.0566808474569583,9.2,23.7,34,0.192007222401292,1.2,1.3,1.08333333333333
"208","17.1","2",0.127272727272727,"n",0.11864406779661,0.0084421795986762,26.4,0,59,0.159825470752846,1.2,1.3,1.08333333333333
"209","18.6","2",0.12962962962963,"n",0.11864406779661,0.00884282456864007,27.6,0,59,0.177457511717895,1.2,1.3,1.08333333333333
"210","20","2",0.12962962962963,"n",0.11864406779661,0.00917067466742679,29.6,0,59,0.19549073161837,1.2,1.3,1.08333333333333
"211","7.1","0",0,"a",0,0.0351654643962397,5.6,12.8,36,0.0519611223828166,1.2,1.3,1.08333333333333
"212","8.5","0",0,"a",0,0.0574448132072585,4.8,17.4,31,0.0774996901503023,1.2,1.3,1.08333333333333
"213","10","0",0,"a",0,0.0851740197641718,4.3,22,27,0.112063315447455,1.2,1.3,1.08333333333333
"214","11.4","0",0,"a",0,0.0975313291495229,4.2,24.4,26,0.137256635097068,1.2,1.3,1.08333333333333
"215","12.8","0",0,"a",0,0.0734807024565158,6,23.5,30,0.153035207978953,1.2,1.3,1.08333333333333
"216","14.3","0",0,"a",0,0.0891714273953147,5.7,27.1,28,0.184258591645921,1.2,1.3,1.08333333333333
"217","15.7","0",0,"a",0,0.0566808474569583,9.2,23.7,34,0.192007222401292,1.2,1.3,1.08333333333333
"218","17.1","0",0,"a",0,0.0084421795986762,26.4,0,59,0.159825470752846,1.2,1.3,1.08333333333333
"219","18.6","0",0,"a",0,0.00884282456864007,27.6,0,59,0.177457511717895,1.2,1.3,1.08333333333333
