"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","ka","kn","kn_ka"
"222","8.5","1",0.0714285714285714,"a",0.0526315789473684,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.2,1.3,1.08333333333333
"223","10","1",0,"a",0,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.2,1.3,1.08333333333333
"224","11.4","1",0,"a",0,0.123514380519979,2.6,26.9,21,0.143453824747416,1.2,1.3,1.08333333333333
"225","12.8","1",0,"a",0,0.149435466681887,2.1,29.8,19,0.169071565339806,1.2,1.3,1.08333333333333
"226","14.3","1",0,"a",0,0.118211420246311,3.3,30.7,22,0.191424223305194,1.2,1.3,1.08333333333333
"227","15.7","1",0.125,"a",0.05,0.1454332425045,3,34.3,20,0.216165370515567,1.2,1.3,1.08333333333333
"228","17.1","1",0,"a",0,0.162099054145644,2.6,36.9,19,0.231232929986498,1.2,1.3,1.08333333333333
"229","18.6","1",0,"a",0,0.182294882309739,2,38.9,18,0.241004101545606,1.2,1.3,1.08333333333333
"230","20","1",0,"a",0,0.0682286779415579,7.7,32.7,29,0.242487949169602,1.2,1.3,1.08333333333333
"231","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.2,1.3,1.08333333333333
"232","8.5","2",0.5,"a",0.368421052631579,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.2,1.3,1.08333333333333
"233","10","2",0.7,"a",0.304347826086957,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.2,1.3,1.08333333333333
"234","11.4","2",1,"a",0.333333333333333,0.123514380519979,2.6,26.9,21,0.143453824747416,1.2,1.3,1.08333333333333
"235","12.8","2",1,"a",0.421052631578947,0.149435466681887,2.1,29.8,19,0.169071565339806,1.2,1.3,1.08333333333333
"236","14.3","2",0.583333333333333,"a",0.318181818181818,0.118211420246311,3.3,30.7,22,0.191424223305194,1.2,1.3,1.08333333333333
"237","15.7","2",0.875,"a",0.35,0.1454332425045,3,34.3,20,0.216165370515567,1.2,1.3,1.08333333333333
"238","17.1","2",1,"a",0.368421052631579,0.162099054145644,2.6,36.9,19,0.231232929986498,1.2,1.3,1.08333333333333
"239","18.6","2",1,"a",0.277777777777778,0.182294882309739,2,38.9,18,0.241004101545606,1.2,1.3,1.08333333333333
"240","20","2",0.555555555555556,"a",0.172413793103448,0.0682286779415579,7.7,32.7,29,0.242487949169602,1.2,1.3,1.08333333333333
"241","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.3,1
"242","8.5","0",0,"n",0,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.3,1
"243","10","0",0.538461538461538,"n",0.304347826086957,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.3,1.3,1
"244","11.4","0",0.571428571428571,"n",0.380952380952381,0.123514380519979,2.6,26.9,21,0.143453824747416,1.3,1.3,1
"245","12.8","0",0,"n",0,0.149713555024179,2.1,29.8,19,0.169071565339806,1.3,1.3,1
"246","14.3","0",0.4,"n",0.181818181818182,0.118211420246311,3.3,30.7,22,0.191424223305194,1.3,1.3,1
"247","15.7","0",0.583333333333333,"n",0.35,0.1454332425045,3,34.3,20,0.216165370515567,1.3,1.3,1
"248","17.1","0",0.5,"n",0.315789473684211,0.162099054145644,2.6,36.9,19,0.231232929986498,1.3,1.3,1
"249","18.6","0",0.2,"n",0.0909090909090909,0.126518686766746,3.8,36.9,22,0.240393775384453,1.3,1.3,1
"250","20","0",0.636363636363636,"n",0.451612903225806,0.057102046300187,8.9,31.1,31,0.242487949169602,1.3,1.3,1
"251","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.3,1
"252","8.5","1",0,"n",0,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.3,1
"253","10","1",0.0769230769230769,"n",0.0434782608695652,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.3,1.3,1
"254","11.4","1",0.0714285714285714,"n",0.0476190476190476,0.123514380519979,2.6,26.9,21,0.143453824747416,1.3,1.3,1
"255","12.8","1",0.166666666666667,"n",0.0526315789473684,0.149713555024179,2.1,29.8,19,0.169071565339806,1.3,1.3,1
"256","14.3","1",0.1,"n",0.0454545454545455,0.118211420246311,3.3,30.7,22,0.191424223305194,1.3,1.3,1
"257","15.7","1",0,"n",0,0.1454332425045,3,34.3,20,0.216165370515567,1.3,1.3,1
"258","17.1","1",0.0833333333333333,"n",0.0526315789473684,0.162099054145644,2.6,36.9,19,0.231232929986498,1.3,1.3,1
"259","18.6","1",0,"n",0,0.126518686766746,3.8,36.9,22,0.240393775384453,1.3,1.3,1
"260","20","1",0,"n",0,0.057102046300187,8.9,31.1,31,0.242487949169602,1.3,1.3,1
"261","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.3,1
"262","8.5","2",1,"n",0.263157894736842,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.3,1
"263","10","2",0.384615384615385,"n",0.217391304347826,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.3,1.3,1
"264","11.4","2",0.357142857142857,"n",0.238095238095238,0.123514380519979,2.6,26.9,21,0.143453824747416,1.3,1.3,1
"265","12.8","2",0.833333333333333,"n",0.263157894736842,0.149713555024179,2.1,29.8,19,0.169071565339806,1.3,1.3,1
"266","14.3","2",0.5,"n",0.227272727272727,0.118211420246311,3.3,30.7,22,0.191424223305194,1.3,1.3,1
"267","15.7","2",0.416666666666667,"n",0.25,0.1454332425045,3,34.3,20,0.216165370515567,1.3,1.3,1
"268","17.1","2",0.416666666666667,"n",0.263157894736842,0.162099054145644,2.6,36.9,19,0.231232929986498,1.3,1.3,1
"269","18.6","2",0.8,"n",0.363636363636364,0.126518686766746,3.8,36.9,22,0.240393775384453,1.3,1.3,1
"270","20","2",0.363636363636364,"n",0.258064516129032,0.057102046300187,8.9,31.1,31,0.242487949169602,1.3,1.3,1
"271","7.1","0",0.529411764705882,"a",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.3,1
"272","8.5","0",0.428571428571429,"a",0.315789473684211,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.3,1
"273","10","0",0.3,"a",0.130434782608696,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.3,1.3,1
"274","11.4","0",0,"a",0,0.123514380519979,2.6,26.9,21,0.143453824747416,1.3,1.3,1
"275","12.8","0",0.384615384615385,"a",0.263157894736842,0.149713555024179,2.1,29.8,19,0.169071565339806,1.3,1.3,1
"276","14.3","0",0.416666666666667,"a",0.227272727272727,0.118211420246311,3.3,30.7,22,0.191424223305194,1.3,1.3,1
"277","15.7","0",0,"a",0,0.1454332425045,3,34.3,20,0.216165370515567,1.3,1.3,1
"278","17.1","0",0,"a",0,0.162099054145644,2.6,36.9,19,0.231232929986498,1.3,1.3,1
"279","18.6","0",0.583333333333333,"a",0.318181818181818,0.126518686766746,3.8,36.9,22,0.240393775384453,1.3,1.3,1
"280","20","0",0.444444444444444,"a",0.129032258064516,0.057102046300187,8.9,31.1,31,0.242487949169602,1.3,1.3,1
"281","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.3,1
"282","8.5","1",0.0714285714285714,"a",0.0526315789473684,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.3,1
"283","10","1",0,"a",0,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.3,1.3,1
"284","11.4","1",0,"a",0,0.123514380519979,2.6,26.9,21,0.143453824747416,1.3,1.3,1
"285","12.8","1",0.153846153846154,"a",0.105263157894737,0.149713555024179,2.1,29.8,19,0.169071565339806,1.3,1.3,1
"286","14.3","1",0,"a",0,0.118211420246311,3.3,30.7,22,0.191424223305194,1.3,1.3,1
"287","15.7","1",0.125,"a",0.05,0.1454332425045,3,34.3,20,0.216165370515567,1.3,1.3,1
"288","17.1","1",0,"a",0,0.162099054145644,2.6,36.9,19,0.231232929986498,1.3,1.3,1
"289","18.6","1",0,"a",0,0.126518686766746,3.8,36.9,22,0.240393775384453,1.3,1.3,1
"290","20","1",0,"a",0,0.057102046300187,8.9,31.1,31,0.242487949169602,1.3,1.3,1
"291","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.3,1
"292","8.5","2",0.5,"a",0.368421052631579,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.3,1
"293","10","2",0.7,"a",0.304347826086957,0.0985943145283051,2.9,23.7,23,0.114064668269126,1.3,1.3,1
"294","11.4","2",1,"a",0.333333333333333,0.123514380519979,2.6,26.9,21,0.143453824747416,1.3,1.3,1
"295","12.8","2",0.461538461538462,"a",0.315789473684211,0.149713555024179,2.1,29.8,19,0.169071565339806,1.3,1.3,1
"296","14.3","2",0.583333333333333,"a",0.318181818181818,0.118211420246311,3.3,30.7,22,0.191424223305194,1.3,1.3,1
"297","15.7","2",0.875,"a",0.35,0.1454332425045,3,34.3,20,0.216165370515567,1.3,1.3,1
"298","17.1","2",1,"a",0.368421052631579,0.162099054145644,2.6,36.9,19,0.231232929986498,1.3,1.3,1
"299","18.6","2",0.416666666666667,"a",0.227272727272727,0.126518686766746,3.8,36.9,22,0.240393775384453,1.3,1.3,1
"300","20","2",0.555555555555556,"a",0.161290322580645,0.057102046300187,8.9,31.1,31,0.242487949169602,1.3,1.3,1
"301","7.1","0",0,"n",0,0.0964118945200848,1.9,18.2,22,0.0595301993804354,1.3,0.9,0.692307692307692
"302","8.5","0",0,"n",0,0.125837056475421,1.5,20.9,20,0.0758369562434244,1.3,0.9,0.692307692307692
"303","10","0",0,"n",0,0.140429407265686,1.1,24.1,19,0.104828335740565,1.3,0.9,0.692307692307692
"304","11.4","0",0,"n",0,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,0.9,0.692307692307692
"305","12.8","0",0,"n",0,0.152898411595488,2,28.7,19,0.157777095007979,1.3,0.9,0.692307692307692
"306","14.3","0",0,"n",0,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,0.9,0.692307692307692
"307","15.7","0",0,"n",0,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,0.9,0.692307692307692
"308","17.1","0",0,"n",0,0.146716074410976,2.4,35,20,0.222852779523664,1.3,0.9,0.692307692307692
"309","18.6","0",0,"n",0,0.178367666272933,1.8,38.7,18,0.239461205615086,1.3,0.9,0.692307692307692
"310","20","0",0,"n",0,0.105500648319831,4.9,36,24,0.242195078873512,1.3,0.9,0.692307692307692
"311","7.1","1",0,"n",0,0.0964118945200848,1.9,18.2,22,0.0595301993804354,1.3,0.9,0.692307692307692
"312","8.5","1",0,"n",0,0.125837056475421,1.5,20.9,20,0.0758369562434244,1.3,0.9,0.692307692307692
"313","10","1",0.6,"n",0.157894736842105,0.140429407265686,1.1,24.1,19,0.104828335740565,1.3,0.9,0.692307692307692
"314","11.4","1",0,"n",0,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,0.9,0.692307692307692
"315","12.8","1",0,"n",0,0.152898411595488,2,28.7,19,0.157777095007979,1.3,0.9,0.692307692307692
"316","14.3","1",0,"n",0,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,0.9,0.692307692307692
"317","15.7","1",0,"n",0,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,0.9,0.692307692307692
"318","17.1","1",0,"n",0,0.146716074410976,2.4,35,20,0.222852779523664,1.3,0.9,0.692307692307692
"319","18.6","1",0.2,"n",0.0555555555555556,0.178367666272933,1.8,38.7,18,0.239461205615086,1.3,0.9,0.692307692307692
"320","20","1",0,"n",0,0.105500648319831,4.9,36,24,0.242195078873512,1.3,0.9,0.692307692307692
"321","7.1","2",1,"n",0.227272727272727,0.0964118945200848,1.9,18.2,22,0.0595301993804354,1.3,0.9,0.692307692307692
"322","8.5","2",1,"n",0.25,0.125837056475421,1.5,20.9,20,0.0758369562434244,1.3,0.9,0.692307692307692
"323","10","2",0.4,"n",0.105263157894737,0.140429407265686,1.1,24.1,19,0.104828335740565,1.3,0.9,0.692307692307692
"324","11.4","2",1,"n",0.238095238095238,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,0.9,0.692307692307692
"325","12.8","2",1,"n",0.263157894736842,0.152898411595488,2,28.7,19,0.157777095007979,1.3,0.9,0.692307692307692
"326","14.3","2",1,"n",0.277777777777778,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,0.9,0.692307692307692
"327","15.7","2",1,"n",0.3125,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,0.9,0.692307692307692
"328","17.1","2",1,"n",0.25,0.146716074410976,2.4,35,20,0.222852779523664,1.3,0.9,0.692307692307692
"329","18.6","2",0.8,"n",0.222222222222222,0.178367666272933,1.8,38.7,18,0.239461205615086,1.3,0.9,0.692307692307692
"330","20","2",1,"n",0.208333333333333,0.105500648319831,4.9,36,24,0.242195078873512,1.3,0.9,0.692307692307692
"331","7.1","0",0.529411764705882,"a",0.409090909090909,0.0964118945200848,1.9,18.2,22,0.0595301993804354,1.3,0.9,0.692307692307692
"332","8.5","0",0.466666666666667,"a",0.35,0.125837056475421,1.5,20.9,20,0.0758369562434244,1.3,0.9,0.692307692307692
"333","10","0",0.357142857142857,"a",0.263157894736842,0.140429407265686,1.1,24.1,19,0.104828335740565,1.3,0.9,0.692307692307692
"334","11.4","0",0.375,"a",0.285714285714286,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,0.9,0.692307692307692
"335","12.8","0",0.428571428571429,"a",0.315789473684211,0.152898411595488,2,28.7,19,0.157777095007979,1.3,0.9,0.692307692307692
"336","14.3","0",0.384615384615385,"a",0.277777777777778,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,0.9,0.692307692307692
"337","15.7","0",0.272727272727273,"a",0.1875,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,0.9,0.692307692307692
"338","17.1","0",0.466666666666667,"a",0.35,0.146716074410976,2.4,35,20,0.222852779523664,1.3,0.9,0.692307692307692
"339","18.6","0",0.384615384615385,"a",0.277777777777778,0.178367666272933,1.8,38.7,18,0.239461205615086,1.3,0.9,0.692307692307692
"340","20","0",0.578947368421053,"a",0.458333333333333,0.105500648319831,4.9,36,24,0.242195078873512,1.3,0.9,0.692307692307692
"341","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0964118945200848,1.9,18.2,22,0.0595301993804354,1.3,0.9,0.692307692307692
"342","8.5","1",0.0666666666666667,"a",0.05,0.125837056475421,1.5,20.9,20,0.0758369562434244,1.3,0.9,0.692307692307692
"343","10","1",0,"a",0,0.140429407265686,1.1,24.1,19,0.104828335740565,1.3,0.9,0.692307692307692
"344","11.4","1",0.3125,"a",0.238095238095238,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,0.9,0.692307692307692
"345","12.8","1",0.0714285714285714,"a",0.0526315789473684,0.152898411595488,2,28.7,19,0.157777095007979,1.3,0.9,0.692307692307692
"346","14.3","1",0.0769230769230769,"a",0.0555555555555556,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,0.9,0.692307692307692
"347","15.7","1",0.0909090909090909,"a",0.0625,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,0.9,0.692307692307692
"348","17.1","1",0.0666666666666667,"a",0.05,0.146716074410976,2.4,35,20,0.222852779523664,1.3,0.9,0.692307692307692
"349","18.6","1",0,"a",0,0.178367666272933,1.8,38.7,18,0.239461205615086,1.3,0.9,0.692307692307692
"350","20","1",0.0526315789473684,"a",0.0416666666666667,0.105500648319831,4.9,36,24,0.242195078873512,1.3,0.9,0.692307692307692
"351","7.1","2",0.411764705882353,"a",0.318181818181818,0.0964118945200848,1.9,18.2,22,0.0595301993804354,1.3,0.9,0.692307692307692
"352","8.5","2",0.466666666666667,"a",0.35,0.125837056475421,1.5,20.9,20,0.0758369562434244,1.3,0.9,0.692307692307692
"353","10","2",0.642857142857143,"a",0.473684210526316,0.140429407265686,1.1,24.1,19,0.104828335740565,1.3,0.9,0.692307692307692
"354","11.4","2",0.3125,"a",0.238095238095238,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,0.9,0.692307692307692
"355","12.8","2",0.5,"a",0.368421052631579,0.152898411595488,2,28.7,19,0.157777095007979,1.3,0.9,0.692307692307692
"356","14.3","2",0.538461538461538,"a",0.388888888888889,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,0.9,0.692307692307692
"357","15.7","2",0.636363636363636,"a",0.4375,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,0.9,0.692307692307692
"358","17.1","2",0.466666666666667,"a",0.35,0.146716074410976,2.4,35,20,0.222852779523664,1.3,0.9,0.692307692307692
"359","18.6","2",0.615384615384615,"a",0.444444444444444,0.178367666272933,1.8,38.7,18,0.239461205615086,1.3,0.9,0.692307692307692
"360","20","2",0.368421052631579,"a",0.291666666666667,0.105500648319831,4.9,36,24,0.242195078873512,1.3,0.9,0.692307692307692
"361","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1,0.769230769230769
"362","8.5","0",0,"n",0,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1,0.769230769230769
"363","10","0",0,"n",0,0.193183398874553,0.699999999999999,25.7,16,0.112729240671452,1.3,1,0.769230769230769
"364","11.4","0",0,"n",0,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,1,0.769230769230769
"365","12.8","0",0,"n",0,0.152898411595488,2,28.7,19,0.157777095007979,1.3,1,0.769230769230769
"366","14.3","0",0,"n",0,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,1,0.769230769230769
"367","15.7","0",0,"n",0,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1,0.769230769230769
"368","17.1","0",0,"n",0,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1,0.769230769230769
"369","18.6","0",0,"n",0,0.180222668836412,2.2,38.7,18,0.239461205615086,1.3,1,0.769230769230769
"370","20","0",0,"n",0,0.127884229785884,3.6,37.2,22,0.242487949169602,1.3,1,0.769230769230769
"371","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1,0.769230769230769
"372","8.5","1",0,"n",0,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1,0.769230769230769
"373","10","1",0.142857142857143,"n",0.0625,0.193183398874553,0.699999999999999,25.7,16,0.112729240671452,1.3,1,0.769230769230769
"374","11.4","1",0,"n",0,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,1,0.769230769230769
"375","12.8","1",0,"n",0,0.152898411595488,2,28.7,19,0.157777095007979,1.3,1,0.769230769230769
"376","14.3","1",0,"n",0,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,1,0.769230769230769
"377","15.7","1",0,"n",0,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1,0.769230769230769
"378","17.1","1",0,"n",0,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1,0.769230769230769
"379","18.6","1",0,"n",0,0.180222668836412,2.2,38.7,18,0.239461205615086,1.3,1,0.769230769230769
"380","20","1",0,"n",0,0.127884229785884,3.6,37.2,22,0.242487949169602,1.3,1,0.769230769230769
"381","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1,0.769230769230769
"382","8.5","2",1,"n",0.263157894736842,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1,0.769230769230769
"383","10","2",0.857142857142857,"n",0.375,0.193183398874553,0.699999999999999,25.7,16,0.112729240671452,1.3,1,0.769230769230769
"384","11.4","2",1,"n",0.238095238095238,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,1,0.769230769230769
"385","12.8","2",1,"n",0.263157894736842,0.152898411595488,2,28.7,19,0.157777095007979,1.3,1,0.769230769230769
"386","14.3","2",1,"n",0.277777777777778,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,1,0.769230769230769
"387","15.7","2",1,"n",0.3125,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1,0.769230769230769
"388","17.1","2",1,"n",0.25,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1,0.769230769230769
"389","18.6","2",1,"n",0.277777777777778,0.180222668836412,2.2,38.7,18,0.239461205615086,1.3,1,0.769230769230769
"390","20","2",1,"n",0.363636363636364,0.127884229785884,3.6,37.2,22,0.242487949169602,1.3,1,0.769230769230769
"391","7.1","0",0.529411764705882,"a",0.409090909090909,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1,0.769230769230769
"392","8.5","0",0.428571428571429,"a",0.315789473684211,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1,0.769230769230769
"393","10","0",0.333333333333333,"a",0.1875,0.193183398874553,0.699999999999999,25.7,16,0.112729240671452,1.3,1,0.769230769230769
"394","11.4","0",0.375,"a",0.285714285714286,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,1,0.769230769230769
"395","12.8","0",0.428571428571429,"a",0.315789473684211,0.152898411595488,2,28.7,19,0.157777095007979,1.3,1,0.769230769230769
"396","14.3","0",0.384615384615385,"a",0.277777777777778,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,1,0.769230769230769
"397","15.7","0",0.272727272727273,"a",0.1875,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1,0.769230769230769
"398","17.1","0",0.466666666666667,"a",0.35,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1,0.769230769230769
"399","18.6","0",0.384615384615385,"a",0.277777777777778,0.180222668836412,2.2,38.7,18,0.239461205615086,1.3,1,0.769230769230769
"400","20","0",0.642857142857143,"a",0.409090909090909,0.127884229785884,3.6,37.2,22,0.242487949169602,1.3,1,0.769230769230769
"401","7.1","1",0.0588235294117647,"a",0.0454545454545455,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1,0.769230769230769
"402","8.5","1",0.0714285714285714,"a",0.0526315789473684,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1,0.769230769230769
"403","10","1",0,"a",0,0.193183398874553,0.699999999999999,25.7,16,0.112729240671452,1.3,1,0.769230769230769
"404","11.4","1",0.3125,"a",0.238095238095238,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,1,0.769230769230769
"405","12.8","1",0.0714285714285714,"a",0.0526315789473684,0.152898411595488,2,28.7,19,0.157777095007979,1.3,1,0.769230769230769
"406","14.3","1",0.0769230769230769,"a",0.0555555555555556,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,1,0.769230769230769
"407","15.7","1",0.0909090909090909,"a",0.0625,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1,0.769230769230769
"408","17.1","1",0.0666666666666667,"a",0.05,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1,0.769230769230769
"409","18.6","1",0.0769230769230769,"a",0.0555555555555556,0.180222668836412,2.2,38.7,18,0.239461205615086,1.3,1,0.769230769230769
"410","20","1",0,"a",0,0.127884229785884,3.6,37.2,22,0.242487949169602,1.3,1,0.769230769230769
"411","7.1","2",0.411764705882353,"a",0.318181818181818,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1,0.769230769230769
"412","8.5","2",0.5,"a",0.368421052631579,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1,0.769230769230769
"413","10","2",0.666666666666667,"a",0.375,0.193183398874553,0.699999999999999,25.7,16,0.112729240671452,1.3,1,0.769230769230769
"414","11.4","2",0.3125,"a",0.238095238095238,0.117438325574961,2.4,26.4,21,0.137256635097068,1.3,1,0.769230769230769
"415","12.8","2",0.5,"a",0.368421052631579,0.152898411595488,2,28.7,19,0.157777095007979,1.3,1,0.769230769230769
"416","14.3","2",0.538461538461538,"a",0.388888888888889,0.171583581122642,1.7,31.7,18,0.184867744064211,1.3,1,0.769230769230769
"417","15.7","2",0.636363636363636,"a",0.4375,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1,0.769230769230769
"418","17.1","2",0.466666666666667,"a",0.35,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1,0.769230769230769
"419","18.6","2",0.538461538461538,"a",0.388888888888889,0.180222668836412,2.2,38.7,18,0.239461205615086,1.3,1,0.769230769230769
"420","20","2",0.357142857142857,"a",0.227272727272727,0.127884229785884,3.6,37.2,22,0.242487949169602,1.3,1,0.769230769230769
"421","7.1","0",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.1,0.846153846153846
"422","8.5","0",0,"n",0,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.1,0.846153846153846
"423","10","0",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1.3,1.1,0.846153846153846
"424","11.4","0",0,"n",0,0.123599797118706,2.5,26.6,21,0.140700947261664,1.3,1.1,0.846153846153846
"425","12.8","0",0,"n",0,0.149221250694399,1.9,29.8,19,0.169071565339806,1.3,1.1,0.846153846153846
"426","14.3","0",0,"n",0,0.187334792561478,1.4,32.9,17,0.193166338484406,1.3,1.1,0.846153846153846
"427","15.7","0",0,"n",0,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1.1,0.846153846153846
"428","17.1","0",0,"n",0,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1.1,0.846153846153846
"429","18.6","0",0,"n",0,0.164412134987753,2.5,38.2,19,0.239461205615086,1.3,1.1,0.846153846153846
"430","20","0",0,"n",0,0.0805706520873093,6.4,34.1,27,0.242487949169602,1.3,1.1,0.846153846153846
"431","7.1","1",0,"n",0,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.1,0.846153846153846
"432","8.5","1",0,"n",0,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.1,0.846153846153846
"433","10","1",0,"n",0,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1.3,1.1,0.846153846153846
"434","11.4","1",0,"n",0,0.123599797118706,2.5,26.6,21,0.140700947261664,1.3,1.1,0.846153846153846
"435","12.8","1",0,"n",0,0.149221250694399,1.9,29.8,19,0.169071565339806,1.3,1.1,0.846153846153846
"436","14.3","1",0,"n",0,0.187334792561478,1.4,32.9,17,0.193166338484406,1.3,1.1,0.846153846153846
"437","15.7","1",0,"n",0,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1.1,0.846153846153846
"438","17.1","1",0,"n",0,0.147544627081389,2.9,35,20,0.222852779523664,1.3,1.1,0.846153846153846
"439","18.6","1",0.2,"n",0.0526315789473684,0.164412134987753,2.5,38.2,19,0.239461205615086,1.3,1.1,0.846153846153846
"440","20","1",0,"n",0,0.0805706520873093,6.4,34.1,27,0.242487949169602,1.3,1.1,0.846153846153846
"441","7.1","2",1,"n",0.227272727272727,0.0991639744872323,1.9,18.2,22,0.0595301993804354,1.3,1.1,0.846153846153846
"442","8.5","2",1,"n",0.263157894736842,0.139571995140054,1.3,21.9,19,0.0831983826400026,1.3,1.1,0.846153846153846
"443","10","2",1,"n",0.3125,0.194247847617525,0.699999999999999,25.7,16,0.112729240671452,1.3,1.1,0.846153846153846
"444","11.4","2",1,"n",0.238095238095238,0.123599797118706,2.5,26.6,21,0.140700947261664,1.3,1.1,0.846153846153846
"445","12.8","2",1,"n",0.263157894736842,0.149221250694399,1.9,29.8,19,0.169071565339806,1.3,1.1,0.846153846153846
"446","14.3","2",1,"n",0.294117647058824,0.187334792561478,1.4,32.9,17,0.193166338484406,1.3,1.1,0.846153846153846
"447","15.7","2",1,"n",0.3125,0.210529109073625,1.1,34.7,16,0.20632335512795,1.3,1.1,0.846153846153846
