"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","dn0"
"263","10","2",0.5,"n",0.421052631578947,0.165770478707071,1.1,24.1,19,0.104828335740565,0.9
"264","11.4","2",0.259259259259259,"n",0.233333333333333,0.0680472422529384,4.7,20.7,30,0.114064668269126,0.9
"265","12.8","2",0.318181818181818,"n",0.28,0.10711770591472,3.9,26.3,25,0.15642671783744,0.9
"266","14.3","2",0.35,"n",0.304347826086957,0.129430191417859,3.3,29.7,23,0.184258591645921,0.9
"267","15.7","2",0.333333333333333,"n",0.296296296296296,0.0951754917248332,4.5,28.3,27,0.192587932536918,0.9
"268","17.1","2",0.347826086956522,"n",0.296296296296296,0.0982382981059867,4.7,30.1,27,0.21088187286358,0.9
"269","18.6","2",0.291666666666667,"n",0.259259259259259,0.098121179467025,5.7,32.4,27,0.230483447571069,0.9
"270","20","2",0.233333333333333,"n",0.2,0.0544714058165157,9.2,25.1,35,0.21890984291903,0.9
"271","7.1","0",0,"a",0,0.0989203269419862,2.3,17.6,24,0.0581388249819421,0.9
"272","8.5","0",0,"a",0,0.146421904542962,1.4,21.2,20,0.0786203689154736,0.9
"273","10","0",0,"a",0,0.165770478707071,1.1,24.1,19,0.104828335740565,0.9
"274","11.4","0",0,"a",0,0.0680472422529384,4.7,20.7,30,0.114064668269126,0.9
"275","12.8","0",0,"a",0,0.10711770591472,3.9,26.3,25,0.15642671783744,0.9
"276","14.3","0",0,"a",0,0.129430191417859,3.3,29.7,23,0.184258591645921,0.9
"277","15.7","0",0,"a",0,0.0951754917248332,4.5,28.3,27,0.192587932536918,0.9
"278","17.1","0",0,"a",0,0.0982382981059867,4.7,30.1,27,0.21088187286358,0.9
"279","18.6","0",0,"a",0,0.098121179467025,5.7,32.4,27,0.230483447571069,0.9
"280","20","0",0,"a",0,0.0544714058165157,9.2,25.1,35,0.21890984291903,0.9
"281","7.1","1",0,"a",0,0.0989203269419862,2.3,17.6,24,0.0581388249819421,0.9
"282","8.5","1",0,"a",0,0.146421904542962,1.4,21.2,20,0.0786203689154736,0.9
"283","10","1",0.333333333333333,"a",0.0526315789473684,0.165770478707071,1.1,24.1,19,0.104828335740565,0.9
"284","11.4","1",0,"a",0,0.0680472422529384,4.7,20.7,30,0.114064668269126,0.9
"285","12.8","1",0,"a",0,0.10711770591472,3.9,26.3,25,0.15642671783744,0.9
"286","14.3","1",0,"a",0,0.129430191417859,3.3,29.7,23,0.184258591645921,0.9
"287","15.7","1",0.333333333333333,"a",0.037037037037037,0.0951754917248332,4.5,28.3,27,0.192587932536918,0.9
"288","17.1","1",0.25,"a",0.037037037037037,0.0982382981059867,4.7,30.1,27,0.21088187286358,0.9
"289","18.6","1",0,"a",0,0.098121179467025,5.7,32.4,27,0.230483447571069,0.9
"290","20","1",0,"a",0,0.0544714058165157,9.2,25.1,35,0.21890984291903,0.9
"291","7.1","2",1,"a",0.208333333333333,0.0989203269419862,2.3,17.6,24,0.0581388249819421,0.9
"292","8.5","2",1,"a",0.15,0.146421904542962,1.4,21.2,20,0.0786203689154736,0.9
"293","10","2",0.666666666666667,"a",0.105263157894737,0.165770478707071,1.1,24.1,19,0.104828335740565,0.9
"294","11.4","2",1,"a",0.1,0.0680472422529384,4.7,20.7,30,0.114064668269126,0.9
"295","12.8","2",1,"a",0.12,0.10711770591472,3.9,26.3,25,0.15642671783744,0.9
"296","14.3","2",1,"a",0.130434782608696,0.129430191417859,3.3,29.7,23,0.184258591645921,0.9
"297","15.7","2",0.666666666666667,"a",0.0740740740740741,0.0951754917248332,4.5,28.3,27,0.192587932536918,0.9
"298","17.1","2",0.75,"a",0.111111111111111,0.0982382981059867,4.7,30.1,27,0.21088187286358,0.9
"299","18.6","2",1,"a",0.111111111111111,0.098121179467025,5.7,32.4,27,0.230483447571069,0.9
"300","20","2",1,"a",0.142857142857143,0.0544714058165157,9.2,25.1,35,0.21890984291903,0.9
