"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","Ba","Bn","Bn_Ba"
"396","14.3","0",0,"a",0,0.0176750537265578,20,0,59,0.0965414913248893,1,0.3,0.3
"397","15.7","0",0,"a",0,0.0187638515748315,21.1,0,59,0.112756290261972,1,0.3,0.3
"398","17.1","0",0,"a",0,0.0195525215898548,22.7,0,59,0.132907539610102,1,0.3,0.3
"399","18.6","0",0,"a",0,0.0211222159463055,23.4,0,59,0.147605906669966,1,0.3,0.3
"400","20","0",0,"a",0,0.0216059315627496,24.5,0,59,0.163837334838488,1,0.3,0.3
"401","7.1","1",0.333333333333333,"a",0.0169491525423729,0.0126166969070229,11.8,0,59,0.0294004791312352,1,0.3,0.3
"402","8.5","1",0.333333333333333,"a",0.0169491525423729,0.0137285494337568,13.1,0,59,0.0369805814277929,1,0.3,0.3
"403","10","1",0,"a",0,0.0149874020586655,14.8,0,59,0.0478786262215596,1,0.3,0.3
"404","11.4","1",0,"a",0,0.016091854273675,16.9,0,59,0.0633729542669127,1,0.3,0.3
"405","12.8","1",0,"a",0,0.0168863661434444,18.5,0,59,0.07864182444528,1,0.3,0.3
"406","14.3","1",0,"a",0,0.0176750537265578,20,0,59,0.0965414913248893,1,0.3,0.3
"407","15.7","1",0,"a",0,0.0187638515748315,21.1,0,59,0.112756290261972,1,0.3,0.3
"408","17.1","1",0.333333333333333,"a",0.0169491525423729,0.0195525215898548,22.7,0,59,0.132907539610102,1,0.3,0.3
"409","18.6","1",0,"a",0,0.0211222159463055,23.4,0,59,0.147605906669966,1,0.3,0.3
"410","20","1",0,"a",0,0.0216059315627496,24.5,0,59,0.163837334838488,1,0.3,0.3
"411","7.1","2",0.666666666666667,"a",0.0338983050847458,0.0126166969070229,11.8,0,59,0.0294004791312352,1,0.3,0.3
"412","8.5","2",0.666666666666667,"a",0.0338983050847458,0.0137285494337568,13.1,0,59,0.0369805814277929,1,0.3,0.3
"413","10","2",1,"a",0.0508474576271186,0.0149874020586655,14.8,0,59,0.0478786262215596,1,0.3,0.3
"414","11.4","2",1,"a",0.0508474576271186,0.016091854273675,16.9,0,59,0.0633729542669127,1,0.3,0.3
"415","12.8","2",1,"a",0.0508474576271186,0.0168863661434444,18.5,0,59,0.07864182444528,1,0.3,0.3
"416","14.3","2",1,"a",0.0508474576271186,0.0176750537265578,20,0,59,0.0965414913248893,1,0.3,0.3
"417","15.7","2",1,"a",0.0508474576271186,0.0187638515748315,21.1,0,59,0.112756290261972,1,0.3,0.3
"418","17.1","2",0.666666666666667,"a",0.0338983050847458,0.0195525215898548,22.7,0,59,0.132907539610102,1,0.3,0.3
"419","18.6","2",1,"a",0.0508474576271186,0.0211222159463055,23.4,0,59,0.147605906669966,1,0.3,0.3
"420","20","2",1,"a",0.0508474576271186,0.0216059315627496,24.5,0,59,0.163837334838488,1,0.3,0.3
"421","7.1","0",0.785714285714286,"n",0.745762711864407,0.00804702840839483,11.8,0,59,0.0294004791312352,1,0.5,0.5
"422","8.5","0",0.785714285714286,"n",0.745762711864407,0.0087564600077716,13.1,0,59,0.0369805814277929,1,0.5,0.5
"423","10","0",0.612903225806452,"n",0.558823529411765,0.0599623254683323,5.6,16.3,34,0.0831983826400026,1,0.5,0.5
"424","11.4","0",0.6,"n",0.545454545454545,0.0681247045053469,6,19.1,33,0.112063315447455,1,0.5,0.5
"425","12.8","0",0.586206896551724,"n",0.53125,0.0760538258520537,6.2,21.4,32,0.138634548269411,1,0.5,0.5
"426","14.3","0",0.625,"n",0.571428571428571,0.0635150793913419,7.5,20.4,35,0.15235449509957,1,0.5,0.5
"427","15.7","0",0.785714285714286,"n",0.745762711864407,0.0119695023065491,21.1,0,59,0.112756290261972,1,0.5,0.5
"428","17.1","0",0.785714285714286,"n",0.745762711864407,0.0124728550158495,22.7,0,59,0.132907539610102,1,0.5,0.5
"429","18.6","0",0.785714285714286,"n",0.745762711864407,0.013474498363269,23.4,0,59,0.147605906669966,1,0.5,0.5
"430","20","0",0.785714285714286,"n",0.745762711864407,0.0137831938100412,24.5,0,59,0.163837334838488,1,0.5,0.5
"431","7.1","1",0.0714285714285714,"n",0.0677966101694915,0.00804702840839483,11.8,0,59,0.0294004791312352,1,0.5,0.5
"432","8.5","1",0.0714285714285714,"n",0.0677966101694915,0.0087564600077716,13.1,0,59,0.0369805814277929,1,0.5,0.5
"433","10","1",0.161290322580645,"n",0.147058823529412,0.0599623254683323,5.6,16.3,34,0.0831983826400026,1,0.5,0.5
"434","11.4","1",0.166666666666667,"n",0.151515151515152,0.0681247045053469,6,19.1,33,0.112063315447455,1,0.5,0.5
"435","12.8","1",0.172413793103448,"n",0.15625,0.0760538258520537,6.2,21.4,32,0.138634548269411,1,0.5,0.5
"436","14.3","1",0.125,"n",0.114285714285714,0.0635150793913419,7.5,20.4,35,0.15235449509957,1,0.5,0.5
"437","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.0119695023065491,21.1,0,59,0.112756290261972,1,0.5,0.5
"438","17.1","1",0.0714285714285714,"n",0.0677966101694915,0.0124728550158495,22.7,0,59,0.132907539610102,1,0.5,0.5
"439","18.6","1",0.0892857142857143,"n",0.0847457627118644,0.013474498363269,23.4,0,59,0.147605906669966,1,0.5,0.5
"440","20","1",0.0892857142857143,"n",0.0847457627118644,0.0137831938100412,24.5,0,59,0.163837334838488,1,0.5,0.5
"441","7.1","2",0.142857142857143,"n",0.135593220338983,0.00804702840839483,11.8,0,59,0.0294004791312352,1,0.5,0.5
"442","8.5","2",0.142857142857143,"n",0.135593220338983,0.0087564600077716,13.1,0,59,0.0369805814277929,1,0.5,0.5
"443","10","2",0.225806451612903,"n",0.205882352941176,0.0599623254683323,5.6,16.3,34,0.0831983826400026,1,0.5,0.5
"444","11.4","2",0.233333333333333,"n",0.212121212121212,0.0681247045053469,6,19.1,33,0.112063315447455,1,0.5,0.5
"445","12.8","2",0.241379310344828,"n",0.21875,0.0760538258520537,6.2,21.4,32,0.138634548269411,1,0.5,0.5
"446","14.3","2",0.25,"n",0.228571428571429,0.0635150793913419,7.5,20.4,35,0.15235449509957,1,0.5,0.5
"447","15.7","2",0.125,"n",0.11864406779661,0.0119695023065491,21.1,0,59,0.112756290261972,1,0.5,0.5
"448","17.1","2",0.142857142857143,"n",0.135593220338983,0.0124728550158495,22.7,0,59,0.132907539610102,1,0.5,0.5
"449","18.6","2",0.125,"n",0.11864406779661,0.013474498363269,23.4,0,59,0.147605906669966,1,0.5,0.5
"450","20","2",0.125,"n",0.11864406779661,0.0137831938100412,24.5,0,59,0.163837334838488,1,0.5,0.5
"451","7.1","0",0,"a",0,0.00804702840839483,11.8,0,59,0.0294004791312352,1,0.5,0.5
"452","8.5","0",0,"a",0,0.0087564600077716,13.1,0,59,0.0369805814277929,1,0.5,0.5
"453","10","0",0,"a",0,0.0599623254683323,5.6,16.3,34,0.0831983826400026,1,0.5,0.5
"454","11.4","0",0,"a",0,0.0681247045053469,6,19.1,33,0.112063315447455,1,0.5,0.5
"455","12.8","0",0,"a",0,0.0760538258520537,6.2,21.4,32,0.138634548269411,1,0.5,0.5
"456","14.3","0",0,"a",0,0.0635150793913419,7.5,20.4,35,0.15235449509957,1,0.5,0.5
"457","15.7","0",0,"a",0,0.0119695023065491,21.1,0,59,0.112756290261972,1,0.5,0.5
"458","17.1","0",0,"a",0,0.0124728550158495,22.7,0,59,0.132907539610102,1,0.5,0.5
"459","18.6","0",0,"a",0,0.013474498363269,23.4,0,59,0.147605906669966,1,0.5,0.5
"460","20","0",0,"a",0,0.0137831938100412,24.5,0,59,0.163837334838488,1,0.5,0.5
"461","7.1","1",0.333333333333333,"a",0.0169491525423729,0.00804702840839483,11.8,0,59,0.0294004791312352,1,0.5,0.5
"462","8.5","1",0.333333333333333,"a",0.0169491525423729,0.0087564600077716,13.1,0,59,0.0369805814277929,1,0.5,0.5
"463","10","1",0,"a",0,0.0599623254683323,5.6,16.3,34,0.0831983826400026,1,0.5,0.5
"464","11.4","1",0,"a",0,0.0681247045053469,6,19.1,33,0.112063315447455,1,0.5,0.5
"465","12.8","1",0,"a",0,0.0760538258520537,6.2,21.4,32,0.138634548269411,1,0.5,0.5
"466","14.3","1",0.333333333333333,"a",0.0285714285714286,0.0635150793913419,7.5,20.4,35,0.15235449509957,1,0.5,0.5
"467","15.7","1",0,"a",0,0.0119695023065491,21.1,0,59,0.112756290261972,1,0.5,0.5
"468","17.1","1",0.333333333333333,"a",0.0169491525423729,0.0124728550158495,22.7,0,59,0.132907539610102,1,0.5,0.5
"469","18.6","1",0,"a",0,0.013474498363269,23.4,0,59,0.147605906669966,1,0.5,0.5
"470","20","1",0,"a",0,0.0137831938100412,24.5,0,59,0.163837334838488,1,0.5,0.5
"471","7.1","2",0.666666666666667,"a",0.0338983050847458,0.00804702840839483,11.8,0,59,0.0294004791312352,1,0.5,0.5
"472","8.5","2",0.666666666666667,"a",0.0338983050847458,0.0087564600077716,13.1,0,59,0.0369805814277929,1,0.5,0.5
"473","10","2",1,"a",0.0882352941176471,0.0599623254683323,5.6,16.3,34,0.0831983826400026,1,0.5,0.5
"474","11.4","2",1,"a",0.0909090909090909,0.0681247045053469,6,19.1,33,0.112063315447455,1,0.5,0.5
"475","12.8","2",1,"a",0.09375,0.0760538258520537,6.2,21.4,32,0.138634548269411,1,0.5,0.5
"476","14.3","2",0.666666666666667,"a",0.0571428571428571,0.0635150793913419,7.5,20.4,35,0.15235449509957,1,0.5,0.5
"477","15.7","2",1,"a",0.0508474576271186,0.0119695023065491,21.1,0,59,0.112756290261972,1,0.5,0.5
"478","17.1","2",0.666666666666667,"a",0.0338983050847458,0.0124728550158495,22.7,0,59,0.132907539610102,1,0.5,0.5
"479","18.6","2",1,"a",0.0508474576271186,0.013474498363269,23.4,0,59,0.147605906669966,1,0.5,0.5
"480","20","2",1,"a",0.0508474576271186,0.0137831938100412,24.5,0,59,0.163837334838488,1,0.5,0.5
"481","7.1","0",0.578947368421053,"n",0.458333333333333,0.0989203269419862,2.3,17.6,24,0.0581388249819421,1,0.7,0.7
"482","8.5","0",0.294117647058824,"n",0.25,0.146421904542962,1.4,21.2,20,0.0786203689154736,1,0.7,0.7
"483","10","0",0.25,"n",0.210526315789474,0.165770478707071,1.1,24.1,19,0.104828335740565,1,0.7,0.7
"484","11.4","0",0.5,"n",0.444444444444444,0.0877406269739273,4.2,22.7,27,0.124208680632935,1,0.7,0.7
"485","12.8","0",0.454545454545455,"n",0.4,0.10711770591472,3.9,26.3,25,0.15642671783744,1,0.7,0.7
"486","14.3","0",0.4,"n",0.347826086956522,0.129430191417859,3.3,29.7,23,0.184258591645921,1,0.7,0.7
"487","15.7","0",0.538461538461538,"n",0.482758620689655,0.0811353650406307,5.7,27.1,29,0.192587932536918,1,0.7,0.7
"488","17.1","0",0.545454545454545,"n",0.461538461538462,0.106738247744405,4.8,31.4,26,0.217550925851053,1,0.7,0.7
"489","18.6","0",0.733333333333333,"n",0.628571428571429,0.0538198960616797,9.5,24.5,35,0.21088187286358,1,0.7,0.7
"490","20","0",0.675675675675676,"n",0.625,0.0368805051294322,12.3,20.1,40,0.21088187286358,1,0.7,0.7
"491","7.1","1",0.0526315789473684,"n",0.0416666666666667,0.0989203269419862,2.3,17.6,24,0.0581388249819421,1,0.7,0.7
"492","8.5","1",0.294117647058824,"n",0.25,0.146421904542962,1.4,21.2,20,0.0786203689154736,1,0.7,0.7
"493","10","1",0.25,"n",0.210526315789474,0.165770478707071,1.1,24.1,19,0.104828335740565,1,0.7,0.7
"494","11.4","1",0.208333333333333,"n",0.185185185185185,0.0877406269739273,4.2,22.7,27,0.124208680632935,1,0.7,0.7
"495","12.8","1",0.227272727272727,"n",0.2,0.10711770591472,3.9,26.3,25,0.15642671783744,1,0.7,0.7
"496","14.3","1",0.25,"n",0.217391304347826,0.129430191417859,3.3,29.7,23,0.184258591645921,1,0.7,0.7
"497","15.7","1",0.153846153846154,"n",0.137931034482759,0.0811353650406307,5.7,27.1,29,0.192587932536918,1,0.7,0.7
"498","17.1","1",0.0909090909090909,"n",0.0769230769230769,0.106738247744405,4.8,31.4,26,0.217550925851053,1,0.7,0.7
"499","18.6","1",0.0333333333333333,"n",0.0285714285714286,0.0538198960616797,9.5,24.5,35,0.21088187286358,1,0.7,0.7
"500","20","1",0.135135135135135,"n",0.125,0.0368805051294322,12.3,20.1,40,0.21088187286358,1,0.7,0.7
"501","7.1","2",0.368421052631579,"n",0.291666666666667,0.0989203269419862,2.3,17.6,24,0.0581388249819421,1,0.7,0.7
"502","8.5","2",0.411764705882353,"n",0.35,0.146421904542962,1.4,21.2,20,0.0786203689154736,1,0.7,0.7
"503","10","2",0.5,"n",0.421052631578947,0.165770478707071,1.1,24.1,19,0.104828335740565,1,0.7,0.7
"504","11.4","2",0.291666666666667,"n",0.259259259259259,0.0877406269739273,4.2,22.7,27,0.124208680632935,1,0.7,0.7
"505","12.8","2",0.318181818181818,"n",0.28,0.10711770591472,3.9,26.3,25,0.15642671783744,1,0.7,0.7
"506","14.3","2",0.35,"n",0.304347826086957,0.129430191417859,3.3,29.7,23,0.184258591645921,1,0.7,0.7
"507","15.7","2",0.307692307692308,"n",0.275862068965517,0.0811353650406307,5.7,27.1,29,0.192587932536918,1,0.7,0.7
"508","17.1","2",0.363636363636364,"n",0.307692307692308,0.106738247744405,4.8,31.4,26,0.217550925851053,1,0.7,0.7
"509","18.6","2",0.233333333333333,"n",0.2,0.0538198960616797,9.5,24.5,35,0.21088187286358,1,0.7,0.7
"510","20","2",0.189189189189189,"n",0.175,0.0368805051294322,12.3,20.1,40,0.21088187286358,1,0.7,0.7
"511","7.1","0",0,"a",0,0.0989203269419862,2.3,17.6,24,0.0581388249819421,1,0.7,0.7
"512","8.5","0",0,"a",0,0.146421904542962,1.4,21.2,20,0.0786203689154736,1,0.7,0.7
"513","10","0",0,"a",0,0.165770478707071,1.1,24.1,19,0.104828335740565,1,0.7,0.7
"514","11.4","0",0,"a",0,0.0877406269739273,4.2,22.7,27,0.124208680632935,1,0.7,0.7
"515","12.8","0",0,"a",0,0.10711770591472,3.9,26.3,25,0.15642671783744,1,0.7,0.7
"516","14.3","0",0,"a",0,0.129430191417859,3.3,29.7,23,0.184258591645921,1,0.7,0.7
"517","15.7","0",0,"a",0,0.0811353650406307,5.7,27.1,29,0.192587932536918,1,0.7,0.7
"518","17.1","0",0,"a",0,0.106738247744405,4.8,31.4,26,0.217550925851053,1,0.7,0.7
"519","18.6","0",0,"a",0,0.0538198960616797,9.5,24.5,35,0.21088187286358,1,0.7,0.7
"520","20","0",0,"a",0,0.0368805051294322,12.3,20.1,40,0.21088187286358,1,0.7,0.7
"521","7.1","1",0,"a",0,0.0989203269419862,2.3,17.6,24,0.0581388249819421,1,0.7,0.7
"522","8.5","1",0,"a",0,0.146421904542962,1.4,21.2,20,0.0786203689154736,1,0.7,0.7
"523","10","1",0.333333333333333,"a",0.0526315789473684,0.165770478707071,1.1,24.1,19,0.104828335740565,1,0.7,0.7
"524","11.4","1",0,"a",0,0.0877406269739273,4.2,22.7,27,0.124208680632935,1,0.7,0.7
"525","12.8","1",0,"a",0,0.10711770591472,3.9,26.3,25,0.15642671783744,1,0.7,0.7
"526","14.3","1",0,"a",0,0.129430191417859,3.3,29.7,23,0.184258591645921,1,0.7,0.7
"527","15.7","1",0.333333333333333,"a",0.0344827586206897,0.0811353650406307,5.7,27.1,29,0.192587932536918,1,0.7,0.7
"528","17.1","1",0.25,"a",0.0384615384615385,0.106738247744405,4.8,31.4,26,0.217550925851053,1,0.7,0.7
"529","18.6","1",0,"a",0,0.0538198960616797,9.5,24.5,35,0.21088187286358,1,0.7,0.7
"530","20","1",0,"a",0,0.0368805051294322,12.3,20.1,40,0.21088187286358,1,0.7,0.7
"531","7.1","2",1,"a",0.208333333333333,0.0989203269419862,2.3,17.6,24,0.0581388249819421,1,0.7,0.7
"532","8.5","2",1,"a",0.15,0.146421904542962,1.4,21.2,20,0.0786203689154736,1,0.7,0.7
"533","10","2",0.666666666666667,"a",0.105263157894737,0.165770478707071,1.1,24.1,19,0.104828335740565,1,0.7,0.7
"534","11.4","2",1,"a",0.111111111111111,0.0877406269739273,4.2,22.7,27,0.124208680632935,1,0.7,0.7
"535","12.8","2",1,"a",0.12,0.10711770591472,3.9,26.3,25,0.15642671783744,1,0.7,0.7
"536","14.3","2",1,"a",0.130434782608696,0.129430191417859,3.3,29.7,23,0.184258591645921,1,0.7,0.7
"537","15.7","2",0.666666666666667,"a",0.0689655172413793,0.0811353650406307,5.7,27.1,29,0.192587932536918,1,0.7,0.7
"538","17.1","2",0.75,"a",0.115384615384615,0.106738247744405,4.8,31.4,26,0.217550925851053,1,0.7,0.7
"539","18.6","2",1,"a",0.142857142857143,0.0538198960616797,9.5,24.5,35,0.21088187286358,1,0.7,0.7
"540","20","2",1,"a",0.075,0.0368805051294322,12.3,20.1,40,0.21088187286358,1,0.7,0.7
"541","7.1","0",0.529411764705882,"n",0.409090909090909,0.104713087503563,1.8,18.2,22,0.058599963332954,1,0.9,0.9
"542","8.5","0",0.375,"n",0.3,0.13064151678061,1.4,21.1,20,0.0774996901503023,1,0.9,0.9
"543","10","0",0.230769230769231,"n",0.176470588235294,0.180132894379341,0.799999999999999,24.7,17,0.104828335740565,1,0.9,0.9
"544","11.4","0",0.375,"n",0.285714285714286,0.124364021790151,2.2,25.9,21,0.133124415177566,1,0.9,0.9
"545","12.8","0",0.5,"n",0.380952380952381,0.134380044737818,2.4,27.9,21,0.15642671783744,1,0.9,0.9
"546","14.3","0",0.428571428571429,"n",0.315789473684211,0.164722356613611,1.8,31.3,19,0.184258591645921,1,0.9,0.9
"547","15.7","0",0.272727272727273,"n",0.1875,0.219675520897689,0.9,34.7,16,0.20632335512795,1,0.9,0.9
"548","17.1","0",0.529411764705882,"n",0.409090909090909,0.12985786865351,3,33.9,22,0.220688593180983,1,0.9,0.9
"549","18.6","0",0.529411764705882,"n",0.409090909090909,0.132032376028033,3.2,36.3,22,0.236538023744143,1,0.9,0.9
"550","20","0",0.529411764705882,"n",0.409090909090909,0.135569330201449,3,36.9,22,0.240700070394973,1,0.9,0.9
"551","7.1","1",0,"n",0,0.104713087503563,1.8,18.2,22,0.058599963332954,1,0.9,0.9
"552","8.5","1",0.1875,"n",0.15,0.13064151678061,1.4,21.1,20,0.0774996901503023,1,0.9,0.9
"553","10","1",0.230769230769231,"n",0.176470588235294,0.180132894379341,0.799999999999999,24.7,17,0.104828335740565,1,0.9,0.9
"554","11.4","1",0.125,"n",0.0952380952380952,0.124364021790151,2.2,25.9,21,0.133124415177566,1,0.9,0.9
"555","12.8","1",0.0625,"n",0.0476190476190476,0.134380044737818,2.4,27.9,21,0.15642671783744,1,0.9,0.9
"556","14.3","1",0.0714285714285714,"n",0.0526315789473684,0.164722356613611,1.8,31.3,19,0.184258591645921,1,0.9,0.9
"557","15.7","1",0.0909090909090909,"n",0.0625,0.219675520897689,0.9,34.7,16,0.20632335512795,1,0.9,0.9
"558","17.1","1",0,"n",0,0.12985786865351,3,33.9,22,0.220688593180983,1,0.9,0.9
"559","18.6","1",0,"n",0,0.132032376028033,3.2,36.3,22,0.236538023744143,1,0.9,0.9
"560","20","1",0,"n",0,0.135569330201449,3,36.9,22,0.240700070394973,1,0.9,0.9
"561","7.1","2",0.470588235294118,"n",0.363636363636364,0.104713087503563,1.8,18.2,22,0.058599963332954,1,0.9,0.9
"562","8.5","2",0.4375,"n",0.35,0.13064151678061,1.4,21.1,20,0.0774996901503023,1,0.9,0.9
"563","10","2",0.538461538461538,"n",0.411764705882353,0.180132894379341,0.799999999999999,24.7,17,0.104828335740565,1,0.9,0.9
"564","11.4","2",0.5,"n",0.380952380952381,0.124364021790151,2.2,25.9,21,0.133124415177566,1,0.9,0.9
"565","12.8","2",0.4375,"n",0.333333333333333,0.134380044737818,2.4,27.9,21,0.15642671783744,1,0.9,0.9
"566","14.3","2",0.5,"n",0.368421052631579,0.164722356613611,1.8,31.3,19,0.184258591645921,1,0.9,0.9
"567","15.7","2",0.636363636363636,"n",0.4375,0.219675520897689,0.9,34.7,16,0.20632335512795,1,0.9,0.9
"568","17.1","2",0.470588235294118,"n",0.363636363636364,0.12985786865351,3,33.9,22,0.220688593180983,1,0.9,0.9
"569","18.6","2",0.470588235294118,"n",0.363636363636364,0.132032376028033,3.2,36.3,22,0.236538023744143,1,0.9,0.9
"570","20","2",0.470588235294118,"n",0.363636363636364,0.135569330201449,3,36.9,22,0.240700070394973,1,0.9,0.9
"571","7.1","0",0,"a",0,0.104713087503563,1.8,18.2,22,0.058599963332954,1,0.9,0.9
"572","8.5","0",0,"a",0,0.13064151678061,1.4,21.1,20,0.0774996901503023,1,0.9,0.9
"573","10","0",0,"a",0,0.180132894379341,0.799999999999999,24.7,17,0.104828335740565,1,0.9,0.9
"574","11.4","0",0,"a",0,0.124364021790151,2.2,25.9,21,0.133124415177566,1,0.9,0.9
"575","12.8","0",0,"a",0,0.134380044737818,2.4,27.9,21,0.15642671783744,1,0.9,0.9
"576","14.3","0",0,"a",0,0.164722356613611,1.8,31.3,19,0.184258591645921,1,0.9,0.9
"577","15.7","0",0,"a",0,0.219675520897689,0.9,34.7,16,0.20632335512795,1,0.9,0.9
"578","17.1","0",0,"a",0,0.12985786865351,3,33.9,22,0.220688593180983,1,0.9,0.9
"579","18.6","0",0,"a",0,0.132032376028033,3.2,36.3,22,0.236538023744143,1,0.9,0.9
"580","20","0",0,"a",0,0.135569330201449,3,36.9,22,0.240700070394973,1,0.9,0.9
"581","7.1","1",0,"a",0,0.104713087503563,1.8,18.2,22,0.058599963332954,1,0.9,0.9
"582","8.5","1",0,"a",0,0.13064151678061,1.4,21.1,20,0.0774996901503023,1,0.9,0.9
"583","10","1",0,"a",0,0.180132894379341,0.799999999999999,24.7,17,0.104828335740565,1,0.9,0.9
"584","11.4","1",0.6,"a",0.142857142857143,0.124364021790151,2.2,25.9,21,0.133124415177566,1,0.9,0.9
"585","12.8","1",0,"a",0,0.134380044737818,2.4,27.9,21,0.15642671783744,1,0.9,0.9
"586","14.3","1",0,"a",0,0.164722356613611,1.8,31.3,19,0.184258591645921,1,0.9,0.9
"587","15.7","1",0,"a",0,0.219675520897689,0.9,34.7,16,0.20632335512795,1,0.9,0.9
"588","17.1","1",0.2,"a",0.0454545454545455,0.12985786865351,3,33.9,22,0.220688593180983,1,0.9,0.9
"589","18.6","1",0.2,"a",0.0454545454545455,0.132032376028033,3.2,36.3,22,0.236538023744143,1,0.9,0.9
"590","20","1",0,"a",0,0.135569330201449,3,36.9,22,0.240700070394973,1,0.9,0.9
"591","7.1","2",1,"a",0.227272727272727,0.104713087503563,1.8,18.2,22,0.058599963332954,1,0.9,0.9
"592","8.5","2",1,"a",0.2,0.13064151678061,1.4,21.1,20,0.0774996901503023,1,0.9,0.9
"593","10","2",1,"a",0.235294117647059,0.180132894379341,0.799999999999999,24.7,17,0.104828335740565,1,0.9,0.9
"594","11.4","2",0.4,"a",0.0952380952380952,0.124364021790151,2.2,25.9,21,0.133124415177566,1,0.9,0.9
"595","12.8","2",1,"a",0.238095238095238,0.134380044737818,2.4,27.9,21,0.15642671783744,1,0.9,0.9
"596","14.3","2",1,"a",0.263157894736842,0.164722356613611,1.8,31.3,19,0.184258591645921,1,0.9,0.9
"597","15.7","2",1,"a",0.3125,0.219675520897689,0.9,34.7,16,0.20632335512795,1,0.9,0.9
"598","17.1","2",0.8,"a",0.181818181818182,0.12985786865351,3,33.9,22,0.220688593180983,1,0.9,0.9
"599","18.6","2",0.8,"a",0.181818181818182,0.132032376028033,3.2,36.3,22,0.236538023744143,1,0.9,0.9
"600","20","2",1,"a",0.227272727272727,0.135569330201449,3,36.9,22,0.240700070394973,1,0.9,0.9
