"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","ya","yn","yn_ya"
"271","7.1","0",0,"a",0,0.092472769977483,3.2,14.1,25,0.9,1,1.11111111111111
"272","8.5","0",0,"a",0,0.0919252292494478,3.2,14.3,25,0.9,1,1.11111111111111
"273","10","0",0,"a",0,0.0923702734239444,3.2,14.3,25,0.9,1,1.11111111111111
"274","11.4","0",0,"a",0,0.0928091333994437,3.2,14.4,25,0.9,1,1.11111111111111
"275","12.8","0",0,"a",0,0.0932419666998483,3.2,14.6,25,0.9,1,1.11111111111111
"276","14.3","0",0,"a",0,0.0936689250053992,3.2,14.8,25,0.9,1,1.11111111111111
"277","15.7","0",0,"a",0,0.102133206414581,3.2,15.1,24,0.9,1,1.11111111111111
"278","17.1","0",0,"a",0,0.103781978900799,3,15.3,24,0.9,1,1.11111111111111
"279","18.6","0",0,"a",0,0.0996061616917196,3.4,15.3,24,0.9,1,1.11111111111111
"280","20","0",0,"a",0,0.102302645856838,3.2,15.3,24,0.9,1,1.11111111111111
"281","7.1","1",0,"a",0,0.092472769977483,3.2,14.1,25,0.9,1,1.11111111111111
"282","8.5","1",0.2,"a",0.04,0.0919252292494478,3.2,14.3,25,0.9,1,1.11111111111111
"283","10","1",0.2,"a",0.04,0.0923702734239444,3.2,14.3,25,0.9,1,1.11111111111111
"284","11.4","1",0.2,"a",0.04,0.0928091333994437,3.2,14.4,25,0.9,1,1.11111111111111
"285","12.8","1",0.2,"a",0.04,0.0932419666998483,3.2,14.6,25,0.9,1,1.11111111111111
"286","14.3","1",0.2,"a",0.04,0.0936689250053992,3.2,14.8,25,0.9,1,1.11111111111111
"287","15.7","1",0,"a",0,0.102133206414581,3.2,15.1,24,0.9,1,1.11111111111111
"288","17.1","1",0.2,"a",0.0416666666666667,0.103781978900799,3,15.3,24,0.9,1,1.11111111111111
"289","18.6","1",0.333333333333333,"a",0.0416666666666667,0.0996061616917196,3.4,15.3,24,0.9,1,1.11111111111111
"290","20","1",0.25,"a",0.0416666666666667,0.102302645856838,3.2,15.3,24,0.9,1,1.11111111111111
"291","7.1","2",1,"a",0.2,0.092472769977483,3.2,14.1,25,0.9,1,1.11111111111111
"292","8.5","2",0.8,"a",0.16,0.0919252292494478,3.2,14.3,25,0.9,1,1.11111111111111
"293","10","2",0.8,"a",0.16,0.0923702734239444,3.2,14.3,25,0.9,1,1.11111111111111
"294","11.4","2",0.8,"a",0.16,0.0928091333994437,3.2,14.4,25,0.9,1,1.11111111111111
"295","12.8","2",0.8,"a",0.16,0.0932419666998483,3.2,14.6,25,0.9,1,1.11111111111111
"296","14.3","2",0.8,"a",0.16,0.0936689250053992,3.2,14.8,25,0.9,1,1.11111111111111
"297","15.7","2",1,"a",0.166666666666667,0.102133206414581,3.2,15.1,24,0.9,1,1.11111111111111
"298","17.1","2",0.8,"a",0.166666666666667,0.103781978900799,3,15.3,24,0.9,1,1.11111111111111
"299","18.6","2",0.666666666666667,"a",0.0833333333333333,0.0996061616917196,3.4,15.3,24,0.9,1,1.11111111111111
"300","20","2",0.75,"a",0.125,0.102302645856838,3.2,15.3,24,0.9,1,1.11111111111111
"301","7.1","0",0.785714285714286,"n",0.745762711864407,0.424145261584047,10,0,59,1,0.1,0.1
"302","8.5","0",0.785714285714286,"n",0.745762711864407,0.424878855551232,10,0,59,1,0.1,0.1
"303","10","0",0.785714285714286,"n",0.745762711864407,0.425599848043941,10,0,59,1,0.1,0.1
"304","11.4","0",0.785714285714286,"n",0.745762711864407,0.426308617687383,10,0,59,1,0.1,0.1
"305","12.8","0",0.785714285714286,"n",0.745762711864407,0.427005526940244,10,0,59,1,0.1,0.1
"306","14.3","0",0.785714285714286,"n",0.745762711864407,0.427690922985143,10,0,59,1,0.1,0.1
"307","15.7","0",0.767857142857143,"n",0.728813559322034,0.426818106797805,10.6,0,59,1,0.1,0.1
"308","17.1","0",0.767857142857143,"n",0.728813559322034,0.427479079193797,10.6,0,59,1,0.1,0.1
"309","18.6","0",0.767857142857143,"n",0.728813559322034,0.428129534228506,10.6,0,59,1,0.1,0.1
"310","20","0",0.767857142857143,"n",0.728813559322034,0.428769764701016,10.6,0,59,1,0.1,0.1
"311","7.1","1",0.0714285714285714,"n",0.0677966101694915,0.424145261584047,10,0,59,1,0.1,0.1
"312","8.5","1",0.0714285714285714,"n",0.0677966101694915,0.424878855551232,10,0,59,1,0.1,0.1
"313","10","1",0.0714285714285714,"n",0.0677966101694915,0.425599848043941,10,0,59,1,0.1,0.1
"314","11.4","1",0.0714285714285714,"n",0.0677966101694915,0.426308617687383,10,0,59,1,0.1,0.1
"315","12.8","1",0.0714285714285714,"n",0.0677966101694915,0.427005526940244,10,0,59,1,0.1,0.1
"316","14.3","1",0.0714285714285714,"n",0.0677966101694915,0.427690922985143,10,0,59,1,0.1,0.1
"317","15.7","1",0.125,"n",0.11864406779661,0.426818106797805,10.6,0,59,1,0.1,0.1
"318","17.1","1",0.125,"n",0.11864406779661,0.427479079193797,10.6,0,59,1,0.1,0.1
"319","18.6","1",0.125,"n",0.11864406779661,0.428129534228506,10.6,0,59,1,0.1,0.1
"320","20","1",0.125,"n",0.11864406779661,0.428769764701016,10.6,0,59,1,0.1,0.1
"321","7.1","2",0.142857142857143,"n",0.135593220338983,0.424145261584047,10,0,59,1,0.1,0.1
"322","8.5","2",0.142857142857143,"n",0.135593220338983,0.424878855551232,10,0,59,1,0.1,0.1
"323","10","2",0.142857142857143,"n",0.135593220338983,0.425599848043941,10,0,59,1,0.1,0.1
"324","11.4","2",0.142857142857143,"n",0.135593220338983,0.426308617687383,10,0,59,1,0.1,0.1
"325","12.8","2",0.142857142857143,"n",0.135593220338983,0.427005526940244,10,0,59,1,0.1,0.1
"326","14.3","2",0.142857142857143,"n",0.135593220338983,0.427690922985143,10,0,59,1,0.1,0.1
"327","15.7","2",0.107142857142857,"n",0.101694915254237,0.426818106797805,10.6,0,59,1,0.1,0.1
"328","17.1","2",0.107142857142857,"n",0.101694915254237,0.427479079193797,10.6,0,59,1,0.1,0.1
"329","18.6","2",0.107142857142857,"n",0.101694915254237,0.428129534228506,10.6,0,59,1,0.1,0.1
"330","20","2",0.107142857142857,"n",0.101694915254237,0.428769764701016,10.6,0,59,1,0.1,0.1
"331","7.1","0",0,"a",0,0.424145261584047,10,0,59,1,0.1,0.1
"332","8.5","0",0,"a",0,0.424878855551232,10,0,59,1,0.1,0.1
"333","10","0",0,"a",0,0.425599848043941,10,0,59,1,0.1,0.1
"334","11.4","0",0,"a",0,0.426308617687383,10,0,59,1,0.1,0.1
"335","12.8","0",0,"a",0,0.427005526940244,10,0,59,1,0.1,0.1
"336","14.3","0",0,"a",0,0.427690922985143,10,0,59,1,0.1,0.1
"337","15.7","0",0,"a",0,0.426818106797805,10.6,0,59,1,0.1,0.1
"338","17.1","0",0,"a",0,0.427479079193797,10.6,0,59,1,0.1,0.1
"339","18.6","0",0,"a",0,0.428129534228506,10.6,0,59,1,0.1,0.1
"340","20","0",0,"a",0,0.428769764701016,10.6,0,59,1,0.1,0.1
"341","7.1","1",0,"a",0,0.424145261584047,10,0,59,1,0.1,0.1
"342","8.5","1",0,"a",0,0.424878855551232,10,0,59,1,0.1,0.1
"343","10","1",0,"a",0,0.425599848043941,10,0,59,1,0.1,0.1
"344","11.4","1",0,"a",0,0.426308617687383,10,0,59,1,0.1,0.1
"345","12.8","1",0,"a",0,0.427005526940244,10,0,59,1,0.1,0.1
"346","14.3","1",0,"a",0,0.427690922985143,10,0,59,1,0.1,0.1
"347","15.7","1",0,"a",0,0.426818106797805,10.6,0,59,1,0.1,0.1
"348","17.1","1",0,"a",0,0.427479079193797,10.6,0,59,1,0.1,0.1
"349","18.6","1",0,"a",0,0.428129534228506,10.6,0,59,1,0.1,0.1
"350","20","1",0,"a",0,0.428769764701016,10.6,0,59,1,0.1,0.1
"351","7.1","2",1,"a",0.0508474576271186,0.424145261584047,10,0,59,1,0.1,0.1
"352","8.5","2",1,"a",0.0508474576271186,0.424878855551232,10,0,59,1,0.1,0.1
"353","10","2",1,"a",0.0508474576271186,0.425599848043941,10,0,59,1,0.1,0.1
"354","11.4","2",1,"a",0.0508474576271186,0.426308617687383,10,0,59,1,0.1,0.1
"355","12.8","2",1,"a",0.0508474576271186,0.427005526940244,10,0,59,1,0.1,0.1
"356","14.3","2",1,"a",0.0508474576271186,0.427690922985143,10,0,59,1,0.1,0.1
"357","15.7","2",1,"a",0.0508474576271186,0.426818106797805,10.6,0,59,1,0.1,0.1
"358","17.1","2",1,"a",0.0508474576271186,0.427479079193797,10.6,0,59,1,0.1,0.1
"359","18.6","2",1,"a",0.0508474576271186,0.428129534228506,10.6,0,59,1,0.1,0.1
"360","20","2",1,"a",0.0508474576271186,0.428769764701016,10.6,0,59,1,0.1,0.1
"361","7.1","0",0.785714285714286,"n",0.745762711864407,0.145017379734396,10,0,59,1,0.3,0.3
"362","8.5","0",0.785714285714286,"n",0.745762711864407,0.145595434207689,10,0,59,1,0.3,0.3
"363","10","0",0.785714285714286,"n",0.745762711864407,0.146164826702518,10,0,59,1,0.3,0.3
"364","11.4","0",0.785714285714286,"n",0.745762711864407,0.146725791944795,10,0,59,1,0.3,0.3
"365","12.8","0",0.785714285714286,"n",0.745762711864407,0.147278555462145,10,0,59,1,0.3,0.3
"366","14.3","0",0.785714285714286,"n",0.745762711864407,0.147823334054032,10,0,59,1,0.3,0.3
"367","15.7","0",0.767857142857143,"n",0.728813559322034,0.146758733560644,10.6,0,59,1,0.3,0.3
"368","17.1","0",0.767857142857143,"n",0.728813559322034,0.147282458999165,10.6,0,59,1,0.3,0.3
"369","18.6","0",0.767857142857143,"n",0.728813559322034,0.147798881360647,10.6,0,59,1,0.3,0.3
"370","20","0",0.767857142857143,"n",0.728813559322034,0.14830818466921,10.6,0,59,1,0.3,0.3
"371","7.1","1",0.0714285714285714,"n",0.0677966101694915,0.145017379734396,10,0,59,1,0.3,0.3
"372","8.5","1",0.0714285714285714,"n",0.0677966101694915,0.145595434207689,10,0,59,1,0.3,0.3
"373","10","1",0.0714285714285714,"n",0.0677966101694915,0.146164826702518,10,0,59,1,0.3,0.3
"374","11.4","1",0.0714285714285714,"n",0.0677966101694915,0.146725791944795,10,0,59,1,0.3,0.3
"375","12.8","1",0.0714285714285714,"n",0.0677966101694915,0.147278555462145,10,0,59,1,0.3,0.3
"376","14.3","1",0.0714285714285714,"n",0.0677966101694915,0.147823334054032,10,0,59,1,0.3,0.3
"377","15.7","1",0.125,"n",0.11864406779661,0.146758733560644,10.6,0,59,1,0.3,0.3
"378","17.1","1",0.125,"n",0.11864406779661,0.147282458999165,10.6,0,59,1,0.3,0.3
"379","18.6","1",0.125,"n",0.11864406779661,0.147798881360647,10.6,0,59,1,0.3,0.3
"380","20","1",0.125,"n",0.11864406779661,0.14830818466921,10.6,0,59,1,0.3,0.3
"381","7.1","2",0.142857142857143,"n",0.135593220338983,0.145017379734396,10,0,59,1,0.3,0.3
"382","8.5","2",0.142857142857143,"n",0.135593220338983,0.145595434207689,10,0,59,1,0.3,0.3
"383","10","2",0.142857142857143,"n",0.135593220338983,0.146164826702518,10,0,59,1,0.3,0.3
"384","11.4","2",0.142857142857143,"n",0.135593220338983,0.146725791944795,10,0,59,1,0.3,0.3
"385","12.8","2",0.142857142857143,"n",0.135593220338983,0.147278555462145,10,0,59,1,0.3,0.3
"386","14.3","2",0.142857142857143,"n",0.135593220338983,0.147823334054032,10,0,59,1,0.3,0.3
"387","15.7","2",0.107142857142857,"n",0.101694915254237,0.146758733560644,10.6,0,59,1,0.3,0.3
"388","17.1","2",0.107142857142857,"n",0.101694915254237,0.147282458999165,10.6,0,59,1,0.3,0.3
"389","18.6","2",0.107142857142857,"n",0.101694915254237,0.147798881360647,10.6,0,59,1,0.3,0.3
"390","20","2",0.107142857142857,"n",0.101694915254237,0.14830818466921,10.6,0,59,1,0.3,0.3
"391","7.1","0",0,"a",0,0.145017379734396,10,0,59,1,0.3,0.3
"392","8.5","0",0,"a",0,0.145595434207689,10,0,59,1,0.3,0.3
"393","10","0",0,"a",0,0.146164826702518,10,0,59,1,0.3,0.3
"394","11.4","0",0,"a",0,0.146725791944795,10,0,59,1,0.3,0.3
"395","12.8","0",0,"a",0,0.147278555462145,10,0,59,1,0.3,0.3
"396","14.3","0",0,"a",0,0.147823334054032,10,0,59,1,0.3,0.3
"397","15.7","0",0,"a",0,0.146758733560644,10.6,0,59,1,0.3,0.3
"398","17.1","0",0,"a",0,0.147282458999165,10.6,0,59,1,0.3,0.3
"399","18.6","0",0,"a",0,0.147798881360647,10.6,0,59,1,0.3,0.3
"400","20","0",0,"a",0,0.14830818466921,10.6,0,59,1,0.3,0.3
"401","7.1","1",0,"a",0,0.145017379734396,10,0,59,1,0.3,0.3
"402","8.5","1",0,"a",0,0.145595434207689,10,0,59,1,0.3,0.3
"403","10","1",0,"a",0,0.146164826702518,10,0,59,1,0.3,0.3
"404","11.4","1",0,"a",0,0.146725791944795,10,0,59,1,0.3,0.3
"405","12.8","1",0,"a",0,0.147278555462145,10,0,59,1,0.3,0.3
"406","14.3","1",0,"a",0,0.147823334054032,10,0,59,1,0.3,0.3
"407","15.7","1",0,"a",0,0.146758733560644,10.6,0,59,1,0.3,0.3
"408","17.1","1",0,"a",0,0.147282458999165,10.6,0,59,1,0.3,0.3
"409","18.6","1",0,"a",0,0.147798881360647,10.6,0,59,1,0.3,0.3
"410","20","1",0,"a",0,0.14830818466921,10.6,0,59,1,0.3,0.3
"411","7.1","2",1,"a",0.0508474576271186,0.145017379734396,10,0,59,1,0.3,0.3
"412","8.5","2",1,"a",0.0508474576271186,0.145595434207689,10,0,59,1,0.3,0.3
"413","10","2",1,"a",0.0508474576271186,0.146164826702518,10,0,59,1,0.3,0.3
"414","11.4","2",1,"a",0.0508474576271186,0.146725791944795,10,0,59,1,0.3,0.3
"415","12.8","2",1,"a",0.0508474576271186,0.147278555462145,10,0,59,1,0.3,0.3
"416","14.3","2",1,"a",0.0508474576271186,0.147823334054032,10,0,59,1,0.3,0.3
"417","15.7","2",1,"a",0.0508474576271186,0.146758733560644,10.6,0,59,1,0.3,0.3
"418","17.1","2",1,"a",0.0508474576271186,0.147282458999165,10.6,0,59,1,0.3,0.3
"419","18.6","2",1,"a",0.0508474576271186,0.147798881360647,10.6,0,59,1,0.3,0.3
"420","20","2",1,"a",0.0508474576271186,0.14830818466921,10.6,0,59,1,0.3,0.3
"421","7.1","0",0.785714285714286,"n",0.745762711864407,0.0495821651914471,10,0,59,1,0.5,0.5
"422","8.5","0",0.785714285714286,"n",0.745762711864407,0.0498919402205212,10,0,59,1,0.5,0.5
"423","10","0",0.785714285714286,"n",0.745762711864407,0.0501977542124765,10,0,59,1,0.5,0.5
"424","11.4","0",0.785714285714286,"n",0.745762711864407,0.0504997016917319,10,0,59,1,0.5,0.5
"425","12.8","0",0.785714285714286,"n",0.745762711864407,0.0507978738693275,10,0,59,1,0.5,0.5
"426","14.3","0",0.785714285714286,"n",0.745762711864407,0.0510923587957677,10,0,59,1,0.5,0.5
"427","15.7","0",0.785714285714286,"n",0.745762711864407,0.0510743314692703,10.5,0,59,1,0.5,0.5
"428","17.1","0",0.785714285714286,"n",0.745762711864407,0.0513599693111643,10.5,0,59,1,0.5,0.5
"429","18.6","0",0.767857142857143,"n",0.728813559322034,0.0510231310503318,10.6,0,59,1,0.5,0.5
"430","20","0",0.785714285714286,"n",0.745762711864407,0.0519210613204036,10.5,0,59,1,0.5,0.5
"431","7.1","1",0.0714285714285714,"n",0.0677966101694915,0.0495821651914471,10,0,59,1,0.5,0.5
"432","8.5","1",0.0714285714285714,"n",0.0677966101694915,0.0498919402205212,10,0,59,1,0.5,0.5
"433","10","1",0.0714285714285714,"n",0.0677966101694915,0.0501977542124765,10,0,59,1,0.5,0.5
"434","11.4","1",0.0714285714285714,"n",0.0677966101694915,0.0504997016917319,10,0,59,1,0.5,0.5
"435","12.8","1",0.0714285714285714,"n",0.0677966101694915,0.0507978738693275,10,0,59,1,0.5,0.5
"436","14.3","1",0.0714285714285714,"n",0.0677966101694915,0.0510923587957677,10,0,59,1,0.5,0.5
"437","15.7","1",0.0892857142857143,"n",0.0847457627118644,0.0510743314692703,10.5,0,59,1,0.5,0.5
"438","17.1","1",0.0892857142857143,"n",0.0847457627118644,0.0513599693111643,10.5,0,59,1,0.5,0.5
"439","18.6","1",0.125,"n",0.11864406779661,0.0510231310503318,10.6,0,59,1,0.5,0.5
"440","20","1",0.0892857142857143,"n",0.0847457627118644,0.0519210613204036,10.5,0,59,1,0.5,0.5
"441","7.1","2",0.142857142857143,"n",0.135593220338983,0.0495821651914471,10,0,59,1,0.5,0.5
"442","8.5","2",0.142857142857143,"n",0.135593220338983,0.0498919402205212,10,0,59,1,0.5,0.5
"443","10","2",0.142857142857143,"n",0.135593220338983,0.0501977542124765,10,0,59,1,0.5,0.5
"444","11.4","2",0.142857142857143,"n",0.135593220338983,0.0504997016917319,10,0,59,1,0.5,0.5
"445","12.8","2",0.142857142857143,"n",0.135593220338983,0.0507978738693275,10,0,59,1,0.5,0.5
"446","14.3","2",0.142857142857143,"n",0.135593220338983,0.0510923587957677,10,0,59,1,0.5,0.5
"447","15.7","2",0.125,"n",0.11864406779661,0.0510743314692703,10.5,0,59,1,0.5,0.5
"448","17.1","2",0.125,"n",0.11864406779661,0.0513599693111643,10.5,0,59,1,0.5,0.5
"449","18.6","2",0.107142857142857,"n",0.101694915254237,0.0510231310503318,10.6,0,59,1,0.5,0.5
"450","20","2",0.125,"n",0.11864406779661,0.0519210613204036,10.5,0,59,1,0.5,0.5
"451","7.1","0",0,"a",0,0.0495821651914471,10,0,59,1,0.5,0.5
"452","8.5","0",0,"a",0,0.0498919402205212,10,0,59,1,0.5,0.5
"453","10","0",0,"a",0,0.0501977542124765,10,0,59,1,0.5,0.5
"454","11.4","0",0,"a",0,0.0504997016917319,10,0,59,1,0.5,0.5
"455","12.8","0",0,"a",0,0.0507978738693275,10,0,59,1,0.5,0.5
"456","14.3","0",0,"a",0,0.0510923587957677,10,0,59,1,0.5,0.5
"457","15.7","0",0,"a",0,0.0510743314692703,10.5,0,59,1,0.5,0.5
"458","17.1","0",0,"a",0,0.0513599693111643,10.5,0,59,1,0.5,0.5
"459","18.6","0",0,"a",0,0.0510231310503318,10.6,0,59,1,0.5,0.5
"460","20","0",0,"a",0,0.0519210613204036,10.5,0,59,1,0.5,0.5
"461","7.1","1",0,"a",0,0.0495821651914471,10,0,59,1,0.5,0.5
"462","8.5","1",0,"a",0,0.0498919402205212,10,0,59,1,0.5,0.5
"463","10","1",0,"a",0,0.0501977542124765,10,0,59,1,0.5,0.5
"464","11.4","1",0,"a",0,0.0504997016917319,10,0,59,1,0.5,0.5
"465","12.8","1",0,"a",0,0.0507978738693275,10,0,59,1,0.5,0.5
"466","14.3","1",0,"a",0,0.0510923587957677,10,0,59,1,0.5,0.5
"467","15.7","1",0,"a",0,0.0510743314692703,10.5,0,59,1,0.5,0.5
"468","17.1","1",0,"a",0,0.0513599693111643,10.5,0,59,1,0.5,0.5
"469","18.6","1",0,"a",0,0.0510231310503318,10.6,0,59,1,0.5,0.5
"470","20","1",0,"a",0,0.0519210613204036,10.5,0,59,1,0.5,0.5
"471","7.1","2",1,"a",0.0508474576271186,0.0495821651914471,10,0,59,1,0.5,0.5
"472","8.5","2",1,"a",0.0508474576271186,0.0498919402205212,10,0,59,1,0.5,0.5
"473","10","2",1,"a",0.0508474576271186,0.0501977542124765,10,0,59,1,0.5,0.5
"474","11.4","2",1,"a",0.0508474576271186,0.0504997016917319,10,0,59,1,0.5,0.5
"475","12.8","2",1,"a",0.0508474576271186,0.0507978738693275,10,0,59,1,0.5,0.5
"476","14.3","2",1,"a",0.0508474576271186,0.0510923587957677,10,0,59,1,0.5,0.5
"477","15.7","2",1,"a",0.0508474576271186,0.0510743314692703,10.5,0,59,1,0.5,0.5
"478","17.1","2",1,"a",0.0508474576271186,0.0513599693111643,10.5,0,59,1,0.5,0.5
"479","18.6","2",1,"a",0.0508474576271186,0.0510231310503318,10.6,0,59,1,0.5,0.5
"480","20","2",1,"a",0.0508474576271186,0.0519210613204036,10.5,0,59,1,0.5,0.5
"481","7.1","0",0.642857142857143,"n",0.5625,0.0984409892589468,4.6,11.4,32,1,0.7,0.7
"482","8.5","0",0.703703703703704,"n",0.59375,0.09777441660501,4.6,11.6,32,1,0.7,0.7
"483","10","0",0.696969696969697,"n",0.621621621621622,0.0713700065492094,5.6,9.1,37,1,0.7,0.7
"484","11.4","0",0.696969696969697,"n",0.621621621621622,0.0717451748555106,5.6,9.2,37,1,0.7,0.7
"485","12.8","0",0.785714285714286,"n",0.745762711864407,0.0175207040940007,10,0,59,1,0.7,0.7
"486","14.3","0",0.655172413793103,"n",0.575757575757576,0.094302191958129,4.8,11.4,33,1,0.7,0.7
"487","15.7","0",0.535714285714286,"n",0.483870967741935,0.109109377673902,5,12.4,31,1,0.7,0.7
"488","17.1","0",0.555555555555556,"n",0.5,0.118966606394572,4.7,13,30,1,0.7,0.7
"489","18.6","0",0.538461538461538,"n",0.482758620689655,0.127502053066834,4.5,13.4,29,1,0.7,0.7
"490","20","0",0.571428571428571,"n",0.516129032258065,0.112305496117299,4.9,12.5,31,1,0.7,0.7
"491","7.1","1",0.0714285714285714,"n",0.0625,0.0984409892589468,4.6,11.4,32,1,0.7,0.7
"492","8.5","1",0,"n",0,0.09777441660501,4.6,11.6,32,1,0.7,0.7
"493","10","1",0.0606060606060606,"n",0.0540540540540541,0.0713700065492094,5.6,9.1,37,1,0.7,0.7
"494","11.4","1",0.0606060606060606,"n",0.0540540540540541,0.0717451748555106,5.6,9.2,37,1,0.7,0.7
"495","12.8","1",0.0714285714285714,"n",0.0677966101694915,0.0175207040940007,10,0,59,1,0.7,0.7
"496","14.3","1",0.0689655172413793,"n",0.0606060606060606,0.094302191958129,4.8,11.4,33,1,0.7,0.7
"497","15.7","1",0.25,"n",0.225806451612903,0.109109377673902,5,12.4,31,1,0.7,0.7
"498","17.1","1",0.185185185185185,"n",0.166666666666667,0.118966606394572,4.7,13,30,1,0.7,0.7
"499","18.6","1",0.192307692307692,"n",0.172413793103448,0.127502053066834,4.5,13.4,29,1,0.7,0.7
"500","20","1",0.178571428571429,"n",0.161290322580645,0.112305496117299,4.9,12.5,31,1,0.7,0.7
"501","7.1","2",0.285714285714286,"n",0.25,0.0984409892589468,4.6,11.4,32,1,0.7,0.7
"502","8.5","2",0.296296296296296,"n",0.25,0.09777441660501,4.6,11.6,32,1,0.7,0.7
"503","10","2",0.242424242424242,"n",0.216216216216216,0.0713700065492094,5.6,9.1,37,1,0.7,0.7
"504","11.4","2",0.242424242424242,"n",0.216216216216216,0.0717451748555106,5.6,9.2,37,1,0.7,0.7
"505","12.8","2",0.142857142857143,"n",0.135593220338983,0.0175207040940007,10,0,59,1,0.7,0.7
"506","14.3","2",0.275862068965517,"n",0.242424242424242,0.094302191958129,4.8,11.4,33,1,0.7,0.7
"507","15.7","2",0.214285714285714,"n",0.193548387096774,0.109109377673902,5,12.4,31,1,0.7,0.7
"508","17.1","2",0.259259259259259,"n",0.233333333333333,0.118966606394572,4.7,13,30,1,0.7,0.7
"509","18.6","2",0.269230769230769,"n",0.241379310344828,0.127502053066834,4.5,13.4,29,1,0.7,0.7
"510","20","2",0.25,"n",0.225806451612903,0.112305496117299,4.9,12.5,31,1,0.7,0.7
"511","7.1","0",0,"a",0,0.0984409892589468,4.6,11.4,32,1,0.7,0.7
"512","8.5","0",0,"a",0,0.09777441660501,4.6,11.6,32,1,0.7,0.7
"513","10","0",0,"a",0,0.0713700065492094,5.6,9.1,37,1,0.7,0.7
"514","11.4","0",0,"a",0,0.0717451748555106,5.6,9.2,37,1,0.7,0.7
"515","12.8","0",0,"a",0,0.0175207040940007,10,0,59,1,0.7,0.7
"516","14.3","0",0,"a",0,0.094302191958129,4.8,11.4,33,1,0.7,0.7
"517","15.7","0",0,"a",0,0.109109377673902,5,12.4,31,1,0.7,0.7
"518","17.1","0",0,"a",0,0.118966606394572,4.7,13,30,1,0.7,0.7
"519","18.6","0",0,"a",0,0.127502053066834,4.5,13.4,29,1,0.7,0.7
"520","20","0",0,"a",0,0.112305496117299,4.9,12.5,31,1,0.7,0.7
"521","7.1","1",0.25,"a",0.03125,0.0984409892589468,4.6,11.4,32,1,0.7,0.7
"522","8.5","1",0,"a",0,0.09777441660501,4.6,11.6,32,1,0.7,0.7
"523","10","1",0.25,"a",0.027027027027027,0.0713700065492094,5.6,9.1,37,1,0.7,0.7
"524","11.4","1",0.25,"a",0.027027027027027,0.0717451748555106,5.6,9.2,37,1,0.7,0.7
"525","12.8","1",0,"a",0,0.0175207040940007,10,0,59,1,0.7,0.7
"526","14.3","1",0.25,"a",0.0303030303030303,0.094302191958129,4.8,11.4,33,1,0.7,0.7
"527","15.7","1",0,"a",0,0.109109377673902,5,12.4,31,1,0.7,0.7
"528","17.1","1",0,"a",0,0.118966606394572,4.7,13,30,1,0.7,0.7
"529","18.6","1",0,"a",0,0.127502053066834,4.5,13.4,29,1,0.7,0.7
"530","20","1",0,"a",0,0.112305496117299,4.9,12.5,31,1,0.7,0.7
"531","7.1","2",0.75,"a",0.09375,0.0984409892589468,4.6,11.4,32,1,0.7,0.7
"532","8.5","2",1,"a",0.15625,0.09777441660501,4.6,11.6,32,1,0.7,0.7
"533","10","2",0.75,"a",0.0810810810810811,0.0713700065492094,5.6,9.1,37,1,0.7,0.7
"534","11.4","2",0.75,"a",0.0810810810810811,0.0717451748555106,5.6,9.2,37,1,0.7,0.7
"535","12.8","2",1,"a",0.0508474576271186,0.0175207040940007,10,0,59,1,0.7,0.7
"536","14.3","2",0.75,"a",0.0909090909090909,0.094302191958129,4.8,11.4,33,1,0.7,0.7
"537","15.7","2",1,"a",0.0967741935483871,0.109109377673902,5,12.4,31,1,0.7,0.7
"538","17.1","2",1,"a",0.1,0.118966606394572,4.7,13,30,1,0.7,0.7
"539","18.6","2",1,"a",0.103448275862069,0.127502053066834,4.5,13.4,29,1,0.7,0.7
"540","20","2",1,"a",0.0967741935483871,0.112305496117299,4.9,12.5,31,1,0.7,0.7
"541","7.1","0",0.636363636363636,"n",0.518518518518518,0.0882635511788136,3.6,13.4,27,1,0.9,0.9
"542","8.5","0",0.636363636363636,"n",0.518518518518518,0.0887044538690812,3.6,13.6,27,1,0.9,0.9
"543","10","0",0.636363636363636,"n",0.518518518518518,0.0891391821840443,3.6,13.6,27,1,0.9,0.9
"544","11.4","0",0.6,"n",0.48,0.10615113297289,3.2,14.4,25,1,0.9,0.9
"545","12.8","0",0.6,"n",0.517241379310345,0.0759406063968657,4,13.1,29,1,0.9,0.9
"546","14.3","0",0.619047619047619,"n",0.5,0.0983887207322719,3.4,14.4,26,1,0.9,0.9
"547","15.7","0",0.478260869565217,"n",0.423076923076923,0.0988874858478854,3.9,14.4,26,1,0.9,0.9
"548","17.1","0",0.478260869565217,"n",0.423076923076923,0.0993100494845971,3.9,14.6,26,1,0.9,0.9
"549","18.6","0",0.478260869565217,"n",0.423076923076923,0.0997270106667012,3.9,14.6,26,1,0.9,0.9
"550","20","0",0.478260869565217,"n",0.423076923076923,0.100138505120958,3.9,14.6,26,1,0.9,0.9
"551","7.1","1",0,"n",0,0.0882635511788136,3.6,13.4,27,1,0.9,0.9
"552","8.5","1",0,"n",0,0.0887044538690812,3.6,13.6,27,1,0.9,0.9
"553","10","1",0,"n",0,0.0891391821840443,3.6,13.6,27,1,0.9,0.9
"554","11.4","1",0,"n",0,0.10615113297289,3.2,14.4,25,1,0.9,0.9
