"","Wstart","Beh","p","h","p.tot","S.cum.riv","G.riv","G.ocean","dur","Fit","Ba","Bn","Bn_Ba"
"51","7.1","2",0.0925925925925926,"a",0.0847457627118644,0.0999959646618783,9.1,0,59,0.024429491243404,0.1,1,10
"52","8.5","2",0.12962962962963,"a",0.11864406779661,0.111007243031796,10.6,0,59,0.0317784856659239,0.1,1,10
"53","10","2",0.111111111111111,"a",0.101694915254237,0.113515145830336,11.2,0,59,0.039021673987076,0.1,1,10
"54","11.4","2",0.12962962962963,"a",0.11864406779661,0.118219657737032,12.1,0,59,0.0465828971565216,0.1,1,10
"55","12.8","2",0.12962962962963,"a",0.11864406779661,0.121426898829624,13.5,0,59,0.0586393991463406,0.1,1,10
"56","14.3","2",0.111111111111111,"a",0.101694915254237,0.123230974256364,14.9,0,59,0.0746471570681577,0.1,1,10
"57","15.7","2",0.111111111111111,"a",0.101694915254237,0.133627990489443,15,0,59,0.0826845065706385,0.1,1,10
"58","17.1","2",0.111111111111111,"a",0.101694915254237,0.135205600265608,16,0,59,0.0962461783186153,0.1,1,10
"59","18.6","2",0.111111111111111,"a",0.101694915254237,0.137278894976874,17,0,59,0.113036762815942,0.1,1,10
"60","20","2",0.12962962962963,"a",0.11864406779661,0.141192007603104,17.7,0,59,0.127914914285984,0.1,1,10
"61","7.1","0",0,"n",0,0.0805090145344949,9.1,0,59,0.0243316533237438,0.3,1,3.33333333333333
"62","8.5","0",0,"n",0,0.0893773895294347,10.6,0,59,0.0316512264338271,0.3,1,3.33333333333333
"63","10","0",0,"n",0,0.0913974309593768,11.2,0,59,0.0388653229275321,0.3,1,3.33333333333333
"64","11.4","0",0,"n",0,0.0951868497697982,12.1,0,59,0.0463963711113204,0.3,1,3.33333333333333
"65","12.8","0",0,"n",0,0.0977702725436507,13.5,0,59,0.0584046086905178,0.3,1,3.33333333333333
"66","14.3","0",0,"n",0,0.0992234769498872,14.9,0,59,0.0743481059630651,0.3,1,3.33333333333333
"67","15.7","0",0,"n",0,0.10759691227057,15,0,59,0.0823532628134629,0.3,1,3.33333333333333
"68","17.1","0",0,"n",0,0.108867816737274,16,0,59,0.0958608489448495,0.3,1,3.33333333333333
"69","18.6","0",0,"n",0,0.110537912784023,17,0,59,0.112584224169401,0.3,1,3.33333333333333
"70","20","0",0,"n",0,0.113689960284989,17.7,0,59,0.127402822962291,0.3,1,3.33333333333333
"71","7.1","1",0,"n",0,0.0805090145344949,9.1,0,59,0.0243316533237438,0.3,1,3.33333333333333
"72","8.5","1",0,"n",0,0.0893773895294347,10.6,0,59,0.0316512264338271,0.3,1,3.33333333333333
"73","10","1",0,"n",0,0.0913974309593768,11.2,0,59,0.0388653229275321,0.3,1,3.33333333333333
"74","11.4","1",0,"n",0,0.0951868497697982,12.1,0,59,0.0463963711113204,0.3,1,3.33333333333333
"75","12.8","1",0,"n",0,0.0977702725436507,13.5,0,59,0.0584046086905178,0.3,1,3.33333333333333
"76","14.3","1",0,"n",0,0.0992234769498872,14.9,0,59,0.0743481059630651,0.3,1,3.33333333333333
"77","15.7","1",0,"n",0,0.10759691227057,15,0,59,0.0823532628134629,0.3,1,3.33333333333333
"78","17.1","1",0,"n",0,0.108867816737274,16,0,59,0.0958608489448495,0.3,1,3.33333333333333
"79","18.6","1",0,"n",0,0.110537912784023,17,0,59,0.112584224169401,0.3,1,3.33333333333333
"80","20","1",0,"n",0,0.113689960284989,17.7,0,59,0.127402822962291,0.3,1,3.33333333333333
"81","7.1","2",1,"n",0.0847457627118644,0.0805090145344949,9.1,0,59,0.0243316533237438,0.3,1,3.33333333333333
"82","8.5","2",1,"n",0.0847457627118644,0.0893773895294347,10.6,0,59,0.0316512264338271,0.3,1,3.33333333333333
"83","10","2",1,"n",0.0847457627118644,0.0913974309593768,11.2,0,59,0.0388653229275321,0.3,1,3.33333333333333
"84","11.4","2",1,"n",0.0847457627118644,0.0951868497697982,12.1,0,59,0.0463963711113204,0.3,1,3.33333333333333
"85","12.8","2",1,"n",0.0847457627118644,0.0977702725436507,13.5,0,59,0.0584046086905178,0.3,1,3.33333333333333
"86","14.3","2",1,"n",0.0847457627118644,0.0992234769498872,14.9,0,59,0.0743481059630651,0.3,1,3.33333333333333
